# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
18.4,2165.792355,3545.792355,7.979361,7.9809501,-9.8187264,9.8187269,-2.2264215,0.0092253,2.2264406,270.2374072,0.159255,0.0030011,43.8000001,-120.6300277,0.3833196,0,0.0010739,-3.37E-06,89.2399412,270.1288268,6575.722264,794,1.9326438,0.0214604,9.7942085,141.8831616,108.4157491,3.1635406,0,0,0.1616543,0.6717588,0.3907223,0.1609588,0.1200777,0.6720616,0.0960955,0.3032337,2.66E-05,0,0,0,0,0.001093,0,0,-8.0476503,653.8639567,8.59E-04,326.4220239,0.0244498,7.14E+05,10.5791,87.8996865,0.05,0.8593527,8.40E-04
18.45,2166.179051,3546.179051,7.4884945,7.4901845,-9.815957,9.8159575,-2.2343804,0.0092449,2.2343995,270.2370648,0.1591037,0.0030471,43.8000001,-120.6300278,0.437472,0,0.0011057,-3.44E-06,89.2203245,270.1253093,6575.722264,794,1.9326438,0.0214604,9.7942073,141.8035897,108.4157491,3.156019,0,0,0.1434601,0.6767682,0.3958666,0.1608332,0.1200685,0.6771646,0.1098367,0.3451979,-2.99E-04,0,0,0,0,0.0013156,0,0,-8.0501638,653.8320632,8.59E-04,326.4205007,0.0229464,6.70E+05,10.5791,87.8996865,0.05,0.8601957,7.89E-04
18.5,2166.541206,3546.541206,6.9977626,6.9995676,-9.813347,9.8133475,-2.2423317,0.0092645,2.2423509,270.2367238,0.1589505,0.0030791,43.8000001,-120.6300279,0.5013547,0,0.0011376,-3.45E-06,89.2001346,270.1219992,6575.722264,794,1.9326438,0.0214604,9.7942062,141.7100899,108.4157491,3.1471808,0,0,0.1263128,0.6822376,0.4014699,0.1607079,0.1200598,0.6827611,0.1261,0.3955252,2.64E-05,0,0,0,0,0.0015945,0,0,-8.0525178,653.8021936,8.59E-04,326.4190742,0.0214435,6.27E+05,10.5791,87.8996865,0.05,0.8609313,7.37E-04
18.55,2166.878829,3546.878829,6.5071571,6.5090944,-9.8108971,9.8108976,-2.2502754,0.009284,2.2502945,270.2363843,0.1587961,0.0030949,43.8000001,-120.630028,0.5773004,0,0.0011694,-3.47E-06,89.1793716,270.118892,6575.722264,794,1.9326438,0.0214604,9.7942051,141.5994312,108.4157491,3.1367207,0,0,0.1102164,0.6882459,0.4076113,0.1605829,0.1200517,0.688944,0.1455089,0.454882,-1.06E-04,0,0,0,0,0.0019483,0,0,-8.0547124,653.7743475,8.59E-04,326.4177443,0.019941,5.83E+05,10.5791,87.8996865,0.05,0.8616204,6.85E-04
18.6,2167.191924,3547.191924,6.0166701,6.0187612,-9.8086081,9.8086086,-2.2582113,0.0093034,2.2582305,270.2360464,0.1586414,0.0030923,43.8000001,-120.6300281,0.6684049,0,0.0012009,-3.46E-06,89.1580387,270.11596,6575.722264,794,1.9326438,0.0214604,9.7942042,141.4673702,108.4157491,3.1242375,0,0,0.095176,0.6948929,0.4143905,0.1604583,0.1200442,0.6958344,0.1688987,0.5250993,3.92E-05,0,0,0,0,0.0024032,0,0,-8.0567475,653.7485244,8.59E-04,326.416511,0.0184389,5.39E+05,10.5791,87.8996865,0.05,0.8674443,6.34E-04
18.65,2167.480498,3547.480498,5.5262936,5.5285657,-9.806481,9.8064815,-2.2661395,0.0093228,2.2661587,270.2357098,0.1584872,0.0030688,43.8000001,-120.6300282,0.7788642,0,0.0012319,-3.45E-06,89.1361425,270.1131991,6575.722264,794,1.9326438,0.0214604,9.7942033,141.3082257,108.4157491,3.1091942,0,0,0.0811973,0.7023073,0.4219361,0.160334,0.1200373,0.7035935,0.1974141,0.6104409,6.10E-05,0,0,0,0,0.0029974,0,0,-8.0586232,653.7247237,8.59E-04,326.4153743,0.0169372,4.95E+05,10.5791,87.8996865,0.05,0.8687396,5.82E-04
18.7,2167.744555,3547.744555,5.0360193,5.0385077,-9.8045168,9.8045173,-2.27406,0.009342,2.2740792,270.2353748,0.1583349,0.0030216,43.8000001,-120.6300283,0.9145079,0,0.0012622,-3.40E-06,89.113694,270.1106063,6575.722264,794,1.9326438,0.0214604,9.7942025,141.1142177,108.4157491,3.0908554,0,0,0.0682868,0.7106584,0.4304174,0.16021,0.120031,0.7124429,0.2326655,0.7156867,3.13E-04,0,0,0,0,0.0037885,0,0,-8.0603396,653.702945,8.59E-04,326.4143342,0.0154359,4.51E+05,10.5791,87.8996865,0.05,0.8696098,5.31E-04
18.75,2167.984101,3547.984101,4.5458391,4.5485905,-9.8027168,9.8027172,-2.281973,0.0093613,2.2819922,270.2350412,0.1581855,0.0029479,43.8000001,-120.6300284,1.0836755,0,0.0012916,-3.35E-06,89.0907083,270.1081762,6575.722264,794,1.9326438,0.0214604,9.7942017,140.8744074,108.4157491,3.0681871,0,0,0.0564524,0.7201748,0.4400633,0.1600863,0.1200252,0.7226967,0.2769914,0.8445204,1.03E-04,0,0,0,0,0.0048672,0,0,-8.0618967,653.683188,8.59E-04,326.4133906,0.0139351,4.07E+05,10.5791,87.8996865,0.05,0.8703184,4.79E-04
18.8,2168.199141,3548.199141,4.0557448,4.0588228,-9.8010824,9.8010828,-2.2898786,0.0093804,2.2898978,270.234709,0.1580406,0.0028443,43.8000001,-120.6300285,1.2987267,0,0.0013196,-3.29E-06,89.0672054,270.1059007,6575.722264,794,1.9326438,0.0214604,9.7942011,140.5729189,108.4157491,3.0396886,0,0,0.0457029,0.7311748,0.4511917,0.159963,0.1200201,0.7348198,0.3339202,1.009056,-1.26E-04,0,0,0,0,0.0063812,0,0,-8.0632944,653.6654522,8.59E-04,326.4125436,0.0124346,3.63E+05,10.5791,87.8996865,0.05,0.872222,4.28E-04
18.85,2168.389677,3548.389677,3.5657281,3.5692225,-9.7996153,9.7996157,-2.2977771,0.0093995,2.2977963,270.2343783,0.1579016,0.0027076,43.8000001,-120.6300286,1.5787922,0,0.0013461,-3.22E-06,89.0432112,270.1037724,6575.722264,794,1.9326438,0.0214604,9.7942005,140.1858106,108.4157491,3.0030968,0,0,0.0360491,0.7441174,0.4642618,0.15984,0.1200155,0.7495359,0.4090331,1.2197741,2.91E-04,0,0,0,0,0.0085863,0,0,-8.0645329,653.6497373,8.59E-04,326.4117931,0.0109347,3.19E+05,10.5791,87.8996865,0.05,0.87301,3.76E-04
18.9,2168.555715,3548.555715,3.0757804,3.0798241,-9.7983176,9.7983179,-2.3056688,0.0094185,2.3056881,270.2340491,0.1577704,0.0025342,43.8000001,-120.6300287,1.9551395,0,0.0013706,-3.15E-06,89.0187576,270.1017729,6575.722264,794,1.9326438,0.0214604,9.7942,139.6752239,108.4157491,2.9548331,0,0,0.0275034,0.7596965,0.4799675,0.1597174,0.1200116,0.7680467,0.5117016,1.4998446,4.08E-04,0,0,0,0,0.0119558,0,0,-8.0656121,653.6360431,8.59E-04,326.411139,0.0094354,2.76E+05,10.5791,87.8996865,0.05,0.8737435,3.25E-04
18.95,2168.697256,3548.697256,2.5858934,2.5906945,-9.7971917,9.797192,-2.3135543,0.0094375,2.3135735,270.2337212,0.1576489,0.0023202,43.8000001,-120.6300288,2.4826013,0,0.0013928,-3.07E-06,88.9938834,270.0998923,6575.722264,794,1.9326438,0.0214604,9.7941996,138.9775899,108.4157491,2.8888885,0,0,0.020081,0.7790251,0.4994217,0.1595951,0.1200082,0.7925217,0.6589347,1.8862064,3.45E-04,0,0,0,0,0.017447,0,0,-8.0665322,653.6243691,8.59E-04,326.4105815,0.0079369,2.32E+05,10.5791,87.8996865,0.05,0.8744685,2.73E-04
19,2168.814305,3548.814305,2.0960583,2.1019703,-9.7962404,9.7962407,-2.3214339,0.0094564,2.3214531,270.2333948,0.1575392,0.0020619,43.8000001,-120.6300289,3.2668892,0,0.0014121,-2.99E-06,88.9686352,270.0981205,6575.722264,794,1.9326438,0.0214604,9.7941992,137.9774698,108.4157491,2.7943512,0,0,0.0137997,0.8040355,0.5245568,0.1594733,0.1200054,0.8273351,0.8850506,2.4463161,1.53E-04,0,0,0,0,0.0272443,0,0,-8.067293,653.6147153,8.59E-04,326.4101205,0.0064397,1.88E+05,10.5791,87.8996865,0.05,0.875198,2.22E-04
19.05,2168.906863,3548.906863,1.6062664,1.6139641,-9.7954672,9.7954673,-2.3293084,0.0094753,2.3293276,270.2330697,0.1574435,0.0017554,43.8000001,-120.630029,4.5412217,0,0.0014281,-2.91E-06,88.9430679,270.0964482,6575.722264,794,1.9326438,0.0214604,9.7941989,136.4416786,108.4157491,2.649179,0,0,0.0086807,0.8384836,0.5591286,0.1593519,0.1200032,0.8827435,1.270722,3.3195884,-2.21E-04,0,0,0,0,0.0472662,0,0,-8.0678946,653.6070814,8.59E-04,326.4097559,0.0049446,1.44E+05,10.5791,87.8996865,0.05,0.8758834,1.71E-04
19.1,2168.974932,3548.974932,1.1165086,1.1275438,-9.794875,9.7948751,-2.3371785,0.0094941,2.3371977,270.232746,0.1573645,0.0013977,43.8000001,-120.6300291,6.9398618,0,0.0014403,-2.83E-06,88.9172454,270.0948673,6575.722264,794,1.9326438,0.0214604,9.7941987,133.8217469,108.4157491,2.4015273,0,0,0.0047434,0.8910421,0.6118094,0.1592312,0.1200016,0.9883136,2.0574732,4.8427602,3.25E-04,0,0,0,0,0.0985077,0,0,-8.0683371,653.6014673,8.59E-04,326.4094877,0.0034544,1.01E+05,10.5791,87.8996865,0.05,0.8766094,1.20E-04
19.15,2169.018514,3549.018514,0.6267759,0.6462142,-9.7944597,9.7944598,-2.3450451,0.0095129,2.3450644,270.2324237,0.1573046,9.90E-04,43.8000001,-120.6300292,12.9800107,0,0.0014482,-2.75E-06,88.8912416,270.0933684,6575.722264,794,1.9326438,0.0214604,9.7941986,128.5011024,108.4157491,1.8985881,0,0,0.0019602,0.9887337,0.7096212,0.159112,0.1200005,1.2434389,4.3799052,8.0127993,1.46E-05,0,0,0,0,0.3031846,0,0,-8.0686203,653.5978728,8.59E-04,326.4093161,0.0019798,5.78E+04,10.5791,87.8996865,0.05,0.8799011,6.98E-05
19.2,2169.03761,3549.03761,0.1370603,0.2086133,-9.7941973,9.7941973,-2.3529093,0.0095316,2.3529286,270.2321026,0.1572704,1.30E-04,43.8000001,-120.6300293,47.7931493,0,0.001451,-2.67E-06,88.8651414,270.0919422,6575.722264,794,1.9326438,0.0214604,9.7941985,144.6599751,108.4157491,3.4260217,0,0,1.19E-04,1.275998,0.9969941,0.1590039,0.1200001,0.7263272,5.7449326,5.2919572,-4.52E-04,0,0,0,0,2.9203263,0,0,-8.0687445,653.5962978,8.59E-04,326.4092409,6.39E-04,1.87E+04,10.5791,87.8996865,0.05,0.8806731,2.71E-05
19.25,2169.03222,3549.03222,-0.3526475,0.3861233,-9.7940585,9.7940585,-2.3607726,0.0095503,2.3607919,270.2317826,0.1572608,4.73E-04,43.8000001,-120.6300294,154.8048535,0,0.0014517,-2.60E-06,88.8390219,270.0905809,6575.722264,794,1.9326438,0.0214604,9.7941985,161.0877457,108.4157491,4.9788731,0,0,-7.54E-04,1.1016503,0.8226024,0.1590477,0.1200002,-1.3393784,5.1151623,13.5838532,-2.33E-04,0,0,0,0,0.8532983,0,0,-8.0687094,653.5967423,8.59E-04,326.4092621,0.0011829,3.46E+04,10.5791,87.8996865,0.05,0.8813973,4.37E-05
19.3,2169.002345,3549.002345,-0.842341,0.8568845,-9.793655,9.7936552,-2.3686345,0.0095689,2.3686538,270.231464,0.1572028,0.0020475,43.8000001,-120.6300295,168.2415424,0,0.0014632,-2.52E-06,88.8128171,270.0892826,6575.722264,794,1.9326438,0.0214604,9.7941986,163.3322718,108.4157491,5.1910392,0,0,-0.0031981,0.9364908,0.6573258,0.1591641,0.1200009,-1.153783,4.6716343,18.6458204,-1.85E-04,0,0,0,0,0.1760107,0,0,-8.0685152,653.5992063,8.59E-04,326.4093798,0.0026252,7.67E+04,10.5791,87.8996865,0.05,0.8827079,9.16E-05
19.35,2168.947986,3548.947986,-1.3320099,1.3412348,-9.7930694,9.7930706,-2.376491,0.0095875,2.3765104,270.2311467,0.1570363,0.0048071,43.8000001,-120.6300296,172.0623736,0,0.0015026,-2.45E-06,88.7861805,270.0880554,6575.722264,794,1.9326438,0.0214604,9.7941988,163.9387659,108.4157491,5.2483687,0,0,-0.0066659,0.864715,0.5854286,0.1592841,0.1200022,-0.9815686,4.5405889,20.0437746,2.00E-04,0,0,0,0,0.0757659,0,0,-8.0681619,653.6036897,8.59E-04,326.4095939,0.0041091,1.20E+05,10.5791,87.8996865,0.05,0.8835476,1.42E-04
19.4,2168.869145,3548.869145,-1.8216445,1.828372,-9.7922782,9.7922821,-2.3843353,0.009606,2.3843546,270.2308311,0.1567024,0.0087493,43.8000001,-120.6300297,173.8418297,0,0.0015876,-2.37E-06,88.7584503,270.0869169,6575.722264,794,1.9326438,0.0214604,9.794199,164.2151784,108.4157491,5.2744968,0,0,-0.0113003,0.8218021,0.5423929,0.1594052,0.1200041,-0.8954182,4.4793164,20.6820017,4.64E-04,0,0,0,0,0.0455161,0,0,-8.0676494,653.6101923,8.59E-04,326.4099044,0.0056015,1.64E+05,10.5791,87.8996865,0.05,0.8842702,1.93E-04
19.45,2168.765823,3548.765823,-2.3112343,2.3165026,-9.7912791,9.791289,-2.3921574,0.0096244,2.3921768,270.2305176,0.1561417,0.0138739,43.8000001,-120.6300298,174.8637482,0,0.0017358,-2.30E-06,88.7286471,270.0858915,6575.722264,794,1.9326438,0.0214604,9.7941993,164.3718429,108.4157491,5.2893057,0,0,-0.017101,0.7921749,0.5126416,0.1595267,0.1200065,-0.8441477,4.4442243,21.0444834,3.48E-04,0,0,0,0,0.0338971,0,0,-8.0669778,653.618714,8.59E-04,326.4103114,0.0070969,2.07E+05,10.5791,87.8996865,0.05,0.8851188,2.44E-04
19.5,2168.638022,3548.638022,-2.8007689,2.805071,-9.7900721,9.7900929,-2.3999446,0.0096427,2.399964,270.2302068,0.1552953,0.0201814,43.8000001,-120.6300299,175.521825,0,0.0019649,-2.22E-06,88.695475,270.08501,6575.722264,794,1.9326438,0.0214604,9.7941997,164.4717025,108.4157491,5.298745,0,0,-0.0240503,0.769993,0.4903347,0.1596487,0.1200096,-0.8096357,4.4217795,21.2741496,-3.28E-04,0,0,0,0,0.02962,0,0,-8.0661471,653.6292546,8.59E-04,326.4108148,0.0085937,2.51E+05,10.5791,87.8996865,0.05,0.885877,2.96E-04
19.55,2168.485747,3548.485747,-3.290238,3.2938449,-9.7886558,9.7886949,-2.4076812,0.0096609,2.4077005,270.2298995,0.1541039,0.0276719,43.8000001,-120.63003,175.975737,0,0.0022922,-2.13E-06,88.6573216,270.0843043,6575.722264,794,1.9326438,0.0214604,9.7942002,164.5399169,108.4157491,5.3051931,0,0,-0.0321313,0.7524998,0.4727155,0.159771,0.1200132,-0.7844616,4.4064707,21.4294973,3.11E-04,0,0,0,0,0.0292357,0,0,-8.0651574,653.6418138,8.59E-04,326.4114146,0.0100911,2.95E+05,10.5791,87.8996865,0.05,0.8866131,3.47E-04
19.6,2168.309,3548.309,-3.7796309,3.7827065,-9.7870267,9.7870942,-2.4153483,0.0096789,2.4153676,270.2295964,0.1525083,0.0363466,43.8000001,-120.6300301,176.3016257,0,0.0027354,-2.03E-06,88.6122599,270.083804,6575.722264,794,1.9326438,0.0214604,9.7942007,164.5883585,108.4157491,5.309772,0,0,-0.0413305,0.738197,0.4582859,0.1598936,0.1200175,-0.7650806,4.3956712,21.5385823,-2.43E-05,0,0,0,0,0.0315669,0,0,-8.0640085,653.6563913,8.59E-04,326.4121108,0.0115887,3.39E+05,10.5791,87.8996865,0.05,0.8872956,3.99E-04
19.65,2168.107785,3548.107785,-4.268937,4.2715873,-9.7851784,9.7852875,-2.4229242,0.0096966,2.4229436,270.2292987,0.1504494,0.0462067,43.8000001,-120.6300302,176.5396192,0,0.0033117,-1.91E-06,88.5580491,270.0835385,6575.722264,794,1.9326438,0.0214604,9.7942014,164.6232239,108.4157491,5.3130677,0,0,-0.0516382,0.7261882,0.4461493,0.1600166,0.1200223,-0.749593,4.3880055,21.6151677,-2.86E-04,0,0,0,0,0.0362844,0,0,-8.0627006,653.6729869,8.59E-04,326.4129034,0.0130865,3.82E+05,10.5791,87.8996865,0.05,0.8880645,4.50E-04
19.7,2167.882108,3547.882108,-4.7581449,4.760442,-9.7831012,9.7832687,-2.4303844,0.0097141,2.4304039,270.2290075,0.1478679,0.0572547,43.8000001,-120.6300303,176.7121421,0,0.0040383,-1.78E-06,88.4921377,270.0835263,6575.722264,794,1.9326438,0.0214604,9.7942021,164.6479313,108.4157491,5.3154032,0,0,-0.0630485,0.7158985,0.4357311,0.1601398,0.1200277,-0.7368914,4.3827203,21.6660811,2.99E-04,0,0,0,0,0.0434417,0,0,-8.0612337,653.6916001,8.59E-04,326.4137924,0.0145841,4.26E+05,10.5791,87.8996865,0.05,0.8888151,5.01E-04
19.75,2167.631973,3547.631973,-5.247243,5.2492379,-9.7807808,9.7810277,-2.4377013,0.0097313,2.4377207,270.2287242,0.1447041,0.0694943,43.8000001,-120.6300304,176.8320114,0,0.0049323,-1.61E-06,88.4116661,270.0837697,6575.722264,794,1.9326438,0.0214604,9.7942028,164.6643873,108.4157491,5.3169587,0,0,-0.0755597,0.7069392,0.4266423,0.1602633,0.1200336,-0.7262892,4.3794061,21.6962705,-5.57E-05,0,0,0,0,0.0532972,0,0,-8.0596078,653.7122305,8.59E-04,326.4147777,0.0160815,4.70E+05,10.5791,87.8996865,0.05,0.8895681,5.53E-04
19.8,2167.357386,3547.357386,-5.7362186,5.7379488,-9.7781978,9.7785494,-2.4448441,0.0097482,2.4448636,270.2284503,0.1408985,0.0829311,43.8000001,-120.6300305,176.9064014,0,0.0060102,-1.45E-06,88.3134718,270.0842592,6575.722264,794,1.9326438,0.0214604,9.7942037,164.6735985,108.4157491,5.3178294,0,0,-0.0891744,0.6990364,0.4186092,0.160387,0.1200402,-0.7173429,4.3778638,21.7074601,1.32E-05,0,0,0,0,0.0662331,0,0,-8.057823,653.7348776,8.59E-04,326.4158593,0.0175786,5.14E+05,10.5791,87.8996865,0.05,0.890359,6.04E-04
19.85,2167.058353,3547.058353,-6.2250579,6.2265519,-9.7753259,9.7758129,-2.4517794,0.0097646,2.4517988,270.2281874,0.1363909,0.097573,43.8000001,-120.6300305,176.9389469,0,0.0072885,-1.27E-06,88.1940953,270.0849597,6575.722264,794,1.9326438,0.0214604,9.7942046,164.6759876,108.4157491,5.3180553,0,0,-0.1039009,0.6919904,0.411432,0.160511,0.1200473,-0.7097588,4.3780366,21.7001297,-3.50E-04,0,0,0,0,0.0827155,0,0,-8.0558793,653.7595409,8.59E-04,326.4170371,0.0190755,5.57E+05,10.5791,87.8996865,0.05,0.8910532,6.56E-04
19.9,2166.734882,3546.734882,-6.7137457,6.715026,-9.7721313,9.7727896,-2.4584705,0.0097805,2.4584899,270.2279374,0.1311209,0.1134313,43.8000001,-120.6300306,176.9309321,0,0.0087829,-1.05E-06,88.0497885,270.0858381,6575.722264,794,1.9326438,0.0214604,9.7942056,164.6715625,108.4157491,5.317637,0,0,-0.119754,0.6856515,0.4049612,0.1606353,0.120055,-0.7033431,4.3799759,21.6733092,-4.90E-04,0,0,0,0,0.1032716,0,0,-8.0537767,653.7862198,8.59E-04,326.4183113,0.0205718,6.01E+05,10.5791,87.8996865,0.05,0.8917763,7.07E-04
19.95,2166.386981,3546.386981,-7.2022649,7.20335,-9.7685705,9.7694424,-2.4648777,0.0097959,2.4648972,270.2277022,0.1250273,0.1305215,43.8000001,-120.6300307,176.8820027,0,0.0105084,-8.37E-07,87.876525,270.0868447,6575.722264,794,1.9326438,0.0214604,9.7942067,164.6600055,108.4157491,5.3165445,0,0,-0.1367572,0.679905,0.3990819,0.1607599,0.1200633,-0.6979728,4.3838261,21.6277423,1.19E-05,0,0,0,0,0.1284715,0,0,-8.0515154,653.8149137,8.59E-04,326.4196817,0.0220678,6.45E+05,10.5791,87.8996865,0.05,0.8925903,7.58E-04
20,2166.014659,3546.014659,-7.6905957,7.6915017,-9.7645886,9.7657233,-2.4709584,0.0098106,2.4709779,270.227484,0.1180479,0.1488652,43.8000001,-120.6300308,176.7906135,0,0.0124794,-6.59E-07,87.6700137,270.0879181,6575.722264,794,1.9326438,0.0214604,9.7942078,164.6407136,108.4157491,5.314721,0,0,-0.1549448,0.6746613,0.3937044,0.1608847,0.1200722,-0.6935785,4.3898223,21.5611352,-2.07E-04,0,0,0,0,0.1589153,0,0,-8.0490953,653.8456217,8.59E-04,326.4211483,0.0235631,6.89E+05,10.5791,87.8996865,0.05,0.8933452,8.10E-04
20.05,2165.617925,3545.617925,-8.1787155,8.1794568,-9.7601174,9.7615717,-2.4766666,0.0098247,2.4766861,270.227285,0.1101194,0.1684918,43.8000001,-120.6300309,176.6543242,0,0.014709,-4.51E-07,87.4257157,270.0890087,6575.722264,794,1.9326438,0.0214604,9.794209,164.6128053,108.4157491,5.3120829,0,0,-0.1743653,0.6698488,0.3887575,0.1610097,0.1200816,-0.6901353,4.3982986,21.4724273,2.85E-04,0,0,0,0,0.1952194,0,0,-8.0465165,653.8783431,8.59E-04,326.422711,0.0250579,7.32E+05,10.5791,87.8996865,0.05,0.8940206,8.61E-04
20.1,2165.196791,3545.196791,-8.6665979,8.6671884,-9.7550729,9.7569122,-2.4819534,0.009838,2.4819729,270.2271078,0.1011767,0.1894413,43.8000001,-120.6300309,176.4700053,0,0.0172094,-3.02E-07,87.1388641,270.0900741,6575.722264,794,1.9326438,0.0214604,9.7942103,164.5751,108.4157491,5.3085188,0,0,-0.1950849,0.66541,0.3841834,0.161135,0.1200917,-0.6876571,4.4097053,21.357249,-4.05E-04,0,0,0,0,0.2380007,0,0,-8.0437791,653.9130769,8.59E-04,326.4243698,0.0265519,7.76E+05,10.5791,87.8996865,0.05,0.8947085,9.12E-04
20.15,2164.75127,3544.75127,-9.1542115,9.1546653,-9.7493518,9.7516515,-2.4867663,0.0098504,2.4867858,270.2269549,0.0911523,0.211769,43.8000001,-120.630031,176.233992,0,0.0199908,-1.23E-07,86.8044907,270.091085,6575.722264,794,1.9326438,0.0214604,9.7942117,164.5260741,108.4157491,5.3038845,0,0,-0.217193,0.6612978,0.3799351,0.1612604,0.1201022,-0.6861924,4.4246359,21.2149698,1.09E-04,0,0,0,0,0.2878587,0,0,-8.0408833,653.9498222,8.59E-04,326.4261247,0.0280451,8.20E+05,10.5791,87.8996865,0.05,0.8954464,9.64E-04
20.2,2164.281375,3544.281375,-9.6415196,9.6418513,-9.7428285,9.7456755,-2.4910494,0.0098619,2.4910689,270.226829,0.0799756,0.23555,43.8000001,-120.630031,175.9422042,0,0.0230618,2.80E-08,86.4174565,270.0920239,6575.722264,794,1.9326438,0.0214604,9.7942131,164.4637915,108.4157491,5.2979972,0,0,-0.2408064,0.6574733,0.3759737,0.1613862,0.1201134,-0.6858219,4.4438649,21.0409837,-4.95E-04,0,0,0,0,0.345359,0,0,-8.0378289,653.9885777,8.59E-04,326.4279757,0.0295375,8.63E+05,10.5791,87.8996865,0.05,0.8961148,0.001015
20.25,2163.787124,3543.787124,-10.1284784,10.1287038,-8.2289182,8.2289263,-2.4947433,0.0098724,2.4947629,270.2267332,0.0675714,0.0115089,43.8000001,-120.6300311,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942146,0,108.4157491,-10.248107,0,0,10.2931368,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.0346163,654.0293421,8.59E-04,326.4299225,0.0310287,9.07E+05,10.5791,87.8996865,0.1215225,0.8972367,0.0010662
20.3715225,2162.495524,3542.495524,-11.1284774,11.1286741,-7.9043383,7.9043481,-2.5028698,0.0098961,2.5028893,270.2265414,0.0661728,0.0124091,43.8000001,-120.6300312,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942186,0,108.4157491,-10.248107,0,0,12.4275018,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.0262209,654.1358693,8.60E-04,326.4350101,0.0340915,9.96E+05,10.5791,87.8996865,0.1265126,0.8979815,0.0011715
20.4980352,2161.024375,3541.024375,-12.1284762,12.1286482,-7.5491093,7.5491209,-2.5111421,0.0099203,2.5111617,270.2263461,0.0646029,0.0132354,43.8000001,-120.6300313,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942231,0,108.4157491,-10.248107,0,0,14.7634096,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.0166584,654.2572053,8.60E-04,326.440805,0.0371542,1.09E+06,10.5791,87.8996865,0.1324658,0.8981853,0.0012767
20.6305009,2159.351534,3539.351534,-13.1284746,13.1286251,-7.1631923,7.163206,-2.5195836,0.0099449,2.5196032,270.226147,0.0628496,0.0139774,43.8000001,-120.6300314,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942283,0,108.4157491,-10.248107,0,0,17.3011163,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-8.005785,654.3951762,8.60E-04,326.4473943,0.0402167,1.18E+06,10.5791,87.8996865,0.1396023,0.898373,0.001382
20.7701032,2157.448968,3537.448968,-14.1284727,14.128604,-6.7465397,6.7465555,-2.5282213,0.00997,2.528241,270.2259436,0.0608983,0.0146238,43.8000001,-120.6300315,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942341,0,108.4157491,-10.248107,0,0,20.0409363,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.9934183,654.5520941,8.60E-04,326.4548885,0.0432789,1.27E+06,10.5791,87.8996865,0.1482238,0.8985552,0.0014873
20.918327,2155.280681,3535.280681,-15.1284704,15.1285844,-6.2990919,6.2991102,-2.5370872,0.0099957,2.5371069,270.2257352,0.0587308,0.0151611,43.8000001,-120.6300316,NaN,NaN,NaN,NaN,85.972488,270.0928811,6575.722264,794,1.9326438,0.0214604,9.7942408,0,108.4157491,-10.248107,0,0,22.9832608,26.5633264,0,26.5633264,0,26.5633264,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,-7.9793244,654.7309279,8.60E-04,326.4634294,0.0463408,1.36E+06,10.5791,87.8996865,0.080673,0.8987306,0.0015925
