# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0,0,1380,0,0,0,0,0,0,0,0,0,0,43.8,-120.63,0,0,0,0,90,0,7975.722264,2194,2.1347745,0.0219707,9.8008672,NaN,114.844678,NaN,0,0,0,1.5148519,1.2358995,0.1589525,0.12,1.5148519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.03,858.3245703,0.001071,334.95308,0,0,10.5791,87.8996865,0.004,0.0106457,0
0.004,0,1380,0,0,0,0,0,0,0,0,0,0,43.8,-120.63,0,0,0,0,90,0,7975.711213,2193.98895,2.1347732,0.0219707,9.8008672,NaN,114.8446362,NaN,10.664,0.1364226,0,1.5148519,1.2358995,0.1589525,0.12,1.5148519,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.03,858.3245703,0.001071,334.95308,0,0,10.5791,87.8996865,0.007,0.0281092,0
0.011,0.0011504,1380.00115,0.5029174,0.5029174,149.3484647,149.3484647,0,0,0,270,1.21E-07,5.29E-05,43.8,-120.63,1.38E-05,0,0,0,90,0,7973.390723,2191.66846,2.1344831,0.0219699,9.8008672,NaN,114.8358481,NaN,1268.961,16.2383062,0.0011939,1.0027746,0.7237009,0.1590734,0.1200003,1.0027746,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0299925,858.324448,0.001071,334.9530755,0.0015015,5.39E+04,10.5791,87.8996865,0.01,0.0383865,5.29E-05
0.021,0.0136876,1380.013688,2.008601,2.008601,151.788641,151.788641,-6.70E-09,0,6.70E-09,269.9999797,1.44E-06,2.11E-04,43.8,-120.63,4.11E-05,0,0,0,90,0,7966.677879,2184.955615,2.1336434,0.0219674,9.8008671,NaN,114.8103968,NaN,1287.346517,16.4874581,0.0149576,0.7876109,0.508169,0.1594373,0.1200047,0.7876109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.029911,858.3231144,0.001071,334.9530261,0.0059967,2.15E+05,10.5791,87.8996865,0.01,0.0511051,2.11E-04
0.031,0.0414038,1380.041404,3.5386981,3.5386981,154.2311593,154.2311593,-3.44E-08,0,3.44E-08,269.9999656,4.36E-06,0,43.8,-120.63,7.06E-05,0,0,0,90,0,7959.965035,2178.242771,2.1328026,0.021965,9.800867,NaN,114.7849026,NaN,1305.732035,16.7370303,0.0428406,0.7267889,0.4469646,0.1598098,0.1200145,0.7267889,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0297309,858.3201662,0.001071,334.9529169,0.0105648,3.79E+05,10.5791,87.8996865,0.009,0.0634492,3.72E-04
0.04,0.0795281,1380.079528,4.9366784,4.9366784,156.431451,156.431451,-7.36E-08,0,7.36E-08,269.9999596,4.36E-06,0,43.8,-120.63,5.06E-05,0,0,0,90,0,7953.923475,2172.201211,2.132045,0.0219628,9.8008669,NaN,114.761921,NaN,1322.279,16.9620055,0.0798646,0.6961867,0.416006,0.1601525,0.1200282,0.6961867,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0294831,858.3161108,0.001071,334.9527667,0.0147384,5.29E+05,10.5791,87.8996865,0.01,0.0803965,5.20E-04
0.05,0.1367057,1380.136706,6.4977562,6.4977562,155.7836624,155.7836624,-1.17E-07,0,1.17E-07,269.9999577,4.36E-06,0,43.8,-120.63,3.84E-05,0,0,0,90,0,7947.321129,2165.598865,2.1312161,0.0219604,9.8008667,NaN,114.7367662,NaN,1316.087258,16.8966045,0.133831,0.6734002,0.3928134,0.1605379,0.1200489,0.6734002,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0291114,858.3100288,0.001071,334.9525415,0.019399,6.96E+05,10.5791,87.8996865,0.01,0.0890384,6.84E-04
0.06,0.2094616,1380.209462,8.0523427,8.0523427,155.1331932,155.1331932,-1.61E-07,0,1.61E-07,269.9999568,4.36E-06,0,43.8,-120.63,3.10E-05,0,0,0,90,0,7940.718784,2158.99652,2.1303862,0.0219579,9.8008665,NaN,114.7115696,NaN,1309.895516,16.8310948,0.2005304,0.6570259,0.3760262,0.1609245,0.1200751,0.6570259,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0286385,858.3022896,0.001071,334.9522549,0.0240403,8.63E+05,10.5791,87.8996865,0.01,0.1030245,8.48E-04
0.07,0.2977308,1380.297731,9.6004113,9.6004113,154.4800827,154.4800827,-2.04E-07,0,2.04E-07,269.9999563,4.36E-06,0,43.8,-120.63,2.60E-05,0,0,0,90,0,7934.116439,2152.394175,2.1295553,0.0219555,9.8008662,NaN,114.6863311,NaN,1303.703774,16.7654761,0.279597,0.6444709,0.3630517,0.1613124,0.1201068,0.6444709,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0280647,858.2929003,0.001071,334.9519072,0.0286621,1.03E+06,10.5791,87.8996865,0.01,0.1216452,0.0010106
0.08,0.401448,1380.401448,11.1419356,11.1419356,153.8243635,153.8243635,-2.48E-07,0,2.48E-07,269.999956,4.36E-06,0,43.8,-120.63,2.24E-05,0,0,0,90,0,7927.514093,2145.791829,2.1287234,0.0219531,9.8008659,NaN,114.6610505,NaN,1297.512032,16.6997482,0.3707203,0.6344248,0.3525796,0.1617014,0.1201438,0.6344248,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0273906,858.2818678,0.001071,334.9514987,0.0332643,1.19E+06,10.5791,87.8996865,0.01,0.135584,0.0011728
0.09,0.5205476,1380.520548,12.6768899,12.6768899,153.1660635,153.1660635,-2.92E-07,0,2.92E-07,269.9999557,4.36E-06,0,43.8,-120.63,1.97E-05,0,0,0,90,0,7920.911748,2139.189484,2.1278905,0.0219507,9.8008656,NaN,114.6357278,NaN,1291.32029,16.6339108,0.4736274,0.6261402,0.3438626,0.1620915,0.1201862,0.6261402,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0266164,858.269199,0.001071,334.9510296,0.037847,1.36E+06,10.5791,87.8996865,0.01,0.1451435,0.0013344
0.1,0.6549638,1380.654964,14.2052478,14.2052478,152.5050187,152.5050187,-3.35E-07,0,3.35E-07,269.9999556,4.36E-06,0,43.8,-120.63,1.76E-05,0,0,0,90,0,7914.309403,2132.587139,2.1270566,0.0219483,9.8008651,NaN,114.6103629,NaN,1285.128548,16.5679637,0.5895658,0.6207272,0.3380107,0.1624826,0.1202338,0.6207272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0257427,858.254901,0.001071,334.9505001,0.04241,1.52E+06,10.5791,87.8996865,0.01,0.1557753,0.0014953
0.11,0.8046305,1380.804631,15.7269814,15.7269814,151.8412697,151.8412697,-3.79E-07,0,3.79E-07,269.9999554,4.36E-06,0,43.8,-120.63,1.59E-05,0,0,0,90,0,7907.707057,2125.984793,2.1262216,0.0219459,9.8008647,NaN,114.5849556,NaN,1278.936807,16.5019064,0.7181597,0.6168832,0.3337218,0.1628748,0.1202866,0.6168832,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0247699,858.2389807,0.001071,334.9499106,0.0469532,1.68E+06,10.5791,87.8996865,0.01,0.1655843,0.0016555
0.12,0.9694813,1380.969481,17.2420645,17.2420645,151.1749064,151.1749064,-4.22E-07,0,4.22E-07,269.9999553,4.36E-06,0,43.8,-120.63,1.45E-05,0,0,0,90,0,7901.104712,2119.382448,2.1253856,0.0219435,9.8008642,NaN,114.5595058,NaN,1272.745065,16.4357389,0.8586448,0.6136418,0.3299478,0.1633495,0.1203445,0.6136418,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0236984,858.2214453,0.0010709,334.9492612,0.0514766,1.85E+06,10.5791,87.8996865,0.01,0.1757793,0.001815
0.13,1.1494495,1381.14945,18.7504708,18.7504708,150.5059199,150.5059199,-4.66E-07,0,4.66E-07,269.9999552,4.36E-06,0,43.8,-120.63,1.33E-05,0,0,0,90,0,7894.502367,2112.780103,2.1245486,0.0219411,9.8008636,NaN,114.5340134,NaN,1266.553323,16.3694608,1.011041,0.6109873,0.3265879,0.163992,0.1204074,0.6109873,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0225286,858.2023018,0.0010709,334.9485523,0.0559802,2.01E+06,10.5791,87.8996865,0.01,0.1838711,0.0019737
0.14,1.3444684,1381.344468,20.2521743,20.2521743,149.8343489,149.8343489,-5.09E-07,0,5.09E-07,269.9999552,4.36E-06,0,43.8,-120.63,1.23E-05,0,0,0,90,0,7887.900021,2106.177757,2.1237106,0.0219387,9.800863,NaN,114.5084784,NaN,1260.361581,16.3030717,1.1749891,0.6086769,0.3235672,0.1646344,0.1204753,0.6086769,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.021261,858.1815574,0.0010709,334.9477841,0.0604637,2.17E+06,10.5791,87.8996865,0.01,0.1928213,0.0021318
0.15,1.5544706,1381.554471,21.7471492,21.7471492,149.1602072,149.1602072,-5.53E-07,0,5.53E-07,269.9999551,4.36E-06,0,43.8,-120.63,1.15E-05,0,0,0,90,0,7881.297676,2099.575412,2.1228715,0.0219363,9.8008624,NaN,114.4829006,NaN,1254.169839,16.2365715,1.3503302,0.6066536,0.320829,0.1652765,0.120548,0.6066536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0198959,858.1592192,0.0010709,334.9469569,0.0649271,2.33E+06,10.5791,87.8996865,0.01,0.2003625,0.0022892
0.16,1.7793888,1381.779389,23.2353699,23.2353699,148.4835081,148.4835081,-5.97E-07,0,5.97E-07,269.9999551,4.36E-06,0,43.8,-120.63,1.07E-05,0,0,0,90,0,7874.695331,2092.973067,2.1220314,0.0219339,9.8008617,NaN,114.4572799,NaN,1247.978097,16.1699599,1.5369095,0.6048733,0.3183293,0.1659184,0.1206256,0.6048733,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.018434,858.1352944,0.0010708,334.946071,0.0693705,2.49E+06,10.5791,87.8996865,0.01,0.2102826,0.0024458
0.17,2.0191554,1382.019155,24.7168109,24.7168109,147.8042642,147.8042642,-6.40E-07,0,6.40E-07,269.999955,4.36E-06,0,43.8,-120.63,1.01E-05,0,0,0,90,0,7868.092985,2086.370721,2.1211903,0.0219315,9.8008609,NaN,114.4316162,NaN,1241.786355,16.1032365,1.7345753,0.603301,0.3160333,0.1665599,0.1207079,0.603301,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0168755,858.1097901,0.0010708,334.9451265,0.0737936,2.65E+06,10.5791,87.8996865,0.01,0.2176126,0.0026018
0.18,2.2737024,1382.273702,26.1914467,26.1914467,147.1224882,147.1224882,-6.84E-07,0,6.84E-07,269.999955,4.36E-06,0,43.8,-120.63,9.55E-06,0,0,0,90,0,7861.49064,2079.768376,2.1203481,0.0219291,9.8008602,NaN,114.4059094,NaN,1235.594613,16.0364011,1.9431786,0.6019088,0.3139129,0.167201,0.1207949,0.6019088,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0152209,858.0827136,0.0010708,334.9441239,0.0781965,2.81E+06,10.5791,87.8996865,0.01,0.2273379,0.002757
0.19,2.5429616,1382.542962,27.6592522,27.6592522,146.4381923,146.4381923,-7.27E-07,0,7.27E-07,269.9999549,4.36E-06,0,43.8,-120.63,9.04E-06,0,0,0,90,0,7854.888295,2073.166031,2.1195049,0.0219267,9.8008593,NaN,114.3801594,NaN,1229.402871,15.9694535,2.1625729,0.6006736,0.3119455,0.1678416,0.1208865,0.6006736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0134707,858.0540721,0.0010708,334.9430633,0.082579,2.96E+06,10.5791,87.8996865,0.005,0.2336866,0.0029115
0.195,2.6830869,1382.683087,28.3905857,28.3905857,146.0951032,146.0951032,-7.49E-07,0,7.49E-07,269.9999549,4.36E-06,0,43.8,-120.63,8.79E-06,0,0,0,90,0,7851.587122,2069.864858,2.1190829,0.0219255,9.8008589,NaN,114.3672682,NaN,1226.307,15.9359374,2.2762713,0.600109,0.3110132,0.1681618,0.120934,0.600109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0125599,858.0391668,0.0010707,334.9425113,0.0847626,3.04E+06,10.5791,87.8996865,0.0075,0.2398972,0.0029885
0.2025,2.900133,1382.900133,29.4894071,29.4894071,146.9239391,146.9239391,-7.82E-07,0,7.82E-07,269.9999549,4.36E-06,0,43.8,-120.63,8.49E-06,0,0,0,90,0,7846.738957,2065.016693,2.1184627,0.0219237,9.8008582,NaN,114.3483162,NaN,1232.231167,16.0228172,2.4525941,0.5993188,0.3096671,0.168644,0.1210077,0.5993188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,6.0111491,858.0160793,0.0010707,334.9416564,0.0880434,3.16E+06,10.5791,87.8996865,0.01,0.2462793,0.0031041
0.2125,3.2023916,1383.202392,30.9641724,30.9641724,148.0291258,148.0291258,-8.26E-07,0,8.26E-07,269.9999549,4.36E-06,0.0032605,43.8,-120.63,8.05E-06,0,0,0,90,0,7840.274737,2058.552473,2.1176348,0.0219213,9.8008573,142.4758934,114.3230104,2.6611794,1240.130056,16.138824,2.6996266,0.5983596,0.3079551,0.1692935,0.121111,0.5983596,2.00E-06,1.67E-04,1.82E-04,0,0,0,0,0,0,0,6.0091845,857.9839277,0.0010707,334.9404658,0.0924468,3.32E+06,10.5791,87.8996865,0.015,0.2524736,0.0032594
0.2275,3.6835697,1383.68357,33.1970431,33.1970431,149.6869838,149.6869839,-1.27E-06,0,1.27E-06,269.9999575,5.51E-05,0.0035101,43.8,-120.63,9.52E-05,0,0,0,90,0,7830.578406,2048.856142,2.1163912,0.0219178,9.8008558,142.4796042,114.2849734,2.6651257,1251.978389,16.3131936,3.0963556,0.5971049,0.3055462,0.1702816,0.1212771,0.5971049,2.36E-05,5.03E-04,4.45E-04,0,0,0,0,0,0,0,6.0060568,857.9327441,0.0010706,334.9385704,0.0991138,3.56E+06,10.5791,87.8996865,0.0215,0.2579053,0.0034944
0.249,4.4320856,1384.432086,36.4408555,36.4408555,152.0629387,152.0629387,-3.29E-06,0,3.29E-06,269.9999328,1.34E-04,0.003794,43.8,-120.63,2.11E-04,0,0,0,90,0,7816.680333,2034.958069,2.1146046,0.0219127,9.8008535,142.4854907,114.2302891,2.6708512,1268.961,16.5638781,3.723479,0.5959408,0.3023802,0.1720217,0.1215389,0.5959408,5.24E-05,-1.66E-05,-2.47E-04,0,0,0,0,0,0,0,6.0011914,857.8531235,0.0010706,334.935622,0.1087996,3.90E+06,10.5791,87.8996865,0.03225,0.2630362,0.0038359
0.28125,5.6860271,1385.686027,41.3119665,41.3119665,150.0170808,150.0170808,-9.67E-06,0,9.67E-06,269.9998746,2.64E-04,0.0042549,43.8,-120.63,3.66E-04,0,0,0,90,0,7795.699582,2013.977318,2.1118987,0.0219051,9.8008497,142.4954278,114.1473675,2.6796287,1250.669075,16.3690543,4.7765011,0.5949005,0.2982202,0.1747025,0.1219778,0.5949005,9.10E-05,2.05E-04,-2.36E-04,0,0,0,0,0,0,0,5.9930408,857.71974,0.0010704,334.9306827,0.1233448,4.42E+06,10.5791,87.8996865,0.01475,0.2701976,0.0043486
0.296,6.3116635,1386.311664,43.5177599,43.5177599,149.0726332,149.0726333,-1.40E-05,0,1.40E-05,269.9998474,3.28E-04,0.0044579,43.8,-120.63,4.32E-04,0,0,0,90,0,7786.103734,2004.38147,2.1106576,0.0219016,9.8008477,142.5003572,114.1092932,2.6836937,1242.303,16.2795991,5.2975971,0.5946472,0.2965269,0.1759257,0.1221947,0.5946472,1.07E-04,1.21E-04,3.65E-04,0,0,0,0,0,0,0,5.9889742,857.6531903,0.0010704,334.9282184,0.1299316,4.66E+06,10.5791,87.8996865,0.022125,0.2794753,0.0045808
0.318125,7.3110284,1387.311028,46.822471,46.822471,149.6572612,149.6572612,-2.24E-05,0,2.24E-05,269.999807,4.30E-04,0.004755,43.8,-120.63,5.27E-04,0,0,0,90,0,7771.801641,1990.079378,2.1088035,0.0218964,9.8008447,142.5082447,114.052371,2.6898199,1245.407196,16.3503162,6.1304275,0.5944829,0.2941732,0.177769,0.1225407,0.5944829,1.31E-04,4.75E-04,-2.69E-04,0,0,0,0,0,0,0,5.9824783,857.5468865,0.0010703,334.9242819,0.1398002,5.01E+06,10.5791,87.8996865,0.0331875,0.2847371,0.0049287
0.3513125,8.9475256,1388.947526,51.8036115,51.8036115,150.5218661,150.5218662,-3.94E-05,0,3.94E-05,269.9997479,5.95E-04,0.0051863,43.8,-120.63,6.58E-04,0,0,0,90,0,7750.348502,1968.626238,2.1060129,0.0218886,9.8008396,142.5212737,113.9665938,2.6991597,1250.063489,16.456882,7.5066478,0.5947779,0.2909736,0.1806942,0.1231102,0.5947779,1.64E-04,2.44E-04,-3.13E-06,0,0,0,0,0,0,0,5.9718411,857.3728101,0.0010701,334.9178357,0.1546756,5.55E+06,10.5791,87.8996865,0.0206875,0.2891841,0.005453
0.372,10.0514605,1390.051461,54.9230352,54.9230352,151.0528283,151.0528284,-5.28E-05,0,5.28E-05,269.9997118,7.05E-04,0.0054457,43.8,-120.63,7.36E-04,0,0,0,90,0,7736.975641,1955.253377,2.1042675,0.0218837,9.8008362,142.530132,113.9128837,2.705074,1252.966,16.5236095,8.4451165,0.5953519,0.2891477,0.1827082,0.1234961,0.5953519,1.83E-04,4.48E-04,1.99E-04,0,0,0,0,0,0,0,5.9646655,857.2553831,0.00107,334.9134873,0.1639917,5.88E+06,10.5791,87.8996865,0.0310313,0.2960151,0.0057814
0.4030313,11.8280071,1391.828007,59.560943,59.560943,147.8608547,147.8608549,-7.74E-05,0,7.74E-05,269.9996588,8.80E-04,0.0058139,43.8,-120.63,8.47E-04,0,0,0,90,0,7717.13066,1935.408396,2.1016693,0.0218764,9.8008308,142.5442964,113.8328362,2.7139795,1226.644447,16.2180992,9.948621,0.5964784,0.2866428,0.185724,0.1241117,0.5964784,2.11E-04,1.96E-04,4.25E-04,0,0,0,0,0,0,0,5.953118,857.0664094,0.0010698,334.9064895,0.1778435,6.38E+06,10.5791,87.8996865,0.0129687,0.3060778,0.0062696
0.416,12.6128347,1392.612835,61.4698131,61.4698131,146.5182849,146.518285,-8.93E-05,0,8.93E-05,269.9996369,9.56E-04,0.0059588,43.8,-120.63,8.91E-04,0,0,0,90,0,7708.836936,1927.114673,2.1005804,0.0218734,9.8008284,142.5504716,113.7992602,2.717737,1215.644,16.0899527,10.6054467,0.5970278,0.2856756,0.1869726,0.1243795,0.5970278,2.22E-04,4.60E-04,3.36E-04,0,0,0,0,0,0,0,5.9480166,856.9829263,0.0010697,334.903398,0.1835449,6.58E+06,10.5791,87.8996865,0.0194531,0.3148231,0.0064705
0.4354531,13.8363544,1393.836354,64.3226236,64.3226236,146.7817323,146.7817324,-1.09E-04,0,1.09E-04,269.9996046,0.0010744,0.0061682,43.8,-120.63,9.57E-04,0,8.19E-06,1.51E-07,90,0,7696.5307,1914.808436,2.0989616,0.0218689,9.8008246,142.5600781,113.7493068,2.723367,1216.77133,16.1306306,11.6288744,0.5979338,0.2842913,0.1888469,0.1247956,0.5979338,2.38E-04,9.35E-04,-4.94E-04,0,0,0,0,0,0,0,5.9400637,856.8527788,0.0010695,334.8985786,0.192066,6.88E+06,10.5791,87.8996865,0.0291797,0.3192564,0.0067708
0.4646328,15.7758124,1395.775812,68.6113014,68.6113014,147.1653196,147.1653198,-1.43E-04,0,1.43E-04,269.9995568,0.0012605,0.0068325,43.8,-120.63,9.47E-04,0,1.21E-05,-2.40E-07,89.999894,270.8116041,7678.071345,1896.349081,2.0965261,0.0218622,9.8008186,142.5755319,113.6740764,2.731939,1218.462324,16.1918924,13.2651172,0.5995807,0.2823335,0.1917906,0.1254567,0.5995807,2.36E-04,6.08E-04,2.29E-04,0,0,0,0,0,0,0,5.9274572,856.6464761,0.0010693,334.8909391,0.2048766,7.34E+06,10.5791,87.8996865,0.0437695,0.3243313,0.0072222
0.5084023,18.9200421,1398.920042,75.0647716,75.0647716,147.7133942,147.7133944,-2.05E-04,-9.77E-09,2.05E-04,269.9972711,0.0015851,0.0080398,43.8,-120.63,8.82E-04,0,1.65E-05,-3.94E-08,89.9996724,268.6872774,7650.382312,1868.660048,2.0928565,0.0218521,9.800809,142.6007913,113.56055,2.7450578,1220.998816,16.2843407,15.9549442,0.6026826,0.2796253,0.1965253,0.1265319,0.6026826,2.20E-04,8.96E-04,-2.60E-04,0,0,0,0,0,0,0,5.9070197,856.3120202,0.001069,334.878554,0.2241552,8.03E+06,10.5791,87.8996865,0.05,0.3289123,0.0079016
0.5584023,22.8581708,1402.858171,82.465256,82.465256,148.2985264,148.2985267,-2.95E-04,-2.39E-08,2.95E-04,269.9953704,0.0020312,0.009944,43.8,-120.63,6.91E-04,0,0,0,89.9992796,270.8171684,7618.751824,1837.02956,2.0886403,0.0218406,9.8007968,142.6328125,113.4298538,2.7604389,1223.896371,16.3907729,19.376865,0.6067081,0.2768075,0.2020166,0.1278841,0.6067082,1.73E-04,6.90E-04,1.64E-05,0,0,0,0,0,0,0,5.8814219,855.8931162,0.0010686,334.8630417,0.2462656,8.82E+06,10.5791,87.8996865,0.0415977,0.3339489,0.0086806
0.6,26.4169699,1406.41697,88.6436143,88.6436143,148.7489614,148.7489619,-3.89E-04,1.68E-08,3.89E-04,270.0024713,0.0024867,0.0120272,43.8,-120.63,4.42E-04,0,0,0,89.9988319,272.0545209,7592.43674,1810.714477,2.0851125,0.021831,9.8007859,142.6620574,113.3202908,2.7735598,1226.307,16.4799968,22.5280751,0.610694,0.2746462,0.2069373,0.1291105,0.610694,1.11E-04,3.65E-04,-4.11E-04,0,0,0,0,0,0,0,5.8582897,855.514562,0.0010682,334.8490236,0.2647271,9.48E+06,10.5791,87.8996865,0.05,0.3383641,0.0093309
0.65,31.0349837,1411.034984,96.074767,96.074767,148.488247,148.4882477,-5.29E-04,4.53E-07,5.29E-04,270.049014,0.0031588,0.0149807,43.8,-120.63,1.10E-04,0,0,0,89.9981954,272.6398678,7560.806252,1779.083989,2.0808479,0.0218195,9.8007717,142.7001758,113.1875879,2.7897069,1223.471096,16.5106941,26.6784958,0.615942,0.2722346,0.2130043,0.1307031,0.615942,2.77E-05,-2.42E-04,3.42E-05,0,0,0,0,0,0,0,5.8282726,855.0233376,0.0010677,334.8308332,0.2869352,1.03E+07,10.5791,87.8996865,0.05,0.3427337,0.0101131
0.7,36.0242068,1416.024207,103.491522,103.4915221,148.1720317,148.1720328,-7.07E-04,1.71E-06,7.07E-04,270.1385085,0.0039846,0.0179424,43.8,-120.63,2.50E-04,0,0,0,89.997574,273.5035104,7529.175764,1747.453501,2.0765565,0.0218079,9.8007563,142.7407103,113.0537699,2.8061877,1220.635192,16.5416512,31.230306,0.6217031,0.2699965,0.2192857,0.1324209,0.6217031,6.28E-05,-3.02E-05,7.82E-05,0,0,0,0,0,0,0,5.7958427,854.4926273,0.0010672,334.8111806,0.3091041,1.11E+07,10.5791,87.8996865,0.05,0.3472458,0.0108938
0.75,41.3838479,1421.383848,110.8909997,110.8909999,147.7974134,147.7974148,-9.30E-04,4.64E-06,9.30E-04,270.2855467,0.0049446,0.020337,43.8,-120.63,3.81E-04,0,0,0,89.997093,273.935573,7497.545276,1715.823012,2.0722378,0.0217964,9.8007399,142.7843828,112.9188228,2.8230719,1217.799287,16.5728713,36.1999995,0.628012,0.2679024,0.2258472,0.1342623,0.628012,9.58E-05,-9.48E-05,4.85E-04,0,0,0,0,0,0,0,5.761005,853.9225151,0.0010666,334.790069,0.3312255,1.18E+07,10.5791,87.8996865,0.038,0.3514231,0.0116727
0.788,45.7043397,1425.70434,116.5012527,116.5012528,147.4733151,147.4733167,-0.001133,8.25E-06,0.001133,270.4171542,0.0057416,0.0215303,43.8,-120.63,3.37E-04,0,0,0,89.9968638,273.5292549,7473.506105,1691.783842,2.0689373,0.0217876,9.8007266,142.8198788,112.8154991,2.836194,1215.644,16.5967764,40.2554919,0.6330033,0.2663925,0.2308672,0.1357436,0.6330033,8.50E-05,6.06E-04,1.58E-04,0,0,0,0,0,0,0,5.7329218,853.4629387,0.0010661,334.7730506,0.3480007,1.24E+07,10.5791,87.8996865,0.05,0.3568371,0.0122633
0.838,51.7133817,1431.713382,123.8530483,123.8530485,146.5878053,146.587807,-0.0014471,1.48E-05,0.0014472,270.5847509,0.0068378,0.0224848,43.8,-120.63,1.81E-04,0,0,0,89.9966776,272.803904,7442.428113,1660.705849,2.0646464,0.0217763,9.8007081,142.8694144,112.6809323,2.8535964,1209.890223,16.5872299,45.9799577,0.6401205,0.2645004,0.2378243,0.1377958,0.6401205,4.58E-05,-2.77E-05,1.26E-04,0,0,0,0,0,0,0,5.693863,852.8237488,0.0010655,334.749381,0.3699874,1.32E+07,10.5791,87.8996865,0.05,0.3618975,0.0130371
0.888,58.0888799,1438.08888,131.1589643,131.1589646,145.6380866,145.6380885,-0.0018173,2.31E-05,0.0018175,270.7285775,0.0079795,0.0233021,43.8,-120.63,1.06E-04,0,0,0,89.996505,273.0658877,7411.35012,1629.627856,2.0603284,0.021765,9.8006885,142.9218015,112.5452369,2.8713751,1204.136446,16.577605,52.1252655,0.6475001,0.2627032,0.2448367,0.1399602,0.6475001,2.68E-05,-2.65E-04,3.42E-04,0,0,0,0,0,0,0,5.6524223,852.1455786,0.0010648,334.7242679,0.3918418,1.40E+07,10.5791,87.8996865,0.05,0.3656531,0.0138062
0.938,64.8284593,1444.828459,138.4157326,138.4157329,144.6206759,144.6206779,-0.0022455,3.37E-05,0.0022458,270.8600761,0.0091572,0.0239047,43.8,-120.63,2.71E-04,0,0,0,89.9963574,274.9913069,7380.272128,1598.549864,2.0559829,0.0217537,9.8006677,142.9767704,112.4083987,2.8895059,1198.382669,16.5679005,58.7111353,0.6552912,0.2609876,0.2520701,0.1422335,0.6552912,6.89E-05,-1.98E-04,4.73E-04,0,0,0,0,0,0,0,5.608615,851.4286805,0.001064,334.6977207,0.4135545,1.48E+07,10.5791,87.8996865,0.05,0.3707419,0.0145701
