# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
14.575,4245.818,181.755,-16.382,181.863,16.385,122.261,0.062,122.261,0.029,6.268,0.307,28.61,-80.599,9.779,0.004,-1.599e-5,-0.495,0.01,2.332e4,5606,20.3,0.092,270.909,217.055,3.462,0.562,3.24e7,0,154.118,0.614,0.614,0.403,0.142,0.069,7.486e-4,0.002,-3.289e-4,0,0,0,0,-2.991e-5,0.023,15.558,190.094,87.473,0.049,1.742,-12.598,597.17,323.665,0.05,0.147
14.625,4254.885,180.937,-16.317,181.045,16.319,122.574,0.062,122.574,0.029,6.255,0.22,28.61,-80.599,9.779,0.048,-1.643e-5,-0.347,-0.001,2.332e4,5606,20.3,0.092,270.759,217.055,3.452,0.56,3.222e7,0,152.519,0.613,0.613,0.403,0.142,0.069,0.009,0.031,-4.281e-4,0,0,0,0,-1.484e-5,0.023,15.558,190.094,87.451,0.048,1.645,-12.657,596.46,323.629,0.05,0.148
14.675,4263.912,180.123,-16.25,180.231,16.251,122.887,0.063,122.887,0.029,6.245,0.223,28.61,-80.599,9.779,0.046,-1.707e-5,-0.168,0.003,2.332e4,5606,20.3,0.092,270.748,217.055,3.451,0.557,3.205e7,0,150.946,0.613,0.613,0.403,0.142,0.068,0.008,0.029,3.829e-4,0,0,0,0,-3.519e-6,0.023,15.558,190.094,87.438,0.048,1.67,-12.715,595.754,323.593,0.05,0.148
14.725,4272.898,179.312,-16.182,179.421,16.184,123.199,0.063,123.199,0.029,6.233,0.241,28.61,-80.599,9.779,0.035,-1.655e-5,-0.06,-0.002,2.332e4,5606,20.3,0.092,270.772,217.055,3.453,0.555,3.189e7,0,149.389,0.613,0.613,0.403,0.141,0.068,0.007,0.023,-4.405e-4,0,0,0,0,-4.49e-7,0.023,15.558,190.094,87.432,0.048,1.699,-12.774,595.051,323.558,0.05,0.149
14.775,4281.843,178.505,-16.114,178.613,16.116,123.51,0.063,123.51,0.029,6.22,0.297,28.61,-80.599,9.779,0.005,-1.671e-5,0.065,-5.307e-5,2.332e4,5606,20.3,0.092,270.818,217.055,3.456,0.552,3.172e7,0,147.851,0.613,0.613,0.403,0.141,0.068,9.155e-4,0.004,-3.563e-4,0,0,0,0,5.401e-7,0.023,15.558,190.094,87.433,0.048,1.767,-12.832,594.351,323.523,0.05,0.15
14.825,4290.748,177.701,-16.047,177.809,16.05,123.821,0.064,123.821,0.029,6.204,0.312,28.61,-80.599,9.779,0.004,-1.676e-5,0.031,0.002,2.332e4,5606,20.3,0.092,270.913,217.055,3.462,0.55,3.155e7,0,146.326,0.612,0.612,0.403,0.141,0.068,7.676e-4,0.002,-4.29e-4,0,0,0,0,1.192e-7,0.023,15.558,190.094,87.434,0.049,1.775,-12.89,593.655,323.488,0.05,0.15
14.875,4299.613,176.9,-15.982,177.008,15.985,124.13,0.064,124.131,0.03,6.189,0.331,28.61,-80.599,9.779,0.016,-1.683e-5,-0.046,0.001,2.332e4,5606,20.3,0.092,270.814,217.055,3.456,0.547,3.138e7,0,144.817,0.612,0.612,0.403,0.141,0.068,0.003,0.01,3.372e-4,0,0,0,0,-2.742e-7,0.023,15.558,190.094,87.435,0.05,1.783,-12.947,592.961,323.453,0.05,0.151
14.925,4308.438,176.103,-15.916,176.211,15.92,124.439,0.064,124.44,0.03,6.171,0.364,28.61,-80.599,9.779,0.036,-1.692e-5,0.125,-0.002,2.332e4,5606,20.3,0.092,270.722,217.055,3.45,0.545,3.122e7,0,143.327,0.612,0.612,0.404,0.141,0.068,0.007,0.023,-2.227e-4,0,0,0,0,2.036e-6,0.023,15.558,190.094,87.433,0.051,1.837,-13.005,592.271,323.418,0.05,0.152
14.975,4317.224,175.309,-15.853,175.416,15.857,124.748,0.065,124.748,0.03,6.153,0.356,28.61,-80.599,9.779,0.033,-1.706e-5,0.198,-0.003,2.332e4,5606,20.3,0.092,270.718,217.055,3.449,0.543,3.105e7,0,141.848,0.612,0.612,0.404,0.14,0.068,0.006,0.021,4.619e-4,0,0,0,0,5.132e-6,0.022,15.558,190.094,87.425,0.052,1.83,-13.062,591.583,323.383,0.05,0.153
15.025,4325.969,174.517,-15.788,174.625,15.794,125.055,0.065,125.055,0.03,6.135,0.407,28.61,-80.599,9.779,0.062,-1.705e-5,0.317,-0.004,2.332e4,5606,20.3,0.092,270.59,217.055,3.441,0.54,3.089e7,0,140.395,0.611,0.611,0.404,0.14,0.067,0.011,0.039,-3.625e-5,0,0,0,0,1.334e-5,0.022,15.558,190.094,87.412,0.054,1.941,-13.119,590.899,323.349,0.05,0.154
15.075,4334.675,173.73,-15.726,173.837,15.732,125.361,0.065,125.361,0.03,6.113,0.414,28.61,-80.599,9.779,0.067,-1.777e-5,0.603,-0.005,2.332e4,5606,20.3,0.092,270.557,217.055,3.439,0.538,3.073e7,0,138.953,0.611,0.611,0.404,0.14,0.067,0.012,0.043,-1.032e-6,0,0,0,0,4.865e-5,0.022,15.558,190.094,87.389,0.056,2.014,-13.175,590.218,323.315,0.05,0.155
15.125,4343.342,172.945,-15.666,173.052,15.671,125.666,0.066,125.666,0.03,6.093,0.388,28.61,-80.599,9.779,0.052,-1.659e-5,0.728,-0.002,2.332e4,5606,20.3,0.092,270.594,217.055,3.441,0.536,3.057e7,0,137.522,0.611,0.611,0.404,0.14,0.067,0.01,0.033,1.97e-4,0,0,0,0,7.151e-5,0.022,15.558,190.094,87.356,0.057,2.05,-13.232,589.54,323.28,0.05,0.156
15.175,4351.97,172.163,-15.608,172.27,15.611,125.97,0.066,125.97,0.03,6.074,0.322,28.61,-80.599,9.779,0.015,-1.617e-5,0.913,-0.012,2.332e4,5606,20.3,0.092,270.709,217.055,3.449,0.533,3.041e7,0,136.103,0.611,0.611,0.404,0.14,0.067,0.003,0.01,-4.975e-4,0,0,0,0,1.134e-4,0.022,15.558,190.094,87.315,0.056,2.046,-13.288,588.865,323.246,0.05,0.156
15.225,4360.559,171.384,-15.553,171.491,15.554,126.274,0.067,126.274,0.03,6.062,0.212,28.61,-80.599,9.779,0.049,-1.631e-5,-0.816,-0.003,2.332e4,5606,20.3,0.092,270.592,217.055,3.441,0.531,3.025e7,0,134.694,0.61,0.61,0.404,0.139,0.067,0.009,0.031,4.64e-4,0,0,0,0,-9.141e-5,0.022,15.558,190.094,87.271,0.054,1.959,-13.344,588.193,323.213,0.05,0.157
15.275,4369.108,170.608,-15.495,170.715,15.496,126.577,0.067,126.577,0.03,6.053,0.182,28.61,-80.599,9.779,0.067,-1.546e-5,-0.605,-0.004,2.332e4,5606,20.3,0.092,270.51,217.055,3.436,0.528,3.009e7,0,133.308,0.61,0.61,0.404,0.139,0.067,0.012,0.042,-8.751e-5,0,0,0,0,-5.065e-5,0.022,15.558,190.094,87.235,0.053,1.987,-13.399,587.524,323.179,0.05,0.157
15.325,4377.62,169.835,-15.436,169.942,15.437,126.879,0.067,126.879,0.03,6.043,0.167,28.61,-80.599,9.779,0.076,-1.662e-5,-0.436,-0.003,2.332e4,5606,20.3,0.092,270.461,217.055,3.433,0.526,2.993e7,0,131.935,0.61,0.61,0.404,0.139,0.067,0.014,0.048,-2.159e-4,0,0,0,0,-2.654e-5,0.022,15.558,190.094,87.208,0.05,2.014,-13.455,586.858,323.145,0.05,0.157
15.375,4386.092,169.064,-15.381,169.172,15.381,127.181,0.068,127.181,0.03,6.036,0.111,28.61,-80.599,9.779,0.108,-1.697e-5,-0.163,3.038e-4,2.332e4,5606,20.3,0.092,270.325,217.055,3.424,0.524,2.977e7,0,130.571,0.61,0.61,0.405,0.139,0.066,0.02,0.069,9.086e-5,0,0,0,0,-3.771e-6,0.022,15.558,190.094,87.194,0.048,1.929,-13.51,586.195,323.112,0.05,0.158
15.425,4394.526,168.297,-15.322,168.405,15.323,127.483,0.068,127.483,0.031,6.032,0.113,28.61,-80.599,9.779,0.106,-1.674e-5,0.212,-0.003,2.332e4,5606,20.3,0.092,270.319,217.055,3.424,0.521,2.961e7,0,129.221,0.609,0.609,0.405,0.139,0.066,0.02,0.067,2.934e-4,0,0,0,0,6.423e-6,0.022,15.558,190.094,87.195,0.046,1.899,-13.564,585.535,323.079,0.05,0.158
15.475,4402.922,167.532,-15.262,167.64,15.263,127.784,0.068,127.784,0.031,6.024,0.169,28.61,-80.599,9.779,0.071,-1.707e-5,0.445,-0.004,2.332e4,5606,20.3,0.092,270.438,217.055,3.431,0.519,2.946e7,0,127.888,0.609,0.609,0.405,0.138,0.066,0.013,0.045,-4.207e-4,0,0,0,0,2.842e-5,0.021,15.558,190.094,87.212,0.045,1.927,-13.619,584.878,323.046,0.05,0.159
15.525,4411.279,166.77,-15.204,166.879,15.205,128.085,0.069,128.085,0.031,6.015,0.202,28.61,-80.599,9.779,0.049,-1.671e-5,0.61,-0.002,2.332e4,5606,20.3,0.092,270.509,217.055,3.436,0.517,2.93e7,0,126.565,0.609,0.609,0.405,0.138,0.066,0.009,0.031,-1.982e-4,0,0,0,0,5.405e-5,0.021,15.558,190.094,87.239,0.045,1.887,-13.673,584.225,323.013,0.05,0.159
15.575,4419.599,166.012,-15.146,166.12,15.148,128.385,0.069,128.385,0.031,6.004,0.246,28.61,-80.599,9.779,0.019,-1.683e-5,0.735,-0.01,2.332e4,5606,20.3,0.092,270.6,217.055,3.442,0.515,2.914e7,0,125.255,0.609,0.609,0.405,0.138,0.066,0.003,0.012,8.072e-5,0,0,0,0,7.909e-5,0.021,15.558,190.094,87.273,0.047,1.849,-13.727,583.574,322.98,0.05,0.16
15.625,4427.88,165.256,-15.089,165.364,15.091,128.685,0.069,128.685,0.031,5.99,0.269,28.61,-80.599,9.779,0.001,-1.563e-5,0.697,-0.163,2.332e4,5606,20.3,0.092,270.357,217.055,3.426,0.512,2.899e7,0,123.956,0.609,0.609,0.405,0.138,0.066,2.011e-4,5.111e-4,3.229e-4,0,0,0,0,7.178e-5,0.021,15.558,190.094,87.31,0.049,1.774,-13.781,582.926,322.947,0.05,0.16
15.675,4436.124,164.503,-15.031,164.611,15.035,128.984,0.07,128.984,0.031,5.977,0.325,28.61,-80.599,9.779,0.038,-1.755e-5,-0.742,-0.003,2.332e4,5606,20.3,0.092,270.531,217.055,3.437,0.51,2.884e7,0,122.676,0.608,0.608,0.405,0.138,0.066,0.007,0.025,1.624e-4,0,0,0,0,-8.209e-5,0.021,15.558,190.094,87.347,0.052,1.755,-13.835,582.281,322.915,0.05,0.161
15.725,4444.331,163.753,-14.972,163.861,14.978,129.283,0.07,129.283,0.031,5.957,0.438,28.61,-80.599,9.779,0.113,-1.726e-5,-0.504,-0.001,2.332e4,5606,20.3,0.092,270.237,217.055,3.418,0.508,2.868e7,0,121.421,0.608,0.608,0.405,0.137,0.065,0.021,0.071,7.675e-5,0,0,0,0,-3.819e-5,0.021,15.558,190.094,87.378,0.056,1.867,-13.888,581.639,322.883,0.05,0.161
15.775,4452.5,163.005,-14.916,163.113,14.924,129.58,0.071,129.58,0.031,5.933,0.499,28.61,-80.599,9.779,0.154,-1.673e-5,-0.109,-8.844e-4,2.332e4,5606,20.3,0.092,270.07,217.055,3.408,0.505,2.853e7,0,120.176,0.608,0.608,0.405,0.137,0.065,0.029,0.098,-3.173e-4,0,0,0,0,-1.817e-6,0.021,15.558,190.094,87.394,0.058,1.929,-13.941,580.999,322.851,0.05,0.161
15.825,4460.631,162.261,-14.863,162.369,14.871,129.876,0.071,129.876,0.031,5.908,0.499,28.61,-80.599,9.779,0.157,-1.695e-5,0.316,-0.002,2.332e4,5606,20.3,0.092,270.051,217.055,3.406,0.503,2.838e7,0,118.935,0.608,0.608,0.405,0.137,0.065,0.029,0.1,4.645e-4,0,0,0,0,1.531e-5,0.021,15.558,190.094,87.389,0.06,1.939,-13.994,580.363,322.818,0.05,0.162
15.875,4468.726,161.519,-14.812,161.626,14.818,130.171,0.071,130.171,0.031,5.884,0.447,28.61,-80.599,9.778,0.126,-1.647e-5,0.717,-0.002,2.332e4,5606,20.3,0.092,270.158,217.055,3.413,0.501,2.823e7,0,117.7,0.608,0.608,0.406,0.137,0.065,0.023,0.08,4.398e-4,0,0,0,0,7.952e-5,0.021,15.558,190.094,87.362,0.061,1.912,-14.047,579.73,322.787,0.05,0.162
15.925,4476.783,160.78,-14.762,160.887,14.767,130.465,0.072,130.465,0.031,5.864,0.374,28.61,-80.599,9.778,0.079,-1.731e-5,0.979,-0.005,2.332e4,5606,20.3,0.092,270.324,217.055,3.424,0.499,2.808e7,0,116.477,0.607,0.607,0.406,0.137,0.065,0.015,0.05,-4.836e-4,0,0,0,0,1.495e-4,0.021,15.558,190.094,87.319,0.06,1.885,-14.099,579.1,322.755,0.05,0.162
15.975,4484.804,160.043,-14.714,160.15,14.717,130.757,0.072,130.757,0.032,5.847,0.308,28.61,-80.599,9.778,0.034,-1.526e-5,1.132,-0.005,2.332e4,5606,20.3,0.092,270.478,217.055,3.434,0.496,2.793e7,0,115.271,0.607,0.607,0.406,0.137,0.065,0.006,0.021,-4.564e-4,0,0,0,0,2.019e-4,0.021,15.558,190.094,87.266,0.06,1.891,-14.151,578.472,322.723,0.05,0.163
16.025,4492.788,159.308,-14.664,159.415,14.667,131.049,0.072,131.049,0.032,5.833,0.278,28.61,-80.599,9.778,0.013,-1.697e-5,1.162,-0.014,2.332e4,5606,20.3,0.092,270.542,217.055,3.438,0.494,2.779e7,0,114.084,0.607,0.607,0.406,0.136,0.065,0.002,0.009,3.125e-4,0,0,0,0,2.147e-4,0.02,15.558,190.094,87.208,0.058,1.972,-14.203,577.847,322.692,0.05,0.163
16.075,4500.735,158.576,-14.614,158.683,14.617,131.341,0.073,131.341,0.032,5.819,0.267,28.61,-80.599,9.778,0.004,-1.616e-5,1.21,-0.045,2.332e4,5606,20.3,0.092,270.533,217.055,3.437,0.492,2.764e7,0,112.912,0.607,0.607,0.406,0.136,0.065,7.196e-4,0.003,9.432e-6,0,0,0,0,2.347e-4,0.02,15.558,190.094,87.148,0.056,2.092,-14.255,577.229,322.661,0.05,0.164
16.125,4508.645,157.847,-14.57,157.954,14.571,131.631,0.073,131.631,0.032,5.807,0.156,28.61,-80.599,9.778,0.074,-1.789e-5,-1.189,-4.34e-4,2.332e4,5606,20.3,0.092,270.313,217.055,3.423,0.49,2.749e7,0,111.745,0.607,0.607,0.406,0.136,0.064,0.014,0.047,-1.248e-4,0,0,0,0,-2.288e-4,0.02,15.558,190.094,87.088,0.055,2.019,-14.306,576.642,322.629,0.05,0.164
16.175,4516.519,157.119,-14.525,157.227,14.525,131.921,0.074,131.921,0.032,5.803,0.07,28.61,-80.599,9.778,0.134,-1.673e-5,-0.814,2.181e-4,2.332e4,5606,20.3,0.092,270.078,217.055,3.408,0.488,2.735e7,0,110.592,0.606,0.606,0.406,0.136,0.064,0.025,0.085,7.558e-5,0,0,0,0,-1.083e-4,0.02,15.558,190.094,87.037,0.054,1.955,-14.357,576.058,322.598,0.05,0.165
16.225,4524.357,156.394,-14.477,156.502,14.477,132.212,0.074,132.212,0.032,5.799,0.053,28.61,-80.599,9.778,0.148,-1.632e-5,-0.515,2.051e-4,2.332e4,5606,20.3,0.092,270.02,217.055,3.405,0.485,2.721e7,0,109.455,0.606,0.606,0.406,0.136,0.064,0.027,0.094,3.555e-5,0,0,0,0,-4.376e-5,0.02,15.558,190.094,87.004,0.054,1.984,-14.408,575.477,322.567,0.05,0.165
16.275,4532.159,155.672,-14.432,155.78,14.432,132.501,0.074,132.501,0.032,5.798,0.024,28.61,-80.599,9.778,0.202,-1.672e-5,-0.108,5.74e-4,2.332e4,5606,20.3,0.092,269.809,217.055,3.391,0.483,2.706e7,0,108.321,0.606,0.606,0.406,0.136,0.064,0.038,0.128,-2.575e-4,0,0,0,0,-1.952e-6,0.02,15.558,190.094,86.988,0.054,1.842,-14.459,574.898,322.537,0.05,0.165
16.325,4539.925,154.951,-14.387,155.06,14.387,132.791,0.075,132.791,0.032,5.801,0.075,28.61,-80.599,9.778,0.237,-1.66e-5,0.489,0.002,2.332e4,5606,20.3,0.092,269.67,217.055,3.382,0.481,2.692e7,0,107.196,0.606,0.606,0.406,0.135,0.064,0.044,0.15,-2.288e-4,0,0,0,0,4.022e-5,0.02,15.558,190.094,86.998,0.054,1.679,-14.51,574.322,322.506,0.05,0.165
16.375,4547.654,154.233,-14.336,154.342,14.336,133.082,0.075,133.082,0.032,5.804,0.031,28.61,-80.599,9.778,0.204,-1.646e-5,1.04,0.002,2.332e4,5606,20.3,0.092,269.785,217.055,3.389,0.479,2.677e7,0,106.08,0.606,0.606,0.406,0.135,0.064,0.038,0.129,3.52e-5,0,0,0,0,1.832e-4,0.02,15.558,190.094,87.036,0.056,1.63,-14.56,573.749,322.476,0.05,0.166
16.425,4555.348,153.518,-14.282,153.627,14.282,133.372,0.075,133.372,0.032,5.803,0.094,28.61,-80.599,9.778,0.111,-1.661e-5,1.444,0.003,2.332e4,5606,20.3,0.092,270.124,217.055,3.411,0.477,2.663e7,0,104.976,0.605,0.605,0.406,0.135,0.064,0.021,0.07,-4.821e-4,0,0,0,0,3.568e-4,0.02,15.558,190.094,87.099,0.058,1.678,-14.61,573.178,322.445,0.05,0.166
16.475,4563.006,152.805,-14.23,152.915,14.232,133.662,0.076,133.662,0.032,5.795,0.191,28.61,-80.599,9.778,0.035,-1.842e-5,1.555,0.009,2.332e4,5606,20.3,0.092,270.409,217.055,3.43,0.475,2.649e7,0,103.884,0.605,0.605,0.407,0.135,0.064,0.007,0.022,4.881e-4,0,0,0,0,4.174e-4,0.02,15.558,190.094,87.175,0.061,1.654,-14.66,572.61,322.415,0.05,0.166
16.525,4570.628,152.095,-14.179,152.205,14.182,133.951,0.076,133.951,0.033,5.784,0.305,28.61,-80.599,9.778,0.055,-1.788e-5,-1.617,0.007,2.332e4,5606,20.3,0.092,270.312,217.055,3.423,0.472,2.635e7,0,102.809,0.605,0.605,0.407,0.135,0.064,0.01,0.036,-4.718e-5,0,0,0,0,-4.558e-4,0.019,15.558,190.094,87.255,0.064,1.655,-14.709,572.045,322.385,0.05,0.167
16.575,4578.215,151.387,-14.128,151.497,14.134,134.24,0.077,134.24,0.033,5.765,0.423,28.61,-80.599,9.778,0.149,-1.75e-5,-1.298,0.002,2.332e4,5606,20.3,0.092,269.955,217.055,3.4,0.47,2.621e7,0,101.752,0.605,0.605,0.407,0.135,0.063,0.028,0.095,3.525e-4,0,0,0,0,-2.967e-4,0.019,15.558,190.094,87.329,0.066,1.697,-14.758,571.482,322.355,0.05,0.167
16.625,4585.767,150.682,-14.08,150.791,14.088,134.528,0.077,134.528,0.033,5.742,0.49,28.61,-80.599,9.778,0.206,-1.796e-5,-0.924,0.002,2.332e4,5606,20.3,0.092,269.738,217.055,3.386,0.468,2.607e7,0,100.702,0.605,0.605,0.407,0.134,0.063,0.038,0.13,-2.488e-4,0,0,0,0,-1.516e-4,0.019,15.558,190.094,87.385,0.067,1.682,-14.807,570.922,322.326,0.05,0.167
16.675,4593.284,149.979,-14.034,150.088,14.043,134.814,0.077,134.814,0.033,5.716,0.504,28.61,-80.599,9.778,0.222,-1.676e-5,-0.379,-1.586e-4,2.332e4,5606,20.3,0.092,269.67,217.055,3.382,0.466,2.594e7,0,99.655,0.604,0.604,0.407,0.134,0.063,0.041,0.14,2.696e-5,0,0,0,0,-2.574e-5,0.019,15.558,190.094,87.418,0.068,1.632,-14.856,570.364,322.296,0.05,0.168
16.725,4600.765,149.278,-13.989,149.387,13.999,135.099,0.078,135.099,0.033,5.692,0.52,28.61,-80.599,9.778,0.238,-1.687e-5,0.07,-6.807e-4,2.332e4,5606,20.3,0.092,269.603,217.055,3.378,0.464,2.58e7,0,98.622,0.604,0.604,0.407,0.134,0.063,0.044,0.151,-1.847e-4,0,0,0,0,8.946e-7,0.019,15.558,190.094,87.425,0.069,1.641,-14.905,569.81,322.266,0.05,0.168
16.775,4608.212,148.58,-13.944,148.688,13.955,135.383,0.078,135.383,0.033,5.665,0.554,28.61,-80.599,9.778,0.267,-1.665e-5,0.68,9.93e-4,2.332e4,5606,20.3,0.092,269.488,217.055,3.37,0.462,2.566e7,0,97.608,0.604,0.604,0.407,0.134,0.063,0.05,0.168,2.101e-4,0,0,0,0,8.457e-5,0.019,15.558,190.094,87.406,0.068,1.763,-14.953,569.257,322.237,0.05,0.168
16.825,4615.623,147.884,-13.903,147.991,13.911,135.666,0.078,135.666,0.033,5.638,0.472,28.61,-80.599,9.778,0.205,-1.628e-5,1.261,-3.344e-4,2.332e4,5606,20.3,0.092,269.711,217.055,3.385,0.46,2.553e7,0,96.581,0.604,0.604,0.407,0.134,0.063,0.038,0.129,4.76e-4,0,0,0,0,2.931e-4,0.019,15.558,190.094,87.357,0.065,1.72,-15.002,568.708,322.208,0.05,0.169
16.875,4623,147.19,-13.865,147.297,13.87,135.947,0.079,135.947,0.033,5.618,0.349,28.61,-80.599,9.778,0.108,-1.584e-5,1.553,-3.155e-4,2.332e4,5606,20.3,0.092,270.065,217.055,3.407,0.457,2.539e7,0,95.56,0.604,0.604,0.407,0.134,0.063,0.02,0.068,2.759e-4,0,0,0,0,4.491e-4,0.019,15.558,190.094,87.286,0.064,1.635,-15.049,568.16,322.179,0.05,0.169
16.925,4630.342,146.497,-13.827,146.605,13.829,136.228,0.079,136.228,0.033,5.603,0.241,28.61,-80.599,9.778,0.019,-1.503e-5,1.72,-0.003,2.332e4,5606,20.3,0.092,270.389,217.055,3.428,0.455,2.525e7,0,94.557,0.603,0.603,0.407,0.133,0.063,0.004,0.011,1.673e-4,0,0,0,0,5.56e-4,0.019,15.558,190.094,87.203,0.062,1.603,-15.097,567.616,322.15,0.05,0.169
16.975,4637.65,145.807,-13.79,145.914,13.791,136.508,0.08,136.508,0.033,5.594,0.124,28.61,-80.599,9.778,0.078,-1.781e-5,-1.646,0.001,2.332e4,5606,20.3,0.092,270.164,217.055,3.414,0.453,2.512e7,0,93.568,0.603,0.603,0.407,0.133,0.063,0.014,0.05,3.722e-4,0,0,0,0,-5.142e-4,0.019,15.558,190.094,87.118,0.061,1.545,-15.145,567.074,322.121,0.05,0.169
17.025,4644.923,145.118,-13.751,145.226,13.751,136.787,0.08,136.787,0.034,5.59,0.078,28.61,-80.599,9.778,0.12,-1.676e-5,-1.385,6.172e-5,2.332e4,5606,20.3,0.092,270.001,217.055,3.403,0.451,2.499e7,0,92.596,0.603,0.603,0.407,0.133,0.062,0.022,0.076,7.336e-5,0,0,0,0,-3.675e-4,0.019,15.558,190.094,87.041,0.06,1.604,-15.192,566.534,322.093,0.05,0.17
17.075,4652.162,144.432,-13.711,144.54,13.711,137.067,0.08,137.067,0.034,5.586,0.064,28.61,-80.599,9.778,0.134,-1.71e-5,-1.159,-1.805e-4,2.332e4,5606,20.3,0.092,269.94,217.055,3.399,0.449,2.485e7,0,91.635,0.603,0.603,0.408,0.133,0.062,0.025,0.085,-2.585e-4,0,0,0,0,-2.596e-4,0.019,15.558,190.094,86.978,0.059,1.702,-15.239,565.998,322.064,0.05,0.17
17.125,4659.366,143.747,-13.672,143.856,13.672,137.346,0.081,137.346,0.034,5.583,0.032,28.61,-80.599,9.778,0.163,-1.632e-5,-0.836,-2.013e-4,2.332e4,5606,20.3,0.092,269.824,217.055,3.392,0.447,2.472e7,0,90.679,0.603,0.603,0.408,0.133,0.062,0.03,0.103,2.478e-4,0,0,0,0,-1.364e-4,0.018,15.558,190.094,86.928,0.058,1.72,-15.286,565.463,322.036,0.05,0.17
17.175,4666.536,143.065,-13.633,143.174,13.633,137.625,0.081,137.625,0.034,5.583,0.011,28.61,-80.599,9.778,0.201,-1.695e-5,-0.479,0.001,2.332e4,5606,20.3,0.092,269.678,217.055,3.382,0.445,2.459e7,0,89.729,0.603,0.603,0.408,0.133,0.062,0.037,0.127,-2.358e-4,0,0,0,0,-4.521e-5,0.018,15.558,190.094,86.895,0.058,1.675,-15.332,564.931,322.007,0.05,0.17
17.225,4673.673,142.384,-13.592,142.493,13.592,137.904,0.082,137.904,0.034,5.584,0.005,28.61,-80.599,9.778,0.196,-1.685e-5,-0.018,0.002,2.332e4,5606,20.3,0.092,269.688,217.055,3.383,0.443,2.446e7,0,88.787,0.602,0.603,0.408,0.133,0.062,0.036,0.123,-2.934e-4,0,0,0,0,-6.397e-8,0.018,15.558,190.094,86.883,0.059,1.681,-15.379,564.402,321.979,0.05,0.17
17.275,4680.775,141.705,-13.551,141.815,13.551,138.183,0.082,138.183,0.034,5.583,0.012,28.61,-80.599,9.778,0.182,-1.678e-5,0.304,0.002,2.332e4,5606,20.3,0.092,269.735,217.055,3.386,0.441,2.432e7,0,87.851,0.602,0.602,0.408,0.132,0.062,0.034,0.114,2.248e-4,0,0,0,0,1.856e-5,0.018,15.558,190.094,86.89,0.06,1.667,-15.425,563.875,321.951,0.05,0.171
17.325,4687.843,141.029,-13.51,141.139,13.51,138.462,0.082,138.462,0.034,5.583,0.033,28.61,-80.599,9.778,0.162,-1.684e-5,0.703,0.003,2.332e4,5606,20.3,0.092,269.803,217.055,3.391,0.439,2.419e7,0,86.922,0.602,0.602,0.408,0.132,0.062,0.03,0.102,-7.665e-6,0,0,0,0,1.003e-4,0.018,15.558,190.094,86.916,0.062,1.617,-15.471,563.351,321.923,0.05,0.171
17.375,4694.878,140.354,-13.466,140.465,13.466,138.741,0.083,138.741,0.034,5.579,0.125,28.61,-80.599,9.778,0.078,-1.638e-5,0.946,0.004,2.332e4,5606,20.3,0.092,270.11,217.055,3.41,0.437,2.406e7,0,86.005,0.602,0.602,0.408,0.132,0.062,0.014,0.049,3.009e-4,0,0,0,0,1.83e-4,0.018,15.558,190.094,86.957,0.064,1.69,-15.517,562.829,321.896,0.05,0.171
17.425,4701.879,139.682,-13.423,139.793,13.424,139.02,0.083,139.02,0.034,5.57,0.206,28.61,-80.599,9.778,0.002,-1.651e-5,0.986,0.092,2.332e4,5606,20.3,0.092,270.517,217.055,3.436,0.435,2.393e7,0,85.099,0.602,0.602,0.408,0.132,0.062,3.859e-4,0.002,-2.874e-4,0,0,0,0,2.01e-4,0.018,15.558,190.094,87.007,0.066,1.731,-15.562,562.31,321.868,0.05,0.171
17.475,4708.846,139.012,-13.381,139.123,13.384,139.298,0.084,139.298,0.034,5.558,0.263,28.61,-80.599,9.778,0.054,-1.646e-5,-0.959,0.003,2.332e4,5606,20.3,0.092,270.178,217.055,3.415,0.433,2.381e7,0,84.201,0.602,0.602,0.408,0.132,0.062,0.01,0.035,-2.254e-4,0,0,0,0,-1.92e-4,0.018,15.558,190.094,87.056,0.067,1.724,-15.607,561.793,321.841,0.05,0.172
