# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90.0116696,0,0,0,90.0116696,0,9637,3856,2.364,0.024,9.792,NaN,121.6,NaN,0,0,0,0.778,0.499,0.159,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.951,90.0116696,15,1013,0.001225,340.389,0.006,2.332e5,10.6,90,0.01,0.001,0
0.01,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90.0116696,0,0,0,90.0116696,0,9637,3855,2.364,0.024,9.792,NaN,121.6,NaN,24.069,0.255,0,0.776,0.497,0.159,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.981,90.0116696,15,1013,0.001225,340.389,0.006,2.368e5,10.6,90,0.01,0.002,0
0.02,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,90.0116696,0,0,0,90.0116696,0,9637,3855,2.364,0.024,9.792,NaN,121.6,NaN,48.137,0.51,0,0.775,0.495,0.159,0.12,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.011,90.0116696,15,1013,0.001225,340.389,0.006,2.403e5,10.6,90,0.01,0.003,0
0.03,0.002,0.002,0.494,0.494,102.093,102.093,-5.072e-7,0,5.072e-7,269.9777131,1.283e-4,0.016,28.61,-80.6,76.3752741,0,0,0,90.0116696,0,9632,3851,2.364,0.024,9.792,NaN,121.5,NaN,1077.735,11.426,5.307e-4,0.77,0.49,0.159,0.12,0.022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.041,90.0116696,15,1013,0.001225,340.389,0.006,2.509e5,10.6,90,0.01,0.003,6.33e-5
0.04,0.013,0.013,2.05,2.05,209.083,209.083,-2.72e-6,0,2.72e-6,269.9777131,3.353e-4,0.029,28.61,-80.6,45.2636658,0,0,0,90.0116696,0,9628,3846,2.363,0.024,9.792,NaN,121.5,NaN,2107.333,22.352,0.022,0.735,0.455,0.16,0.12,0.475,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.07,90.0116696,15,1013,0.001225,340.389,0.009,3.482e5,10.6,90,0.01,0.003,2.625e-4
0.05,0.045,0.045,4.205,4.205,221.89,221.89,-9.845e-6,0,9.845e-6,269.9777131,0.001,0,28.61,-80.6,26.5279459,0,0,0,90.0116696,0,9619,3837,2.362,0.024,9.792,NaN,121.5,NaN,2228.567,23.661,0.098,0.691,0.411,0.16,0.12,0.822,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.1,90.0116696,15,1013,0.001225,340.389,0.014,5.617e5,10.6,90,0.005,0.004,5.384e-4
0.055,0.068,0.068,5.331,5.331,228.301,228.301,-1.606e-5,0,1.606e-5,269.9777131,0.001,0,28.61,-80.6,21.31403,0,0,0,90.0116696,0,9614,3832,2.362,0.024,9.792,NaN,121.5,NaN,2289.184,24.316,0.152,0.675,0.394,0.16,0.12,0.86,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.079,90.0116696,15,1013,0.001225,340.389,0.017,6.838e5,10.6,90,0.007,0.004,6.825e-4
0.063,0.115,0.115,7.021,7.021,222.435,222.435,-2.539e-5,0,2.539e-5,269.9777131,0.001,0,28.61,-80.6,16.2147056,0,0,0,90.0116696,0,9607,3825,2.361,0.024,9.792,NaN,121.5,NaN,2231.242,23.718,0.245,0.656,0.375,0.161,0.12,0.851,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.046,90.0116696,14.999,1013,0.001225,340.388,0.021,8.74e5,10.6,90,0.01,0.005,8.989e-4
0.073,0.201,0.201,9.313,9.313,214.206,214.206,-3.845e-5,0,3.845e-5,269.9777131,0.001,0,28.61,-80.6,12.0894095,0,0,0,90.0116696,0,9597,3815,2.36,0.024,9.792,NaN,121.4,NaN,2150.122,22.879,0.386,0.637,0.356,0.161,0.12,0.79,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.001,90.0116696,14.999,1013,0.001225,340.388,0.028,1.138e6,10.6,90,0.01,0.005,0.001
0.083,0.304,0.304,11.453,11.453,213.795,213.795,-5.089e-5,0,5.089e-5,269.9777131,0.001,0,28.61,-80.6,9.6829867,0,0,0,90.0116696,0,9588,3806,2.359,0.024,9.792,NaN,121.4,NaN,2144.322,22.839,0.536,0.624,0.342,0.162,0.12,0.738,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.958,90.0116696,14.998,1013,0.001225,340.388,0.034,1.389e6,10.6,90,0.009,0.005,0.001
0.092,0.413,0.413,13.318,13.318,213.434,213.434,-6.174e-5,0,6.174e-5,269.9777131,0.001,0,28.61,-80.6,8.1932965,0,0,0,90.0116696,0,9580,3799,2.358,0.024,9.792,NaN,121.4,NaN,2139.259,22.804,0.688,0.618,0.336,0.162,0.12,0.706,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.92,90.0116696,14.997,1013,0.001225,340.387,0.04,1.608e6,10.6,90,0.008,0.006,0.002
0.099,0.519,0.519,14.92,14.92,213.121,213.121,-7.108e-5,0,7.108e-5,269.9777131,0.001,0,28.61,-80.6,7.2192682,0,0,0,90.0116696,0,9574,3792,2.358,0.024,9.792,NaN,121.4,NaN,2134.904,22.773,0.834,0.614,0.331,0.163,0.12,0.685,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.887,90.0116696,14.997,1013,0.001225,340.387,0.044,1.797e6,10.6,90,0.007,0.006,0.002
0.106,0.623,0.623,16.347,16.347,212.84,212.84,-7.942e-5,0,7.942e-5,269.9777131,0.001,0,28.61,-80.6,6.5317189,0,0,0,90.0116696,0,9568,3786,2.357,0.024,9.792,NaN,121.4,NaN,2131.017,22.746,0.978,0.611,0.327,0.163,0.12,0.671,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.872,90.0116696,14.996,1013,0.001225,340.386,0.048,1.966e6,10.6,90,0.006,0.007,0.002
0.112,0.727,0.727,17.648,17.648,212.582,212.582,-8.702e-5,0,8.702e-5,269.9777131,0.001,0,28.61,-80.6,6.0160568,0,0,0,90.0116696,0,9562,3780,2.356,0.024,9.792,NaN,121.3,NaN,2127.469,22.721,1.12,0.608,0.324,0.163,0.12,0.661,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.86,90.0116696,14.995,1013,0.001225,340.386,0.052,2.121e6,10.6,90,0.006,0.007,0.002
0.118,0.831,0.831,18.852,18.852,212.341,212.341,-9.407e-5,0,9.407e-5,269.9777131,0.001,0,28.61,-80.6,5.6149864,0,0,0,90.0116696,0,9557,3775,2.356,0.024,9.792,NaN,121.3,NaN,2124.183,22.698,1.26,0.606,0.322,0.164,0.12,0.652,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.848,90.0116696,14.995,1013,0.001225,340.386,0.056,2.264e6,10.6,90,0.005,0.008,0.002
0.123,0.934,0.934,19.978,19.978,212.116,212.116,-1.007e-4,0,1.007e-4,269.9777131,0.001,0,28.61,-80.6,5.2712117,0,0,0,90.0116696,0,9552,3770,2.355,0.024,9.792,NaN,121.3,NaN,2121.106,22.677,1.399,0.605,0.32,0.164,0.12,0.646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.838,90.0116696,14.994,1013,0.001225,340.385,0.059,2.398e6,10.6,90,0.005,0.008,0.003
0.128,1.036,1.036,21.039,21.039,211.902,211.902,-1.069e-4,0,1.069e-4,269.9777131,0.001,0.356,28.61,-80.6,4.9847328,0,0,0,90.0116696,0,9548,3766,2.355,0.024,9.792,136,121.3,1.387,2118.203,22.656,1.538,0.603,0.318,0.165,0.121,0.64,1.403,1.946,2.238e-4,0,0,0,0,0,1.827,90.0116696,14.993,1013,0.001225,340.385,0.062,2.524e6,10.6,90,0.008,0.008,0.003
0.136,1.2,1.2,22.629,22.629,211.579,211.579,-1.264e-4,0,1.264e-4,269.9777131,0.004,0.374,28.61,-80.6,4.5836624,0,3.1830989e-4,-1.7809438e-8,90.0116696,90.0116696,9541,3759,2.354,0.024,9.792,136.4,121.3,1.431,2113.849,22.626,1.757,0.601,0.315,0.166,0.121,0.633,1.28,1.832,-2.961e-4,0,0,0,0,8.033e-6,1.812,90.0116696,14.992,1013,0.001225,340.384,0.067,2.713e6,10.6,90,0.011,0.009,0.003
0.147,1.469,1.469,25.009,25.009,211.091,211.091,-1.955e-4,0,1.955e-4,269.9777131,0.008,0.394,28.61,-80.6,4.0680003,0,6.3661977e-4,0,90.0116696,90.0116696,9531,3749,2.353,0.024,9.792,137,121.3,1.49,2107.317,22.58,2.114,0.599,0.312,0.167,0.121,0.625,1.127,1.678,7.825e-6,0,0,0,0,4.645e-5,1.789,90.0116696,14.99,1013,0.001225,340.383,0.074,2.996e6,10.6,90,0.009,0.009,0.003
0.156,1.707,1.707,26.948,26.948,210.689,210.689,-2.888e-4,0,2.888e-4,269.9777131,0.012,0.414,28.61,-80.6,3.7815214,0,0.0011141,-4.7539582e-8,90.0116696,90.0116696,9523,3741,2.352,0.024,9.792,137.3,121.2,1.523,2101.985,22.542,2.434,0.597,0.309,0.167,0.121,0.62,1.044,1.589,-1.642e-4,0,0,0,0,9.773e-5,1.803,90.0116696,14.989,1013,0.001225,340.382,0.079,3.227e6,10.6,90,0.014,0.01,0.003
0.17,2.099,2.099,29.857,29.857,211.21,211.211,-4.949e-4,0,4.949e-4,269.9777131,0.018,0.44,28.61,-80.6,3.4950426,0,0.0017507,1.6217889e-8,90.0116696,90.0116696,9510,3728,2.351,0.024,9.792,137.7,121.2,1.562,2104.739,22.601,2.96,0.595,0.305,0.169,0.121,0.615,0.955,1.49,-4.842e-4,0,0,0,0,2.063e-4,1.85,90.0116696,14.986,1013,0.001225,340.381,0.088,3.575e6,10.6,90,0.021,0.01,0.004
0.19,2.762,2.762,34.234,34.234,211.985,211.985,-9.615e-4,0,9.615e-4,269.9777131,0.027,0.455,28.61,-80.6,3.1512679,0,0.0028648,7.986395e-8,89.9543738,90.0116696,9492,3710,2.349,0.024,9.792,138.2,121.1,1.61,2108.871,22.69,3.851,0.593,0.301,0.171,0.121,0.609,0.848,1.365,2.829e-4,0,0,0,0,4.378e-4,1.92,90.0116696,14.982,1013,0.001225,340.378,0.101,4.097e6,10.6,90,0.031,0.011,0.004
0.222,3.926,3.926,40.83,40.83,213.128,213.128,-0.002,0,0.002,269.9777131,0.04,0.355,28.61,-80.6,2.5210143,0,0.005093,3.2292538e-7,89.9543738,90.0116696,9464,3682,2.346,0.024,9.792,139,121.1,1.694,2115.069,22.823,5.409,0.591,0.295,0.174,0.122,0.602,0.67,1.133,3.114e-4,0,0,0,0,9.177e-4,1.887,90.0116696,14.974,1013,0.001225,340.373,0.12,4.883e6,10.6,90,0.047,0.011,0.005
0.268,6.058,6.058,50.788,50.788,214.799,214.799,-0.004,-2.922e-8,0.004,269.9777131,0.048,0.044,28.61,-80.6,1.7761692,0,0.0087535,-3.4075073e-8,89.8397823,90.0116696,9422,3640,2.342,0.024,9.792,140,120.9,1.8,2124.365,23.025,8.285,0.591,0.288,0.18,0.123,0.596,0.465,0.836,-7.182e-5,0,0,0,0,0.002,1.794,90.0116696,14.961,1013,0.001224,340.365,0.149,6.071e6,10.6,90,0.05,0.012,0.007
0.318,8.867,8.867,61.572,61.572,216.524,216.526,-0.006,-9.299e-8,0.006,269.9777131,0.029,0.802,28.61,-80.6,1.2605071,0,0.0130507,1.5094255e-6,89.6105992,90.0116696,9377,3595,2.337,0.024,9.792,140.7,120.8,1.885,2134.352,23.245,12.164,0.593,0.283,0.186,0.124,0.596,0.323,0.606,-3.187e-4,0,0,0,0,0.003,1.787,90.0116696,14.942,1012,0.001224,340.354,0.181,7.357e6,10.6,90,0.05,0.013,0.008
0.368,12.217,12.217,72.439,72.439,218.168,218.177,-0.006,-3.397e-7,0.006,269.9777131,0.039,2.002,28.61,-80.6,0.8021409,0,0.0173479,3.46162e-6,89.3241203,90.0116696,9332,3550,2.333,0.024,9.792,141.4,120.7,1.964,2144.339,23.466,16.9,0.597,0.278,0.194,0.126,0.598,0.199,0.389,1.901e-4,0,0,0,0,0.003,1.781,90.0116696,14.921,1012,0.001224,340.341,0.213,8.652e6,10.6,90,0.029,0.013,0.009
0.397,14.406,14.406,78.769,78.769,219.076,219.096,-0.004,-6.806e-7,0.004,269.9777131,0.11,2.919,28.61,-80.6,0.515662,0,0.0194169,4.8701413e-6,89.1522329,90.0116696,9306,3524,2.33,0.024,9.792,141.9,120.6,2.011,2150.122,23.595,20.063,0.601,0.275,0.198,0.127,0.601,0.129,0.255,-4.736e-5,0,0,0,0,0.004,1.758,90.0116696,14.906,1012,0.001223,340.332,0.232,9.407e6,10.6,90,0.043,0.014,0.01
0.44,18.033,18.033,88.293,88.294,219.533,219.579,0.004,-1.772e-6,0.004,90.0116696,0.27,4.489,28.61,-80.6,0.1718873,0,0.0213268,1.3827381e-5,88.8084582,90.0116696,9267,3485,2.326,0.024,9.792,142.4,120.5,2.075,2150.912,23.704,25.418,0.606,0.272,0.206,0.129,0.606,0.04,0.08,-4.637e-4,0,0,0,0,0.004,1.779,90.0116696,14.883,1011,0.001223,340.318,0.26,1.054e7,10.6,90,0.05,0.015,0.011
0.49,22.722,22.722,99.281,99.282,219.94,220.039,0.024,-4.3e-6,0.024,90.0116696,0.546,6.595,28.61,-80.6,0.2864789,0,-0.0206901,6.2547893e-6,88.4646836,90.0116696,9221,3439,2.321,0.024,9.792,142.3,120.3,2.079,2151.822,23.831,32.536,0.614,0.269,0.214,0.131,0.614,0.065,0.138,-1.723e-4,0,0,0,0,-0.003,1.699,90.0116696,14.852,1011,0.001222,340.299,0.292,1.185e7,10.6,90,0.05,0.015,0.013
0.54,27.962,27.962,110.285,110.289,220.219,220.387,0.06,-8.64e-6,0.06,90.0116696,0.928,8.619,28.61,-80.6,0.5729578,0,-0.0157563,2.0674227e-6,88.1209089,90.0116696,9176,3394,2.316,0.024,9.792,141.9,120.2,2.055,2152.731,23.959,40.743,0.623,0.265,0.224,0.134,0.623,0.146,0.302,2.665e-4,0,0,0,0,-0.001,1.608,90.0116696,14.818,1010,0.001222,340.279,0.324,1.316e7,10.6,90,0.05,0.015,0.014
0.59,33.751,33.751,121.301,121.309,220.398,220.617,0.118,-1.553e-5,0.118,90.0116696,1.393,9.826,28.61,-80.6,0.6302536,5.1613948e-9,-0.007162,6.3805217e-7,87.8917258,90.0116696,9130,3349,2.311,0.024,9.792,141.9,120,2.068,2153.641,24.089,50.057,0.633,0.263,0.234,0.137,0.633,0.161,0.334,2.402e-4,0,0,0,0,-2.128e-4,1.724,90.0116696,14.781,1009,0.001221,340.256,0.357,1.447e7,10.6,90,0.05,0.016,0.016
0.64,40.092,40.092,132.324,132.337,220.489,220.716,0.2,-2.555e-5,0.2,90.0116696,1.894,10.014,28.61,-80.6,0.515662,0,0.0027056,-6.0844935e-6,87.83443,90.0116696,9085,3303,2.306,0.023,9.792,142.1,119.9,2.102,2154.55,24.22,60.543,0.644,0.26,0.244,0.14,0.644,0.137,0.288,6.526e-5,0,0,0,0,2.618e-5,1.818,90.0116696,14.739,1009,0.00122,340.231,0.389,1.577e7,10.6,90,0.051,0.016,0.017
0.691,47.066,47.066,143.474,143.494,220.484,220.674,0.309,-4.02e-5,0.309,90.0116696,2.383,9.155,28.61,-80.6,0.3437747,0,0.0119366,-6.8611696e-6,88.0063173,90.0116696,9039,3257,2.301,0.023,9.792,142.5,119.8,2.148,2155.47,24.353,72.414,0.655,0.257,0.255,0.143,0.656,0.091,0.196,2.297e-4,0,0,0,0,4.206e-4,1.745,90.0116696,14.694,1008,0.00122,340.204,0.422,1.709e7,10.6,90,0.05,0.017,0.018
0.741,54.515,54.515,154.476,154.501,219.543,219.659,0.438,-5.994e-5,0.438,90.0116696,2.794,7.123,28.61,-80.6,0.0555769,-7.0266907e-9,0.0170296,-6.8054654e-5,88.2927962,90.0116696,8994,3212,2.296,0.023,9.792,143,119.6,2.212,2149.037,24.402,85.457,0.668,0.255,0.266,0.147,0.668,0.014,0.031,-1.759e-4,0,0,0,0,7.321e-4,1.732,90.0116696,14.646,1007,0.001219,340.174,0.454,1.839e7,10.6,90,0.05,0.017,0.02
0.791,62.512,62.512,165.426,165.455,218.431,218.483,0.586,-8.504e-5,0.586,90.0116696,3.089,4.752,28.61,-80.6,0.2291831,-6.9423386e-9,-0.0141648,-1.452448e-5,88.5792751,90.0116696,8949,3167,2.291,0.023,9.792,142.9,119.5,2.211,2142.604,24.452,99.9,0.681,0.253,0.278,0.151,0.681,0.059,0.131,3.36e-4,0,0,0,0,-4.432e-4,1.732,90.0116696,14.594,1006,0.001218,340.143,0.487,1.969e7,10.6,90,0.05,0.018,0.021
0.841,71.056,71.056,176.315,176.346,217.117,217.14,0.745,-1.149e-4,0.745,90.0116696,3.281,3.14,28.61,-80.6,0.4010705,-1.3838522e-8,-0.0035014,-2.1851974e-5,88.7511625,90.0116696,8903,3122,2.286,0.023,9.792,142.7,119.3,2.214,2136.171,24.502,115.761,0.695,0.251,0.29,0.155,0.696,0.1,0.222,2.334e-4,0,0,0,0,-2.34e-5,1.825,90.0116696,14.538,1005,0.001217,340.109,0.519,2.097e7,10.6,90,0.041,0.018,0.023
0.882,78.435,78.435,185.154,185.186,215.888,215.915,0.882,-1.392e-4,0.882,90.0116696,3.41,3.427,28.61,-80.6,0.2864789,-2.3268453e-8,0.0076394,-2.7295073e-5,88.6938667,90.0116696,8867,3085,2.281,0.023,9.792,142.9,119.2,2.246,2130.919,24.544,129.724,0.707,0.249,0.3,0.159,0.707,0.082,0.183,1.356e-5,0,0,0,0,1.029e-4,1.82,90.0116696,14.49,1004,0.001216,340.08,0.545,2.201e7,10.6,90,0.045,0.018,0.024
0.927,86.94,86.94,194.786,194.819,214.363,214.427,1.039,-1.604e-4,1.039,90.0116696,3.6,5.244,28.61,-80.6,0.1145916,-3.2324369e-8,0.015438,-7.9275077e-5,88.5219793,90.0116696,8826,3044,2.277,0.023,9.792,143.4,119.1,2.301,2125.159,24.59,146.175,0.721,0.247,0.311,0.163,0.721,0.026,0.06,-3.568e-4,0,0,0,0,3.823e-4,1.845,90.0116696,14.435,1003,0.001215,340.046,0.573,2.314e7,10.6,90,0.05,0.019,0.025
0.977,96.946,96.946,205.457,205.495,212.442,212.593,1.226,-1.736e-4,1.226,90.0116696,3.931,8.021,28.61,-80.6,0.1718873,-3.1608172e-8,-0.0136873,-4.1571271e-5,88.2355005,90.0116696,8781,2999,2.272,0.023,9.792,143.5,118.9,2.323,2118.726,24.641,166.015,0.737,0.245,0.324,0.168,0.737,0.044,0.103,-4.354e-4,0,0,0,0,-2.673e-4,1.855,90.0116696,14.37,1002,0.001214,340.007,0.605,2.439e7,10.6,90,0.005,0.019,0.026
0.982,98.06,98.06,206.605,206.643,212.221,212.383,1.248,-1.745e-4,1.248,90.0116696,3.975,8.291,28.61,-80.6,0.1718873,-3.1608172e-8,-0.0127324,-3.6462397e-5,88.1782047,90.0116696,8776,2994,2.271,0.023,9.792,143.5,118.9,2.323,2118.03,24.647,168.262,0.738,0.245,0.325,0.168,0.738,0.051,0.117,-3.054e-4,0,0,0,0,-2.27e-4,1.85,90.0116696,14.363,1002,0.001214,340.003,0.608,2.452e7,10.6,90,0.008,0.02,0.026
0.99,99.743,99.743,208.324,208.364,211.745,211.922,1.28,-1.758e-4,1.28,90.0116696,4.044,8.65,28.61,-80.6,0.2291831,-3.1576341e-8,-0.0109817,-2.9427749e-5,88.1782047,90.0116696,8769,2987,2.27,0.023,9.792,143.4,118.9,2.324,2115.8,24.641,171.665,0.741,0.244,0.328,0.169,0.741,0.059,0.137,9.212e-5,0,0,0,0,-1.655e-4,1.842,90.0116696,14.352,1002,0.001214,339.996,0.613,2.472e7,10.6,90,0.012,0.02,0.027
1.002,102.293,102.293,210.896,210.937,211.025,211.22,1.33,-1.773e-4,1.33,90.0116696,4.152,9.075,28.61,-80.6,0.2291831,-3.1369439e-8,-0.0077986,-2.7183664e-5,88.1209089,90.0116696,8759,2977,2.269,0.023,9.792,143.4,118.8,2.327,2112.456,24.631,176.837,0.745,0.244,0.331,0.17,0.745,0.068,0.158,2.194e-4,0,0,0,0,-8.184e-5,1.832,90.0116696,14.335,1001,0.001213,339.986,0.621,2.502e7,10.6,90,0.018,0.021,0.027
1.021,106.176,106.176,214.737,214.78,209.936,210.145,1.407,-1.791e-4,1.407,90.0116696,4.321,9.39,28.61,-80.6,0.2864789,-3.1783242e-8,-0.0023873,-1.8270987e-5,88.0636131,90.0116696,8743,2961,2.267,0.023,9.792,143.5,118.8,2.337,2107.439,24.618,184.746,0.751,0.243,0.336,0.172,0.751,0.073,0.172,-2.714e-5,0,0,0,0,-6.976e-6,1.823,90.0116696,14.31,1001,0.001213,339.971,0.632,2.547e7,10.6,90,0.027,0.021,0.028
1.048,112.132,112.132,220.46,220.508,208.285,208.482,1.529,-1.818e-4,1.529,90.0116696,4.576,9.069,28.61,-80.6,0.2291831,-3.5077749e-8,0.0060479,-2.3936903e-5,88.1209089,90.0116696,8719,2937,2.264,0.023,9.792,143.7,118.7,2.361,2099.914,24.597,196.938,0.76,0.242,0.343,0.175,0.76,0.063,0.148,-8.963e-5,0,0,0,0,4.645e-5,1.81,90.0116696,14.271,1000,0.001212,339.947,0.649,2.614e7,10.6,90,0.039,0.021,0.028
1.087,120.86,120.86,228.512,228.564,205.879,205.996,1.713,-1.884e-4,1.713,90.0116696,4.891,6.941,28.61,-80.6,0.0443126,-3.6414651e-8,0.0132099,-4.7046201e-5,88.2355005,90.0116696,8685,2903,2.26,0.023,9.792,144.1,118.6,2.414,2089.225,24.567,215.124,0.773,0.241,0.354,0.179,0.773,0.012,0.028,3.49e-4,0,0,0,0,2.038e-4,1.918,90.0116696,14.214,999.1,0.001211,339.913,0.673,2.707e7,10.6,90,0.05,0.022,0.029
1.137,132.542,132.542,238.724,238.78,202.572,202.613,1.965,-2.017e-4,1.965,90.0116696,5.159,4.07,28.61,-80.6,0.1718873,-4.1252961e-8,-0.0076394,-1.4293705e-5,88.4646836,90.0116696,8642,2860,2.255,0.023,9.792,144.2,118.4,2.433,2075.479,24.528,240.026,0.791,0.24,0.367,0.184,0.791,0.046,0.113,2.605e-4,0,0,0,0,-6.119e-5,1.988,90.0116696,14.138,997.7,0.00121,339.867,0.703,2.826e7,10.6,90,0.044,0.022,0.031
1.18,143.144,143.144,247.491,247.548,199.447,199.484,2.194,-2.092e-4,2.194,90.0116696,5.322,3.818,28.61,-80.6,0.1718873,-3.4568454e-8,0.0049338,-1.6122396e-5,88.4646836,90.0116696,8604,2822,2.251,0.023,9.792,144.4,118.3,2.467,2063.49,24.494,263.021,0.808,0.239,0.38,0.189,0.808,0.045,0.111,1.399e-4,0,0,0,0,2.438e-5,1.983,90.0116696,14.07,996.5,0.001209,339.825,0.729,2.927e7,10.6,90,0.041,0.023,0.032
1.221,153.473,153.473,255.616,255.676,196.309,196.396,2.416,-2.08e-4,2.416,90.0116696,5.515,5.873,28.61,-80.6,0.0053761,-3.1130707e-8,0.0114592,-6.3661977e-4,88.350092,90.0116696,8568,2786,2.246,0.023,9.792,144.8,118.2,2.52,2052.202,24.462,285.615,0.823,0.238,0.391,0.194,0.823,0.001,0.003,2.719e-4,0,0,0,0,1.217e-4,1.906,90.0116696,14.002,995.3,0.001207,339.784,0.753,3.021e7,10.6,90,0.05,0.023,0.033
1.271,166.497,166.497,265.331,265.396,192.274,192.437,2.7,-1.954e-4,2.7,90.0116696,5.876,7.928,28.61,-80.6,0.1145916,-4.2892257e-8,-0.0031831,-7.0028175e-6,88.1782047,90.0116696,8524,2743,2.241,0.023,9.792,144.9,118,2.542,2038.456,24.422,314.666,0.843,0.237,0.406,0.199,0.843,0.036,0.093,7.328e-5,0,0,0,0,-8.597e-6,1.865,90.0116696,13.918,993.7,0.001206,339.733,0.781,3.132e7,10.6,90,0.043,0.024,0.034
1.314,177.958,177.958,273.437,273.507,188.767,188.895,2.957,-1.8e-4,2.957,90.0116696,6.199,6.942,28.61,-80.6,0.0572958,-3.9931975e-8,0.006207,-8.0866627e-6,88.2355005,90.0116696,8487,2706,2.237,0.023,9.792,145.2,117.9,2.586,2026.759,24.388,340.469,0.859,0.236,0.419,0.204,0.859,0.018,0.046,4.341e-4,0,0,0,0,3.054e-5,1.96,90.0116696,13.843,992.4,0.001205,339.688,0.805,3.225e7,10.6,90,0.05,0.024,0.035
1.364,191.864,191.864,282.768,282.843,184.454,184.514,3.275,-1.619e-4,3.275,90.0116696,6.482,4.721,28.61,-80.6,0.0572958,-3.3008735e-8,-0.0047746,-1.0415099e-5,88.350092,90.0116696,8444,2662,2.231,0.023,9.792,145.5,117.7,2.627,2013.013,24.347,372.33,0.88,0.235,0.435,0.21,0.88,0.017,0.045,2.36e-4,0,0,0,0,-1.747e-5,2.004,90.0116696,13.753,990.7,0.001203,339.633,0.833,3.332e7,10.6,90,0.046,0.024,0.036
1.41,205.07,205.07,291.16,291.237,180.237,180.297,3.578,-1.612e-4,3.578,90.0116696,6.692,4.675,28.61,-80.6,0.0486613,-3.5793947e-8,0.0022282,2.1294931e-5,88.350092,90.0116696,8404,2622,2.226,0.023,9.792,145.8,117.6,2.667,2000.362,24.309,402.887,0.899,0.234,0.45,0.216,0.899,0.014,0.036,4.721e-4,0,0,0,0,3.293e-6,1.885,90.0116696,13.667,989.2,0.001201,339.581,0.858,3.427e7,10.6,90,0.05,0.025,0.037
1.46,219.851,219.851,300.038,300.119,174.855,174.954,3.919,-1.781e-4,3.919,90.0116696,6.958,5.873,28.61,-80.6,0.0270665,-3.0573665e-8,-0.0030239,2.1390424e-5,88.2927962,90.0116696,8363,2581,2.221,0.023,9.792,146.1,117.4,2.711,1982.596,24.212,437.643,0.921,0.233,0.467,0.222,0.921,0.008,0.021,-3.558e-4,0,0,0,0,-6.274e-6,1.803,90.0116696,13.571,987.5,0.0012,339.523,0.884,3.527e7,10.6,90,0.05,0.025,0.038
1.51,235.069,235.069,308.644,308.729,169.338,169.438,4.274,-1.744e-4,4.274,90.0116696,7.258,5.81,28.61,-80.6,0.0303553,-3.3629439e-8,0.0022282,4.6966624e-5,88.2927962,89.9543738,8322,2540,2.216,0.023,9.791,146.4,117.3,2.752,1964.829,24.114,473.389,0.943,0.231,0.485,0.228,0.943,0.009,0.024,3.639e-4,0,0,0,0,3.014e-6,1.76,90.0116696,13.472,985.7,0.001198,339.463,0.91,3.624e7,10.6,90,0.05,0.026,0.04
