# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
6.522,1312.465,229.754,-22.873,230.833,22.944,109.608,0.029,109.608,0.015,22.295,1.806,37.93,-113.045,9.791,0.029,0,3.183e-4,9.08e-6,2.31e4,13,28.755,0.105,287.7,217.8,4.334,0.705,4.441e7,0,304.921,0.615,0.615,0.366,0.065,0.185,0.006,0.028,-3.423e-4,0,0,0,0,7.315e-7,0.027,16.1,200,82.85,0.021,6.706,-4.834,696.6,328.37,0.05,0.069
6.572,1323.924,228.615,-22.702,229.691,22.773,110.72,0.029,110.72,0.015,22.205,1.795,37.93,-113.045,9.791,0.031,0,9.549e-4,3.037e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.333,0.702,4.415e7,0,300.985,0.614,0.614,0.366,0.064,0.184,0.007,0.029,5.877e-5,0,0,0,0,7.555e-6,0.026,16.1,200,82.85,0.019,6.706,-4.908,695.6,328.324,0.05,0.07
6.622,1335.327,227.484,-22.54,228.556,22.607,111.828,0.03,111.828,0.015,22.116,1.738,37.93,-113.045,9.79,0.022,0,0.001,3.167e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.698,4.389e7,0,297.117,0.613,0.613,0.366,0.064,0.183,0.005,0.02,4.054e-4,0,0,0,0,1.911e-5,0.026,16.1,200,82.792,0.017,6.706,-4.982,694.6,328.28,0.05,0.07
6.672,1346.673,226.361,-22.385,227.43,22.446,112.932,0.03,112.932,0.015,22.031,1.652,37.93,-113.045,9.79,0.006,0,0.002,8.564e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.695,4.364e7,0,293.318,0.612,0.612,0.366,0.063,0.183,0.001,0.006,-3.285e-4,0,0,0,0,2.728e-5,0.026,16.1,200,82.792,0.019,6.706,-5.056,693.7,328.235,0.05,0.071
6.722,1357.963,225.245,-22.234,226.312,22.289,114.031,0.031,114.031,0.016,21.951,1.564,37.93,-113.045,9.79,0.011,0,-0.002,4.068e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.692,4.338e7,0,289.584,0.611,0.611,0.366,0.062,0.182,0.002,0.01,-2.147e-4,0,0,0,0,-2.653e-5,0.026,16.1,200,82.735,0.021,6.706,-5.13,692.7,328.19,0.05,0.071
6.772,1369.197,224.137,-22.082,225.202,22.133,115.127,0.032,115.127,0.016,21.875,1.495,37.93,-113.045,9.79,0.023,0,-0.001,1.426e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.689,4.313e7,0,285.915,0.61,0.61,0.367,0.061,0.182,0.005,0.022,-2.58e-4,0,0,0,0,-1.704e-5,0.026,16.1,200,82.735,0.023,6.706,-5.203,691.7,328.146,0.05,0.071
6.822,1380.377,223.037,-21.929,224.1,21.978,116.219,0.032,116.219,0.016,21.801,1.464,37.93,-113.045,9.79,0.027,0,-9.549e-4,-1.824e-7,2.31e4,13,28.755,0.105,287.7,217.8,4.334,0.685,4.288e7,0,282.308,0.608,0.608,0.367,0.061,0.181,0.006,0.026,-1.92e-4,0,0,0,0,-7.168e-6,0.026,16.1,200,82.678,0.024,6.706,-5.275,690.7,328.102,0.05,0.072
6.872,1391.501,221.944,-21.773,223.005,21.823,117.307,0.033,117.307,0.016,21.728,1.471,37.93,-113.045,9.79,0.022,0,-4.775e-4,4.316e-6,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.682,4.263e7,0,278.761,0.607,0.607,0.367,0.06,0.18,0.005,0.02,-2.724e-4,0,0,0,0,-1.526e-6,0.026,16.1,200,82.678,0.025,6.706,-5.348,689.8,328.058,0.05,0.072
6.922,1402.571,220.86,-21.616,221.919,21.669,118.392,0.033,118.392,0.016,21.654,1.505,37.93,-113.045,9.79,0.009,0,-9.408e-5,-1.395e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.679,4.239e7,0,275.274,0.606,0.606,0.367,0.059,0.18,0.002,0.009,9.126e-5,0,0,0,0,-7.983e-8,0.026,16.1,200,82.678,0.025,6.706,-5.419,688.8,328.015,0.05,0.073
6.972,1413.587,219.783,-21.461,220.839,21.517,119.472,0.034,119.472,0.016,21.577,1.549,37.93,-113.045,9.79,0.005,0,6.519e-5,7.953e-6,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.676,4.215e7,0,271.844,0.605,0.605,0.367,0.059,0.179,0.001,0.005,2.77e-4,0,0,0,0,3.87e-8,0.025,16.1,200,82.678,0.024,6.706,-5.491,687.8,327.971,0.05,0.073
7.022,1424.55,218.714,-21.31,219.768,21.368,120.549,0.034,120.549,0.016,21.499,1.581,37.93,-113.045,9.79,0.018,0,3.183e-4,1.673e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.672,4.19e7,0,268.471,0.604,0.604,0.367,0.058,0.179,0.004,0.017,-3.766e-4,0,0,0,0,7.823e-7,0.025,16.1,200,82.678,0.022,6.706,-5.562,686.9,327.928,0.05,0.073
7.072,1435.459,217.652,-21.164,218.703,21.223,121.622,0.035,121.622,0.016,21.419,1.589,37.93,-113.045,9.79,0.024,0,6.366e-4,1.554e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.669,4.166e7,0,265.153,0.603,0.603,0.368,0.058,0.178,0.005,0.022,-2.539e-4,0,0,0,0,4.5e-6,0.025,16.1,200,82.678,0.02,6.706,-5.633,685.9,327.885,0.05,0.074
7.122,1446.315,216.597,-21.024,217.646,21.082,122.691,0.035,122.691,0.017,21.34,1.567,37.93,-113.045,9.79,0.022,0,0.001,3.425e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.666,4.143e7,0,261.888,0.602,0.602,0.368,0.057,0.178,0.005,0.021,1.561e-4,0,0,0,0,1.183e-5,0.025,16.1,200,82.621,0.019,6.706,-5.704,685,327.842,0.05,0.074
7.172,1457.119,215.549,-20.89,216.595,20.945,123.756,0.036,123.756,0.017,21.263,1.519,37.93,-113.045,9.79,0.014,0,0.001,5.096e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.663,4.119e7,0,258.675,0.601,0.601,0.368,0.056,0.177,0.003,0.013,-4.079e-4,0,0,0,0,2.044e-5,0.025,16.1,200,82.621,0.019,6.706,-5.774,684.1,327.8,0.05,0.075
7.222,1467.87,214.508,-20.76,215.552,20.811,124.818,0.037,124.818,0.017,21.189,1.458,37.93,-113.045,9.79,0.002,0,0.002,3.183e-4,2.31e4,13,28.755,0.105,287.8,217.8,4.341,0.66,4.096e7,0,255.513,0.6,0.6,0.368,0.056,0.177,4.37e-4,0.002,-2.749e-4,0,0,0,0,2.469e-5,0.025,16.1,200,82.621,0.021,6.706,-5.844,683.1,327.757,0.05,0.075
7.272,1478.57,213.473,-20.632,214.515,20.679,125.875,0.037,125.875,0.017,21.117,1.398,37.93,-113.045,9.79,0.01,0,-0.002,1.899e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.657,4.072e7,0,252.401,0.599,0.599,0.368,0.055,0.176,0.002,0.01,1.468e-4,0,0,0,0,-2.272e-5,0.025,16.1,200,82.563,0.023,6.706,-5.913,682.2,327.715,0.05,0.075
7.322,1489.218,212.445,-20.503,213.485,20.548,126.929,0.038,126.929,0.017,21.049,1.355,37.93,-113.045,9.79,0.018,0,-0.001,9.954e-6,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.654,4.049e7,0,249.338,0.599,0.599,0.368,0.055,0.176,0.004,0.017,-1.991e-4,0,0,0,0,-1.611e-5,0.025,16.1,200,82.563,0.025,6.706,-5.983,681.3,327.673,0.05,0.076
7.372,1499.814,211.423,-20.375,212.461,20.418,127.98,0.038,127.98,0.017,20.981,1.333,37.93,-113.045,9.79,0.021,0,-9.549e-4,-1.63e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.651,4.026e7,0,246.322,0.598,0.598,0.368,0.054,0.175,0.004,0.02,2.685e-4,0,0,0,0,-8.612e-6,0.025,16.1,200,82.506,0.027,6.706,-6.052,680.3,327.632,0.05,0.076
7.422,1510.36,210.407,-20.245,211.444,20.289,129.027,0.039,129.027,0.017,20.915,1.335,37.93,-113.045,9.79,0.017,0,-6.366e-4,-2.141e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.648,4.004e7,0,243.352,0.597,0.597,0.369,0.054,0.175,0.004,0.016,-4.327e-4,0,0,0,0,-3.566e-6,0.024,16.1,200,82.506,0.028,6.706,-6.12,679.4,327.59,0.05,0.076
7.472,1520.855,209.398,-20.114,210.434,20.16,130.071,0.039,130.071,0.017,20.848,1.354,37.93,-113.045,9.79,0.008,0,-3.183e-4,-1.609e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.645,3.981e7,0,240.427,0.596,0.596,0.369,0.053,0.174,0.002,0.008,3.736e-4,0,0,0,0,-1.438e-6,0.024,16.1,200,82.506,0.027,6.706,-6.188,678.5,327.549,0.05,0.076
7.522,1531.3,208.396,-19.985,209.429,20.033,131.112,0.04,131.112,0.018,20.779,1.379,37.93,-113.045,9.79,0.003,0,3.183e-4,-8.042e-6,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.642,3.959e7,0,237.547,0.595,0.595,0.369,0.053,0.174,6.438e-4,0.003,-1.701e-4,0,0,0,0,1.177e-6,0.024,16.1,200,82.506,0.026,6.706,-6.256,677.6,327.508,0.05,0.077
7.572,1541.695,207.4,-19.859,208.431,19.908,132.149,0.041,132.149,0.018,20.71,1.399,37.93,-113.045,9.79,0.013,0,4.775e-4,2.214e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.639,3.936e7,0,234.711,0.594,0.594,0.369,0.052,0.173,0.003,0.012,3.457e-4,0,0,0,0,2.312e-6,0.024,16.1,200,82.506,0.024,6.706,-6.324,676.7,327.467,0.05,0.077
7.622,1552.04,206.41,-19.736,207.439,19.786,133.183,0.041,133.183,0.018,20.64,1.406,37.93,-113.045,9.79,0.018,0,7.958e-4,2.083e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.636,3.914e7,0,231.916,0.593,0.593,0.369,0.052,0.173,0.004,0.017,5.278e-5,0,0,0,0,5.629e-6,0.024,16.1,200,82.449,0.023,6.706,-6.391,675.8,327.426,0.05,0.077
7.672,1562.336,205.426,-19.617,206.453,19.667,134.213,0.042,134.213,0.018,20.569,1.393,37.93,-113.045,9.79,0.019,0,0.001,3.258e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.633,3.892e7,0,229.163,0.593,0.593,0.369,0.051,0.172,0.004,0.017,-1.747e-4,0,0,0,0,1.13e-5,0.024,16.1,200,82.449,0.022,6.706,-6.458,674.9,327.385,0.05,0.077
7.722,1572.583,204.448,-19.503,205.473,19.55,135.24,0.042,135.24,0.018,20.5,1.364,37.93,-113.045,9.79,0.014,0,0.001,4.877e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.63,3.87e7,0,226.451,0.592,0.592,0.369,0.051,0.172,0.003,0.013,2.425e-5,0,0,0,0,1.818e-5,0.024,16.1,200,82.449,0.022,6.706,-6.525,674,327.345,0.05,0.078
7.772,1582.781,203.476,-19.391,204.499,19.436,136.263,0.043,136.263,0.018,20.433,1.324,37.93,-113.045,9.79,0.006,0,0.001,9.199e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.627,3.849e7,0,223.778,0.591,0.591,0.37,0.05,0.171,0.001,0.006,3.77e-4,0,0,0,0,2.327e-5,0.024,16.1,200,82.391,0.022,6.706,-6.591,673.1,327.305,0.05,0.078
7.822,1592.93,202.509,-19.282,203.531,19.324,137.283,0.044,137.283,0.018,20.368,1.281,37.93,-113.045,9.79,0.003,0,-0.001,9.899e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.624,3.827e7,0,221.144,0.59,0.59,0.37,0.05,0.171,7.346e-4,0.003,-3.484e-4,0,0,0,0,-2.423e-5,0.023,16.1,200,82.391,0.024,6.706,-6.657,672.3,327.265,0.05,0.078
7.872,1603.032,201.548,-19.173,202.568,19.214,138.3,0.044,138.3,0.018,20.305,1.243,37.93,-113.045,9.79,0.011,0,-0.001,-6.985e-6,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.621,3.806e7,0,218.548,0.589,0.589,0.37,0.049,0.17,0.002,0.01,3.639e-5,0,0,0,0,-2.088e-5,0.023,16.1,200,82.334,0.026,6.706,-6.722,671.4,327.225,0.05,0.079
7.922,1613.085,200.592,-19.065,201.611,19.104,139.314,0.045,139.314,0.018,20.244,1.217,37.93,-113.045,9.79,0.016,0,-0.001,-1.07e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.619,3.785e7,0,215.99,0.589,0.589,0.37,0.049,0.17,0.003,0.015,3.848e-4,0,0,0,0,-1.5e-5,0.023,16.1,200,82.334,0.028,6.706,-6.788,670.5,327.185,0.05,0.079
7.972,1623.091,199.641,-18.956,200.659,18.995,140.325,0.045,140.325,0.019,20.183,1.206,37.93,-113.045,9.79,0.016,0,-9.549e-4,-2.807e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.616,3.764e7,0,213.467,0.588,0.588,0.37,0.048,0.169,0.003,0.015,-2.645e-4,0,0,0,0,-9.491e-6,0.023,16.1,200,82.334,0.029,6.706,-6.853,669.6,327.146,0.05,0.079
8.022,1633.049,198.696,-18.847,199.712,18.886,141.332,0.046,141.332,0.019,20.123,1.209,37.93,-113.045,9.79,0.011,0,-7.958e-4,-3.022e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.613,3.743e7,0,210.981,0.587,0.587,0.37,0.048,0.169,0.002,0.011,-2.312e-4,0,0,0,0,-5.762e-6,0.023,16.1,200,82.277,0.03,6.706,-6.918,668.8,327.107,0.05,0.079
8.072,1642.961,197.756,-18.739,198.771,18.778,142.337,0.047,142.337,0.019,20.062,1.22,37.93,-113.045,9.79,0.004,0,-6.366e-4,-4.245e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.61,3.722e7,0,208.529,0.586,0.586,0.37,0.048,0.168,9.51e-4,0.005,1.075e-4,0,0,0,0,-3.865e-6,0.023,16.1,200,82.277,0.029,6.706,-6.982,667.9,327.068,0.05,0.08
8.122,1652.825,196.822,-18.631,197.836,18.672,143.339,0.047,143.339,0.019,20.001,1.234,37.93,-113.045,9.789,0.004,0,6.366e-4,-2.807e-6,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.607,3.702e7,0,206.112,0.586,0.586,0.371,0.047,0.168,8.049e-4,0.003,-3.748e-4,0,0,0,0,3.855e-6,0.023,16.1,200,82.277,0.028,6.706,-7.046,667.1,327.029,0.05,0.08
8.172,1662.643,195.893,-18.526,196.905,18.567,144.337,0.048,144.337,0.019,19.939,1.244,37.93,-113.045,9.789,0.011,0,6.366e-4,3.188e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.605,3.681e7,0,203.728,0.585,0.585,0.371,0.047,0.168,0.002,0.01,1.697e-4,0,0,0,0,5.51e-6,0.023,16.1,200,82.277,0.026,6.706,-7.11,666.2,326.99,0.05,0.08
8.222,1672.415,194.97,-18.423,195.98,18.465,145.332,0.049,145.332,0.019,19.877,1.245,37.93,-113.045,9.789,0.015,0,9.549e-4,3.263e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.602,3.661e7,0,201.377,0.584,0.584,0.371,0.046,0.167,0.003,0.014,3.626e-4,0,0,0,0,9.007e-6,0.023,16.1,200,82.277,0.024,6.706,-7.173,665.3,326.952,0.05,0.08
8.272,1682.14,194.051,-18.323,195.06,18.364,146.325,0.049,146.325,0.019,19.814,1.235,37.93,-113.045,9.789,0.015,0,0.001,4.249e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.599,3.641e7,0,199.059,0.584,0.584,0.371,0.046,0.167,0.003,0.014,3.861e-4,0,0,0,0,1.425e-5,0.023,16.1,200,82.219,0.024,6.706,-7.237,664.5,326.913,0.05,0.081
8.322,1691.82,193.137,-18.226,194.145,18.266,147.314,0.05,147.314,0.019,19.753,1.214,37.93,-113.045,9.789,0.012,0,0.001,5.456e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.596,3.621e7,0,196.772,0.583,0.583,0.371,0.046,0.166,0.003,0.011,-8.446e-5,0,0,0,0,1.988e-5,0.022,16.1,200,82.219,0.024,6.706,-7.3,663.7,326.875,0.05,0.081
8.372,1701.454,192.228,-18.131,193.234,18.17,148.3,0.051,148.3,0.02,19.693,1.186,37.93,-113.045,9.789,0.006,0,0.001,7.947e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.594,3.601e7,0,194.516,0.582,0.582,0.371,0.045,0.166,0.001,0.006,-3.912e-4,0,0,0,0,2.451e-5,0.022,16.1,200,82.162,0.025,6.706,-7.362,662.8,326.837,0.05,0.081
8.422,1711.043,191.324,-18.038,192.329,18.075,149.283,0.051,149.283,0.02,19.635,1.155,37.93,-113.045,9.789,7.769e-4,0,-0.001,3.183e-4,2.31e4,13,28.755,0.105,287.8,217.8,4.34,0.591,3.581e7,0,192.29,0.581,0.581,0.371,0.045,0.165,1.669e-4,2.702e-4,-1.871e-4,0,0,0,0,-2.426e-5,0.022,16.1,200,82.162,0.026,6.706,-7.425,662,326.8,0.05,0.082
8.472,1720.586,190.425,-17.946,191.428,17.981,150.264,0.052,150.264,0.02,19.578,1.127,37.93,-113.045,9.789,0.007,0,-0.001,-1.012e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.588,3.561e7,0,190.095,0.581,0.581,0.371,0.044,0.165,0.002,0.006,3.974e-4,0,0,0,0,-2.424e-5,0.022,16.1,200,82.162,0.029,6.706,-7.487,661.2,326.762,0.05,0.082
8.522,1730.085,189.53,-17.854,190.532,17.888,151.241,0.052,151.241,0.02,19.522,1.104,37.93,-113.045,9.789,0.011,0,-0.001,-2.919e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.586,3.542e7,0,187.929,0.58,0.58,0.372,0.044,0.165,0.002,0.011,-1.251e-4,0,0,0,0,-2.023e-5,0.022,16.1,200,82.105,0.031,6.706,-7.548,660.3,326.725,0.05,0.082
8.572,1739.539,188.639,-17.763,189.641,17.796,152.216,0.053,152.216,0.02,19.467,1.091,37.93,-113.045,9.789,0.013,0,-0.001,-3.234e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.583,3.522e7,0,185.791,0.58,0.58,0.372,0.044,0.164,0.003,0.012,2.188e-4,0,0,0,0,-1.552e-5,0.022,16.1,200,82.105,0.032,6.706,-7.61,659.5,326.687,0.05,0.082
8.622,1748.949,187.753,-17.671,188.754,17.704,153.188,0.054,153.188,0.02,19.413,1.086,37.93,-113.045,9.789,0.011,0,-9.549e-4,-4.369e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.58,3.503e7,0,183.682,0.579,0.579,0.372,0.043,0.164,0.002,0.01,3.901e-5,0,0,0,0,-1.162e-5,0.022,16.1,200,82.048,0.032,6.706,-7.671,658.7,326.65,0.05,0.083
8.672,1758.315,186.872,-17.58,187.872,17.613,154.157,0.054,154.157,0.02,19.358,1.089,37.93,-113.045,9.789,0.007,0,-7.958e-4,-4.45e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.578,3.484e7,0,181.6,0.578,0.578,0.372,0.043,0.163,0.001,0.007,2.461e-5,0,0,0,0,-8.997e-6,0.022,16.1,200,82.048,0.031,6.706,-7.732,657.9,326.613,0.05,0.083
8.722,1767.636,185.995,-17.489,186.994,17.523,155.124,0.055,155.124,0.02,19.304,1.095,37.93,-113.045,9.789,9.631e-4,0,-7.958e-4,3.33e-6,2.31e4,13,28.755,0.105,287.8,217.8,4.339,0.575,3.465e7,0,179.554,0.578,0.578,0.372,0.043,0.163,2.066e-4,6.595e-4,-1.851e-4,0,0,0,0,-7.927e-6,0.022,16.1,200,82.048,0.029,6.706,-7.792,657.1,326.577,0.05,0.083
8.772,1776.914,185.123,-17.4,186.121,17.435,156.087,0.056,156.087,0.02,19.249,1.102,37.93,-113.045,9.789,0.005,0,7.958e-4,5.27e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.572,3.446e7,0,177.537,0.577,0.577,0.372,0.042,0.163,0.001,0.004,-2.919e-4,0,0,0,0,8.479e-6,0.021,16.1,200,82.048,0.027,6.706,-7.853,656.3,326.54,0.05,0.083
8.822,1786.149,184.255,-17.313,185.252,17.348,157.048,0.056,157.048,0.021,19.194,1.105,37.93,-113.045,9.789,0.01,0,9.549e-4,4.1e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.57,3.428e7,0,175.546,0.576,0.576,0.372,0.042,0.162,0.002,0.009,-1.319e-4,0,0,0,0,1.071e-5,0.021,16.1,200,81.99,0.026,6.706,-7.913,655.6,326.504,0.05,0.084
8.872,1795.34,183.392,-17.227,184.388,17.262,158.007,0.057,158.007,0.021,19.138,1.102,37.93,-113.045,9.789,0.012,0,0.001,3.871e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.567,3.409e7,0,173.581,0.576,0.576,0.372,0.042,0.162,0.003,0.012,-6.007e-5,0,0,0,0,1.424e-5,0.021,16.1,200,81.99,0.026,6.706,-7.972,654.8,326.468,0.05,0.084
8.922,1804.488,182.533,-17.143,183.527,17.178,158.962,0.058,158.962,0.021,19.083,1.093,37.93,-113.045,9.789,0.012,0,0.001,2.185e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.565,3.391e7,0,171.64,0.575,0.575,0.372,0.041,0.161,0.003,0.012,2.328e-4,0,0,0,0,1.931e-5,0.021,16.1,200,81.99,0.027,6.706,-8.032,654.1,326.432,0.05,0.084
8.972,1813.593,181.677,-17.062,182.671,17.096,159.915,0.058,159.915,0.021,19.029,1.077,37.93,-113.045,9.789,0.01,0,0.001,1.103e-6,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.562,3.373e7,0,169.724,0.575,0.575,0.373,0.041,0.161,0.002,0.009,-1.172e-4,0,0,0,0,2.41e-5,0.021,16.1,200,81.933,0.029,6.706,-8.091,653.3,326.396,0.05,0.084
9.022,1822.656,180.826,-16.982,181.819,17.015,160.865,0.059,160.865,0.021,18.976,1.056,37.93,-113.045,9.789,0.006,0,0.001,-4.741e-5,2.31e4,13,28.755,0.105,287.8,217.8,4.337,0.56,3.355e7,0,167.832,0.574,0.574,0.373,0.041,0.161,0.001,0.005,-3.466e-4,0,0,0,0,2.783e-5,0.021,16.1,200,81.933,0.031,6.706,-8.15,652.6,326.36,0.05,0.085
9.072,1831.676,179.979,-16.903,180.971,16.935,161.813,0.06,161.813,0.021,18.924,1.035,37.93,-113.045,9.789,5.063e-4,0,0.001,-6.366e-4,2.31e4,13,28.755,0.105,287.8,217.8,4.338,0.557,3.337e7,0,165.964,0.574,0.574,0.373,0.04,0.16,1.085e-4,6.19e-4,2.851e-4,0,0,0,0,2.3e-5,0.021,16.1,200,81.876,0.032,6.706,-8.209,651.8,326.324,0.05,0.085
9.122,1840.654,179.136,-16.826,180.127,16.856,162.758,0.06,162.758,0.021,18.872,1.014,37.93,-113.045,9.789,0.004,0,-0.001,-1.023e-4,2.31e4,13,28.755,0.105,287.7,217.8,4.337,0.555,3.319e7,0,164.119,0.573,0.573,0.373,0.04,0.16,9.497e-4,0.004,-4.453e-4,0,0,0,0,-2.842e-5,0.021,16.1,200,81.876,0.033,6.706,-8.267,651.1,326.289,0.05,0.085
9.172,1849.59,178.297,-16.748,179.287,16.778,163.7,0.061,163.7,0.021,18.822,0.997,37.93,-113.045,9.789,0.008,0,-0.001,-6.183e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.552,3.301e7,0,162.297,0.572,0.572,0.373,0.04,0.16,0.002,0.007,4.53e-4,0,0,0,0,-2.618e-5,0.021,16.1,200,81.818,0.033,6.706,-8.325,650.3,326.254,0.05,0.085
9.222,1858.484,177.461,-16.671,178.451,16.7,164.64,0.062,164.64,0.021,18.773,0.984,37.93,-113.045,9.789,0.01,0,-0.001,-4.397e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.55,3.283e7,0,160.498,0.572,0.572,0.373,0.039,0.159,0.002,0.009,1.42e-4,0,0,0,0,-2.227e-5,0.021,16.1,200,81.818,0.033,6.706,-8.383,649.6,326.219,0.05,0.086
9.272,1867.336,176.63,-16.595,177.619,16.623,165.577,0.062,165.577,0.022,18.724,0.977,37.93,-113.045,9.789,0.009,0,-0.001,-3.232e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.547,3.266e7,0,158.72,0.571,0.571,0.373,0.039,0.159,0.002,0.008,-3.979e-4,0,0,0,0,-1.872e-5,0.02,16.1,200,81.818,0.033,6.706,-8.44,648.9,326.184,0.05,0.086
9.322,1876.147,175.802,-16.518,176.791,16.547,166.512,0.063,166.512,0.022,18.675,0.975,37.93,-113.045,9.789,0.007,0,-0.001,-2.57e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.545,3.248e7,0,156.965,0.571,0.571,0.373,0.039,0.159,0.001,0.006,1.285e-4,0,0,0,0,-1.602e-5,0.02,16.1,200,81.761,0.033,6.706,-8.498,648.2,326.149,0.05,0.086
9.372,1884.916,174.978,-16.442,175.966,16.471,167.445,0.064,167.445,0.022,18.626,0.977,37.93,-113.045,9.789,0.003,0,-9.549e-4,-1.537e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.542,3.231e7,0,155.23,0.57,0.57,0.373,0.039,0.158,5.678e-4,0.003,8.764e-5,0,0,0,0,-1.479e-5,0.02,16.1,200,81.761,0.032,6.706,-8.555,647.4,326.115,0.05,0.086
9.422,1893.644,174.158,-16.367,175.146,16.396,168.375,0.065,168.375,0.022,18.577,0.979,37.93,-113.045,9.789,0.002,0,9.549e-4,9.497e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.336,0.54,3.213e7,0,153.517,0.57,0.57,0.374,0.038,0.158,3.702e-4,0.001,-4.066e-4,0,0,0,0,1.449e-5,0.02,16.1,200,81.761,0.031,6.706,-8.611,646.7,326.08,0.05,0.087
9.472,1902.332,173.341,-16.292,174.328,16.322,169.302,0.065,169.302,0.022,18.528,0.98,37.93,-113.045,9.789,0.006,0,0.001,6.969e-5,2.31e4,13,28.755,0.105,287.7,217.8,4.335,0.537,3.196e7,0,151.825,0.569,0.569,0.374,0.038,0.158,0.001,0.005,1.366e-5,0,0,0,0,1.607e-5,0.02,16.1,200,81.704,0.03,6.706,-8.668,646,326.046,0.05,0.087
