# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.01,0.002,0.367,36.695,0.367,36.695,0,0,0,0,0,0,28.61,-80.6,9.792,80.532,0,0,0,3.79e4,1.481e4,36.937,0.123,NaN,250.381,NaN,0.007,5.476e5,1761.816,4.278e-4,0.671,0.007,0.538,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.697e-5,16.129,204.317,90,0,2.2,15,1013.25,340.389,0.01,0.002
0.02,0.012,1.659,129.266,1.659,129.266,0,0,0,0,0,0,28.61,-80.6,9.792,52.564,0,0,0,3.788e4,1.479e4,36.931,0.123,NaN,250.358,NaN,0.008,6.702e5,5267.872,0.026,0.649,0.28,0.516,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.124e-4,16.129,204.317,90,0,2.167,15,1013.249,340.389,0.01,0.003
0.03,0.037,3.331,167.213,3.331,167.213,0,0,0,0,0,0,28.61,-80.6,9.792,32.66,0,0,0,3.785e4,1.476e4,36.919,0.123,NaN,250.316,NaN,0.012,9.714e5,6699.978,0.124,0.612,0.633,0.478,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,4.264e-4,16.129,204.317,90,0,2.135,15,1013.246,340.389,0.01,0.003
0.04,0.079,5.006,167.578,5.006,167.578,0,0,0,0,0,0,28.61,-80.6,9.792,22.784,0,0,0,3.782e4,1.473e4,36.907,0.123,NaN,250.274,NaN,0.016,1.333e6,6708.442,0.27,0.583,0.732,0.449,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,6.409e-4,16.129,204.317,90,0,2.103,14.999,1013.241,340.389,0.01,0.004
0.05,0.137,6.684,167.939,6.684,167.939,0,0,0,0,0,0,28.61,-80.6,9.792,17.208,0,0,0,3.779e4,1.47e4,36.895,0.123,NaN,250.232,NaN,0.021,1.718e6,6716.747,0.447,0.562,0.73,0.428,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,8.558e-4,16.129,204.317,90,0,2.07,14.999,1013.234,340.388,0.01,0.004
0.06,0.212,8.362,167.799,8.362,167.799,0,0,0,0,0,0,28.61,-80.6,9.792,13.859,0,0,0,3.776e4,1.467e4,36.883,0.123,NaN,250.191,NaN,0.025,2.115e6,6706.186,0.645,0.546,0.694,0.412,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,2.063,14.999,1013.225,340.388,0.01,0.004
0.07,0.304,10.034,167.315,10.034,167.315,0,0,0,0,0,0,28.61,-80.6,9.792,11.578,0,0,0,3.773e4,1.464e4,36.871,0.122,NaN,250.149,NaN,0.03,2.515e6,6682.675,0.859,0.533,0.654,0.399,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,2.056,14.998,1013.214,340.388,0.01,0.005
0.08,0.413,11.696,166.83,11.696,166.83,0,0,0,0,0,0,28.61,-80.6,9.792,9.934,0,0,0,3.77e4,1.461e4,36.859,0.122,NaN,250.107,NaN,0.035,2.916e6,6659.204,1.094,0.522,0.62,0.389,0.013,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,16.129,204.317,90,0,2.048,14.997,1013.202,340.387,0.01,0.005
0.089,0.519,13.118,166.37,13.118,166.37,0,0,0,0,0,0,28.61,-80.6,9.792,8.849,0,0,0,3.767e4,1.458e4,36.848,0.122,NaN,250.072,NaN,0.039,3.26e6,6637.438,1.325,0.518,0.601,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.042,14.997,1013.189,340.387,0.009,0.006
0.096,0.623,14.383,165.969,14.383,165.969,0,0,0,0,0,0,28.61,-80.6,9.792,8.06,0,0,0,3.765e4,1.456e4,36.839,0.122,NaN,250.04,NaN,0.043,3.567e6,6618.426,1.558,0.518,0.59,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.037,14.996,1013.177,340.386,0.008,0.006
0.103,0.727,15.534,165.607,15.534,165.607,0,0,0,0,0,0,28.61,-80.6,9.792,7.455,0,0,0,3.763e4,1.454e4,36.831,0.122,NaN,250.01,NaN,0.046,3.847e6,6601.293,1.788,0.519,0.582,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.033,14.995,1013.165,340.386,0.007,0.006
0.11,0.831,16.599,165.508,16.599,165.508,0,0,0,0,0,0,28.61,-80.6,9.792,6.974,0,0,0,3.761e4,1.452e4,36.823,0.122,NaN,249.984,NaN,0.049,4.106e6,6594.331,2.014,0.519,0.576,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.03,14.995,1013.153,340.386,0.006,0.007
0.116,0.934,17.597,165.639,17.597,165.639,0,0,0,0,0,0,28.61,-80.6,9.792,6.575,0,0,0,3.759e4,1.45e4,36.816,0.122,NaN,249.958,NaN,0.052,4.349e6,6596.208,2.24,0.519,0.57,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.028,14.994,1013.14,340.385,0.006,0.007
0.121,1.037,18.538,165.761,18.538,165.761,0,0,0,0,0,0,28.61,-80.6,9.792,6.238,0,0,0,3.757e4,1.448e4,36.809,0.122,NaN,249.934,NaN,0.055,4.579e6,6597.971,2.464,0.519,0.566,0.385,0.014,0.12,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,16.129,204.317,90,0,2.026,14.993,1013.128,340.385,0.006,0.008
0.13,1.201,19.952,165.931,19.952,165.931,-7.203e-6,0,7.203e-6,-180,0.002,0.205,28.61,-80.6,9.792,5.785,0,4.879e-5,-9.715e-9,3.754e4,1.445e4,36.799,0.122,268.299,249.899,1.141,0.059,4.924e6,6600.111,2.821,0.519,0.561,0.385,0.014,0.12,1.515,1.729,-6.193e-5,0,0,0,0,2.647e-6,0.003,16.129,204.317,90,0.006,2.023,14.992,1013.109,340.384,0.009,0.008
0.143,1.469,22.076,166.185,22.076,166.185,-4.624e-5,0,4.624e-5,-180,0.004,0.221,28.61,-80.6,9.792,5.212,0,1.33e-4,-8.655e-9,3.75e4,1.442e4,36.783,0.122,269.786,249.845,1.236,0.065,5.443e6,6603.32,3.405,0.519,0.554,0.385,0.014,0.121,1.339,1.655,-1.156e-4,0,0,0,0,1.61e-5,0.003,16.129,204.317,90,0.007,2.019,14.99,1013.078,340.383,0.013,0.008
0.162,1.923,25.268,166.564,25.268,166.564,-1.732e-4,0,1.732e-4,-180,0.009,0.243,28.61,-80.6,9.792,4.564,0,2.843e-4,1.585e-8,3.745e4,1.436e4,36.76,0.122,271.548,249.764,1.351,0.074,6.223e6,6608.135,4.396,0.519,0.547,0.385,0.014,0.121,1.146,1.548,-7.51e-5,0,0,0,0,5.623e-5,0.003,16.129,204.317,89.998,0.005,2.027,14.987,1013.024,340.381,0.019,0.009
0.19,2.719,30.071,167.127,30.071,167.128,-5.339e-4,0,5.339e-4,-180,0.016,0.273,28.61,-80.6,9.792,3.87,0,5.697e-4,-8.476e-9,3.736e4,1.427e4,36.725,0.122,273.535,249.642,1.481,0.089,7.399e6,6615.356,6.138,0.52,0.54,0.384,0.014,0.121,0.948,1.404,1.741e-4,0,0,0,0,1.598e-4,0.004,16.129,204.317,89.994,0.003,2.054,14.982,1012.931,340.378,0.029,0.009
0.234,4.173,37.307,167.963,37.307,167.963,-0.002,0,0.002,-180,0.029,0.293,28.61,-80.6,9.792,3.12,0,0.001,-2.222e-7,3.722e4,1.414e4,36.673,0.122,275.811,249.458,1.634,0.11,9.172e6,6626.188,9.327,0.52,0.534,0.384,0.014,0.122,0.743,1.214,-1.966e-4,0,0,0,0,4.099e-4,0.005,16.129,204.317,89.981,0.003,2.075,14.973,1012.761,340.372,0.043,0.01
0.284,6.249,45.739,168.954,45.74,168.954,-0.003,0,0.003,180,0.043,0.264,28.61,-80.6,9.792,2.468,0,0.002,2.475e-8,3.707e4,1.398e4,36.612,0.122,277.906,249.244,1.777,0.135,1.124e7,6640.217,13.899,0.521,0.53,0.384,0.015,0.122,0.574,1.019,-4.347e-4,0,0,0,0,8.325e-4,0.006,16.129,204.317,89.953,0.002,2.052,14.959,1012.517,340.364,0.05,0.01
0.334,8.748,54.222,169.955,54.223,169.955,-0.006,1.144e-8,0.006,180,0.054,0.176,28.61,-80.6,9.792,2.005,0,0.003,3e-7,3.692e4,1.383e4,36.55,0.121,279.473,249.027,1.888,0.159,1.331e7,6655.278,19.453,0.522,0.528,0.384,0.015,0.123,0.458,0.863,4.481e-4,0,0,0,0,0.001,0.007,16.129,204.317,89.909,-2.347e-4,2.039,14.943,1012.224,340.354,0.05,0.011
0.384,11.672,62.755,170.937,62.755,170.937,-0.009,8.926e-9,0.009,180,0.06,0.034,28.61,-80.6,9.792,1.713,0,0.004,-2.157e-7,3.676e4,1.368e4,36.488,0.121,280.503,248.809,1.965,0.184,1.54e7,6670.338,26.037,0.524,0.528,0.383,0.016,0.124,0.387,0.759,-2.691e-4,0,0,0,0,0.002,0.008,16.129,204.317,89.844,-0.001,2.108,14.924,1011.881,340.343,0.05,0.011
0.434,15.025,71.34,171.976,71.34,171.976,-0.012,-3.936e-8,0.012,-180,0.056,0.233,28.61,-80.6,9.792,1.376,0,0.006,6.57e-8,3.661e4,1.352e4,36.425,0.121,281.725,248.583,2.055,0.21,1.75e7,6687.47,33.635,0.525,0.528,0.383,0.017,0.126,0.307,0.627,-4.162e-5,0,0,0,0,0.003,0.009,16.129,204.317,89.756,-0.001,2.073,14.902,1011.488,340.33,0.05,0.011
0.484,18.807,79.979,173.052,79.979,173.053,-0.014,-1.44e-7,0.014,-179.999,0.035,0.609,28.61,-80.6,9.792,1.078,0,0.007,1.432e-7,3.645e4,1.336e4,36.36,0.121,282.839,248.355,2.138,0.235,1.962e7,6706.733,42.315,0.527,0.529,0.383,0.018,0.127,0.238,0.504,-3.954e-4,0,0,0,0,0.003,0.01,16.129,204.317,89.642,-0.001,2.038,14.878,1011.044,340.315,0.05,0.012
0.534,23.024,88.671,174.105,88.671,174.108,-0.015,-3.339e-7,0.015,-179.999,0.007,1.086,28.61,-80.6,9.792,0.839,0,0.008,-9.855e-7,3.629e4,1.32e4,36.296,0.121,283.765,248.125,2.21,0.261,2.174e7,6725.995,52.126,0.529,0.531,0.382,0.019,0.129,0.183,0.402,4.46e-4,0,0,0,0,0.004,0.011,16.129,204.317,89.504,-0.001,2.059,14.85,1010.55,340.298,0.05,0.012
0.584,27.676,97.415,175.132,97.415,175.14,-0.013,-6.121e-7,0.013,-179.997,0.076,1.699,28.61,-80.6,9.792,0.59,0,0.01,-1.696e-6,3.613e4,1.304e4,36.231,0.121,284.752,247.893,2.285,0.286,2.388e7,6745.257,63.097,0.532,0.532,0.382,0.02,0.131,0.128,0.287,-8.755e-5,0,0,0,0,0.004,0.012,16.129,204.317,89.34,-1.202e-4,2.049,14.82,1010.004,340.28,0.05,0.013
0.634,32.766,106.21,176.131,106.21,176.148,-0.006,-8.927e-7,0.006,-179.992,0.18,2.448,28.61,-80.6,9.792,0.334,0,0.011,-1.741e-6,3.598e4,1.289e4,36.165,0.12,285.787,247.659,2.364,0.312,2.602e7,6764.52,75.282,0.534,0.535,0.381,0.021,0.133,0.072,0.165,-6.369e-5,0,0,0,0,0.005,0.014,16.129,204.317,89.155,8.6e-4,2.006,14.787,1009.407,340.26,0.05,0.014
0.684,38.298,115.054,177.099,115.055,177.129,0.006,-9.775e-7,0.006,-0.009,0.323,3.257,28.61,-80.6,9.792,0.139,0,0.011,-1.801e-6,3.582e4,1.273e4,36.099,0.12,286.609,247.423,2.43,0.338,2.818e7,6783.782,88.75,0.537,0.537,0.38,0.022,0.135,0.03,0.068,6.865e-5,0,0,0,0,0.004,0.015,16.129,204.317,88.955,0.002,2.055,14.751,1008.758,340.238,0.05,0.014
0.734,44.273,123.946,178.033,123.947,178.082,0.027,-6.577e-7,0.027,-0.001,0.508,4.165,28.61,-80.6,9.792,0.069,0,-0.011,-2.529e-6,3.566e4,1.257e4,36.033,0.12,286.953,247.185,2.466,0.364,3.034e7,6803.045,103.546,0.541,0.541,0.38,0.024,0.137,0.015,0.04,-1.173e-4,0,0,0,0,-0.004,0.016,16.129,204.317,88.748,0.002,2.051,14.712,1008.058,340.215,0.05,0.015
0.784,50.693,132.884,178.931,132.886,179.005,0.058,1.496e-7,0.058,1.489e-4,0.741,5.133,28.61,-80.6,9.792,0.275,0,-0.011,-1.475e-6,3.55e4,1.241e4,35.967,0.12,286.21,246.945,2.434,0.391,3.251e7,6822.307,119.737,0.544,0.544,0.379,0.025,0.14,0.059,0.147,-6.65e-5,0,0,0,0,-0.003,0.017,16.129,204.317,88.546,0.001,1.99,14.67,1007.305,340.189,0.05,0.015
0.834,57.562,141.866,179.796,141.87,179.895,0.101,1.399e-6,0.101,7.906e-4,1.02,5.959,28.61,-80.6,9.792,0.373,6.733e-9,-0.009,-4.722e-6,3.534e4,1.226e4,35.9,0.12,285.903,246.702,2.43,0.417,3.469e7,6841.57,137.37,0.548,0.548,0.378,0.027,0.143,0.08,0.197,-2.062e-4,0,0,0,0,-0.002,0.018,16.129,204.317,88.365,1.502e-4,2.101,14.626,1006.499,340.162,0.05,0.016
0.884,64.881,150.89,180.625,150.896,180.751,0.16,2.884e-6,0.16,0.001,1.338,6.757,28.61,-80.6,9.792,0.488,0,-0.007,-2.032e-6,3.519e4,1.21e4,35.832,0.119,285.543,246.458,2.423,0.444,3.688e7,6860.832,156.517,0.552,0.552,0.377,0.029,0.146,0.106,0.258,-6.469e-5,0,0,0,0,-0.001,0.019,16.129,204.317,88.217,-7.745e-4,2.073,14.578,1005.641,340.133,0.05,0.016
0.934,72.652,159.955,181.418,159.964,181.57,0.236,4.295e-6,0.236,0.001,1.695,7.423,28.61,-80.6,9.792,0.583,0,-0.004,-3.926e-6,3.503e4,1.194e4,35.764,0.119,285.264,246.211,2.421,0.47,3.907e7,6880.095,177.241,0.556,0.557,0.376,0.031,0.149,0.127,0.309,4.748e-4,0,0,0,0,-2.884e-4,0.02,16.129,204.317,88.115,-0.002,1.935,14.528,1004.729,340.103,0.05,0.016
0.984,80.877,169.059,182.185,169.072,182.349,0.33,5.162e-6,0.33,8.959e-4,2.076,7.723,28.61,-80.6,9.792,0.585,0,-2.328e-4,-1.097e-7,3.487e4,1.178e4,35.696,0.119,285.351,245.962,2.442,0.497,4.127e7,6899.357,199.573,0.561,0.562,0.375,0.034,0.152,0.128,0.312,5.541e-5,0,0,0,0,-8.474e-7,0.022,16.129,204.317,88.076,-0.003,1.872,14.474,1003.764,340.07,0.05,0.017
1.034,89.559,178.201,182.927,178.218,183.084,0.444,4.856e-6,0.444,6.273e-4,2.461,7.577,28.61,-80.6,9.792,0.499,0,0.004,-6.218e-6,3.471e4,1.162e4,35.627,0.119,285.76,245.71,2.483,0.524,4.347e7,6918.62,223.586,0.567,0.567,0.374,0.037,0.156,0.109,0.27,3.813e-4,0,0,0,0,1.961e-4,0.023,16.129,204.317,88.109,-0.004,1.869,14.418,1002.746,340.036,0.05,0.017
1.084,98.698,187.379,183.641,187.4,183.772,0.576,2.862e-6,0.576,2.847e-4,2.827,6.947,28.61,-80.6,9.792,0.336,-7.474e-9,0.007,-3.247e-6,3.456e4,1.147e4,35.558,0.119,286.444,245.457,2.541,0.551,4.568e7,6937.882,249.401,0.572,0.573,0.373,0.04,0.16,0.073,0.185,1.765e-4,0,0,0,0,6.591e-4,0.024,16.129,204.317,88.209,-0.005,1.935,14.358,1001.674,340,0.05,0.017
1.134,108.297,196.588,184.246,196.614,184.343,0.726,-1.054e-6,0.726,-8.321e-5,3.15,5.959,28.61,-80.6,9.792,0.141,-1.075e-8,0.009,-1.475e-5,3.44e4,1.131e4,35.488,0.118,287.238,245.198,2.606,0.578,4.789e7,6954.58,277.173,0.579,0.579,0.372,0.043,0.164,0.03,0.079,-4.133e-4,0,0,0,0,0.001,0.025,16.129,204.317,88.361,-0.007,2,14.296,1000.549,339.962,0.05,0.018
1.184,118.357,205.804,184.347,205.832,184.406,0.89,-7.098e-6,0.89,-4.57e-4,3.417,4.68,28.61,-80.6,9.792,0.081,5.396e-9,-0.01,-2.12e-5,3.424e4,1.115e4,35.416,0.118,287.491,244.935,2.638,0.606,5.01e7,6955.452,307.008,0.585,0.585,0.371,0.047,0.168,0.018,0.048,2.94e-4,0,0,0,0,-9.84e-4,0.026,16.129,204.317,88.535,-0.009,2.149,14.231,999.369,339.923,0.05,0.018
1.234,128.878,215.019,184.296,215.05,184.33,1.066,-1.573e-5,1.066,-8.455e-4,3.619,3.525,28.61,-80.6,9.792,0.243,7.795e-9,-0.008,-1.012e-5,3.407e4,1.099e4,35.344,0.118,286.867,244.669,2.616,0.633,5.23e7,6953.612,339.014,0.593,0.593,0.369,0.051,0.172,0.053,0.138,-1.367e-4,0,0,0,0,-5.606e-4,0.028,16.129,204.317,88.693,-0.009,2.212,14.162,998.135,339.881,0.05,0.018
1.284,139.859,224.23,184.167,224.262,184.187,1.251,-2.701e-5,1.251,-0.001,3.773,2.77,28.61,-80.6,9.792,0.318,-7.694e-9,-0.004,3.61e-6,3.391e4,1.083e4,35.272,0.118,286.58,244.401,2.615,0.66,5.45e7,6951.772,373.273,0.6,0.601,0.368,0.056,0.177,0.07,0.182,9.122e-5,0,0,0,0,-1.472e-4,0.029,16.129,204.317,88.8,-0.009,2.18,14.091,996.847,339.838,0.05,0.019
1.334,151.301,233.432,183.953,233.464,183.971,1.443,-3.985e-5,1.443,-0.002,3.903,2.587,28.61,-80.6,9.792,0.306,-5.691e-9,2.685e-4,2.823e-6,3.375e4,1.066e4,35.199,0.118,286.628,244.13,2.635,0.687,5.668e7,6949.932,409.922,0.609,0.609,0.367,0.061,0.181,0.067,0.176,3.758e-4,0,0,0,0,5.914e-7,0.03,16.129,204.317,88.833,-0.006,2.102,14.017,995.505,339.793,0.05,0.019
1.384,163.202,242.621,183.65,242.655,183.673,1.641,-5.353e-5,1.641,-0.002,4.039,2.919,28.61,-80.6,9.792,0.24,-5.227e-9,0.004,-1.683e-5,3.359e4,1.05e4,35.126,0.118,286.883,243.857,2.668,0.714,5.886e7,6948.092,449.219,0.619,0.619,0.365,0.067,0.186,0.053,0.141,3.774e-4,0,0,0,0,1.402e-4,0.031,16.129,204.317,88.789,8.301e-5,2.105,13.939,994.109,339.746,0.05,0.02
1.434,175.562,251.792,183.246,251.827,183.282,1.847,-6.587e-5,1.847,-0.002,4.202,3.663,28.61,-80.6,9.792,0.147,-1.439e-8,0.007,-3.131e-5,3.343e4,1.034e4,35.052,0.117,287.253,243.58,2.708,0.741,6.102e7,6946.252,491.497,0.629,0.629,0.364,0.074,0.191,0.032,0.086,4.892e-4,0,0,0,0,3.889e-4,0.032,16.129,204.317,88.68,0.008,2.24,13.859,992.659,339.697,0.05,0.02
1.484,188.381,260.941,182.72,260.978,182.788,2.063,-7.333e-5,2.063,-0.002,4.416,4.989,28.61,-80.6,9.792,0.016,-1.827e-8,-0.009,-1.569e-4,3.327e4,1.018e4,34.977,0.117,287.779,243.302,2.758,0.769,6.318e7,6944.413,537.134,0.641,0.641,0.362,0.082,0.197,0.003,0.01,-1.111e-4,0,0,0,0,-5.061e-4,0.033,16.129,204.317,88.529,0.013,2.198,13.776,991.156,339.647,0.05,0.02
1.534,201.656,270.059,182.066,270.1,182.173,2.29,-7.282e-5,2.29,-0.002,4.702,6.258,28.61,-80.6,9.792,0.15,-1.51e-8,-0.007,-5.841e-6,3.311e4,1.002e4,34.902,0.117,287.29,243.02,2.745,0.796,6.532e7,6942.573,586.747,0.655,0.655,0.36,0.092,0.202,0.033,0.091,1.886e-4,0,0,0,0,-2.9e-4,0.035,16.129,204.317,88.384,0.013,2.181,13.689,989.599,339.595,0.05,0.021
1.584,215.386,279.14,181.232,279.186,181.377,2.534,-6.375e-5,2.534,-0.001,5.042,7.245,28.61,-80.6,9.792,0.25,-7.238e-9,-0.003,-3.67e-6,3.295e4,9861.592,34.827,0.117,286.959,242.737,2.742,0.822,6.744e7,6939.692,641.041,0.67,0.671,0.359,0.104,0.208,0.055,0.152,-4.568e-5,0,0,0,0,-4.554e-5,0.036,16.129,204.317,88.295,0.009,2.028,13.6,987.989,339.54,0.05,0.021
1.634,229.568,288.15,179.715,288.2,179.863,2.795,-4.817e-5,2.795,-9.874e-4,5.413,7.278,28.61,-80.6,9.792,0.247,-5.028e-9,0.003,-1.079e-5,3.279e4,9703.558,34.753,0.117,287.04,242.455,2.764,0.849,6.954e7,6919.675,700.909,0.689,0.689,0.357,0.118,0.214,0.055,0.152,-3.863e-4,0,0,0,0,5.19e-5,0.037,16.129,204.317,88.299,0.005,1.882,13.508,986.325,339.485,0.05,0.021
1.684,244.199,297.069,177.812,297.125,177.914,3.074,-2.865e-5,3.074,-5.339e-4,5.751,6.043,28.61,-80.6,9.791,0.116,4.287e-8,0.008,-5.916e-6,3.263e4,9545.524,34.677,0.116,287.627,242.17,2.818,0.876,7.161e7,6893.601,768.138,0.711,0.711,0.355,0.136,0.22,0.026,0.072,-4.779e-4,0,0,0,0,2.984e-4,0.038,16.129,204.317,88.403,0.003,1.937,13.413,984.61,339.427,0.05,0.022
1.734,259.273,305.886,175.64,305.945,175.696,3.369,-8.324e-6,3.369,-1.416e-4,6.009,4.423,28.61,-80.6,9.791,0.029,5.855e-9,-0.008,-1.919e-5,3.248e4,9387.49,34.602,0.116,288.068,241.883,2.863,0.902,7.365e7,6867.528,843.639,0.738,0.738,0.353,0.159,0.226,0.006,0.018,2.056e-4,0,0,0,0,-3.431e-4,0.039,16.129,204.317,88.557,-4.564e-4,1.879,13.315,982.842,339.368,0.05,0.022
1.784,274.786,314.619,174.461,314.679,174.488,3.674,1.121e-5,3.674,1.748e-4,6.19,3.052,28.61,-80.6,9.791,0.134,-1.399e-8,-0.006,5.931e-6,3.232e4,9229.455,34.525,0.116,287.79,241.592,2.864,0.928,7.566e7,6841.455,885.982,0.734,0.734,0.348,0.153,0.232,0.03,0.087,5.195e-5,0,0,0,0,-1.705e-4,0.04,16.129,204.317,88.695,-0.004,1.75,13.214,981.022,339.307,0.05,0.023
1.834,290.734,323.291,173.237,323.353,173.252,3.987,2.862e-5,3.987,4.114e-4,6.317,2.315,28.61,-80.6,9.791,0.181,0,-0.001,-7.016e-6,3.216e4,9071.421,34.448,0.116,287.744,241.299,2.88,0.953,7.765e7,6815.381,928.877,0.73,0.73,0.344,0.148,0.238,0.041,0.118,-3.274e-5,0,0,0,0,-7.095e-6,0.041,16.129,204.317,88.762,-0.003,1.723,13.11,979.152,339.244,0.05,0.024
1.884,307.114,331.901,171.966,331.963,171.985,4.305,4.387e-5,4.305,5.838e-4,6.432,2.552,28.61,-80.6,9.791,0.152,0,0.004,2.072e-5,3.2e4,8913.387,34.371,0.116,287.967,241.003,2.912,0.979,7.961e7,6789.308,972.238,0.726,0.726,0.339,0.142,0.245,0.035,0.101,-2.305e-4,0,0,0,0,7.137e-5,0.043,16.129,204.317,88.73,-3.908e-4,1.825,13.004,977.231,339.179,0.05,0.024
1.934,323.922,340.444,170.419,340.508,170.462,4.631,5.939e-5,4.631,7.349e-4,6.587,3.822,28.61,-80.6,9.791,0.05,-1.217e-8,0.008,4.818e-5,3.184e4,8755.353,34.293,0.115,288.426,240.704,2.959,1.004,8.155e7,6763.234,1023.279,0.727,0.727,0.334,0.144,0.249,0.011,0.033,3.372e-4,0,0,0,0,2.363e-4,0.044,16.129,204.317,88.612,-0.002,1.946,12.895,975.259,339.113,0.05,0.025
1.984,341.156,348.877,167.807,348.944,167.903,4.966,7.297e-5,4.966,8.419e-4,6.826,5.663,28.61,-80.6,9.791,0.091,-3.239e-8,-0.007,3.698e-5,3.169e4,8597.319,34.214,0.115,288.283,240.402,2.969,1.029,8.346e7,6737.161,1106.925,0.75,0.75,0.329,0.178,0.243,0.021,0.062,-2.161e-4,0,0,0,0,-1.835e-4,0.045,16.129,204.317,88.466,-5.941e-4,1.912,12.782,973.238,339.045,0.05,0.026
2.034,358.807,357.171,165.23,357.243,165.369,5.315,8.558e-5,5.315,9.226e-4,7.149,6.79,28.61,-80.6,9.791,0.169,-1.44e-8,-0.002,3.032e-5,3.154e4,8448.473,34.14,0.115,287.941,240.115,2.965,1.054,8.532e7,6700.077,1176.512,0.762,0.762,0.325,0.2,0.237,0.039,0.117,1.766e-4,0,0,0,0,-8.16e-6,0.046,16.129,204.317,88.385,0.009,1.804,12.668,971.168,338.976,0.05,0.026
2.084,376.87,365.318,162.501,365.395,162.618,5.681,1.069e-4,5.681,0.001,7.485,6.172,28.61,-80.6,9.791,0.123,2.617e-8,0.005,3.994e-5,3.139e4,8301.209,34.066,0.115,287.977,239.828,2.985,1.078,8.714e7,6644.067,1232.485,0.765,0.765,0.32,0.213,0.232,0.029,0.087,-4.309e-4,0,0,0,0,8.506e-5,0.047,16.129,204.317,88.424,0.017,1.751,12.55,969.05,338.904,0.05,0.027
2.134,395.336,373.34,160.184,373.42,160.238,6.062,1.439e-4,6.062,0.001,7.745,4.142,28.61,-80.6,9.791,0.009,4.369e-8,-0.008,1.105e-4,3.124e4,8153.946,33.991,0.115,288.174,239.538,3.015,1.102,8.892e7,6587.731,1275.601,0.759,0.759,0.316,0.217,0.227,0.002,0.006,3.691e-4,0,0,0,0,-1.847e-4,0.048,16.129,204.317,88.554,0.021,1.772,12.43,966.884,338.832,0.05,0.028
2.184,414.201,381.251,158.086,381.333,158.102,6.453,1.964e-4,6.453,0.002,7.892,2.281,28.61,-80.6,9.791,0.116,2.359e-8,-0.004,-1.006e-5,3.11e4,8006.682,33.915,0.115,287.526,239.246,2.993,1.126,9.067e7,6531.395,1310.892,0.749,0.749,0.313,0.214,0.222,0.028,0.084,3.082e-4,0,0,0,0,-5.274e-5,0.049,16.129,204.317,88.672,0.016,1.795,12.308,964.671,338.757,0.05,0.029
2.234,433.459,389.062,156.21,389.144,156.222,6.85,2.582e-4,6.85,0.002,7.98,1.956,28.61,-80.6,9.791,0.124,6.402e-9,0.002,-2.805e-5,3.095e4,7859.419,33.84,0.114,287.17,238.951,2.99,1.149,9.238e7,6475.059,1337.539,0.736,0.736,0.311,0.207,0.218,0.031,0.093,-4.649e-4,0,0,0,0,1.498e-5,0.05,16.129,204.317,88.687,0.009,1.844,12.183,962.413,338.682,0.05,0.029
