# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.135,221.645,213.115,98.328,213.197,98.421,3.955,1.595e-4,3.955,0.002,5.91,4.294,28.61,-80.6,9.792,0.038,2.498e-6,3.162,-0.005,2.29e4,5183.668,21.93,0.091,271.342,221.025,3.234,0.628,5.292e7,2799.835,321.974,0.621,0.621,0.4,0.148,0.073,0.007,0.022,1.843e-4,0,0,0,0,8.888e-4,0.027,15.558,190.094,87.8,0.004,2.146,13.559,987.255,339.516,0.05,0.021
2.185,232.423,217.997,97.49,218.083,97.549,4.256,1.834e-4,4.256,0.002,6.101,3.407,28.61,-80.6,9.791,0.089,2.4e-6,-2.996,-0.005,2.283e4,5115.889,21.852,0.091,271.291,220.714,3.251,0.643,5.409e7,2788.127,337.469,0.623,0.623,0.399,0.15,0.074,0.017,0.055,-3.367e-4,0,0,0,0,-7.623e-4,0.028,15.558,190.094,87.958,1.469e-4,2.023,13.489,985.991,339.473,0.05,0.021
2.235,243.444,222.838,96.627,222.925,96.661,4.565,2.072e-4,4.565,0.003,6.249,2.594,28.61,-80.6,9.791,0.201,-3.149e-6,-1.972,-0.002,2.276e4,5048.11,21.774,0.091,271.011,220.402,3.253,0.657,5.524e7,2776.406,353.26,0.624,0.624,0.398,0.151,0.075,0.038,0.123,4.389e-4,0,0,0,0,-3.162e-4,0.029,15.558,190.094,88.085,3.385e-4,2.001,13.418,984.698,339.43,0.05,0.021
2.285,254.706,227.632,95.694,227.721,95.719,4.88,2.31e-4,4.88,0.003,6.364,2.173,28.61,-80.6,9.791,0.25,0,-0.261,-0.006,2.27e4,4981.012,21.696,0.091,270.975,220.09,3.271,0.671,5.638e7,2763.847,369.285,0.626,0.626,0.397,0.153,0.076,0.047,0.154,4.076e-4,0,0,0,0,-5.312e-6,0.029,15.558,190.094,88.141,0.005,2.034,13.344,983.377,339.386,0.05,0.022
2.335,266.206,232.371,94.572,232.461,94.604,5.201,2.576e-4,5.201,0.003,6.475,2.466,28.61,-80.6,9.791,0.187,-3.544e-6,1.513,-0.01,2.263e4,4914.379,21.618,0.091,271.359,219.78,3.315,0.685,5.75e7,2747.781,385.439,0.628,0.628,0.396,0.154,0.077,0.035,0.117,1.526e-4,0,0,0,0,1.711e-4,0.03,15.558,190.094,88.106,0.014,1.975,13.27,982.029,339.34,0.05,0.022
2.385,277.941,237.053,93.405,237.145,93.457,5.528,2.911e-4,5.528,0.003,6.614,3.105,28.61,-80.6,9.791,0.088,3.734e-6,2.576,-0.014,2.256e4,4847.745,21.54,0.091,271.88,219.467,3.369,0.699,5.861e7,2731.327,401.786,0.63,0.63,0.396,0.156,0.078,0.017,0.056,-1.44e-4,0,0,0,0,4.767e-4,0.03,15.558,190.094,87.997,0.018,2.033,13.193,980.652,339.294,0.05,0.023
2.435,289.91,241.675,92.198,241.77,92.297,5.863,3.34e-4,5.863,0.003,6.796,4.269,28.61,-80.6,9.791,0.089,4.162e-6,-2.707,-0.015,2.25e4,4781.448,21.462,0.091,272.055,219.154,3.4,0.713,5.969e7,2714.815,418.301,0.631,0.631,0.395,0.157,0.079,0.017,0.057,4.131e-5,0,0,0,0,-5.067e-4,0.031,15.558,190.094,87.857,0.017,1.852,13.116,979.248,339.247,0.05,0.023
2.485,302.107,246.232,90.925,246.333,91.058,6.209,3.863e-4,6.209,0.004,7.033,4.92,28.61,-80.6,9.791,0.175,-5.053e-6,-1.254,9.433e-4,2.243e4,4716.245,21.385,0.091,271.886,218.844,3.409,0.726,6.076e7,2696.896,435.005,0.633,0.633,0.394,0.159,0.08,0.033,0.113,1.652e-4,0,0,0,0,-1.047e-4,0.032,15.558,190.094,87.754,0.015,1.839,13.036,977.818,339.199,0.05,0.024
2.535,314.532,250.726,89.634,250.832,89.774,6.567,4.468e-4,6.567,0.004,7.283,5.016,28.61,-80.6,9.791,0.185,-1.483e-6,0.404,-0.006,2.237e4,4651.041,21.307,0.091,272.008,218.533,3.437,0.74,6.181e7,2678.37,451.799,0.635,0.635,0.393,0.16,0.082,0.035,0.121,3.281e-4,0,0,0,0,1.048e-5,0.032,15.558,190.094,87.734,0.011,1.814,12.956,976.361,339.15,0.05,0.024
2.585,327.179,255.155,88.362,255.266,88.472,6.937,5.123e-4,6.937,0.004,7.522,4.413,28.61,-80.6,9.791,0.108,-5.568e-7,1.963,-0.017,2.23e4,4585.838,21.229,0.09,272.461,218.22,3.487,0.753,6.284e7,2659.844,468.657,0.637,0.637,0.392,0.162,0.083,0.02,0.071,-3.763e-4,0,0,0,0,2.388e-4,0.033,15.558,190.094,87.8,0.001,1.797,12.873,974.877,339.1,0.05,0.025
2.635,340.046,259.52,87.089,259.635,87.153,7.318,5.761e-4,7.318,0.005,7.715,3.337,28.61,-80.6,9.791,0.025,9.289e-6,-2.39,-0.062,2.224e4,4521.951,21.152,0.09,272.988,217.911,3.54,0.766,6.385e7,2641.336,485.625,0.639,0.639,0.392,0.164,0.084,0.005,0.017,-1.04e-4,0,0,0,0,-3.425e-4,0.033,15.558,190.094,87.918,-0.006,1.855,12.79,973.368,339.049,0.05,0.025
2.685,353.129,263.822,85.796,263.939,85.829,7.708,6.325e-4,7.708,0.005,7.853,2.384,28.61,-80.6,9.791,0.134,3.951e-6,-1.449,-0.014,2.217e4,4458.251,21.075,0.09,272.711,217.601,3.542,0.779,6.484e7,2622.856,502.704,0.641,0.641,0.391,0.165,0.085,0.025,0.09,-7.588e-5,0,0,0,0,-1.218e-4,0.034,15.558,190.094,88.02,-0.005,1.916,12.705,971.834,338.998,0.05,0.026
2.735,366.426,268.058,84.469,268.176,84.496,8.103,6.831e-4,8.103,0.005,7.959,2.141,28.61,-80.6,9.791,0.15,-2.919e-6,0.29,-0.014,2.211e4,4394.552,20.997,0.09,272.814,217.29,3.569,0.791,6.581e7,2604.376,519.803,0.643,0.643,0.39,0.167,0.086,0.029,0.102,3.043e-4,0,0,0,0,4.734e-6,0.034,15.558,190.094,88.048,0.006,1.902,12.618,970.274,338.946,0.05,0.026
2.785,379.934,272.226,83.102,272.346,83.14,8.504,7.358e-4,8.504,0.005,8.072,2.529,28.61,-80.6,9.791,0.097,7.477e-6,1.772,-0.016,2.205e4,4331.713,20.92,0.09,273.175,216.981,3.612,0.804,6.676e7,2585.713,536.914,0.644,0.644,0.389,0.168,0.087,0.018,0.067,-4.515e-4,0,0,0,0,1.71e-4,0.035,15.558,190.094,87.99,0.021,1.946,12.53,968.69,338.892,0.05,0.027
2.835,393.647,276.324,81.668,276.446,81.734,8.911,8.018e-4,8.911,0.005,8.217,3.289,28.61,-80.6,9.791,0.009,4.418e-6,2.447,-0.154,2.199e4,4269.565,20.843,0.09,273.596,216.674,3.659,0.816,6.769e7,2566.154,554.048,0.646,0.646,0.388,0.17,0.088,0.002,0.006,1.684e-4,0,0,0,0,3.166e-4,0.035,15.558,190.094,87.875,0.024,2.063,12.441,967.082,338.838,0.05,0.027
2.885,407.564,280.348,80.209,280.474,80.323,9.326,8.828e-4,9.326,0.005,8.407,4.276,28.61,-80.6,9.791,0.105,-9.492e-7,-1.861,-0.012,2.192e4,4207.417,20.766,0.09,273.502,216.365,3.673,0.828,6.86e7,2546.477,571.177,0.648,0.648,0.387,0.172,0.089,0.02,0.074,-2.332e-4,0,0,0,0,-1.778e-4,0.036,15.558,190.094,87.76,0.016,2.016,12.351,965.45,338.784,0.05,0.027
2.935,421.681,284.3,78.764,284.431,78.907,9.752,9.721e-4,9.752,0.006,8.639,4.749,28.61,-80.6,9.791,0.159,-4.908e-6,0.08,-0.001,2.186e4,4145.564,20.689,0.09,273.457,216.056,3.69,0.84,6.949e7,2526.842,588.268,0.65,0.65,0.387,0.173,0.09,0.031,0.112,4.021e-4,0,0,0,0,3.19e-7,0.036,15.558,190.094,87.714,0.005,1.877,12.259,963.794,338.728,0.05,0.028
2.985,435.993,288.183,77.415,288.32,77.534,10.19,0.001,10.19,0.006,8.87,4.304,28.61,-80.6,9.791,0.118,1.447e-6,2.129,-0.021,2.18e4,4084.933,20.613,0.09,273.778,215.751,3.73,0.851,7.035e7,2508.681,605.274,0.652,0.652,0.386,0.175,0.091,0.023,0.084,-2.507e-4,0,0,0,0,2.203e-4,0.037,15.558,190.094,87.777,-0.007,1.708,12.166,962.115,338.672,0.05,0.028
3.035,450.498,292.002,76.126,292.142,76.183,10.638,0.001,10.638,0.006,9.053,2.951,28.61,-80.6,9.791,0.017,-2.335e-6,-2.959,-0.101,2.174e4,4024.302,20.537,0.09,274.39,215.444,3.789,0.863,7.12e7,2491.247,622.258,0.654,0.654,0.385,0.176,0.092,0.003,0.012,-1.759e-4,0,0,0,0,-4.147e-4,0.037,15.558,190.094,87.918,-0.009,1.671,12.072,960.414,338.614,0.05,0.028
3.085,465.192,295.756,74.818,295.898,74.839,11.094,0.001,11.094,0.006,9.163,1.779,28.61,-80.6,9.791,0.126,-2.849e-6,-1.684,-0.013,2.168e4,3963.671,20.46,0.09,274.096,215.136,3.79,0.874,7.203e7,2473.813,639.243,0.656,0.656,0.384,0.178,0.094,0.024,0.092,2.914e-4,0,0,0,0,-1.309e-4,0.038,15.558,190.094,88.045,0.003,1.642,11.976,958.691,338.557,0.05,0.028
3.135,480.072,299.447,73.544,299.589,73.561,11.554,0.001,11.554,0.006,9.238,1.613,28.61,-80.6,9.791,0.131,-6.992e-6,0.497,-0.002,2.162e4,3904.064,20.385,0.09,274.237,214.831,3.818,0.885,7.284e7,2458.017,656.138,0.657,0.657,0.383,0.179,0.095,0.025,0.096,-3.728e-4,0,0,0,0,1.112e-5,0.038,15.558,190.094,88.072,0.017,1.568,11.88,956.946,338.498,0.05,0.029
3.185,495.135,303.08,72.376,303.224,72.412,12.018,0.001,12.018,0.006,9.331,2.261,28.61,-80.6,9.791,0.064,-5.463e-7,2.08,-0.029,2.156e4,3844.66,20.309,0.09,274.653,214.526,3.865,0.896,7.363e7,2445.218,672.99,0.659,0.659,0.383,0.181,0.096,0.012,0.047,-3.474e-4,0,0,0,0,1.901e-4,0.039,15.558,190.094,87.995,0.024,1.614,11.782,955.179,338.439,0.05,0.029
3.235,510.379,306.655,71.226,306.802,71.309,12.488,0.001,12.488,0.007,9.474,3.447,28.61,-80.6,9.791,0.052,3.915e-6,-2.248,-0.034,2.15e4,3785.256,20.232,0.09,274.894,214.219,3.9,0.907,7.441e7,2432.483,688.938,0.66,0.66,0.381,0.182,0.097,0.01,0.039,2.112e-4,0,0,0,0,-2.171e-4,0.039,15.558,190.094,87.871,0.02,1.611,11.683,953.449,338.379,0.05,0.029
3.285,525.798,310.129,69.22,310.28,69.333,12.966,0.002,12.966,0.007,9.667,3.947,28.61,-80.6,9.791,0.1,-8.169e-6,-0.677,-0.002,2.145e4,3729.406,20.16,0.089,274.863,213.928,3.917,0.917,7.517e7,2400.606,704.149,0.661,0.661,0.379,0.184,0.098,0.019,0.075,7.724e-6,0,0,0,0,-1.927e-5,0.04,15.558,190.094,87.793,0.01,1.691,11.582,951.726,338.318,0.05,0.03
3.335,541.383,313.252,62.231,313.407,62.334,13.454,0.002,13.454,0.007,9.854,3.574,28.61,-80.6,9.791,0.088,-7.339e-7,0.972,-0.014,2.139e4,3676.904,20.092,0.089,275.055,213.654,3.947,0.927,7.584e7,2260.421,717.825,0.661,0.661,0.377,0.185,0.099,0.017,0.067,-1.215e-4,0,0,0,0,3.889e-5,0.04,15.558,190.094,87.806,0.004,1.641,11.481,949.985,338.256,0.05,0.03
3.385,557.114,315.987,54.53,316.145,54.574,13.951,0.002,13.951,0.007,9.996,2.193,28.61,-80.6,9.791,0.014,-1.023e-5,-1.878,-0.032,2.134e4,3624.403,20.023,0.089,275.517,213.379,3.994,0.935,7.641e7,2103.236,729.784,0.661,0.661,0.375,0.187,0.1,0.003,0.01,1.265e-5,0,0,0,0,-1.427e-4,0.04,15.558,190.094,87.894,-0.001,1.714,11.379,948.227,338.194,0.05,0.03
3.435,572.972,318.332,46.732,318.491,46.744,14.452,0.002,14.452,0.007,10.062,1.069,28.61,-80.6,9.79,0.089,-1.508e-6,-0.669,-0.008,2.129e4,3575.33,19.959,0.089,275.33,213.12,3.999,0.942,7.688e7,1943.508,739.983,0.662,0.662,0.374,0.188,0.1,0.017,0.069,-1.062e-4,0,0,0,0,-1.785e-5,0.041,15.558,190.094,87.968,-0.001,1.792,11.276,946.456,338.132,0.05,0.03
3.485,588.931,320.036,33.935,320.195,33.943,14.956,0.002,14.956,0.007,10.087,0.725,28.61,-80.6,9.79,0.078,-7.505e-6,1.073,-0.017,2.126e4,3542.441,19.915,0.089,275.467,212.946,4.019,0.947,7.72e7,1676.645,747.099,0.662,0.662,0.373,0.189,0.101,0.015,0.061,-1.773e-5,0,0,0,0,4.538e-5,0.041,15.558,190.094,87.954,0.004,1.817,11.172,944.672,338.069,0.05,0.031
3.535,604.957,320.969,18.582,321.128,18.612,15.461,0.002,15.461,0.007,10.115,1.058,28.61,-80.6,9.79,0.004,-1.107e-5,-1.851,0.014,2.123e4,3509.553,19.872,0.089,275.799,212.771,4.051,0.95,7.733e7,1353.165,750.476,0.662,0.662,0.372,0.189,0.101,8.133e-4,0.003,4.062e-4,0,0,0,0,-1.343e-4,0.041,15.558,190.094,87.866,0.015,1.803,11.068,942.882,338.006,0.05,0.031
3.585,621.009,321.137,3.362,321.297,3.552,15.968,0.002,15.968,0.008,10.163,1.148,28.61,-80.6,9.79,0.066,-8.517e-6,-0.992,0.007,2.119e4,3476.664,19.829,0.089,275.581,212.596,4.049,0.951,7.727e7,1029.685,750.174,0.662,0.662,0.372,0.189,0.101,0.013,0.051,1.823e-4,0,0,0,0,-3.85e-5,0.041,15.558,190.094,87.784,0.019,1.844,10.963,941.089,337.943,0.05,0.032
3.635,637.054,320.676,-9.127,320.838,9.14,16.477,0.002,16.477,0.008,10.199,0.501,28.61,-80.6,9.79,0.05,0,0.283,0.002,2.118e4,3459.763,19.806,0.089,275.63,212.506,4.058,0.95,7.706e7,761.345,746.829,0.662,0.662,0.372,0.189,0.101,0.01,0.04,-2.649e-4,0,0,0,0,3.151e-6,0.041,15.558,190.094,87.769,0.022,1.987,10.859,939.296,337.88,0.05,0.032
3.685,653.068,319.848,-16.43,320.01,16.433,16.987,0.002,16.987,0.008,10.197,0.303,28.61,-80.6,9.79,8.161e-4,-2.825e-6,-0.594,0.426,2.116e4,3446.495,19.788,0.089,275.05,212.435,4.025,0.948,7.677e7,601.12,741.712,0.662,0.662,0.373,0.189,0.101,1.586e-4,1.992e-4,-2.659e-4,0,0,0,0,-1.392e-5,0.041,15.558,190.094,87.805,0.018,2.083,10.755,937.507,337.816,0.05,0.032
3.735,669.03,318.663,-23.537,318.825,23.553,17.496,0.002,17.496,0.008,10.156,0.861,28.61,-80.6,9.79,0.03,4.616e-6,-0.354,-0.007,2.115e4,3433.227,19.771,0.089,275.603,212.364,4.065,0.944,7.639e7,443.743,734.893,0.662,0.662,0.373,0.188,0.101,0.006,0.023,-4.806e-4,0,0,0,0,-4.981e-6,0.041,15.558,190.094,87.839,0.007,2.056,10.651,935.723,337.754,0.05,0.033
3.785,684.926,317.151,-30.045,317.312,30.064,18.002,0.003,18.002,0.008,10.099,1.083,28.61,-80.6,9.79,0.028,4.117e-7,0.185,0.006,2.114e4,3424.061,19.759,0.089,275.553,212.314,4.065,0.94,7.593e7,297.878,726.56,0.662,0.662,0.374,0.187,0.1,0.005,0.022,-3.668e-4,0,0,0,0,1.378e-6,0.041,15.558,190.094,87.843,-0.003,2.01,10.548,933.947,337.691,0.05,0.033
3.835,700.742,315.496,-32.911,315.655,32.927,18.506,0.003,18.506,0.008,10.042,1.042,28.61,-80.6,9.79,0.012,-1.318e-6,0.558,0.017,2.114e4,3419.434,19.752,0.089,275.573,212.29,4.068,0.935,7.544e7,228.546,717.631,0.661,0.661,0.375,0.187,0.1,0.002,0.009,2.298e-4,0,0,0,0,1.262e-5,0.04,15.558,190.094,87.82,-0.002,2.033,10.445,932.18,337.629,0.05,0.034
3.885,716.472,313.73,-35.092,313.889,35.106,19.006,0.003,19.006,0.008,9.99,0.976,28.61,-80.6,9.79,0.004,-5.916e-7,-0.639,0.022,2.113e4,3414.807,19.746,0.089,275.425,212.265,4.06,0.93,7.493e7,173.299,708.283,0.661,0.661,0.376,0.186,0.099,8.21e-4,0.004,3.803e-4,0,0,0,0,-1.673e-5,0.04,15.558,190.094,87.786,0.008,2.109,10.343,930.423,337.567,0.05,0.034
3.935,732.112,311.857,-37.236,312.015,37.25,19.505,0.003,19.505,0.008,9.939,1.012,28.61,-80.6,9.79,0.011,3.095e-6,-0.481,-0.018,2.113e4,3410.603,19.741,0.089,275.389,212.242,4.059,0.925,7.439e7,118.355,698.531,0.661,0.661,0.377,0.185,0.099,0.002,0.008,-4.556e-4,0,0,0,0,-9.609e-6,0.04,15.558,190.094,87.756,0.018,2.215,10.241,928.676,337.505,0.05,0.035
3.985,747.656,309.926,-38.394,310.083,38.408,20,0.003,20,0.009,9.886,1.047,28.61,-80.6,9.79,0.013,1.295e-6,-0.278,-0.013,2.112e4,3409.114,19.739,0.089,275.243,212.234,4.05,0.919,7.384e7,84.011,688.603,0.661,0.661,0.378,0.184,0.098,0.002,0.01,-2.735e-4,0,0,0,0,-3.255e-6,0.04,15.558,190.094,87.738,0.018,2.284,10.14,926.939,337.444,0.05,0.035
4.035,763.103,307.966,-38.961,308.123,38.973,20.493,0.003,20.493,0.009,9.835,0.966,28.61,-80.6,9.79,0.024,3.036e-7,0.029,0.004,2.112e4,3407.626,19.737,0.089,275.077,212.226,4.04,0.914,7.328e7,62.171,678.626,0.66,0.66,0.38,0.183,0.097,0.005,0.019,8.769e-5,0,0,0,0,3.607e-8,0.039,15.558,190.094,87.732,0.01,2.224,10.04,925.213,337.383,0.05,0.036
4.085,778.452,305.978,-39.517,306.135,39.534,20.984,0.003,20.984,0.009,9.783,1.159,28.61,-80.6,9.79,0.005,0,0.417,-0.012,2.112e4,3406.137,19.735,0.089,275.022,212.218,4.037,0.908,7.272e7,40.33,668.635,0.66,0.66,0.381,0.183,0.097,0.001,0.004,3.123e-5,0,0,0,0,7.483e-6,0.039,15.558,190.094,87.746,0.004,2.228,9.94,923.498,337.323,0.05,0.036
4.135,793.701,303.973,-39.869,304.128,39.889,21.471,0.003,21.471,0.009,9.72,1.245,28.61,-80.6,9.79,0.004,3.466e-7,-0.317,-0.024,2.112e4,3405.57,19.734,0.089,275.122,212.215,4.043,0.902,7.216e7,22.858,658.659,0.66,0.66,0.382,0.182,0.096,6.737e-4,0.003,3.273e-5,0,0,0,0,-4.389e-6,0.039,15.558,190.094,87.766,0.003,2.165,9.841,921.795,337.263,0.05,0.037
4.185,808.849,301.974,-39.736,302.128,39.763,21.956,0.003,21.956,0.009,9.653,1.45,28.61,-80.6,9.79,0.028,-5.568e-7,-0.163,-0.005,2.112e4,3405.272,19.734,0.089,274.805,212.214,4.023,0.896,7.159e7,15.199,648.354,0.659,0.659,0.383,0.181,0.096,0.005,0.022,-2.666e-4,0,0,0,0,-1.179e-6,0.039,15.558,190.094,87.78,0.01,2.208,9.742,920.102,337.203,0.05,0.037
4.235,823.898,299.982,-39.59,300.135,39.615,22.436,0.004,22.436,0.009,9.578,1.424,28.61,-80.6,9.79,0.026,3.562e-7,0.442,-0.002,2.112e4,3404.974,19.733,0.089,274.723,212.212,4.018,0.89,7.104e7,7.91,637.948,0.658,0.658,0.383,0.18,0.095,0.005,0.019,6.655e-5,0,0,0,0,8.746e-6,0.038,15.558,190.094,87.772,0.013,2.24,9.645,918.421,337.144,0.05,0.037
4.264,832.658,298.82,-39.584,298.972,39.605,22.716,0.004,22.716,0.009,9.538,1.281,28.61,-80.6,9.79,0.009,0,0.64,0.004,2.112e4,3404.8,19.733,0.089,274.739,212.211,4.019,0.887,7.071e7,2.133,631.922,0.658,0.658,0.383,0.18,0.095,0.002,0.006,4.364e-4,0,0,0,0,1.854e-5,0.038,15.558,190.094,87.755,0.013,2.218,9.588,917.442,337.109,0.029,0.038
4.308,845.735,297.087,-39.273,297.239,39.286,23.134,0.004,23.134,0.009,9.488,1.011,28.61,-80.6,9.79,0.023,-1.749e-6,-0.479,0.006,2.112e4,3404.8,19.733,0.089,274.597,212.211,4.01,0.882,7.023e7,0,623.01,0.657,0.657,0.384,0.179,0.094,0.004,0.017,2.19e-4,0,0,0,0,-1.051e-5,0.038,15.558,190.094,87.729,0.009,2.165,9.503,915.981,337.058,0.044,0.038
4.358,860.54,295.135,-38.806,295.286,38.817,23.607,0.004,23.607,0.009,9.441,0.916,28.61,-80.6,9.79,0.033,-7.346e-7,-0.038,-0.003,2.112e4,3404.8,19.733,0.089,274.466,212.211,4.002,0.876,6.968e7,0,613.079,0.656,0.656,0.384,0.178,0.094,0.006,0.025,1.055e-4,0,0,0,0,-6.767e-8,0.038,15.558,190.094,87.716,0.001,2.154,9.406,914.327,336.999,0.05,0.039
4.408,875.249,293.206,-38.346,293.357,38.357,24.078,0.004,24.078,0.009,9.398,0.887,28.61,-80.6,9.79,0.034,-3.546e-7,0.579,-0.014,2.112e4,3404.8,19.733,0.089,274.374,212.211,3.996,0.871,6.914e7,0,603.348,0.655,0.655,0.384,0.177,0.093,0.006,0.026,5.493e-5,0,0,0,0,1.573e-5,0.038,15.558,190.094,87.73,-0.004,2.041,9.311,912.684,336.941,0.05,0.039
4.458,889.861,291.3,-37.888,291.45,37.903,24.546,0.004,24.546,0.009,9.349,1.087,28.61,-80.6,9.789,0.005,-5.485e-6,0.869,-0.029,2.112e4,3404.8,19.733,0.089,274.374,212.211,3.996,0.865,6.861e7,0,593.836,0.654,0.654,0.385,0.177,0.093,0.001,0.004,-1.204e-4,0,0,0,0,3.589e-5,0.037,15.558,190.094,87.77,-0.002,1.97,9.216,911.051,336.884,0.05,0.04
4.508,904.379,289.417,-37.439,289.566,37.461,25.012,0.004,25.012,0.009,9.289,1.301,28.61,-80.6,9.789,0.026,1.346e-6,-0.742,-0.015,2.112e4,3404.8,19.733,0.089,274.274,212.211,3.989,0.86,6.809e7,0,584.534,0.653,0.653,0.385,0.176,0.092,0.005,0.019,-2.709e-4,0,0,0,0,-2.657e-5,0.037,15.558,190.094,87.814,0.009,1.9,9.122,909.429,336.827,0.05,0.04
4.558,918.803,287.557,-37,287.704,37.032,25.475,0.004,25.475,0.009,9.216,1.517,28.61,-80.6,9.789,0.056,-1.881e-6,-0.04,-8.919e-4,2.112e4,3404.8,19.733,0.089,274.063,212.211,3.976,0.855,6.757e7,0,575.458,0.652,0.652,0.386,0.175,0.092,0.011,0.043,-4.725e-6,0,0,0,0,-7.858e-8,0.037,15.558,190.094,87.835,0.019,1.96,9.028,907.817,336.77,0.05,0.04
4.608,933.135,285.717,-36.583,285.863,36.61,25.934,0.004,25.934,0.009,9.14,1.399,28.61,-80.6,9.789,0.043,1.738e-6,0.785,-0.002,2.112e4,3404.8,19.733,0.089,274.028,212.211,3.973,0.849,6.706e7,0,566.565,0.651,0.651,0.386,0.174,0.091,0.008,0.033,4.053e-4,0,0,0,0,3.044e-5,0.037,15.558,190.094,87.814,0.019,1.991,8.935,906.216,336.713,0.05,0.041
4.658,947.375,283.898,-36.186,284.043,36.199,26.389,0.004,26.389,0.01,9.08,0.989,28.61,-80.6,9.789,0.01,9.525e-7,-1.022,-0.012,2.112e4,3404.8,19.733,0.089,274.091,212.211,3.978,0.844,6.655e7,0,557.847,0.651,0.651,0.386,0.174,0.091,0.002,0.008,3.248e-4,0,0,0,0,-5.235e-5,0.036,15.558,190.094,87.763,0.011,1.95,8.842,904.625,336.657,0.05,0.041
4.708,961.525,282.098,-35.796,282.243,35.801,26.842,0.005,26.842,0.01,9.043,0.636,28.61,-80.6,9.789,0.057,0,-0.454,-0.009,2.112e4,3404.8,19.733,0.089,273.819,212.211,3.96,0.839,6.605e7,0,549.316,0.65,0.65,0.387,0.173,0.09,0.011,0.043,-4.62e-4,0,0,0,0,-1.047e-5,0.036,15.558,190.094,87.721,-0.003,1.881,8.75,903.044,336.601,0.05,0.041
4.758,975.586,280.318,-35.398,280.463,35.405,27.294,0.005,27.294,0.01,9.011,0.692,28.61,-80.6,9.789,0.048,4.911e-7,0.282,-0.014,2.112e4,3404.8,19.733,0.089,273.764,212.211,3.957,0.834,6.556e7,0,540.972,0.649,0.649,0.387,0.172,0.09,0.009,0.037,2.687e-5,0,0,0,0,4.076e-6,0.036,15.558,190.094,87.718,-0.012,1.913,8.659,901.473,336.546,0.05,0.042
4.808,989.557,278.558,-35.002,278.703,35.013,27.743,0.005,27.743,0.01,8.973,0.907,28.61,-80.6,9.789,0.016,-1.033e-6,0.807,-0.018,2.112e4,3404.8,19.733,0.089,273.788,212.211,3.958,0.828,6.508e7,0,532.791,0.648,0.648,0.387,0.172,0.089,0.003,0.012,-4.828e-4,0,0,0,0,3.389e-5,0.036,15.558,190.094,87.75,-0.008,1.893,8.568,899.912,336.491,0.05,0.042
4.858,1003.442,276.818,-34.609,276.962,34.633,28.191,0.005,28.191,0.01,8.917,1.284,28.61,-80.6,9.789,0.04,-3.401e-6,-0.609,-0.005,2.112e4,3404.8,19.733,0.089,273.675,212.211,3.951,0.823,6.46e7,0,524.809,0.647,0.647,0.388,0.171,0.089,0.008,0.03,-1.887e-4,0,0,0,0,-1.956e-5,0.035,15.558,190.094,87.791,0.01,1.973,8.478,898.38,336.436,0.05,0.042
4.908,1017.24,275.097,-34.234,275.239,34.264,28.635,0.005,28.635,0.01,8.846,1.423,28.61,-80.6,9.789,0.062,6.767e-7,0.185,-0.004,2.112e4,3404.8,19.733,0.089,273.506,212.211,3.94,0.818,6.413e7,0,517.019,0.647,0.647,0.388,0.17,0.088,0.012,0.046,1.777e-4,0,0,0,0,1.823e-6,0.035,15.558,190.094,87.803,0.023,2.024,8.388,896.912,336.382,0.05,0.043
4.958,1030.952,273.394,-33.882,273.535,33.901,29.075,0.005,29.075,0.01,8.781,1.143,28.61,-80.6,9.789,0.024,-1.793e-6,0.701,-0.021,2.112e4,3404.8,19.733,0.089,273.558,212.211,3.943,0.814,6.366e7,0,509.354,0.646,0.646,0.388,0.17,0.088,0.005,0.018,3.163e-4,0,0,0,0,2.652e-5,0.035,15.558,190.094,87.777,0.028,1.943,8.299,895.453,336.328,0.05,0.043
5.008,1044.579,271.709,-33.535,271.849,33.548,29.513,0.005,29.513,0.01,8.729,0.928,28.61,-80.6,9.789,0.007,1.613e-6,-0.891,-0.099,2.112e4,3404.8,19.733,0.089,273.752,212.211,3.956,0.809,6.32e7,0,501.867,0.645,0.645,0.389,0.169,0.087,0.001,0.005,-3.301e-4,0,0,0,0,-4.343e-5,0.035,15.558,190.094,87.733,0.026,1.99,8.21,894.004,336.274,0.05,0.043
