# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0,0,1380,0,0,0,0,0,0,0,0,0,0,43.8,-120.63,90,0,0,0,90,0,9637.2372638,3855.515,2.3640809,0.0238819,9.8008672,NaN,121.5589397,NaN,0,0,0,0.8083736,0.5290092,0.1593612,0.1200033,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.694548,90,6.03,858.3245703,0.001071,334.95308,0.0050591,1.8156077e5,10.5791,87.8996865,0.01,0.0018738,0
0.01,0,1380,0,0,0,0,0,0,0,0,0,0,43.8,-120.63,90,0,0,0,90,0,9637.1356029,3855.4133391,2.3640706,0.0238818,9.8008672,NaN,121.5586523,NaN,24.0685,0.2548218,0,0.8069782,0.527609,0.1593657,0.1200034,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7134729,90,6.03,858.3245703,0.001071,334.95308,0.0051156,1.8358847e5,10.5791,87.8996865,0.01,0.0033854,0
0.02,0,1380,0,0,0,0,0,0,0,0,0,0,43.8,-120.63,90,0,0,0,90,0,9637.033942,3855.3116782,2.3640604,0.0238818,9.8008672,NaN,121.5583648,NaN,48.137,0.5096489,0,0.8056035,0.5262297,0.1593703,0.1200035,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7323978,90,6.03,858.3245703,0.001071,334.95308,0.0051721,1.8561616e5,10.5791,87.8996865,0.01,0.0041442,0
0.03,0.0016209,1380.0016209,0.4943193,0.4943193,102.0845718,102.0845724,-3.2479674e-7,0,3.2479674e-7,269.9999857,8.2373422e-5,0.0104706,43.8,-120.63,74.2373196,0,0,0,90,0,9632.4817873,3850.7595234,2.3636016,0.0238786,9.8008672,NaN,121.5454856,NaN,1077.735,11.4158772,5.4673057e-4,0.7995193,0.520124,0.1593915,0.1200038,0.0350773,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7513228,90,6.0299895,858.3243979,0.001071,334.9530736,0.0054326,1.949667e5,10.5791,87.8996865,0.01,0.0049066,5.2033619e-5
0.04,0.0134511,1380.0134511,2.0500319,2.0500319,209.0740717,209.0740791,-1.7723145e-6,0,1.7723145e-6,269.999967,2.8227649e-4,0.0555559,43.8,-120.63,40.8068119,0,0,0,90,0,9627.9296326,3846.2073687,2.3631424,0.0238754,9.8008671,NaN,121.5325943,NaN,2107.333,22.3324186,0.020491,0.7540163,0.4744005,0.1596073,0.1200085,0.5934392,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7702477,90,6.0299126,858.3231395,0.001071,334.953027,0.0080859,2.9018825e5,10.5791,87.8996865,0.01,0.005698,2.1579286e-4
0.05,0.0446185,1380.0446185,4.2047977,4.2047978,221.8825536,221.8825536,-7.8242542e-6,0,7.8242542e-6,269.9999613,9.8238091e-4,0,43.8,-120.63,23.0387781,0,0,0,90,0,9618.6445924,3836.9223286,2.362205,0.0238688,9.800867,NaN,121.506262,NaN,2228.567,23.6399918,0.08652,0.7029912,0.4229049,0.1600622,0.1200242,0.880376,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.7891726,90,6.02971,858.3198242,0.001071,334.9529042,0.0136414,4.8956511e5,10.5791,87.8996865,0.005,0.0064551,4.4261036e-4
0.055,0.0684427,1380.0684427,5.3302386,5.3302387,228.2947355,228.2947355,-1.2736159e-5,0,1.2736159e-5,269.9999585,9.8238091e-4,0,43.8,-120.63,18.7552986,0,0,0,90,0,9614.0020723,3832.2798085,2.3617357,0.0238656,9.8008669,NaN,121.4930768,NaN,2289.184,24.2947255,0.1323855,0.6850369,0.4046771,0.1603231,0.1200367,0.8875568,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8109043,90,6.0295551,858.31729,0.001071,334.9528104,0.0168058,6.0312601e5,10.5791,87.8996865,0.0075,0.007173,5.6107784e-4
0.0625,0.1147853,1380.1147853,7.0204601,7.0204602,222.4294332,222.4294332,-2.0104015e-5,0,2.0104015e-5,269.9999568,9.8238091e-4,0,43.8,-120.63,14.7056217,0,0,0,90,0,9606.9705173,3825.2482535,2.3610243,0.0238606,9.8008668,NaN,121.4730822,NaN,2231.2415,23.6971236,0.211856,0.6648023,0.3840146,0.1607267,0.120061,0.8543251,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8435019,90,6.0292539,858.3123605,0.001071,334.9526279,0.0216694,7.7766777e5,10.5791,87.8996865,0.0105,0.0081163,7.3899591e-4
0.073,0.2006105,1380.2006105,9.3127926,9.3127927,214.202231,214.202231,-3.0419015e-5,0,3.0419015e-5,269.9999558,9.8238091e-4,0,43.8,-120.63,11.4612804,0,0,0,90,0,9597.1263404,3815.4040766,2.3600272,0.0238537,9.8008665,NaN,121.4450405,NaN,2150.122,22.8590099,0.335973,0.6451831,0.3637908,0.1612877,0.1201046,0.7904883,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.8891384,90,6.028696,858.3032311,0.001071,334.9522898,0.028369,1.0180957e6,10.5791,87.8996865,0.01,0.008877,9.802941e-4
0.083,0.3044417,1380.3044417,11.4527707,11.4527708,213.7929001,213.7929001,-4.0242824e-5,0,4.0242824e-5,269.9999554,9.8238091e-4,0,43.8,-120.63,9.5733851,0,0,0,90,0,9588.1462809,3806.4240171,2.3591162,0.0238474,9.8008662,NaN,121.4194101,NaN,2144.3223614,22.8187033,0.4726232,0.6317152,0.3497377,0.1618212,0.1201563,0.7443261,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9326018,90,6.0280211,858.2921865,0.001071,334.9518808,0.0346752,1.244396e6,10.5791,87.8996865,0.0087315,0.0095638,0.0012056
0.0917315,0.4125869,1380.4125869,13.3179365,13.3179365,213.4329985,213.4329985,-4.8820494e-5,0,4.8820494e-5,269.9999551,9.8238091e-4,0,43.8,-120.63,8.4124106,0,0,0,90,0,9580.3053316,3798.5830677,2.3583197,0.0238419,9.8008659,NaN,121.3969916,NaN,2139.2584004,22.7834479,0.6098197,0.6228245,0.3403222,0.1622923,0.12021,0.7148041,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.9705519,90,6.0273182,858.2806829,0.001071,334.9514548,0.0401932,1.4424089e6,10.5791,87.8996865,0.0075087,0.0102982,0.0014019
0.0992402,0.5186006,1380.5186006,14.9193657,14.9193658,213.1213643,213.1213643,-5.6196869e-5,0,5.6196869e-5,269.999955,9.8238091e-4,0,43.8,-120.63,7.6435242,0,0,0,90,0,9573.5625006,3791.8402367,2.357634,0.0238371,9.8008656,NaN,121.3776835,NaN,2134.9036427,22.753084,0.7437433,0.6185152,0.3355518,0.1627008,0.1202626,0.6973173,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0031871,90,6.0266291,858.2694061,0.001071,334.9510372,0.0449412,1.6127833e6,10.5791,87.8996865,0.0067027,0.0109774,0.0015705
0.1059429,0.6233859,1380.6233859,16.3469176,16.3469176,212.8417835,212.8417835,-6.2781471e-5,0,6.2781471e-5,269.9999549,9.8238091e-4,0,43.8,-120.63,7.0294801,0,0,0,90,0,9567.5434381,3785.8211742,2.3570214,0.0238329,9.8008652,NaN,121.3604248,NaN,2131.0163203,22.7259431,0.8731084,0.6151949,0.331813,0.1630675,0.1203143,0.6837662,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0166697,90,6.025948,858.2582599,0.001071,334.9506245,0.0491736,1.7646498e6,10.5791,87.8996865,0.0061174,0.0117183,0.0017207
0.1120602,0.7273668,1380.7273668,17.648164,17.648164,212.5853505,212.5853505,-6.879105e-5,0,6.879105e-5,269.9999548,9.8238091e-4,0,43.8,-120.63,6.5493902,0,0,0,90,0,9562.0500113,3780.3277475,2.3564617,0.023829,9.8008649,NaN,121.3446544,NaN,2127.4684719,22.7011427,1.0003596,0.6126803,0.3287431,0.1635715,0.1203657,0.6735027,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0271488,90,6.0252721,858.2471993,0.001071,334.9502149,0.053035,1.9032035e6,10.5791,87.8996865,0.0056663,0.0123918,0.0018577
0.1177266,0.8307783,1380.8307783,18.8520633,18.8520633,212.3467379,212.3467379,-7.4357527e-5,0,7.4357527e-5,269.9999547,9.8238091e-4,0,43.8,-120.63,6.1636018,0,0,0,90,0,9556.9616295,3775.2393657,2.3559428,0.0238255,9.8008646,NaN,121.3300306,NaN,2124.1822158,22.6781455,1.1261032,0.6106426,0.3261437,0.1640822,0.1204166,0.6654244,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0368552,90,6.0245999,858.2361993,0.0010709,334.9498076,0.0566105,2.0314921e6,10.5791,87.8996865,0.0053045,0.0131408,0.0019844
0.123031,0.9337646,1380.9337646,19.9778534,19.9778534,212.1224184,212.1224184,-7.9568526e-5,0,7.9568526e-5,269.9999547,9.8238091e-4,0,43.8,-120.63,5.8445157,0,0,0,90,0,9552.1981937,3770.4759298,2.3554568,0.0238221,9.8008643,NaN,121.3163265,NaN,2121.1058213,22.6565947,1.250642,0.6089222,0.3238933,0.1645616,0.1204673,0.6588506,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2.0459418,90,6.0239305,858.2252445,0.0010709,334.9494019,0.059956,2.151528e6,10.5791,87.8996865,0.0050055,0.0139801,0.0021029
0.1280366,1.0364212,1381.0364212,21.0391097,21.0391097,211.9098999,211.910197,-8.4485876e-5,0,8.4485876e-5,269.9999546,9.8238091e-4,0.3548407,43.8,-120.63,5.5747279,0,0,0,90,0,9547.7031864,3765.9809226,2.3549977,0.0238189,9.800864,135.2852093,121.3033822,1.3216462,2118.2027874,22.6362387,1.3742214,0.6074447,0.3219119,0.165015,0.1205178,0.6533817,1.6007501,2.1156568,-4.0030292e-4,0,0,0,0,0,2.0545163,90,6.0232633,858.2143248,0.0010709,334.9489975,0.0631114,2.2647351e6,10.5791,87.8996865,0.0075083,0.0153353,0.0022146
0.1355449,1.2003596,1381.2003596,22.6289945,22.6289949,211.5896214,211.5899606,-1.0209523e-4,0,1.0209523e-4,269.9999555,0.0037382,0.3788298,43.8,-120.63,5.2103134,0,2.5118513e-4,-1.2168791e-8,89.9996661,89.9993147,9540.9606756,3759.2384118,2.3543086,0.0238142,9.8008635,135.6923998,121.2839428,1.3619738,2113.8482365,22.6056687,1.5703507,0.6054606,0.3191653,0.165697,0.1205983,0.6461886,1.4830147,2.0198901,-4.2944261e-4,0,0,0,0,7.3767356e-6,2.0673781,90,6.0221977,858.1968865,0.0010709,334.9483518,0.06784,2.4343832e6,10.5791,87.8996865,0.0112625,0.0163593,0.002382
0.1468073,1.4686272,1381.4686272,25.0092958,25.0092971,211.105772,211.1061699,-1.6891281e-4,0,1.6891281e-4,269.999951,0.0081853,0.4098341,43.8,-120.63,4.7486575,0,6.746099e-4,3.1932208e-8,89.9978083,90.0006526,9530.8469094,3749.1246456,2.3532736,0.0238071,9.8008626,136.2204726,121.2547321,1.4146516,2107.3164103,22.5597329,1.8892521,0.602926,0.3154721,0.1667242,0.1207298,0.6373813,1.336505,1.8901977,-4.5006422e-4,0,0,0,0,4.3623134e-5,2.0866708,90,6.0204539,858.1683505,0.0010709,334.9472951,0.0749238,2.688511e6,10.5791,87.8996865,0.0091927,0.0175312,0.0026326
0.156,1.7074432,1381.7074432,26.948093,26.9480957,210.708108,210.7085325,-2.6173142e-4,0,2.6173142e-4,269.9999347,0.0120288,0.4229482,43.8,-120.63,4.3669769,0,0.0010606,5.8016127e-8,89.9949462,90.0020585,9522.5918464,3740.8695826,2.3524276,0.0238013,9.8008619,136.6671981,121.2308438,1.4591368,2101.985,22.5221669,2.1684539,0.6011864,0.3127748,0.1675651,0.1208464,0.6307759,1.2175864,1.7763094,-4.7241978e-4,0,0,0,0,9.2967886e-5,2.0723392,90,6.0189016,858.1429473,0.0010709,334.9463544,0.0806898,2.895348e6,10.5791,87.8996865,0.013789,0.0188891,0.0028366
0.169789,2.0990786,1382.0990786,29.857196,29.8572014,211.2370993,211.2375274,-4.6799758e-4,0,4.6799758e-4,269.9998901,0.0178939,0.4252811,43.8,-120.63,3.8374721,0,0.0016967,1.1412002e-7,89.9881298,90.0029598,9510.209252,3728.4869881,2.3511565,0.0237926,9.8008607,137.3030359,121.1949336,1.5226345,2104.7391933,22.5810431,2.6228356,0.5990214,0.3091484,0.1688353,0.1210377,0.6223584,1.0559466,1.6074138,-1.5551298e-4,0,0,0,0,1.9407699e-4,2.0268342,90,6.016356,858.1012885,0.0010708,334.9448117,0.0893422,3.205701e6,10.5791,87.8996865,0.0206835,0.0199938,0.0031429
0.1904725,2.76187,1382.76187,34.234466,34.2344762,212.0238575,212.024233,-9.2788783e-4,0,9.2788783e-4,269.9997775,0.0264837,0.3990159,43.8,-120.63,3.2017652,0,0.0027696,2.0903781e-7,89.9715862,90.0033835,9491.6353603,3709.9130964,2.3492453,0.0237795,9.8008587,138.0931881,121.1408925,1.6024327,2108.8704832,22.6696459,3.39331,0.5966449,0.3044364,0.1708461,0.1213624,0.6133009,0.8670461,1.3894767,2.0335027e-4,0,0,0,0,3.9383909e-4,1.9585765,90,6.0120478,858.0307865,0.0010707,334.942201,0.1023727,3.6730221e6,10.5791,87.8996865,0.0310252,0.0206716,0.0036036
0.2214977,3.9262328,1383.9262328,40.8306501,40.8306675,213.1868579,213.1870901,-0.0019297,-1.5613485e-8,0.0019297,269.9995364,0.0376516,0.3146258,43.8,-120.63,2.6195552,0,0.0046419,3.8445421e-7,89.9305185,90.0038726,9463.7745227,3682.0522589,2.346368,0.0237599,9.8008551,138.8479947,121.0594332,1.6814815,2115.067418,22.8032035,4.7671318,0.5949607,0.2985637,0.1744608,0.1219362,0.6063687,0.6990789,1.1744579,-5.2128935e-5,0,0,0,0,7.7850675e-4,1.9553461,90,6.0044795,857.9069317,0.0010706,334.9376146,0.1220396,4.3781696e6,10.5791,87.8996865,0.0465378,0.0215546,0.004298
0.2680355,6.0578799,1386.0578799,50.7917844,50.7918055,214.8929408,214.8929408,-0.0039381,-8.4262953e-8,0.0039381,269.9987741,0.0462049,0.002365,43.8,-120.63,2.0188373,0,0.0081191,1.5026767e-6,89.8246391,90.0062754,9421.9832664,3640.2610026,2.3420283,0.0237306,9.8008485,139.6634499,120.936341,1.7701987,2124.3628203,23.0050238,7.3115728,0.5946245,0.2915641,0.1800663,0.1229941,0.6015742,0.5308029,0.9379085,4.7420789e-4,0,0,0,0,0.0015403,1.9922777,90,5.9906238,857.6801855,0.0010704,334.929218,0.1517606,5.4433165e6,10.5791,87.8996865,0.05,0.0226035,0.0053465
0.3180355,8.8668318,1388.8668318,61.581085,61.5810928,216.6683112,216.6693296,-0.0060036,-3.6426095e-7,0.0060036,269.9965237,0.030829,0.6642888,43.8,-120.6300001,1.5208379,0,0.0124964,2.463717e-6,89.6399779,90.0071577,9377.0829688,3595.360705,2.3373337,0.023699,9.8008399,140.3722713,120.8028687,1.8498173,2134.3497498,23.2238669,10.7321613,0.5970601,0.2855948,0.1870655,0.1243998,0.6011042,0.3950962,0.728033,-1.1215058e-4,0,0,0,0,0.0024832,2.0530901,90,5.9723656,857.3813936,0.0010701,334.9181535,0.1839682,6.5967869e6,10.5791,87.8996865,0.05,0.0237772,0.0064822
0.3680355,12.2174403,1392.2174403,72.4574744,72.4574795,218.3747705,218.3820665,-0.0063284,-1.1869323e-6,0.0063284,269.9892539,0.0272123,1.7851025,43.8,-120.6300001,1.0453523,0,0.0173344,3.5817555e-6,89.3713546,90.0079302,9332.1826713,3550.4604074,2.3326053,0.0236674,9.8008296,141.0745963,120.6681121,1.9289433,2144.3366792,23.4448202,14.9048831,0.6013792,0.2806632,0.1946257,0.1260903,0.6033418,0.268534,0.5144907,2.691908e-4,0,0,0,0,0.0034521,2.0903637,90,5.9505866,857.0249849,0.0010697,334.9049555,0.2164447,7.7588919e6,10.5791,87.8996865,0.0289645,0.0248673,0.0076271
0.397,14.4078678,1394.4078678,78.7964287,78.7964828,219.3258007,219.3428771,-0.004664,-2.0644617e-6,0.004664,269.9746389,0.0922993,2.736952,43.8,-120.6300001,0.6803219,0,0.0197268,4.8779514e-6,89.1776355,90.0076174,9306.1724121,3524.4501483,2.3298506,0.0236491,9.8008228,141.6208062,120.5894542,1.9880096,2150.122,23.5737932,17.6830041,0.604649,0.2781456,0.1993017,0.1272017,0.6054972,0.1732141,0.3405707,1.6109499e-4,0,0,0,0,0.003781,1.9747549,90,5.9363489,856.7919862,0.0010695,334.8963274,0.235367,8.4354564e6,10.5791,87.8996865,0.0434467,0.0260263,0.0082944
0.4404467,18.0384861,1398.0384861,88.3371892,88.3375258,219.8542519,219.8959195,0.0023968,-4.180805e-6,0.0023968,90.0999423,0.2438604,4.2805732,43.8,-120.63,0.3303814,0,0.0222994,7.4496985e-6,88.8474284,90.0069132,9266.6662694,3484.9440056,2.3256444,0.0236213,9.8008117,142.1728419,120.4691387,2.0515642,2150.912316,23.6830232,22.4061979,0.6104799,0.2747224,0.2067057,0.1290519,0.6106848,0.0834638,0.167069,1.4171997e-4,0,0,0,0,0.0038442,2.0430299,90,5.9127498,856.4057925,0.0010691,334.8820264,0.2638744,9.4539136e6,10.5791,87.8996865,0.05,0.0271461,0.0092987
0.4904467,22.7303846,1402.7303846,99.3429352,99.3442421,220.3556898,220.4485218,0.0207963,-8.0208216e-6,0.0207963,90.0220981,0.5095683,6.3969334,43.8,-120.6299997,0.0911724,0,-0.0231238,1.814185e-5,88.4340475,90.0040651,9221.2011948,3439.478931,2.3207702,0.0235894,9.8007972,142.5824761,120.3293993,2.1034943,2151.8218398,23.8098911,28.6800723,0.6183581,0.2711981,0.2157109,0.131449,0.618374,0.022937,0.0517268,-4.0410645e-4,0,0,0,0,-0.0032686,2.0480608,90,5.8822525,855.9067089,0.0010686,334.863545,0.2967652,1.06276e7,10.5791,87.8996865,0.05,0.028241,0.0104574
0.5404467,27.9731466,1407.9731466,110.3707296,110.3742702,220.7364577,220.9023836,0.0551939,-1.2971053e-5,0.0551939,90.013465,0.8840613,8.5603327,43.8,-120.6299993,0.421874,0,-0.020372,2.4842867e-7,88.0369527,90.0020781,9175.7361202,3394.0138563,2.3158597,0.0235574,9.8007811,142.1616455,120.1882751,2.0770548,2152.7313637,23.9380204,35.9287945,0.6275476,0.2680088,0.2254042,0.1341346,0.6278896,0.1074181,0.2255678,4.8316617e-5,0,0,0,0,-0.0020552,2.0854673,90,5.8481745,855.3490293,0.001068,334.8428938,0.3297387,1.1802586e7,10.5791,87.8996865,0.05,0.0347668,0.0116187
0.5904467,33.7677275,1413.7677275,121.4147904,121.4223992,221.0088509,221.2512765,0.1109131,-1.8555189e-5,0.1109131,90.0095853,1.3593,10.3544764,43.8,-120.6299986,0.6122928,0,-0.0138527,3.4433003e-6,87.7237335,90.0015045,9130.2710455,3348.5487817,2.3109122,0.0235254,9.8007633,141.9593952,120.0457455,2.0714096,2153.6408875,24.06743,44.1885565,0.6377095,0.2650743,0.235526,0.1371092,0.6384362,0.1572151,0.3260294,-3.2812366e-4,0,0,0,0,-7.8517401e-4,2.1677982,90,5.8105098,854.732652,0.0010674,334.8200689,0.36278,1.2978148e7,10.5791,87.8996865,0.05,0.0362055,0.0127821
0.6404467,40.1148106,1420.1148106,132.4700493,132.4838034,221.1884298,221.4866648,0.1923939,-2.4216129e-5,0.1923939,90.0072117,1.9089835,11.4900481,43.8,-120.6299976,0.7068894,0,-0.0039487,6.798296e-6,87.5588954,89.9987698,9084.8059709,3303.0837071,2.3059273,0.0234935,9.8007438,141.9048631,119.9017892,2.0798625,2154.5504113,24.1981391,53.5096808,0.6488414,0.2623382,0.2461319,0.1403713,0.6498231,0.1826069,0.3793815,-1.6564952e-4,0,0,0,0,-5.3588423e-5,2.1018137,90,5.7692537,854.0575043,0.0010667,334.7950678,0.3958563,1.4152929e7,10.5791,87.8996865,0.0505533,0.037536,0.013947
0.691,47.0943061,1427.0943061,143.6551932,143.6767745,221.3119149,221.5972981,0.3036492,-2.8395871e-5,0.3036492,90.005358,2.4901777,11.2427249,43.8,-120.6299962,0.5591248,-1.0048663e-8,0.0077161,7.6838839e-6,87.5941357,89.9955203,9038.8377733,3257.1155095,2.3008485,0.0234612,9.8007223,142.2054942,119.7547676,2.1221774,2155.47,24.3316358,64.0477787,0.66115,0.2597279,0.2574586,0.1439635,0.6617795,0.1444147,0.3061492,-2.0321601e-4,0,0,0,0,1.7398157e-4,2.1416754,90,5.723887,853.3150861,0.001066,334.7675755,0.4293422,1.5339998e7,10.5791,87.8996865,0.05,0.0392526,0.015126
0.741,54.5533943,1434.5533943,154.7018817,154.7313002,220.5381763,220.7491582,0.4416605,-2.8972185e-5,0.4416605,90.0037585,3.0171251,9.6490216,43.8,-120.6299945,0.2793408,-5.2763803e-9,0.016663,1.7655375e-5,87.8200685,89.9929163,8993.7115755,3211.9893116,2.2958244,0.0234294,9.8006994,142.7048386,119.6089772,2.1831594,2149.0370103,24.3807955,75.6254487,0.6741028,0.2572732,0.2690324,0.1477973,0.6742648,0.0719044,0.1561401,-7.3180618e-5,0,0,0,0,6.9958554e-4,2.1164617,90,5.6754029,852.5216529,0.0010652,334.7381942,0.4624122,1.6509883e7,10.5791,87.8996865,0.05,0.0405299,0.0162904
0.791,62.5638024,1442.5638024,165.7069211,165.7426228,219.6377664,219.7552528,0.6035852,-2.3899048e-5,0.6035852,90.0022686,3.4399565,7.1848957,43.8,-120.6299925,0.0500965,0,-0.0193896,8.7402035e-5,88.155842,89.9910646,8948.5853776,3166.8631138,2.2907617,0.0233977,9.8006747,143.141959,119.4617163,2.2383986,2142.6040206,24.4304549,88.4406275,0.6878238,0.2549237,0.2810016,0.1518985,0.6878292,0.0128739,0.0295195,4.0261725e-5,0,0,0,0,-8.2562763e-4,2.0404717,90,5.6233353,851.6695751,0.0010643,334.7066412,0.4953518,1.7672511e7,10.5791,87.8996865,0.05,0.0416954,0.01745
0.841,71.1232688,1451.1232688,176.6627371,176.7021075,218.5617594,218.6077611,0.7833615,-1.2486137e-5,0.7833615,90.0009132,3.7298953,4.4844792,43.8,-120.6299902,0.3827982,0,-0.0127356,9.877346e-6,88.4599052,89.9887745,8903.4591798,3121.736916,2.2856597,0.023366,9.8006484,142.778157,119.3129627,2.2180709,2136.1710309,24.4806216,102.6090783,0.7023833,0.2526577,0.2934611,0.1562645,0.702699,0.0997616,0.2218971,-2.6583996e-4,0,0,0,0,-3.1337273e-4,2.2012767,90,5.5676988,850.7590932,0.0010634,334.6729254,0.5281642,1.8827832e7,10.5791,87.8996865,0.0465514,0.0428634,0.018604
0.8875514,79.5835646,1459.5835646,186.8101149,186.850973,217.3722146,217.4000149,0.9612815,2.9945035e-6,0.9612815,89.9998215,3.9073111,3.4766117,43.8,-120.629988,0.4552426,0,9.1794205e-4,5.0365564e-6,88.5636569,89.9925434,8861.4454479,3079.7231841,2.2808739,0.0233364,9.8006224,142.8118155,119.1731072,2.2344725,2130.1817405,24.5277908,116.9543175,0.716479,0.2506114,0.3053109,0.1605567,0.7169332,0.1194633,0.2670652,-1.7531422e-4,0,0,0,0,1.4559956e-6,2.2623542,90,5.5127068,849.8591602,0.0010624,334.6396003,0.5585471,1.9894888e7,10.5791,87.8996865,0.034549,0.0443193,0.0196724
0.9221003,86.1671968,1466.1671968,194.303053,194.3449622,216.3681974,216.4084406,1.0984249,1.6676732e-5,1.0984249,89.9991301,4.0358313,4.1732853,43.8,-120.6299863,0.3406107,0,0.011367,8.0092161e-6,88.4851928,89.9955084,8830.2641814,3048.5419176,2.2772994,0.0233145,9.8006021,143.0923891,119.0684504,2.2708868,2125.7366781,24.5630907,128.3216755,0.7273751,0.2491258,0.3143689,0.1638804,0.7276344,0.0894558,0.2025399,2.5309009e-4,0,0,0,0,2.0638453e-4,2.2585143,90,5.4699132,849.1588505,0.0010617,334.6136674,0.5809834,2.0681072e7,10.5791,87.8996865,0.0420738,0.0454418,0.0204614
0.9641741,94.533375,1474.533375,203.3782001,203.4227132,214.9933528,215.0908141,1.2725139,3.487165e-5,1.2725139,89.9984299,4.2553473,6.4743008,43.8,-120.6299841,0.0665794,0,0.0186418,5.0213238e-5,88.2472435,90.000272,8792.2915924,3010.5693286,2.2729201,0.0232878,9.8005764,143.6447136,118.9399968,2.335238,2120.323475,24.6064194,143.0436403,0.7409935,0.2473492,0.3255617,0.1680826,0.7410037,0.0174455,0.0404708,7.3020973e-5,0,0,0,0,5.0668142e-4,2.2047734,90,5.4155331,848.2689289,0.0010608,334.580713,0.6081665,2.1631433e7,10.5791,87.8996865,0.0178259,0.0465543,0.0214172
0.982,98.192897,1478.192897,207.2050122,207.2513368,214.3562691,214.4948353,1.3494633,4.2387665e-5,1.3494633,89.9982003,4.3817296,7.7087157,43.8,-120.6299832,0.0664642,0,-0.018614,4.7559618e-5,88.1265783,90.0025823,8776.2033019,2994.4810381,2.2710558,0.0232765,9.8005651,143.7159746,118.8852381,2.3471502,2118.03,24.6248908,149.6135741,0.7469531,0.2466062,0.3304342,0.1699128,0.7469634,0.0174541,0.0418838,3.8248135e-4,0,0,0,0,-4.8668729e-4,2.1551372,90,5.3917462,847.8796607,0.0010604,334.5662982,0.6196323,2.2031556e7,10.5791,87.8996865,0.0267388,0.0478528,0.0218204
1.0087388,103.8097715,1483.8097715,212.9170984,212.9670257,212.8866417,213.0930331,1.4695969,5.2970434e-5,1.4695969,89.9979348,4.61121,9.3764877,43.8,-120.6299817,0.2311728,0,-0.0146669,8.7658028e-6,87.9629868,90.0051654,8752.9467603,2971.2244965,2.2683516,0.0232601,9.8005478,143.5899257,118.8057255,2.3427513,2110.6788206,24.6046682,159.8129656,0.7559584,0.2455024,0.3377465,0.1727095,0.756083,0.0611845,0.1439023,3.1370978e-4,0,0,0,0,-2.8617142e-4,2.1017051,90,5.3552365,847.2821862,0.0010598,334.5441733,0.6367557,2.2628245e7,10.5791,87.8996865,0.0401082,0.049167,0.0224224
1.0488471,112.5201317,1492.5201317,221.4104043,221.4672606,210.6215162,210.8889348,1.6625553,6.5717146e-5,1.6625553,89.9977352,5.0180055,10.6169558,43.8,-120.6299793,0.3289464,7.0020317e-9,-0.0025589,4.3906561e-6,87.8332041,90.0062017,8718.0619479,2936.3396841,2.2642744,0.0232356,9.8005211,143.6279695,118.6856611,2.3576966,2099.6520514,24.5741335,175.8612364,0.7698031,0.2438707,0.3489201,0.1770123,0.7700591,0.0877542,0.2073579,4.4426443e-4,0,0,0,0,-8.0552131e-6,2.0865083,90,5.2986191,846.3556536,0.0010589,334.5098632,0.6622357,2.3514125e7,10.5791,87.8996865,0.0315537,0.0504483,0.0233178
