# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
15.9796445,2723.7506981,4103.7506981,54.2546571,54.3480655,-10.6185462,10.6186729,81.7072671,0.0511164,81.7072831,89.9641555,3.1850285,0.0518809,43.8000005,-120.6289819,0.3988513,-2.5501312e-8,-0.0028885,2.2272754e-6,84.5494098,89.9425622,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924941,141.9448107,115.1993914,2.5281375,0,0,6.3800724,0.6035151,0.2962705,0.1835759,0.1236687,0.6038094,0.1003967,0.2535985,-3.4275273e-4,0,0,0,0,-1.6977958e-4,1.6110128,90,-11.6743795,608.2850025,8.1042684e-4,324.224226,0.1679894,4.6483212e6,10.5791,87.8996865,0.05,0.3968943,0.0057293
16.0296445,2726.4501626,4106.4501626,53.7240544,53.8185866,-10.6029402,10.6030956,81.8666029,0.0513895,81.866619,89.9640342,3.1884546,0.0574164,43.8000005,-120.6289799,0.4202802,-2.5504752e-8,-0.0017159,2.9581915e-6,84.5079201,89.9428063,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924859,141.9117942,115.1993914,2.5250166,0,0,6.253884,0.603421,0.296602,0.1832213,0.1235977,0.6037475,0.1058464,0.2672498,1.8057053e-4,0,0,0,0,-6.1099578e-5,1.57964,90,-11.6919261,608.0738011,8.1019982e-4,324.2135928,0.1663571,4.6019548e6,10.5791,87.8996865,0.05,0.3976521,0.0056737
16.0796445,2729.1231201,4109.1231201,53.1944293,53.2899958,-10.5810491,10.5810505,82.026078,0.0516629,82.0260943,89.9639131,3.1900386,0.0052763,43.8000005,-120.6289779,0.233544,-2.5487135e-8,-8.3315585e-4,3.1265279e-6,84.4857151,89.9427502,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924776,142.1846149,115.1993914,2.5508052,0,0,6.1303746,0.6033346,0.2969265,0.1828784,0.1235297,0.6034362,0.0585066,0.1495021,-4.8734654e-4,0,0,0,0,-1.4683498e-5,1.726628,90,-11.7093003,607.8646735,8.0997501e-4,324.203064,0.1647769,4.5570639e6,10.5791,87.8996865,0.05,0.3983625,0.0056182
16.1296445,2731.7696244,4111.7696244,52.6659035,52.7623259,-10.5617599,10.5618458,82.1855455,0.0519366,82.1855619,89.9637923,3.1883618,0.0426185,43.8000005,-120.628976,0.1167001,-2.5483843e-8,-4.6394313e-4,4.4974372e-6,84.4744909,89.9423914,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924695,142.3562445,115.1993914,2.5670287,0,0,6.0084387,0.6032518,0.2972582,0.182532,0.1234616,0.6032772,0.0291374,0.0752232,3.3137853e-4,0,0,0,0,-4.642994e-6,1.7982042,90,-11.7265026,607.6576157,8.0975238e-4,324.1926394,0.1631791,4.5117203e6,10.5791,87.8996865,0.05,0.3992473,0.0055627
16.1796445,2734.3897242,4114.3897242,52.1382156,52.2354774,-10.5462311,10.5463098,82.3449077,0.0522106,82.3449243,89.9636717,3.1861525,0.0407231,43.8000005,-120.628974,0.1204301,-2.5498599e-8,-1.8931e-4,4.8493708e-6,84.4686073,89.9418033,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924615,142.3490894,115.1993914,2.5663523,0,0,5.8863142,0.6031719,0.2976,0.1821791,0.1233928,0.6031991,0.0300697,0.0775598,4.3367878e-4,0,0,0,0,-7.8878634e-7,1.7524277,90,-11.7435332,607.4526236,8.0953195e-4,324.1823189,0.1615498,4.4655413e6,10.5791,87.8996865,0.05,0.4002364,0.0055073
16.2296445,2736.9834589,4116.9834589,51.6113297,51.7094316,-10.5273469,10.5276384,82.5041617,0.052485,82.5041784,89.9635513,3.1837032,0.0783461,43.8000005,-120.628972,0.0057821,-2.5514254e-8,-3.3875804e-5,-7.0721338e-6,84.4676808,89.9409962,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924535,142.5186225,115.1993914,2.5823776,0,0,5.7678861,0.6030988,0.2979383,0.1818344,0.1233262,0.6030989,0.0014389,0.003655,-2.499234e-4,0,0,0,0,-2.5764933e-8,1.8205351,90,-11.7603925,607.2496943,8.0931371e-4,324.1721022,0.1599563,4.4203844e6,10.5791,87.8996865,0.05,0.400983,0.005452
16.2796445,2739.5508747,4119.5508747,51.0854613,51.1842457,-10.5085655,10.5092289,82.663224,0.0527596,82.6632408,89.9634311,3.1784663,0.1180783,43.8000005,-120.62897,0.144036,-2.552169e-8,1.945802e-4,-6.1188247e-6,84.4667195,89.9399376,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924456,142.3109117,115.1993914,2.5627435,0,0,5.6518597,0.6030308,0.298279,0.1814913,0.1232605,0.6030695,0.0359828,0.0917794,-1.6448907e-5,0,0,0,0,8.6723206e-7,1.9001168,90,-11.7770807,607.0488242,8.0909766e-4,324.1619891,0.1583692,4.375438e6,10.5791,87.8996865,0.05,0.4017189,0.0053968
16.3296445,2742.0920192,4122.0920192,50.5604576,50.6598618,-10.4914459,10.4924021,82.8219908,0.0530347,82.8220078,89.9633109,3.172022,0.141646,43.8000005,-120.628968,0.2319036,-2.5541994e-8,6.2298693e-4,-5.8339313e-6,84.4596566,89.9387561,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924378,142.1791903,115.1993914,2.5502924,0,0,5.5366437,0.6029672,0.2986257,0.1811465,0.1231951,0.6030673,0.0580732,0.1476276,4.8601529e-4,0,0,0,0,9.0724436e-6,1.9389818,90,-11.7935981,606.8500095,8.0888379e-4,324.1519795,0.1567725,4.3302591e6,10.5791,87.8996865,0.05,0.4029423,0.0053417
16.3796445,2744.6069347,4124.6069347,50.0363012,50.1362652,-10.4751908,10.4763777,82.9804053,0.0533101,82.9804224,89.9631908,3.1644344,0.1576944,43.8000005,-120.6289661,0.2966305,-2.5502978e-8,0.0012384,-7.0221647e-6,84.4431035,89.937567,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924301,142.0821833,115.1993914,2.5411228,0,0,5.4226314,0.6029086,0.2989766,0.1808017,0.1231303,0.6030719,0.0744122,0.1895257,2.3568461e-4,0,0,0,0,3.6594707e-5,1.9653014,90,-11.8099451,606.6532469,8.086721e-4,324.1420733,0.1551744,4.2850734e6,10.5791,87.8996865,0.05,0.4037718,0.0052866
16.4296445,2747.0956619,4127.0956619,49.5128859,49.61342,-10.462847,10.4636558,83.1384309,0.053586,83.1384482,89.9630706,3.1568293,0.1301031,43.8000005,-120.6289641,0.2096413,-2.5479257e-8,0.0018656,-6.8293189e-6,84.4148587,89.9363816,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924224,142.2090589,115.1993914,2.5531158,0,0,5.3060907,0.6028538,0.2993398,0.1804494,0.1230647,0.6029357,0.0524584,0.1339389,2.8617458e-5,0,0,0,0,8.4833156e-5,1.8679529,90,-11.8261218,606.4585332,8.0846259e-4,324.1322702,0.1535398,4.2389106e6,10.5791,87.8996865,0.05,0.4045085,0.0052316
16.4796445,2749.5582321,4129.5582321,48.990029,49.0912733,-10.4502624,10.4508221,83.2961273,0.0538624,83.2961447,89.9629504,3.1512163,0.1081604,43.8000005,-120.6289621,0.1384152,-2.5460134e-8,0.0021927,-7.3630415e-6,84.3780926,89.935214,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924149,142.3131784,115.1993914,2.5629578,0,0,5.1918344,0.6028048,0.2997054,0.1800993,0.1230001,0.6028406,0.0345639,0.0883073,2.4770962e-4,0,0,0,0,1.1971158e-4,1.7907378,90,-11.8421285,606.265866,8.0825525e-4,324.1225701,0.1519137,4.1930167e6,10.5791,87.8996865,0.05,0.4051565,0.0051767
16.5296445,2751.9946769,4131.9946769,48.4678956,48.5698617,-10.4342368,10.4350204,83.4535506,0.0541393,83.4535681,89.9628302,3.145561,0.1278826,43.8000005,-120.6289602,0.218002,-2.5442148e-8,0.0025343,-9.1145546e-6,84.3357934,89.9340315,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924074,142.19372,115.1993914,2.5516659,0,0,5.0827583,0.6027626,0.3000657,0.179759,0.1229379,0.6028511,0.0545563,0.1386484,-1.7757658e-4,0,0,0,0,1.6331404e-4,1.8479,90,-11.8579654,606.0752428,8.0805009e-4,324.112973,0.1503317,4.1483698e6,10.5791,87.8996865,0.05,0.4058361,0.0051219
16.5796445,2754.4050358,4134.4050358,47.9465919,48.0492045,-10.4185225,10.4195543,83.6106565,0.0544169,83.6106742,89.9627098,3.1385313,0.1466323,43.8000005,-120.6289582,0.2966253,-2.5418149e-8,0.0030959,-9.5199818e-6,84.2853499,89.9329888,7813.8054638,2032.0832,2.1487638,0.0225998,9.7924,142.0762317,115.1993914,2.5405602,0,0,4.9756775,0.6027585,0.3004293,0.1794526,0.1228766,0.6029218,0.0743916,0.1884885,2.4253307e-4,0,0,0,0,2.4892742e-4,1.9104002,90,-11.8736327,605.8866606,8.078471e-4,324.1034786,0.148754,4.1038747e6,10.5791,87.8996865,0.05,0.4064899,0.0050672
16.6296445,2756.7893481,4136.7893481,47.426004,47.5292641,-10.4059075,10.4067467,83.7673993,0.054695,83.7674171,89.9625893,3.1313096,0.132153,43.8000005,-120.6289562,0.2504528,-2.5398621e-8,0.0036927,-1.095622e-5,84.2240947,89.9321102,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923926,142.1428717,115.1993914,2.5468594,0,0,4.8669805,0.6027686,0.3008041,0.1791497,0.1228148,0.6028852,0.0627266,0.1594991,-2.6083263e-4,0,0,0,0,3.6195533e-4,1.8754256,90,-11.8891308,605.7001161,8.0764628e-4,324.0940868,0.1471472,4.058607e6,10.5791,87.8996865,0.05,0.4072822,0.0050125
16.6796445,2759.1476456,4139.1476456,46.9059992,47.0100008,-10.3938273,10.3944549,83.9238102,0.0549739,83.9238282,89.9624687,3.1252866,0.114221,43.8000005,-120.6289543,0.1879898,-2.5414124e-8,0.0041091,-1.2411133e-5,84.1536793,89.9314226,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923854,142.2338458,115.1993914,2.5554588,0,0,4.7595301,0.6027844,0.3011837,0.178847,0.1227537,0.6028503,0.0469971,0.1194397,-3.5691649e-6,0,0,0,0,4.5815195e-4,1.833135,90,-11.9044597,605.515607,8.0744763e-4,324.0847974,0.1455401,4.0133609e6,10.5791,87.8996865,0.05,0.407972,0.0049579
16.7296445,2761.4799586,4141.4799586,46.3866216,46.4914192,-10.381337,10.3818509,84.0799358,0.0552535,84.079954,89.9623478,3.1198396,0.1033003,43.8000005,-120.6289524,0.1505523,-2.5404821e-8,0.0044401,-1.5348862e-5,84.0766166,89.9309171,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923782,142.2879874,115.1993914,2.5605766,0,0,4.6542466,0.602806,0.3015658,0.1785467,0.1226936,0.6028483,0.0375958,0.0955334,6.8850402e-6,0,0,0,0,5.4691532e-4,1.8161199,90,-11.9196197,605.3331309,8.0725115e-4,324.0756104,0.1439433,3.9684264e6,10.5791,87.8996865,0.05,0.4089379,0.0049034
16.7796445,2763.7863184,4143.7863184,45.8678912,45.9735187,-10.3668823,10.367527,84.2358002,0.0555339,84.2358185,89.9622268,3.1146398,0.1156189,43.8000005,-120.6289504,0.2073187,-2.5410971e-8,0.0047373,-1.418074e-5,83.9941713,89.9305346,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923712,142.2024431,115.1993914,2.5524904,0,0,4.5525086,0.6028332,0.301946,0.178252,0.1226352,0.6029132,0.0518512,0.1315634,-6.582924e-5,0,0,0,0,6.3641001e-4,1.8788587,90,-11.9346111,605.1526854,8.0705683e-4,324.0665257,0.1423748,3.9243051e6,10.5791,87.8996865,0.05,0.4098149,0.004849
16.8296445,2766.0667607,4146.0667607,45.3499205,45.4563234,-10.3526608,10.3534416,84.3913779,0.055815,84.3913963,89.9621055,3.1083836,0.1271505,43.8000005,-120.6289485,0.2629081,-2.5393837e-8,0.0052026,-1.3357626e-5,83.9048499,89.9303253,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923641,142.118924,115.1993914,2.5445957,0,0,4.4522895,0.602866,0.3023301,0.1779583,0.1225776,0.6029945,0.0658532,0.1666997,9.6052643e-5,0,0,0,0,7.8475862e-4,1.9448142,90,-11.9494339,604.9742675,8.0686467e-4,324.057543,0.1408101,3.8803174e6,10.5791,87.8996865,0.05,0.4107042,0.0047946
16.8796445,2768.3213209,4148.3213209,44.8325694,44.9397891,-10.3428442,10.3432737,84.5466423,0.056097,84.5466609,89.9619841,3.1024774,0.0942554,43.8000005,-120.6289465,0.128781,-2.5412072e-8,0.0056172,-2.0797331e-5,83.8070909,89.9303447,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923572,142.3162705,115.1993914,2.5632501,0,0,4.3492322,0.6029059,0.302731,0.1776561,0.1225189,0.6029369,0.0321336,0.0809455,4.3116741e-4,0,0,0,0,9.361684e-4,1.864265,90,-11.9640886,604.7978747,8.0667467e-4,324.0486623,0.1391978,3.8350444e6,10.5791,87.8996865,0.05,0.4116276,0.0047403
16.9296445,2770.5500242,4150.5500242,44.3156418,44.4238541,-10.3333188,10.3335041,84.7016678,0.0563797,84.7016866,89.9618624,3.0988233,0.0618806,43.8000005,-120.6289446,0.0107503,-2.5413569e-8,-0.0056793,-1.7420119e-4,83.7050233,89.9305343,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923504,142.4910766,115.1993914,2.5797738,0,0,4.2480221,0.6029523,0.303137,0.1773544,0.1224609,0.6029525,0.0026733,0.0074235,6.275701e-5,0,0,0,0,-9.7957706e-4,1.7813263,90,-11.9785752,604.6235048,8.0648683e-4,324.0398835,0.1375866,3.7898327e6,10.5791,87.8996865,0.05,0.4123249,0.0046861
16.9796445,2772.7528943,4152.7528943,43.7992614,43.9085478,-10.3214212,10.3215709,84.8565371,0.0566632,84.856556,89.9617406,3.0960088,0.05559,43.8000005,-120.6289427,0.0376288,-2.5415028e-8,-0.0056176,-4.3700973e-5,83.6032563,89.9308085,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923436,142.4495481,115.1993914,2.5758483,0,0,4.1502208,0.6030042,0.3035406,0.1770589,0.1224047,0.6030069,0.009364,0.0252995,-1.7733223e-4,0,0,0,0,-9.8087401e-4,1.7852232,90,-11.9928938,604.4511561,8.0630114e-4,324.0312063,0.1360067,3.7455119e6,10.5791,87.8996865,0.05,0.4130029,0.0046319
17.0296445,2774.9299611,4154.9299611,43.2835372,43.3938988,-10.3064345,10.306751,85.0112641,0.0569475,85.0112832,89.9616186,3.0928721,0.0807796,43.8000005,-120.6289407,0.0820486,-2.5414953e-8,0.0056092,-2.5333843e-5,83.5025195,89.9311282,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923369,142.3819543,115.1993914,2.5694589,0,0,4.0561256,0.6030613,0.3039394,0.1767713,0.1223506,0.6030739,0.0204424,0.051976,-1.5110296e-4,0,0,0,0,0.0010005,1.8995343,90,-12.0070447,604.2808262,8.0611761e-4,324.0226309,0.1344675,3.7023376e6,10.5791,87.8996865,0.05,0.4137843,0.0045779
17.0796445,2777.0812616,4157.0812616,42.7686001,42.8799414,-10.2920044,10.2925089,85.1657919,0.0572326,85.1658111,89.9614964,3.0880766,0.1019029,43.8000005,-120.6289388,0.1873038,-2.5421487e-8,0.0058658,-1.2446075e-5,83.3994962,89.9315644,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923303,142.2241916,115.1993914,2.5545462,0,0,3.9634364,0.6031246,0.3043436,0.176484,0.1222971,0.60319,0.0468028,0.1184575,-3.8003173e-4,0,0,0,0,0.0011197,2.0025415,90,-12.0210282,604.1125122,8.0593623e-4,324.0141569,0.1329278,3.6591791e6,10.5791,87.8996865,0.05,0.4145668,0.0045239
17.1296445,2779.2068318,4159.2068318,42.254306,42.3666257,-10.2803024,10.2807701,85.3200666,0.0575184,85.320086,89.9613741,3.082953,0.0980632,43.8000005,-120.6289369,0.1755765,-2.5425571e-8,0.0061778,-1.1093451e-5,83.2910649,89.9321195,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923238,142.2403251,115.1993914,2.5560713,0,0,3.8697989,0.6031957,0.304761,0.1761915,0.1222432,0.6032532,0.0438556,0.1106194,3.9416266e-5,0,0,0,0,0.0012719,2.0187924,90,-12.0348444,603.9462113,8.0575701e-4,324.0057843,0.1313593,3.6152535e6,10.5791,87.8996865,0.05,0.4152815,0.0044699
17.1796445,2781.3067012,4161.3067012,41.7405614,41.8539185,-10.2694429,10.2698202,85.474096,0.057805,85.4741155,89.9612517,3.0783155,0.0880384,43.8000005,-120.628935,0.1321504,-2.543091e-8,0.0064167,-1.1069829e-5,83.1776021,89.9327771,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923173,142.3035853,115.1993914,2.562051,0,0,3.7768942,0.6032739,0.3051858,0.1758983,0.1221897,0.6033065,0.0329664,0.0832091,4.3366313e-4,0,0,0,0,0.0014057,2.013175,90,-12.0484936,603.7819212,8.0557993e-4,323.9975129,0.1297848,3.5711879e6,10.5791,87.8996865,0.05,0.4159493,0.004416
17.2296445,2783.380897,4163.380897,41.2273661,41.3418148,-10.2581552,10.2584975,85.6279046,0.0580922,85.6279243,89.9611291,3.0740746,0.0838067,43.8000005,-120.6289331,0.1161461,-2.5429286e-8,0.0065964,-9.9798199e-6,83.0604386,89.9334182,7813.8054638,2032.0832,2.1487638,0.0225998,9.792311,142.3261779,115.1993914,2.5641866,0,0,3.6858634,0.6033587,0.3056141,0.1756073,0.1221373,0.6033839,0.0289593,0.0724108,-4.2343304e-4,0,0,0,0,0.0015221,2.028705,90,-12.0619758,603.6196397,8.05405e-4,323.9893426,0.1282201,3.5274214e6,10.5791,87.8996865,0.05,0.41657,0.0043622
17.2796445,2785.4294473,4165.4294473,40.714735,40.8303144,-10.2474704,10.2477506,85.7815046,0.0583801,85.7815245,89.9610064,3.0700043,0.0757855,43.8000005,-120.6289312,0.079269,-2.5427852e-8,0.0067532,-8.1941372e-6,82.9402036,89.9340524,7813.8054638,2032.0832,2.1487638,0.0225998,9.7923047,142.3799289,115.1993914,2.5692675,0,0,3.5957713,0.6034508,0.3060496,0.1753159,0.1220853,0.6034626,0.019743,0.0492211,1.0392386e-4,0,0,0,0,0.0016351,2.0294793,90,-12.0752914,603.4593647,8.0523221e-4,323.9812734,0.1266519,3.4835823e6,10.5791,87.8996865,0.05,0.4171765,0.0043085
17.3296445,2787.4523789,4167.4523789,40.2026129,40.319395,-10.2373931,10.2375941,85.9349149,0.0586686,85.934935,89.9608836,3.0665169,0.064163,43.8000005,-120.6289292,0.0208474,-2.5426474e-8,0.0068222,-1.5106247e-6,82.817893,89.9347023,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922985,142.4660458,115.1993914,2.5774078,0,0,3.5066396,0.6035506,0.3064927,0.1750241,0.1220338,0.6035514,0.0051835,0.0114586,-6.8794914e-5,0,0,0,0,0.001711,2.0143625,90,-12.0884405,603.3010941,8.0506157e-4,323.9733051,0.1250795,3.4396531e6,10.5791,87.8996865,0.05,0.4178032,0.0042548
17.3796445,2789.4497172,4169.4497172,39.6910151,39.8090572,-10.2258217,10.2260418,86.0881629,0.0589578,86.0881831,89.9607608,3.0633899,0.0670953,43.8000005,-120.6289273,0.0406058,-2.542684e-8,0.0068378,7.8306491e-6,82.6949955,89.9353474,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922923,142.4353191,115.1993914,2.5745033,0,0,3.4200302,0.6036565,0.3069359,0.1747368,0.1219838,0.6036595,0.0101013,0.0237678,-4.6218994e-4,0,0,0,0,0.0017623,2.0532664,90,-12.1014232,603.1448258,8.0489307e-4,323.9654376,0.12353,3.3963816e6,10.5791,87.8996865,0.05,0.4184,0.0042012
17.4296445,2791.4214907,4171.4214907,39.1800162,39.2993221,-10.2148583,10.2150723,86.241245,0.0592475,86.2412653,89.9606379,3.0599097,0.0661253,43.8000005,-120.6289254,0.0391736,-2.5425729e-8,0.0069133,2.0556983e-5,82.5712313,89.935985,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922863,142.43631,115.1993914,2.5745969,0,0,3.3343236,0.6037702,0.3073869,0.1744491,0.1219342,0.6037731,0.0097441,0.0231115,2.3111688e-4,0,0,0,0,0.0018477,2.0759394,90,-12.1142397,602.9905577,8.0472671e-4,323.9576707,0.1219764,3.3530207e6,10.5791,87.8996865,0.05,0.4191563,0.0041477
17.4796445,2793.3677271,4173.3677271,38.6695181,38.7901523,-10.2050765,10.205234,86.3941615,0.0595378,86.394182,89.9605151,3.0568419,0.056695,43.8000005,-120.6289235,0.0119927,-2.5425402e-8,-0.0069268,1.1803471e-4,82.4465556,89.9365685,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922803,142.4758503,115.1993914,2.5783345,0,0,3.2490804,0.6038927,0.3078485,0.1741594,0.1218848,0.603893,0.0029807,0.0091709,-2.4638855e-4,0,0,0,0,-0.0019036,2.062564,90,-12.1268902,602.8382875,8.0456248e-4,323.9500045,0.1204103,3.309341e6,10.5791,87.8996865,0.05,0.4200037,0.0040942
17.5296445,2795.2884506,4175.2884506,38.1595035,38.2815381,-10.1956289,10.1957334,86.5469364,0.0598286,86.5469571,89.9603923,3.0542524,0.0461536,43.8000005,-120.6289216,0.0724014,-2.5425028e-8,-0.0068714,2.8213051e-5,82.3222422,89.9370759,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922744,142.3843848,115.1993914,2.5696887,0,0,3.1649775,0.6040236,0.3083178,0.1738697,0.1218361,0.6040334,0.0180244,0.0482759,-1.5362357e-4,0,0,0,0,-0.0019231,2.0409461,90,-12.1393749,602.6880135,8.044004e-4,323.9424388,0.1188426,3.2656416e6,10.5791,87.8996865,0.05,0.4206464,0.0040408
17.5796445,2797.1836851,4177.1836851,37.6499518,37.7734688,-10.1864666,10.1865265,86.6995957,0.06012,86.6996166,89.9602695,3.052225,0.0349362,43.8000005,-120.6289197,0.1398504,-2.5427599e-8,-0.0067311,1.9688642e-5,82.1996944,89.9375074,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922686,142.2827721,115.1993914,2.5600836,0,0,3.0820455,0.6041629,0.3087949,0.1735801,0.1217879,0.6041995,0.0348806,0.0914805,-3.6777877e-4,0,0,0,0,-0.0018952,2.0117929,90,-12.151694,602.5397336,8.0424045e-4,323.9349735,0.1172735,3.2219276e6,10.5791,87.8996865,0.05,0.4212695,0.0039875
17.6296445,2799.0534536,4179.0534536,37.1408786,37.2659469,-10.1756879,10.1757577,86.8521657,0.0604118,86.8521867,89.9601467,3.0505629,0.0376782,43.8000005,-120.6289178,0.1220653,-2.542814e-8,-0.0065383,2.4397056e-5,82.0803098,89.937786,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922628,142.308143,115.1993914,2.5624818,0,0,3.0013048,0.6043088,0.3092725,0.1732952,0.1217411,0.6043367,0.030428,0.0799835,-6.8265422e-5,0,0,0,0,-0.0018364,2.035539,90,-12.1638474,602.3934462,8.0408263e-4,323.9276084,0.115728,3.1788873e6,10.5791,87.8996865,0.05,0.4219188,0.0039342
17.6796445,2800.8977828,4180.8977828,36.632385,36.759006,-10.1642722,10.1643778,87.0046419,0.0607042,87.0046631,89.9600241,3.0484237,0.0463328,43.8000005,-120.6289159,0.0643192,-2.5425781e-8,-0.0064258,4.4798561e-5,81.963742,89.9379473,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922571,142.3931822,115.1993914,2.5705202,0,0,2.9222254,0.6044621,0.3097541,0.1730127,0.1216952,0.6044698,0.0160064,0.0433073,-1.2445949e-4,0,0,0,0,-0.0018218,2.0816314,90,-12.1758356,602.2491491,8.0392695e-4,323.9203436,0.1141943,3.1361914e6,10.5791,87.8996865,0.05,0.422541,0.003881
17.7296445,2802.7167008,4182.7167008,36.1243894,36.2526129,-10.1575259,10.1575472,87.1570064,0.060997,87.1570277,89.9599015,3.0463804,0.0207926,43.8000005,-120.628914,0.232283,-2.5424168e-8,-0.0063046,1.8255475e-5,81.8488748,89.9379991,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922516,142.1424255,115.1993914,2.5468172,0,0,2.8416909,0.6046306,0.3102632,0.1727192,0.1216482,0.6047313,0.0580773,0.149968,4.2603923e-4,0,0,0,0,-0.0018038,1.9784048,90,-12.1876586,602.1068401,8.037734e-4,323.9131789,0.1125986,3.0918189e6,10.5791,87.8996865,0.05,0.4233493,0.0038278
17.7796445,2804.5102256,4184.5102256,35.6166761,35.7466863,-10.1485896,10.1485983,87.3093134,0.0612903,87.309335,89.959779,3.0459751,0.0132157,43.8000005,-120.6289121,0.2854611,-2.5429582e-8,-0.0059341,1.6393971e-5,81.738649,89.9379374,7813.8054638,2032.0832,2.1487638,0.0225998,9.792246,142.0628195,115.1993914,2.5392924,0,0,2.7636542,0.6048054,0.310771,0.1724317,0.1216027,0.6049572,0.0714767,0.1827045,-3.280858e-4,0,0,0,0,-0.0016435,1.9443425,90,-12.1993165,601.9665179,8.0362198e-4,323.9061142,0.111034,3.0483199e6,10.5791,87.8996865,0.05,0.4241062,0.0037748
17.8296445,2806.2783786,4186.2783786,35.1095351,35.2413327,-10.1378664,10.1378855,87.4615891,0.061584,87.4616107,89.9596565,3.0450077,0.0196583,43.8000005,-120.6289102,0.2423195,-2.5437793e-8,-0.0056573,1.8064494e-5,81.6344087,89.937764,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922406,142.1254898,115.1993914,2.5452164,0,0,2.6875859,0.6049869,0.311279,0.1721493,0.1215586,0.6050965,0.0605983,0.156137,8.6865261e-6,0,0,0,0,-0.0015361,1.9663721,90,-12.2108095,601.8281807,8.0347269e-4,323.8991495,0.1094951,3.0055532e6,10.5791,87.8996865,0.05,0.4249765,0.0037217
17.8796445,2808.0211871,4188.0211871,34.602894,34.736522,-10.1272714,10.1273049,87.6138143,0.0618782,87.6138361,89.9595342,3.0439591,0.0260381,43.8000006,-120.6289083,0.1965696,-2.5434801e-8,-0.0053995,2.0192182e-5,81.5349821,89.9375452,7813.8054638,2032.0832,2.1487638,0.0225998,9.7922353,142.1922031,115.1993914,2.5515225,0,0,2.6126713,0.6051779,0.3117956,0.1718672,0.1215151,0.6052501,0.0490919,0.1269225,-4.3140205e-4,0,0,0,0,-0.0014395,1.984601,90,-12.2221377,601.6918264,8.0332552e-4,323.8922845,0.1079568,2.9628206e6,10.5791,87.8996865,0.05,0.4258315,0.0036688
