# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
14.3,1946.187,1946.187,41.719,41.719,-10.488,10.488,-1.804,0.01,1.804,270.3214877,0.178,0.002,28.61,-80.6,0.0018592,0,1.5915494e-4,-4.34E-06,89.7824865,270.1496004,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.618,0.596,0.299,0.175,0.122,0.596,4.621e-4,0.001,-2.88E-04,0,0,0,0,9.939e-7,0,0,2.35,800.4,0.001012,332.723,0.125,4.268e6,10.6,90,0.05,0.149,0.005
14.35,1948.26,1948.26,41.195,41.195,-10.471,10.471,-1.813,0.01,1.813,270.3214877,0.179,0.002,28.61,-80.6,0.0020185,0,1.5915494e-4,-1.29E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.502,0.597,0.3,0.175,0.122,0.597,5.015e-4,0.002,-4.78E-04,0,0,0,0,1.071e-6,0,0,2.336,800.2,0.001012,332.715,0.124,4.214e6,10.6,90,0.05,0.15,0.005
14.4,1950.307,1950.307,40.671,40.672,-10.454,10.454,-1.822,0.01,1.822,270.3214877,0.179,0.002,28.61,-80.6,0.0021555,0,1.5915494e-4,-1.89E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.388,0.597,0.3,0.174,0.122,0.597,5.356e-4,0.002,-1.99E-04,0,0,0,0,1.166e-6,0,0,2.323,800,0.001012,332.707,0.122,4.16e6,10.6,90,0.05,0.15,0.005
14.45,1952.327,1952.327,40.149,40.15,-10.436,10.436,-1.831,0.01,1.831,270.3214877,0.179,0.002,28.61,-80.6,0.0022683,0,1.5915494e-4,-2.41E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.276,0.597,0.301,0.174,0.122,0.597,5.636e-4,0.002,9.474e-5,0,0,0,0,1.266e-6,0,0,2.31,799.8,0.001011,332.699,0.121,4.106e6,10.6,90,0.05,0.15,0.005
14.5,1954.322,1954.322,39.628,39.628,-10.42,10.42,-1.84,0.01,1.84,270.3214877,0.179,0.002,28.61,-80.6,0.0023589,0,1.5915494e-4,-2.88E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.166,0.597,0.301,0.174,0.122,0.597,5.86e-4,0.002,4.816e-4,0,0,0,0,1.375e-6,0,0,2.297,799.6,0.001011,332.691,0.119,4.052e6,10.6,90,0.05,0.151,0.005
14.55,1956.29,1956.29,39.107,39.108,-10.403,10.403,-1.849,0.01,1.849,270.3214877,0.179,0.002,28.61,-80.6,0.002427,0,1.5915494e-4,-3.45E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,4.057,0.597,0.302,0.174,0.122,0.597,6.03e-4,0.002,-2.21E-04,0,0,0,0,1.493e-6,0,0,2.284,799.4,0.001011,332.683,0.118,3.998e6,10.6,90,0.05,0.151,0.005
14.6,1958.232,1958.232,38.587,38.588,-10.387,10.387,-1.858,0.01,1.858,270.3214877,0.179,0.002,28.61,-80.6,0.0024746,0,1.5915494e-4,-3.79E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,3.95,0.597,0.302,0.173,0.122,0.597,6.148e-4,0.002,2.243e-4,0,0,0,0,1.616e-6,0,0,2.271,799.2,0.001011,332.675,0.116,3.944e6,10.6,90,0.05,0.152,0.005
14.65,1960.149,1960.149,38.069,38.069,-10.371,10.371,-1.867,0.01,1.867,270.3214877,0.179,0.002,28.61,-80.6,0.0025096,0,1.5915494e-4,-4.06E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.221,0,0,3.844,0.597,0.302,0.173,0.122,0.597,6.234e-4,0.002,4.841e-4,0,0,0,0,1.745e-6,0,0,2.259,799,0.001011,332.668,0.114,3.89e6,10.6,90,0.05,0.152,0.005
14.7,1962.039,1962.039,37.55,37.551,-10.355,10.355,-1.876,0.01,1.876,270.3214877,0.179,0.002,28.61,-80.6,0.0025422,0,1.5915494e-4,-4.23E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.741,0.597,0.303,0.173,0.122,0.597,6.315e-4,0.002,1.222e-4,0,0,0,0,1.891e-6,0,0,2.247,798.8,0.00101,332.66,0.113,3.837e6,10.6,90,0.05,0.152,0.005
14.75,1963.904,1963.904,37.033,37.033,-10.339,10.339,-1.885,0.01,1.885,270.3214877,0.179,0.002,28.61,-80.6,0.0025657,0,1.5915494e-4,-4.22E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.638,0.597,0.303,0.172,0.122,0.597,6.374e-4,0.002,-1.29E-04,0,0,0,0,2.059e-6,0,0,2.235,798.6,0.00101,332.653,0.111,3.783e6,10.6,90,0.05,0.153,0.005
14.8,1965.743,1965.743,36.516,36.517,-10.324,10.324,-1.894,0.01,1.894,270.3214877,0.179,0.001,28.61,-80.6,0.0025881,0,1.5915494e-4,-3.91E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.538,0.598,0.304,0.172,0.122,0.598,6.428e-4,0.002,3.345e-4,0,0,0,0,2.231e-6,0,0,2.223,798.4,0.00101,332.646,0.11,3.73e6,10.6,90,0.05,0.153,0.005
14.85,1967.556,1967.556,36.001,36.001,-10.309,10.309,-1.903,0.01,1.903,270.3214877,0.179,0.001,28.61,-80.6,0.0026253,0,1.5915494e-4,-3.48E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.439,0.598,0.304,0.172,0.122,0.598,6.521e-4,0.002,-2.88E-05,0,0,0,0,2.415e-6,0,0,2.211,798.2,0.00101,332.639,0.108,3.677e6,10.6,90,0.05,0.154,0.005
14.9,1969.343,1969.343,35.486,35.486,-10.294,10.294,-1.912,0.01,1.912,270.3214877,0.179,0.001,28.61,-80.6,0.002686,0,1.5915494e-4,-2.82E-05,89.7251907,270.0350088,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.342,0.598,0.305,0.172,0.121,0.598,6.671e-4,0.003,4.889e-4,0,0,0,0,2.617e-6,0,0,2.199,798.1,0.00101,332.632,0.107,3.624e6,10.6,90,0.05,0.154,0.005
14.95,1971.104,1971.104,34.971,34.972,-10.28,10.28,-1.921,0.01,1.921,270.3214877,0.179,0.001,28.61,-80.6,0.002772,0,3.1830989e-4,-2.03E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.246,0.598,0.305,0.171,0.121,0.598,6.884e-4,0.002,-3.11E-06,0,0,0,0,2.829e-6,0,0,2.188,797.9,0.00101,332.625,0.105,3.57e6,10.6,90,0.05,0.154,0.004
15,1972.84,1972.84,34.458,34.458,-10.265,10.265,-1.93,0.01,1.93,270.3214877,0.18,0.001,28.61,-80.6,0.0028929,0,3.1830989e-4,-1.27E-05,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.152,0.598,0.306,0.171,0.121,0.598,7.184e-4,0.002,-4.60E-04,0,0,0,0,3.052e-6,0,0,2.177,797.7,0.001009,332.618,0.104,3.518e6,10.6,90,0.05,0.155,0.004
15.05,1974.55,1974.55,33.945,33.945,-10.251,10.251,-1.939,0.01,1.939,270.3214877,0.18,0.001,28.61,-80.6,0.0030516,0,3.1830989e-4,-4.41E-06,89.7251907,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,3.059,0.599,0.306,0.171,0.121,0.599,7.578e-4,0.003,-1.29E-04,0,0,0,0,3.285e-6,0,0,2.165,797.5,0.001009,332.611,0.102,3.465e6,10.6,90,0.05,0.155,0.004
15.1,1976.234,1976.234,33.432,33.433,-10.237,10.237,-1.948,0.01,1.948,270.3214877,0.18,0.001,28.61,-80.6,0.0032481,0,3.1830989e-4,3.4695778e-6,89.6678949,270.0923046,6576,794,1.933,0.021,9.786,142.5,108.4,3.22,0,0,2.968,0.599,0.307,0.171,0.121,0.599,8.065e-4,0.002,-4.16E-04,0,0,0,0,3.541e-6,0,0,2.154,797.4,0.001009,332.605,0.101,3.412e6,10.6,90,0.05,0.156,0.004
15.15,1977.893,1977.893,32.921,32.921,-10.224,10.224,-1.957,0.01,1.957,270.3214877,0.18,0.001,28.61,-80.6,0.0034882,0,3.1830989e-4,9.8421417e-6,89.6678949,270.1496004,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.878,0.599,0.307,0.17,0.121,0.599,8.662e-4,0.003,-4.28E-05,0,0,0,0,3.79e-6,0,0,2.144,797.2,0.001009,332.598,0.099,3.359e6,10.6,90,0.05,0.156,0.004
15.2,1979.526,1979.526,32.41,32.411,-10.21,10.21,-1.966,0.01,1.966,270.3214877,0.18,0.001,28.61,-80.6,0.0037683,0,3.1830989e-4,1.559241e-5,89.6678949,270.1496004,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.791,0.599,0.308,0.17,0.121,0.599,9.357e-4,0.003,1.347e-4,0,0,0,0,4.103e-6,0,0,2.133,797,0.001009,332.592,0.097,3.307e6,10.6,90,0.05,0.156,0.004
15.25,1981.134,1981.134,31.9,31.9,-10.197,10.197,-1.975,0.01,1.975,270.3214877,0.18,0.001,28.61,-80.6,0.0040835,0,3.1830989e-4,2.0164931e-5,89.6678949,270.1496004,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.704,0.6,0.309,0.17,0.121,0.6,0.001,0.003,4.985e-4,0,0,0,0,4.426e-6,0,0,2.123,796.9,0.001008,332.585,0.096,3.254e6,10.6,90,0.05,0.157,0.004
15.3,1982.716,1982.716,31.39,31.391,-10.184,10.184,-1.984,0.01,1.984,270.3214877,0.18,0.001,28.61,-80.6,0.004441,0,3.1830989e-4,2.2981974e-5,89.6678949,270.1496004,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.62,0.6,0.309,0.17,0.121,0.6,0.001,0.004,3.502e-4,0,0,0,0,4.779e-6,0,0,2.112,796.7,0.001008,332.579,0.094,3.202e6,10.6,90,0.05,0.157,0.004
15.35,1984.273,1984.273,30.881,30.882,-10.172,10.172,-1.993,0.01,1.993,270.3214877,0.18,9.692e-4,28.61,-80.6,0.0048398,0,3.1830989e-4,2.5337467e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.536,0.6,0.31,0.169,0.121,0.6,0.001,0.004,2.635e-4,0,0,0,0,5.187e-6,0,0,2.102,796.5,0.001008,332.573,0.093,3.149e6,10.6,90,0.05,0.158,0.004
15.4,1985.805,1985.805,30.373,30.374,-10.159,10.159,-2.002,0.011,2.002,270.3214877,0.18,8.994e-4,28.61,-80.6,0.005281,0,3.1830989e-4,2.6976763e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.454,0.601,0.31,0.169,0.121,0.601,0.001,0.004,-2.79E-04,0,0,0,0,5.634e-6,0,0,2.092,796.4,0.001008,332.567,0.091,3.097e6,10.6,90,0.05,0.158,0.004
15.45,1987.311,1987.311,29.865,29.866,-10.147,10.147,-2.011,0.011,2.011,270.3214877,0.18,8.272e-4,28.61,-80.6,0.0057697,0,3.1830989e-4,2.8345495e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.219,0,0,2.374,0.601,0.311,0.169,0.121,0.601,0.001,0.005,-1.01E-04,0,0,0,0,6.14e-6,0,0,2.082,796.2,0.001008,332.561,0.09,3.045e6,10.6,90,0.05,0.158,0.004
15.5,1988.791,1988.791,29.358,29.359,-10.135,10.135,-2.02,0.011,2.02,270.3214877,0.18,7.538e-4,28.61,-80.6,0.0062911,0,3.1830989e-4,2.8568312e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,2.295,0.601,0.312,0.169,0.121,0.601,0.002,0.005,-2.85E-04,0,0,0,0,6.705e-6,0,0,2.073,796.1,0.001008,332.555,0.088,2.993e6,10.6,90,0.05,0.159,0.004
15.55,1990.246,1990.246,28.852,28.853,-10.123,10.123,-2.029,0.011,2.029,270.3214877,0.18,6.781e-4,28.61,-80.6,0.0068698,0,3.1830989e-4,2.7804369e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,2.218,0.602,0.312,0.168,0.121,0.602,0.002,0.005,4.924e-4,0,0,0,0,7.321e-6,0,0,2.063,795.9,0.001008,332.549,0.087,2.941e6,10.6,90,0.05,0.159,0.004
15.6,1991.676,1991.676,28.346,28.347,-10.112,10.112,-2.038,0.011,2.038,270.3214877,0.18,6.001e-4,28.61,-80.6,0.0075,0,3.1830989e-4,2.6547045e-5,89.6678949,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,2.142,0.602,0.313,0.168,0.121,0.602,0.002,0.006,-1.24E-04,0,0,0,0,8.017e-6,0,0,2.054,795.8,0.001007,332.544,0.085,2.889e6,10.6,90,0.05,0.16,0.004
15.65,1993.081,1993.081,27.841,27.841,-10.1,10.1,-2.047,0.011,2.047,270.3214877,0.18,5.207e-4,28.61,-80.6,0.0081761,0,3.1830989e-4,2.4860002e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,2.067,0.602,0.313,0.168,0.121,0.602,0.002,0.006,-1.67E-04,0,0,0,0,8.814e-6,0,0,2.045,795.7,0.001007,332.538,0.084,2.837e6,10.6,90,0.05,0.16,0.004
15.7,1994.46,1994.46,27.336,27.337,-10.089,10.089,-2.056,0.011,2.056,270.3214877,0.18,4.402e-4,28.61,-80.6,0.0089152,0,3.1830989e-4,2.2568171e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,1.994,0.603,0.314,0.168,0.121,0.603,0.002,0.008,-1.17E-04,0,0,0,0,9.698e-6,0,0,2.036,795.5,0.001007,332.533,0.082,2.785e6,10.6,90,0.05,0.16,0.004
15.75,1995.815,1995.815,26.832,26.832,-10.078,10.078,-2.065,0.011,2.065,270.3214877,0.18,3.592e-4,28.61,-80.6,0.0097002,0,3.1830989e-4,1.9926199e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.218,0,0,1.922,0.603,0.315,0.168,0.121,0.603,0.002,0.008,-1.07E-04,0,0,0,0,1.072e-5,0,0,2.027,795.4,0.001007,332.527,0.081,2.734e6,10.6,90,0.05,0.161,0.003
15.8,1997.144,1997.144,26.328,26.329,-10.068,10.068,-2.074,0.011,2.074,270.3214877,0.18,2.773e-4,28.61,-80.6,0.0105539,0,3.1830989e-4,1.7204649e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.217,0,0,1.852,0.604,0.316,0.167,0.121,0.604,0.003,0.009,6.884e-5,0,0,0,0,1.184e-5,0,0,2.019,795.2,0.001007,332.522,0.079,2.682e6,10.6,90,0.05,0.161,0.003
15.85,1998.447,1998.447,25.825,25.826,-10.057,10.057,-2.083,0.011,2.083,270.3214877,0.18,1.943e-4,28.61,-80.6,0.0114706,0,3.1830989e-4,1.4497424e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.5,108.4,3.217,0,0,1.783,0.604,0.316,0.167,0.121,0.604,0.003,0.009,2.919e-6,0,0,0,0,1.307e-5,0,0,2.01,795.1,0.001007,332.517,0.078,2.631e6,10.6,90,0.05,0.161,0.003
15.9,1999.726,1999.726,25.323,25.323,-10.047,10.047,-2.092,0.011,2.092,270.3214877,0.18,1.103e-4,28.61,-80.6,0.0124733,0,3.1830989e-4,1.1723353e-5,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.4,108.4,3.217,0,0,1.715,0.605,0.317,0.167,0.121,0.605,0.003,0.01,-1.16E-04,0,0,0,0,1.448e-5,0,0,2.002,795,0.001007,332.512,0.076,2.579e6,10.6,90,0.05,0.162,0.003
15.95,2000.98,2000.98,24.82,24.821,-10.037,10.037,-2.101,0.011,2.101,270.264192,0.18,2.976e-5,28.61,-80.6,0.0135562,0,4.7746483e-4,9.5063248e-6,89.6105992,270.2068962,6576,794,1.933,0.021,9.786,142.4,108.4,3.217,0,0,1.649,0.605,0.318,0.167,0.121,0.605,0.003,0.011,2.431e-4,0,0,0,0,1.606e-5,0,0,1.994,794.9,0.001006,332.507,0.075,2.528e6,10.6,90,0.05,0.162,0.003
16,2002.208,2002.208,24.319,24.32,-10.027,10.027,-2.11,0.011,2.11,270.264192,0.18,6.583e-5,28.61,-80.6,0.014725,0,4.7746483e-4,7.0457893e-6,89.6105992,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.217,0,0,1.584,0.606,0.319,0.166,0.121,0.606,0.004,0.012,-1.65E-04,0,0,0,0,1.784e-5,0,0,1.986,794.7,0.001006,332.502,0.073,2.476e6,10.6,90,0.05,0.163,0.003
16.05,2003.412,2003.412,23.818,23.818,-10.017,10.017,-2.119,0.011,2.119,270.264192,0.18,1.519e-4,28.61,-80.6,0.0160027,0,4.7746483e-4,4.8112539e-6,89.6105992,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.216,0,0,1.521,0.606,0.319,0.166,0.121,0.606,0.004,0.013,-4.63E-04,0,0,0,0,1.982e-5,0,0,1.978,794.6,0.001006,332.497,0.072,2.425e6,10.6,90,0.05,0.163,0.003
16.1,2004.59,2004.59,23.317,23.318,-10.008,10.008,-2.128,0.011,2.128,270.264192,0.18,2.406e-4,28.61,-80.6,0.0173893,0,4.7746483e-4,2.6053664e-6,89.5533034,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.216,0,0,1.459,0.607,0.32,0.166,0.121,0.607,0.004,0.014,3.623e-4,0,0,0,0,2.205e-5,0,0,1.97,794.5,0.001006,332.493,0.07,2.374e6,10.6,90,0.05,0.163,0.003
16.15,2005.743,2005.743,22.817,22.818,-9.999,9.999,-2.137,0.011,2.137,270.264192,0.18,3.31e-4,28.61,-80.6,0.0189076,0,4.7746483e-4,5.1216061e-7,89.5533034,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.216,0,0,1.398,0.607,0.321,0.166,0.121,0.607,0.005,0.015,-4.46E-05,0,0,0,0,2.462e-5,0,0,1.963,794.4,0.001006,332.488,0.069,2.323e6,10.6,90,0.05,0.164,0.003
16.2,2006.872,2006.872,22.317,22.318,-9.99,9.99,-2.146,0.011,2.146,270.264192,0.18,4.229e-4,28.61,-80.6,0.0205577,0,4.7746483e-4,-1.65E-06,89.5533034,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.216,0,0,1.339,0.608,0.322,0.166,0.121,0.608,0.005,0.016,1.899e-4,0,0,0,0,2.749e-5,0,0,1.955,794.3,0.001006,332.484,0.067,2.272e6,10.6,90,0.05,0.164,0.003
16.25,2007.975,2007.975,21.818,21.819,-9.981,9.981,-2.155,0.011,2.155,270.264192,0.18,5.164e-4,28.61,-80.6,0.0223683,0,4.7746483e-4,-3.39E-06,89.5533034,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.215,0,0,1.281,0.609,0.323,0.165,0.121,0.609,0.006,0.018,-2.78E-04,0,0,0,0,3.074e-5,0,0,1.948,794.2,0.001006,332.479,0.066,2.221e6,10.6,90,0.05,0.165,0.003
16.3,2009.053,2009.053,21.319,21.32,-9.972,9.972,-2.164,0.011,2.164,270.264192,0.18,6.119e-4,28.61,-80.6,0.0243507,0,4.7746483e-4,-4.61E-06,89.5533034,270.1496004,6576,794,1.933,0.021,9.786,142.4,108.4,3.215,0,0,1.224,0.609,0.324,0.165,0.121,0.609,0.006,0.02,-3.78E-04,0,0,0,0,3.441e-5,0,0,1.941,794.1,0.001006,332.475,0.064,2.17e6,10.6,90,0.05,0.165,0.003
16.35,2010.107,2010.107,20.821,20.822,-9.964,9.964,-2.173,0.011,2.173,270.264192,0.18,7.094e-4,28.61,-80.6,0.0265337,0,4.7746483e-4,-5.68E-06,89.5533034,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.214,0,0,1.169,0.61,0.324,0.165,0.121,0.61,0.007,0.021,4.345e-4,0,0,0,0,3.859e-5,0,0,1.934,794,0.001005,332.471,0.063,2.119e6,10.6,90,0.05,0.165,0.003
16.4,2011.136,2011.136,20.323,20.324,-9.955,9.955,-2.182,0.011,2.182,270.264192,0.18,8.091e-4,28.61,-80.6,0.0289344,0,4.7746483e-4,-6.69E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.214,0,0,1.115,0.611,0.325,0.165,0.12,0.611,0.007,0.023,3.007e-4,0,0,0,0,4.334e-5,0,0,1.928,793.9,0.001005,332.467,0.061,2.068e6,10.6,90,0.05,0.166,0.003
16.45,2012.139,2012.139,19.825,19.826,-9.947,9.947,-2.191,0.011,2.191,270.264192,0.18,9.111e-4,28.61,-80.6,0.0315814,0,6.3661977e-4,-7.36E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.214,0,0,1.062,0.611,0.326,0.165,0.12,0.611,0.008,0.025,-1.72E-05,0,0,0,0,4.873e-5,0,0,1.921,793.8,0.001005,332.463,0.06,2.017e6,10.6,90,0.05,0.166,0.003
16.5,2013.118,2013.118,19.328,19.329,-9.94,9.94,-2.2,0.011,2.2,270.264192,0.18,0.001,28.61,-80.6,0.034515,0,6.3661977e-4,-7.87E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.213,0,0,1.01,0.612,0.327,0.164,0.12,0.612,0.009,0.027,-7.82E-05,0,0,0,0,5.485e-5,0,0,1.915,793.7,0.001005,332.459,0.058,1.967e6,10.6,90,0.05,0.167,0.002
16.55,2014.072,2014.072,18.831,18.832,-9.932,9.932,-2.209,0.011,2.209,270.264192,0.18,0.001,28.61,-80.6,0.0377579,0,6.3661977e-4,-8.16E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.213,0,0,0.96,0.613,0.328,0.164,0.12,0.613,0.009,0.03,-3.17E-04,0,0,0,0,6.187e-5,0,0,1.909,793.6,0.001005,332.455,0.057,1.916e6,10.6,90,0.05,0.167,0.002
16.6,2015.001,2015.001,18.335,18.336,-9.925,9.925,-2.218,0.011,2.218,270.264192,0.18,0.001,28.61,-80.6,0.0413561,0,6.3661977e-4,-8.44E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.212,0,0,0.912,0.614,0.33,0.164,0.12,0.614,0.01,0.033,4.044e-4,0,0,0,0,6.988e-5,0,0,1.902,793.5,0.001005,332.452,0.055,1.865e6,10.6,90,0.05,0.168,0.002
16.65,2015.906,2015.906,17.839,17.84,-9.917,9.917,-2.227,0.011,2.227,270.264192,0.18,0.001,28.61,-80.6,0.0453611,0,6.3661977e-4,-8.71E-06,89.4960076,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.212,0,0,0.864,0.615,0.331,0.164,0.12,0.615,0.011,0.036,1.13e-4,0,0,0,0,7.903e-5,0,0,1.897,793.4,0.001005,332.448,0.054,1.815e6,10.6,90,0.05,0.168,0.002
16.7,2016.785,2016.785,17.343,17.344,-9.91,9.91,-2.236,0.011,2.236,270.264192,0.18,0.001,28.61,-80.6,0.0498187,0,6.3661977e-4,-8.89E-06,89.4387118,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.211,0,0,0.818,0.616,0.332,0.163,0.12,0.616,0.012,0.04,1.975e-5,0,0,0,0,8.953e-5,0,0,1.891,793.3,0.001005,332.445,0.052,1.764e6,10.6,90,0.05,0.169,0.002
16.75,2017.64,2017.64,16.848,16.849,-9.903,9.903,-2.245,0.011,2.245,270.264192,0.18,0.002,28.61,-80.6,0.0547862,0,6.3661977e-4,-9.03E-06,89.4387118,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.21,0,0,0.773,0.617,0.333,0.163,0.12,0.617,0.014,0.044,1.576e-4,0,0,0,0,1.016e-4,0,0,1.885,793.3,0.001005,332.441,0.051,1.714e6,10.6,90,0.05,0.169,0.002
16.8,2018.47,2018.47,16.353,16.354,-9.897,9.897,-2.254,0.011,2.254,270.264192,0.18,0.002,28.61,-80.6,0.0572958,0,6.3661977e-4,-9.04E-06,89.4387118,270.0923046,6576,794,1.933,0.021,9.786,142.4,108.4,3.209,0,0,0.729,0.618,0.334,0.163,0.12,0.618,0.015,0.048,-2.31E-05,0,0,0,0,1.156e-4,0,0,1.88,793.2,0.001005,332.438,0.049,1.663e6,10.6,90,0.05,0.17,0.002
16.85,2019.275,2019.275,15.858,15.859,-9.89,9.89,-2.263,0.011,2.263,270.264192,0.18,0.002,28.61,-80.6,0.0572958,0,7.9577472e-4,-8.88E-06,89.4387118,270.0350088,6576,794,1.933,0.021,9.786,142.4,108.4,3.208,0,0,0.687,0.619,0.336,0.163,0.12,0.619,0.017,0.053,-2.41E-04,0,0,0,0,1.318e-4,0,0,1.875,793.1,0.001005,332.435,0.048,1.613e6,10.6,90,0.05,0.17,0.002
16.9,2020.056,2020.056,15.364,15.365,-9.884,9.884,-2.272,0.011,2.272,270.264192,0.179,0.002,28.61,-80.6,0.0572958,0,7.9577472e-4,-8.53E-06,89.381416,270.0350088,6576,794,1.933,0.021,9.786,142.3,108.4,3.207,0,0,0.646,0.62,0.337,0.163,0.12,0.62,0.018,0.058,-3.51E-05,0,0,0,0,1.504e-4,0,0,1.87,793,0.001005,332.432,0.046,1.562e6,10.6,90,0.05,0.171,0.002
16.95,2020.812,2020.812,14.87,14.871,-9.878,9.878,-2.281,0.011,2.281,270.264192,0.179,0.002,28.61,-80.6,0.0572958,0,7.9577472e-4,-8.23E-06,89.381416,270.0350088,6576,794,1.933,0.021,9.786,142.3,108.4,3.206,0,0,0.606,0.621,0.338,0.163,0.12,0.621,0.02,0.065,-1.23E-04,0,0,0,0,1.721e-4,0,0,1.865,792.9,0.001004,332.429,0.045,1.512e6,10.6,90,0.05,0.171,0.002
17,2021.543,2021.543,14.376,14.377,-9.872,9.872,-2.29,0.011,2.29,270.264192,0.179,0.002,28.61,-80.6,0.1145916,0,7.9577472e-4,-7.74E-06,89.381416,270.0350088,6576,794,1.933,0.021,9.786,142.3,108.4,3.205,0,0,0.568,0.623,0.34,0.163,0.12,0.623,0.022,0.071,1.521e-4,0,0,0,0,1.973e-4,0,0,1.86,792.9,0.001004,332.426,0.043,1.462e6,10.6,90,0.05,0.171,0.002
