# Time (s),Altitude (m),Altitude above sea level (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),Gravitational acceleration (m/s²),CP location (cm),CG location (cm),Stability margin calibers (​),Thrust (N),Thrust-to-weight ratio (​),Drag force (N),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Wind velocity (m/s),Wind direction (°),Air temperature (°C),Air pressure (mbar),Air density (g/cm³),Speed of sound (m/s),Mach number (​),Reynolds number (​),Reference length (cm),Reference area (cm²),Simulation time step (s),Computation time (s),Coriolis acceleration (m/s²)
0,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,0,0,0,0,90.0116696,0,7976,2194,2.135,0.022,9.792,NaN,114.8,NaN,0,0,0,1.515,1.236,0.159,0.12,1.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,15,1013,0.001225,340.389,0,0,10.6,90,0.004,0.001,0
0.004,0,0,0,0,0,0,0,0,0,0,0,0,28.61,-80.6,0,0,0,0,90.0116696,0,7976,2194,2.135,0.022,9.792,NaN,114.8,NaN,10.664,0.137,0,1.515,1.236,0.159,0.12,1.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,15,1013,0.001225,340.389,0,0,10.6,90,0.007,0.002,0
0.011,0.001,0.001,0.503,0.503,149.357,149.357,0,0,0,269.9777131,1.473e-7,6.44e-5,28.61,-80.6,1.6776204e-5,0,0,0,90.0116696,0,7973,2192,2.134,0.022,9.792,NaN,114.8,NaN,1268.961,16.253,0.001,0.981,0.702,0.159,0.12,0.981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,15,1013,0.001225,340.389,0.001,6.011e4,10.6,90,0.01,0.003,6.44e-5
0.021,0.014,0.014,2.009,2.009,151.797,151.797,-8.15E-09,0,8.151e-9,269.9777131,1.753e-6,2.572e-4,28.61,-80.6,4.9996297e-5,0,0,0,90.0116696,0,7967,2185,2.134,0.022,9.792,NaN,114.8,NaN,1287.347,16.502,0.017,0.775,0.495,0.159,0.12,0.775,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,15,1013,0.001225,340.389,0.006,2.401e5,10.6,90,0.01,0.004,2.572e-4
0.031,0.041,0.041,3.539,3.539,154.239,154.239,-4.18E-08,0,4.179e-8,269.9777131,5.303e-6,0,28.61,-80.6,8.5829078e-5,0,0,0,90.0116696,0,7960,2178,2.133,0.022,9.792,NaN,114.8,NaN,1305.732,16.752,0.048,0.716,0.436,0.16,0.12,0.716,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,15,1013,0.001225,340.389,0.01,4.23e5,10.6,90,0.009,0.005,4.531e-4
0.04,0.08,0.08,4.937,4.937,156.439,156.439,-8.95E-08,0,8.952e-8,269.9777131,5.303e-6,0,28.61,-80.6,6.1535667e-5,0,0,0,90.0116696,0,7954,2172,2.132,0.022,9.792,NaN,114.8,NaN,1322.279,16.977,0.09,0.687,0.407,0.16,0.12,0.687,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.999,1013,0.001225,340.389,0.015,5.9e5,10.6,90,0.01,0.005,6.321e-4
0.05,0.137,0.137,6.498,6.498,155.79,155.79,-1.43E-07,0,1.425e-7,269.9777131,5.303e-6,0,28.61,-80.6,4.6753356e-5,0,0,0,90.0116696,0,7947,2166,2.131,0.022,9.792,NaN,114.7,NaN,1316.087,16.912,0.151,0.665,0.384,0.161,0.12,0.665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.999,1013,0.001225,340.388,0.019,7.766e5,10.6,90,0.01,0.006,8.32e-4
0.06,0.209,0.209,8.053,8.053,155.139,155.139,-1.96E-07,0,1.956e-7,269.9777131,5.303e-6,0,28.61,-80.6,3.7729271e-5,0,0,0,90.0116696,0,7941,2159,2.13,0.022,9.792,NaN,114.7,NaN,1309.896,16.846,0.227,0.649,0.368,0.161,0.12,0.649,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.999,1013,0.001225,340.388,0.024,9.624e5,10.6,90,0.01,0.007,0.001
0.07,0.298,0.298,9.601,9.601,154.484,154.484,-2.49E-07,0,2.486e-7,269.9777131,5.303e-6,0,28.61,-80.6,3.1633e-5,0,0,0,90.0116696,0,7934,2152,2.13,0.022,9.792,NaN,114.7,NaN,1303.704,16.78,0.316,0.637,0.355,0.161,0.12,0.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.998,1013,0.001225,340.388,0.028,1.147e6,10.6,90,0.01,0.007,0.001
0.08,0.401,0.401,11.142,11.142,153.827,153.827,-3.02E-07,0,3.016e-7,269.9777131,5.303e-6,0,28.61,-80.6,2.7267061e-5,0,0,0,90.0116696,0,7928,2146,2.129,0.022,9.792,NaN,114.7,NaN,1297.512,16.715,0.419,0.627,0.345,0.162,0.12,0.627,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.997,1013,0.001225,340.387,0.033,1.332e6,10.6,90,0.01,0.008,0.001
0.09,0.521,0.521,12.677,12.677,153.167,153.167,-3.55E-07,0,3.546e-7,269.9777131,5.303e-6,0,28.61,-80.6,2.3966825e-5,0,0,0,90.0116696,0,7921,2139,2.128,0.022,9.792,NaN,114.6,NaN,1291.32,16.649,0.537,0.62,0.338,0.162,0.12,0.62,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.997,1013,0.001225,340.387,0.037,1.515e6,10.6,90,0.01,0.009,0.002
0.1,0.655,0.655,14.206,14.206,152.504,152.504,-4.08E-07,0,4.077e-7,269.9777131,5.303e-6,0,28.61,-80.6,2.1377055e-5,0,0,0,90.0116696,0,7914,2133,2.127,0.022,9.792,NaN,114.6,NaN,1285.129,16.583,0.669,0.616,0.333,0.162,0.12,0.616,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.996,1013,0.001225,340.386,0.042,1.698e6,10.6,90,0.01,0.01,0.002
0.11,0.805,0.805,15.727,15.727,151.838,151.838,-4.61E-07,0,4.607e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.9320137e-5,0,0,0,90.0116696,0,7908,2126,2.126,0.022,9.792,NaN,114.6,NaN,1278.937,16.517,0.815,0.612,0.329,0.163,0.12,0.612,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.995,1013,0.001225,340.386,0.046,1.88e6,10.6,90,0.01,0.01,0.002
0.12,0.97,0.97,17.243,17.243,151.169,151.169,-5.14E-07,0,5.137e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.7641371e-5,0,0,0,90.0116696,0,7901,2119,2.125,0.022,9.792,NaN,114.6,NaN,1272.745,16.45,0.975,0.609,0.326,0.163,0.12,0.609,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.994,1013,0.001225,340.385,0.051,2.061e6,10.6,90,0.01,0.011,0.002
0.13,1.149,1.149,18.751,18.751,150.497,150.497,-5.67E-07,0,5.667e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.6197517e-5,0,0,0,90.0116696,0,7895,2113,2.125,0.022,9.792,NaN,114.5,NaN,1266.553,16.384,1.148,0.607,0.322,0.164,0.12,0.607,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.993,1013,0.001225,340.384,0.055,2.241e6,10.6,90,0.01,0.012,0.002
0.14,1.345,1.345,20.252,20.252,149.823,149.823,-6.20E-07,0,6.198e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.4982846e-5,0,0,0,90.0116696,0,7888,2106,2.124,0.022,9.792,NaN,114.5,NaN,1260.362,16.318,1.334,0.604,0.319,0.164,0.12,0.604,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.991,1013,0.001225,340.384,0.059,2.42e6,10.6,90,0.01,0.012,0.003
0.15,1.555,1.555,21.747,21.747,149.146,149.146,-6.73E-07,0,6.728e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.3974441e-5,0,0,0,90.0116696,0,7881,2100,2.123,0.022,9.792,NaN,114.5,NaN,1254.17,16.251,1.534,0.602,0.317,0.165,0.121,0.602,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.99,1013,0.001225,340.383,0.064,2.599e6,10.6,90,0.01,0.013,0.003
0.16,1.779,1.779,23.235,23.235,148.466,148.466,-7.26E-07,0,7.258e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.3057708e-5,0,0,0,90.0116696,0,7875,2093,2.122,0.022,9.792,NaN,114.5,NaN,1247.978,16.184,1.746,0.601,0.314,0.166,0.121,0.601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.988,1013,0.001225,340.382,0.068,2.777e6,10.6,90,0.01,0.014,0.003
0.17,2.019,2.019,24.717,24.717,147.783,147.783,-7.79E-07,0,7.788e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.2284215e-5,0,0,0,90.0116696,0,7868,2086,2.121,0.022,9.792,NaN,114.4,NaN,1241.786,16.118,1.97,0.599,0.312,0.166,0.121,0.599,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.987,1013,0.001225,340.381,0.073,2.954e6,10.6,90,0.01,0.015,0.003
0.18,2.274,2.274,26.191,26.191,147.098,147.098,-8.32E-07,0,8.319e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.1579477e-5,0,0,0,90.0116696,0,7861,2080,2.12,0.022,9.792,NaN,114.4,NaN,1235.595,16.051,2.207,0.598,0.31,0.167,0.121,0.598,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.985,1013,0.001225,340.38,0.077,3.13e6,10.6,90,0.01,0.015,0.003
0.19,2.543,2.543,27.659,27.659,146.409,146.409,-8.85E-07,0,8.849e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.0966412e-5,0,0,0,90.0116696,0,7855,2073,2.12,0.022,9.792,NaN,114.4,NaN,1229.403,15.984,2.457,0.597,0.308,0.168,0.121,0.597,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.983,1013,0.001225,340.379,0.081,3.305e6,10.6,90,0.005,0.016,0.004
0.195,2.683,2.683,28.39,28.39,146.064,146.064,-9.11E-07,0,9.114e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.0697122e-5,0,0,0,90.0116696,0,7852,2070,2.119,0.022,9.792,NaN,114.4,NaN,1226.307,15.95,2.586,0.596,0.307,0.168,0.121,0.596,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.983,1013,0.001225,340.378,0.083,3.392e6,10.6,90,0.007,0.017,0.004
0.202,2.9,2.9,29.488,29.488,146.89,146.89,-9.51E-07,0,9.512e-7,269.9777131,5.303e-6,0,28.61,-80.6,1.0278863e-5,0,0,0,90.0116696,0,7847,2065,2.118,0.022,9.792,NaN,114.3,NaN,1232.231,16.037,2.786,0.595,0.306,0.168,0.121,0.595,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,0,14.981,1013,0.001225,340.377,0.087,3.524e6,10.6,90,0.01,0.017,0.004
0.212,3.202,3.202,30.963,30.963,147.991,147.991,-1.00E-06,0,1.004e-6,269.9777131,5.303e-6,0.004,28.61,-80.6,9.8090375e-6,0,0,0,90.0116696,0,7840,2059,2.118,0.022,9.792,142.5,114.3,2.661,1240.13,16.153,3.067,0.594,0.304,0.169,0.121,0.594,2.435e-6,-4.76E-04,-1.52E-04,0,0,0,0,0,0,0,14.979,1013,0.001225,340.376,0.091,3.7e6,10.6,90,0.015,0.018,0.004
0.227,3.684,3.684,33.195,33.195,149.642,149.642,-1.54E-06,0,1.541e-6,269.9777131,6.708e-5,0.004,28.61,-80.6,1.1579477e-4,0,0,0,90.0116696,0,7831,2049,2.116,0.022,9.792,142.5,114.3,2.665,1251.978,16.328,3.518,0.593,0.302,0.17,0.121,0.593,2.875e-5,-5.14E-05,2.216e-4,0,0,0,0,0,0,0,14.976,1013,0.001225,340.374,0.098,3.966e6,10.6,90,0.022,0.019,0.004
0.249,4.432,4.432,36.438,36.438,152.007,152.007,-3.99E-06,0,3.993e-6,269.9777131,1.622e-4,0.005,28.61,-80.6,2.5508081e-4,0,0,0,90.0116696,0,7817,2035,2.115,0.022,9.792,142.5,114.2,2.671,1268.961,16.579,4.23,0.592,0.299,0.172,0.121,0.592,6.335e-5,-2.37E-04,1.247e-4,0,0,0,0,0,0,0,14.971,1013,0.001224,340.371,0.107,4.353e6,10.6,90,0.032,0.02,0.005
0.281,5.686,5.686,41.307,41.307,149.942,149.942,-1.17E-05,0,1.172e-5,269.9777131,3.198e-4,0.005,28.61,-80.6,4.4358392e-4,0,0,0,90.0116696,0,7796,2014,2.112,0.022,9.792,142.5,114.1,2.679,1250.669,16.384,5.427,0.591,0.295,0.174,0.122,0.591,1.102e-4,1.774e-4,-4.76E-04,0,0,0,0,0,0,0,14.963,1013,0.001224,340.367,0.121,4.935e6,10.6,90,0.015,0.02,0.005
0.296,6.311,6.311,43.511,43.511,148.989,148.989,-1.70E-05,0,1.7e-5,269.9777131,3.977e-4,0.005,28.61,-80.6,5.2362613e-4,0,0,0,90.0116696,0,7786,2004,2.111,0.022,9.792,142.5,114.1,2.684,1242.303,16.294,6.019,0.591,0.293,0.176,0.122,0.591,1.301e-4,3.736e-4,-1.21E-04,0,0,0,0,0,0,0,14.959,1013,0.001224,340.364,0.128,5.198e6,10.6,90,0.022,0.021,0.006
0.318,7.311,7.311,46.814,46.814,149.559,149.559,-2.72E-05,0,2.715e-5,269.9777131,5.211e-4,0.006,28.61,-80.6,6.3770203e-4,0,0,0,90.0116696,0,7772,1990,2.109,0.022,9.792,142.5,114.1,2.69,1245.407,16.365,6.965,0.591,0.291,0.177,0.122,0.591,1.585e-4,4.349e-4,1.655e-4,0,0,0,0,0,0,0,14.952,1012,0.001224,340.36,0.138,5.592e6,10.6,90,0.033,0.022,0.006
0.351,8.947,8.947,51.791,51.791,150.399,150.399,-4.77E-05,0,4.771e-5,269.9777131,7.205e-4,0.006,28.61,-80.6,7.9698429e-4,0,0,0,90.0116696,0,7750,1969,2.106,0.022,9.792,142.5,114,2.699,1250.063,16.471,8.527,0.591,0.288,0.18,0.123,0.591,1.983e-4,7.066e-4,3.157e-4,0,0,0,0,0,0,0,14.942,1012,0.001224,340.354,0.152,6.186e6,10.6,90,0.021,0.022,0.007
0.372,10.05,10.05,54.908,54.908,150.913,150.913,-6.40E-05,0,6.398e-5,269.9777131,8.532e-4,0.007,28.61,-80.6,8.9037641e-4,0,0,0,90.0116696,0,7737,1955,2.104,0.022,9.792,142.5,113.9,2.705,1252.966,16.538,9.592,0.592,0.286,0.182,0.123,0.592,2.216e-4,5.745e-4,-3.03E-04,0,0,0,0,0,0,0,14.935,1012,0.001224,340.349,0.161,6.557e6,10.6,90,0.031,0.023,0.007
0.403,11.826,11.826,59.541,59.541,147.695,147.695,-9.37E-05,0,9.369e-5,269.9777131,0.001,0.007,28.61,-80.6,9.4709924e-4,0,0,0,90.0116696,282.0098268,7717,1935,2.102,0.022,9.792,142.5,113.8,2.714,1226.644,16.232,11.299,0.593,0.284,0.185,0.124,0.593,2.359e-4,8.766e-4,4.845e-4,0,0,0,0,0,0,0,14.923,1012,0.001224,340.342,0.175,7.11e6,10.6,90,0.013,0.024,0.008
0.416,12.611,12.611,61.448,61.448,146.34,146.34,-1.08E-04,9.624e-9,1.081e-4,269.9777131,0.001,0.007,28.61,-80.6,0.0010044,0,1.0142945e-5,1.3668227e-6,90.0116696,282.0098268,7709,1927,2.101,0.022,9.792,142.5,113.8,2.717,1215.644,16.104,12.044,0.593,0.283,0.186,0.124,0.593,2.501e-4,0.001,4.95e-5,0,0,0,0,0,0,0,14.918,1012,0.001224,340.339,0.181,7.337e6,10.6,90,0.019,0.025,0.008
0.435,13.834,13.834,64.297,64.297,146.586,146.586,-1.32E-04,4.205e-8,1.321e-4,270.0350088,0.001,0.008,28.61,-80.6,0.0010073,0,1.2681466e-5,2.253634e-6,90.0116696,279.603404,7697,1915,2.099,0.022,9.792,142.6,113.7,2.723,1216.771,16.145,13.205,0.594,0.281,0.188,0.125,0.594,2.51e-4,3.373e-4,-2.83E-04,0,0,0,0,0,0,0,14.91,1012,0.001223,340.334,0.189,7.677e6,10.6,90,0.029,0.025,0.008
0.465,15.773,15.773,68.58,68.58,146.94,146.94,-1.74E-04,1.616e-7,1.738e-4,270.0350088,0.002,0.009,28.61,-80.6,9.8777924e-4,0,1.6504368e-5,2.9013946e-6,90.0116696,279.2023336,7678,1896,2.097,0.022,9.792,142.6,113.7,2.732,1218.462,16.206,15.06,0.596,0.279,0.191,0.125,0.596,2.462e-4,7.385e-4,-4.86E-04,0,0,0,0,0,0,0,14.897,1011,0.001223,340.327,0.202,8.187e6,10.6,90,0.044,0.026,0.009
0.508,18.915,18.915,75.022,75.022,147.441,147.441,-2.51E-04,6.533e-7,2.506e-4,270.1496004,0.002,0.01,28.61,-80.6,8.7949022e-4,0,2.3268453e-5,3.2435777e-6,90.0116696,277.540756,7650,1869,2.093,0.022,9.792,142.6,113.6,2.745,1220.999,16.299,18.109,0.599,0.277,0.196,0.126,0.599,2.195e-4,5.148e-4,-2.32E-04,0,0,0,0,5.809e-9,0,0,14.877,1011,0.001223,340.314,0.22,8.954e6,10.6,90,0.05,0.027,0.01
0.558,22.851,22.851,82.408,82.408,147.965,147.965,-3.63E-04,1.959e-6,3.632e-4,270.3214877,0.003,0.013,28.61,-80.6,6.6176625e-4,0,0,0,90.0116696,275.5926995,7619,1837,2.089,0.022,9.792,142.6,113.4,2.76,1223.896,16.405,21.986,0.603,0.274,0.201,0.128,0.603,1.654e-4,3.975e-4,-3.31E-04,0,0,0,0,0,0,0,14.851,1011,0.001222,340.299,0.242,9.832e6,10.6,90,0.042,0.027,0.011
0.6,26.407,26.407,88.571,88.571,148.36,148.36,-4.81E-04,3.864e-6,4.812e-4,270.4360793,0.003,0.015,28.61,-80.6,4.3968781e-4,0,0,0,90.0116696,274.7905585,7592,1811,2.085,0.022,9.792,142.7,113.3,2.773,1226.307,16.495,25.55,0.606,0.272,0.206,0.129,0.606,1.1e-4,6.09e-4,1.636e-4,0,0,0,0,0,0,0,14.828,1010,0.001222,340.285,0.26,1.056e7,10.6,90,0.05,0.028,0.011
0.65,31.021,31.021,95.981,95.981,148.025,148.025,-6.58E-04,7.226e-6,6.582e-4,270.6079666,0.004,0.018,28.61,-80.6,1.3292621e-4,0,0,0,90.0116696,273.3581641,7561,1779,2.081,0.022,9.792,142.7,113.2,2.789,1223.471,16.525,30.245,0.612,0.27,0.212,0.13,0.612,3.331e-5,3.708e-4,-2.22E-04,0,0,0,0,0,0,0,14.798,1010,0.001221,340.267,0.282,1.144e7,10.6,90,0.05,0.029,0.012
0.7,36.005,36.005,103.372,103.372,147.629,147.629,-8.81E-04,1.198e-5,8.812e-4,270.779854,0.005,0.022,28.61,-80.6,2.7708239e-4,0,0,0,90.0116696,271.4101076,7529,1747,2.077,0.022,9.792,142.7,113.1,2.805,1220.635,16.556,35.384,0.617,0.267,0.218,0.132,0.617,6.957e-5,2.892e-4,2.602e-4,0,0,0,0,0,0,0,14.766,1009,0.001221,340.247,0.304,1.232e7,10.6,90,0.05,0.03,0.013
0.75,41.358,41.358,110.743,110.743,147.167,147.167,-0.001,1.731e-5,0.001,270.8371498,0.006,0.026,28.61,-80.6,5.8269808e-4,0,-3.71E-05,-1.46E-06,90.0116696,270.4360793,7498,1716,2.072,0.022,9.792,142.8,112.9,2.822,1217.799,16.588,40.995,0.623,0.265,0.224,0.134,0.623,1.466e-4,8.759e-4,1.283e-4,0,0,0,0,-6.78E-09,0,0,14.731,1008,0.00122,340.226,0.325,1.319e7,10.6,90,0.038,0.03,0.014
0.788,45.672,45.672,116.328,116.328,146.771,146.771,-0.001,2.133e-5,0.001,270.8371498,0.007,0.028,28.61,-80.6,6.5832851e-4,0,-2.49E-05,-4.02E-06,90.0116696,270.8944455,7474,1692,2.069,0.022,9.792,142.8,112.8,2.835,1215.644,16.612,45.569,0.628,0.264,0.229,0.135,0.628,1.659e-4,9.31e-5,-4.96E-04,0,0,0,0,0,0,0,14.703,1008,0.00122,340.209,0.342,1.386e7,10.6,90,0.05,0.031,0.015
0.838,51.672,51.672,123.642,123.642,145.786,145.786,-0.002,2.699e-5,0.002,270.8371498,0.009,0.03,28.61,-80.6,5.1296911e-4,0,-8.63E-06,-2.93E-06,90.0116696,271.5246991,7442,1661,2.065,0.022,9.792,142.9,112.7,2.852,1209.89,16.602,52.01,0.635,0.262,0.236,0.137,0.635,1.295e-4,3.748e-4,-1.59E-04,0,0,0,0,0,0,0,14.664,1007,0.001219,340.185,0.363,1.472e7,10.6,90,0.05,0.031,0.016
0.888,58.035,58.035,130.905,130.905,144.729,144.729,-0.002,3.411e-5,0.002,270.8371498,0.01,0.03,28.61,-80.6,2.2700588e-4,0,0,0,90.0116696,271.9830653,7411,1630,2.06,0.022,9.792,142.9,112.5,2.87,1204.136,16.592,58.924,0.642,0.26,0.243,0.139,0.642,5.744e-5,-6.68E-06,4.042e-4,0,0,0,0,0,0,0,14.623,1006,0.001218,340.16,0.385,1.558e7,10.6,90,0.05,0.032,0.017
0.938,64.761,64.761,138.114,138.114,143.599,143.599,-0.003,4.322e-5,0.003,270.8944455,0.012,0.03,28.61,-80.6,2.3021444e-4,0,0,0,90.0116696,273.5873472,7380,1599,2.056,0.022,9.792,143,112.4,2.888,1198.383,16.583,66.313,0.65,0.259,0.25,0.141,0.65,5.839e-5,3.895e-4,-3.71E-04,0,0,0,0,0,0,0,14.579,1006,0.001218,340.134,0.406,1.643e7,10.6,90,0.05,0.032,0.018
0.988,71.846,71.846,145.264,145.264,142.392,142.392,-0.003,5.62e-5,0.003,270.9517413,0.013,0.03,28.61,-80.6,4.5000105e-4,0,1.3057072e-6,1.3698466e-5,90.0116696,275.2489248,7349,1567,2.052,0.022,9.792,143,112.3,2.906,1192.629,16.573,74.196,0.657,0.257,0.257,0.144,0.657,1.144e-4,3.048e-5,-2.93E-04,0,0,0,0,0,0,0,14.533,1005,0.001217,340.106,0.427,1.727e7,10.6,90,0.05,0.033,0.019
1.038,79.286,79.286,152.352,152.352,141.111,141.111,-0.004,7.559e-5,0.004,271.0663329,0.015,0.031,28.61,-80.6,5.7467667e-4,0,9.1864233e-6,6.1370146e-6,90.0116696,275.8218826,7318,1536,2.047,0.022,9.792,143.1,112.1,2.925,1186.875,16.563,82.551,0.666,0.256,0.264,0.146,0.666,1.465e-4,5.026e-4,1.901e-5,0,0,0,0,0,0,0,14.485,1004,0.001216,340.077,0.448,1.81e7,10.6,90,0.028,0.033,0.02
1.066,83.608,83.608,156.292,156.292,140.358,140.358,-0.005,8.956e-5,0.005,271.1236287,0.016,0.032,28.61,-80.6,5.2316776e-4,0,2.5146481e-5,4.6091272e-7,90.0116696,274.9624459,7301,1519,2.045,0.022,9.792,143.1,112.1,2.935,1183.653,16.557,87.453,0.67,0.255,0.268,0.147,0.67,1.336e-4,5.351e-4,2.829e-4,0,0,0,0,0,0,0,14.457,1003,0.001215,340.06,0.46,1.856e7,10.6,90,0.042,0.033,0.02
1.108,90.295,90.295,162.166,162.166,139.362,139.362,-0.005,1.136e-4,0.005,271.2382202,0.017,0.034,28.61,-80.6,3.1071501e-4,0,0,0,90.0116696,272.1549527,7275,1493,2.041,0.022,9.792,143.2,111.9,2.951,1180.208,16.567,95.096,0.677,0.254,0.274,0.15,0.677,7.953e-5,-5.60E-05,-4.79E-04,0,0,0,0,0,0,0,14.413,1003,0.001215,340.033,0.477,1.925e7,10.6,90,0.05,0.034,0.021
1.158,98.577,98.577,169.103,169.103,138.105,138.105,-0.006,1.44e-4,0.006,271.3528118,0.019,0.038,28.61,-80.6,2.9346898e-4,0,0,0,90.0116696,269.1755722,7245,1463,2.037,0.022,9.792,143.2,111.8,2.97,1176.107,16.579,104.642,0.686,0.252,0.282,0.152,0.686,7.534e-5,2.569e-5,2.158e-4,0,0,0,0,0,0,0,14.359,1002,0.001214,340.001,0.497,2.006e7,10.6,90,0.05,0.034,0.022
1.208,107.205,107.205,175.976,175.976,136.765,136.765,-0.007,1.701e-4,0.007,271.3528118,0.021,0.04,28.61,-80.6,4.5229288e-4,0,-6.83E-06,-1.45E-05,90.0116696,267.399403,7214,1432,2.032,0.022,9.792,143.3,111.7,2.99,1172.005,16.591,114.711,0.695,0.251,0.289,0.155,0.695,1.165e-4,5.003e-4,2.654e-4,0,0,0,0,0,0,0,14.303,1001,0.001213,339.967,0.518,2.086e7,10.6,90,0.05,0.035,0.023
1.258,116.174,116.174,182.779,182.779,135.346,135.346,-0.008,1.887e-4,0.008,271.295516,0.023,0.041,28.61,-80.6,2.2270869e-4,0,0,0,90.0116696,269.1182764,7184,1402,2.028,0.022,9.792,143.4,111.5,3.011,1167.904,16.603,125.27,0.704,0.249,0.297,0.158,0.704,5.754e-5,4.41e-4,-3.98E-04,0,0,0,0,0,0,0,14.245,999.6,0.001212,339.931,0.538,2.165e7,10.6,90,0.003,0.035,0.023
1.261,116.723,116.723,183.185,183.185,135.258,135.258,-0.008,1.896e-4,0.008,271.295516,0.023,0.041,28.61,-80.6,2.2952689e-4,0,0,0,90.0116696,269.1182764,7182,1400,2.028,0.022,9.792,143.4,111.5,3.013,1167.658,16.604,125.919,0.705,0.249,0.298,0.158,0.705,5.93e-5,-1.35E-04,-4.10E-04,0,0,0,0,0,0,0,14.241,999.6,0.001212,339.929,0.539,2.17e7,10.6,90,0.005,0.035,0.023
1.266,117.548,117.548,183.793,183.793,135.068,135.068,-0.008,1.91e-4,0.008,271.295516,0.023,0.04,28.61,-80.6,2.4310599e-4,0,0,0,90.0116696,269.1182764,7179,1398,2.027,0.022,9.792,143.4,111.5,3.015,1166.878,16.599,126.895,0.705,0.249,0.298,0.158,0.705,6.283e-5,4.305e-4,-4.43E-04,0,0,0,0,0,0,0,14.236,999.5,0.001212,339.926,0.541,2.177e7,10.6,90,0.007,0.036,0.024
1.272,118.792,118.792,184.704,184.704,134.78,134.78,-0.009,1.931e-4,0.009,271.295516,0.023,0.041,28.61,-80.6,1.9400351e-4,0,0,0,90.0116696,269.6912342,7175,1394,2.027,0.022,9.792,143.4,111.5,3.017,1165.707,16.592,128.366,0.707,0.249,0.299,0.158,0.707,5.016e-5,5.628e-4,8.69e-5,0,0,0,0,0,0,0,14.228,999.3,0.001211,339.921,0.543,2.188e7,10.6,90,0.01,0.036,0.024
1.282,120.669,120.669,186.066,186.066,134.347,134.347,-0.009,1.96e-4,0.009,271.295516,0.024,0.041,28.61,-80.6,1.4770852e-4,0,0,0,90.0116696,270.6079666,7169,1388,2.026,0.022,9.792,143.4,111.4,3.022,1163.952,16.581,130.586,0.709,0.249,0.301,0.159,0.709,3.822e-5,2.254e-4,-7.65E-05,0,0,0,0,0,0,0,14.216,999.1,0.001211,339.914,0.547,2.203e7,10.6,90,0.015,0.037,0.024
