# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
10.33,2341.49,172.688,-17.135,172.74,17.141,50.64,0.018,50.64,0.021,4.224,0.456,28.591,-80.615,9.785,0.057,7.908e-9,6.366e-4,5.188e-6,2.286e4,5147,21.343,0.091,270.4,219.5,3.272,0.522,3.615e7,0,168.264,0.61,0.61,0.405,0.139,0.066,0.015,0.049,-1.784e-4,0,0,0,0,6.42e-6,0.022,15.6,190,88.064,0.013,1.946,-0.22,762.1,331.166,0.05,0.093
10.38,2350.103,171.833,-17.056,171.885,17.059,50.85,0.018,50.85,0.021,4.204,0.357,28.591,-80.615,9.785,0.038,6.772e-9,0.001,1.58e-5,2.286e4,5147,21.343,0.091,270.6,219.5,3.283,0.519,3.595e7,0,166.38,0.609,0.609,0.405,0.138,0.066,0.007,0.023,2.762e-4,0,0,0,0,2.2e-5,0.022,15.6,190,88.006,0.013,1.851,-0.276,761.3,331.132,0.05,0.093
10.43,2358.674,170.983,-16.975,171.034,16.979,51.06,0.019,51.06,0.021,4.188,0.334,28.591,-80.615,9.785,0.028,6.737e-9,0.001,2.287e-5,2.286e4,5147,21.343,0.091,270.6,219.5,3.285,0.517,3.574e7,0,164.529,0.609,0.609,0.405,0.138,0.066,0.005,0.016,4.816e-4,0,0,0,0,3.242e-5,0.022,15.6,190,88.006,0.013,1.876,-0.331,760.4,331.098,0.05,0.094
10.48,2367.202,170.136,-16.895,170.187,16.898,51.269,0.019,51.269,0.021,4.171,0.353,28.591,-80.615,9.785,0.036,6.196e-9,0.002,1.974e-5,2.286e4,5147,21.343,0.091,270.6,219.5,3.282,0.514,3.554e7,0,162.704,0.609,0.609,0.405,0.138,0.066,0.007,0.022,-1.878e-4,0,0,0,0,5.117e-5,0.022,15.6,190,87.949,0.014,1.973,-0.387,759.6,331.064,0.05,0.094
10.53,2375.687,169.293,-16.818,169.344,16.82,51.477,0.019,51.477,0.021,4.154,0.291,28.591,-80.615,9.785,0.007,7.783e-9,0.002,8.321e-5,2.286e4,5147,21.343,0.091,270.7,219.5,3.291,0.512,3.534e7,0,160.893,0.609,0.609,0.405,0.138,0.066,0.001,0.005,2e-4,0,0,0,0,7.274e-5,0.022,15.6,190,87.949,0.016,1.972,-0.442,758.8,331.031,0.05,0.094
10.58,2384.131,168.454,-16.739,168.505,16.742,51.685,0.019,51.685,0.021,4.14,0.295,28.591,-80.615,9.785,0.009,6.205e-9,0.002,2.833e-5,2.286e4,5147,21.343,0.091,270.7,219.5,3.288,0.509,3.514e7,0,159.11,0.608,0.608,0.405,0.138,0.066,0.002,0.005,-8.659e-5,0,0,0,0,6.448e-5,0.022,15.6,190,87.892,0.02,2.059,-0.497,758,330.998,0.05,0.095
10.63,2392.533,167.619,-16.661,167.67,16.664,51.891,0.019,51.891,0.021,4.124,0.332,28.591,-80.615,9.785,0.026,6.809e-9,0.002,-1.455e-6,2.286e4,5147,21.343,0.091,270.6,219.5,3.281,0.507,3.494e7,0,157.351,0.608,0.608,0.405,0.137,0.065,0.005,0.016,4.34e-4,0,0,0,0,8.418e-5,0.021,15.6,190,87.892,0.024,2.205,-0.551,757.2,330.965,0.05,0.095
10.68,2400.893,166.788,-16.588,166.838,16.59,52.097,0.019,52.097,0.021,4.109,0.236,28.591,-80.615,9.785,0.021,5.632e-9,-0.002,7.612e-7,2.286e4,5147,21.343,0.091,270.6,219.5,3.282,0.504,3.474e7,0,155.599,0.608,0.608,0.405,0.137,0.065,0.004,0.012,2.925e-4,0,0,0,0,-9.856e-5,0.021,15.6,190,87.834,0.026,2.167,-0.606,756.4,330.932,0.05,0.095
10.73,2409.212,165.96,-16.516,166.011,16.517,52.302,0.019,52.302,0.021,4.101,0.125,28.591,-80.615,9.785,0.057,8.018e-9,-0.002,-4.312e-6,2.286e4,5147,21.343,0.091,270.4,219.5,3.267,0.502,3.455e7,0,153.867,0.608,0.608,0.405,0.137,0.065,0.014,0.047,-2.051e-5,0,0,0,0,-5.743e-5,0.021,15.6,190,87.777,0.027,2.087,-0.66,755.6,330.899,0.05,0.096
10.78,2417.489,165.136,-16.444,165.187,16.444,52.507,0.019,52.507,0.021,4.096,0.064,28.591,-80.615,9.785,0.115,7.948e-9,-9.549e-4,-2.87e-6,2.286e4,5147,21.343,0.091,270.2,219.5,3.26,0.499,3.435e7,0,152.157,0.607,0.607,0.406,0.137,0.065,0.02,0.065,2.916e-4,0,0,0,0,-1.695e-5,0.021,15.6,190,87.777,0.027,2.046,-0.714,754.8,330.866,0.05,0.096
10.83,2425.725,164.316,-16.37,164.367,16.37,52.712,0.02,52.712,0.021,4.093,0.062,28.591,-80.615,9.785,0.115,6.513e-9,4.62e-5,1.72e-7,2.286e4,5147,21.343,0.091,270.2,219.5,3.259,0.497,3.416e7,0,150.466,0.607,0.607,0.406,0.137,0.065,0.02,0.066,-2.712e-4,0,0,0,0,4.137e-8,0.021,15.6,190,87.777,0.026,2.038,-0.767,754,330.834,0.05,0.097
10.88,2433.921,163.499,-16.294,163.55,16.295,52.916,0.02,52.916,0.021,4.089,0.133,28.591,-80.615,9.785,0.057,6.567e-9,7.958e-4,-3.845e-6,2.286e4,5147,21.343,0.091,270.3,219.5,3.267,0.495,3.396e7,0,148.795,0.607,0.607,0.406,0.136,0.065,0.013,0.044,-1.951e-4,0,0,0,0,1.452e-5,0.021,15.6,190,87.777,0.026,2.092,-0.82,753.2,330.802,0.05,0.097
10.93,2442.075,162.686,-16.218,162.738,16.22,53.121,0.02,53.121,0.021,4.08,0.23,28.591,-80.615,9.785,0.02,7.214e-9,0.001,9.248e-7,2.286e4,5147,21.343,0.091,270.5,219.5,3.279,0.492,3.377e7,0,147.145,0.607,0.607,0.406,0.136,0.065,0.004,0.012,3.845e-4,0,0,0,0,3.04e-5,0.021,15.6,190,87.777,0.026,2.161,-0.873,752.4,330.77,0.05,0.097
10.98,2450.189,161.877,-16.141,161.929,16.146,53.324,0.02,53.324,0.022,4.065,0.379,28.591,-80.615,9.785,0.057,8.06e-9,-0.001,-2.607e-6,2.286e4,5147,21.343,0.091,270.4,219.5,3.269,0.49,3.358e7,0,145.523,0.607,0.607,0.406,0.136,0.064,0.011,0.036,4.097e-4,0,0,0,0,-2.669e-5,0.021,15.6,190,87.834,0.026,2.305,-0.926,751.6,330.738,0.05,0.098
11.03,2458.263,161.072,-16.068,161.123,16.074,53.527,0.02,53.527,0.022,4.043,0.446,28.591,-80.615,9.785,0.115,7.195e-9,-3.183e-4,-5.282e-6,2.286e4,5147,21.343,0.091,270.2,219.5,3.259,0.487,3.339e7,0,143.914,0.606,0.606,0.406,0.136,0.064,0.018,0.059,-3.691e-4,0,0,0,0,-2.321e-6,0.021,15.6,190,87.834,0.028,2.364,-0.979,750.8,330.706,0.05,0.098
11.08,2466.297,160.271,-16,160.321,16.005,53.729,0.02,53.729,0.022,4.022,0.385,28.591,-80.615,9.785,0.057,7.049e-9,3.183e-4,-8.973e-6,2.286e4,5147,21.343,0.091,270.3,219.5,3.265,0.485,3.32e7,0,142.307,0.606,0.606,0.406,0.136,0.064,0.012,0.041,2.031e-4,0,0,0,0,2.64e-6,0.021,15.6,190,87.834,0.029,2.268,-1.031,750.1,330.674,0.05,0.098
11.13,2474.29,159.472,-15.932,159.523,15.936,53.929,0.02,53.929,0.022,4.004,0.343,28.591,-80.615,9.785,0.047,7.117e-9,7.958e-4,-8.663e-6,2.286e4,5147,21.343,0.091,270.4,219.5,3.27,0.483,3.301e7,0,140.723,0.606,0.606,0.406,0.136,0.064,0.009,0.029,2.626e-4,0,0,0,0,1.07e-5,0.02,15.6,190,87.834,0.031,2.223,-1.083,749.3,330.643,0.05,0.099
11.18,2482.244,158.677,-15.864,158.727,15.868,54.129,0.021,54.129,0.022,3.987,0.352,28.591,-80.615,9.785,0.052,8.687e-9,0.001,-5.399e-6,2.286e4,5147,21.343,0.091,270.4,219.5,3.267,0.48,3.283e7,0,139.164,0.606,0.606,0.406,0.135,0.064,0.01,0.032,-1.535e-4,0,0,0,0,2.655e-5,0.02,15.6,190,87.777,0.033,2.275,-1.135,748.5,330.611,0.05,0.099
11.23,2490.158,157.886,-15.796,157.936,15.8,54.328,0.021,54.328,0.022,3.969,0.352,28.591,-80.615,9.785,0.053,7.813e-9,0.002,-1.287e-5,2.286e4,5147,21.343,0.091,270.3,219.5,3.267,0.478,3.264e7,0,137.622,0.605,0.605,0.406,0.135,0.064,0.01,0.032,-2.308e-4,0,0,0,0,5.27e-5,0.02,15.6,190,87.777,0.034,2.331,-1.186,747.8,330.58,0.05,0.099
11.28,2498.033,157.098,-15.731,157.147,15.734,54.526,0.021,54.526,0.022,3.952,0.309,28.591,-80.615,9.785,0.03,9.371e-9,0.002,-2.453e-5,2.286e4,5147,21.343,0.091,270.4,219.5,3.271,0.476,3.246e7,0,136.094,0.605,0.605,0.407,0.135,0.064,0.005,0.017,3.172e-4,0,0,0,0,8.061e-5,0.02,15.6,190,87.72,0.036,2.34,-1.237,747,330.549,0.05,0.1
11.33,2505.868,156.313,-15.668,156.362,15.669,54.723,0.021,54.723,0.022,3.939,0.235,28.591,-80.615,9.785,0.012,9.153e-9,-0.002,-7.031e-5,2.286e4,5147,21.343,0.091,270.5,219.5,3.279,0.473,3.228e7,0,134.584,0.605,0.605,0.407,0.135,0.064,0.002,0.007,-1.216e-4,0,0,0,0,-8.69e-5,0.02,15.6,190,87.72,0.036,2.307,-1.288,746.3,330.518,0.05,0.1
11.38,2513.664,155.531,-15.603,155.581,15.605,54.92,0.021,54.92,0.022,3.928,0.232,28.591,-80.615,9.784,0.014,7.105e-9,-0.002,-4.504e-5,2.286e4,5147,21.343,0.091,270.5,219.5,3.277,0.471,3.209e7,0,133.1,0.605,0.605,0.407,0.135,0.063,0.003,0.009,-1.336e-4,0,0,0,0,-7.026e-5,0.02,15.6,190,87.663,0.035,2.373,-1.339,745.6,330.488,0.05,0.1
11.43,2521.421,154.752,-15.541,154.802,15.542,55.116,0.021,55.116,0.022,3.917,0.173,28.591,-80.615,9.784,0.048,6.226e-9,-0.002,-1.239e-5,2.286e4,5147,21.343,0.091,270.3,219.5,3.267,0.469,3.191e7,0,131.627,0.605,0.605,0.407,0.134,0.063,0.009,0.029,-4.449e-4,0,0,0,0,-6.664e-5,0.02,15.6,190,87.605,0.032,2.351,-1.389,744.9,330.457,0.05,0.101
11.48,2529.139,153.977,-15.479,154.027,15.48,55.312,0.021,55.312,0.022,3.91,0.118,28.591,-80.615,9.784,0.057,5.846e-9,-0.001,-3.481e-6,2.286e4,5147,21.343,0.091,270.2,219.5,3.258,0.466,3.173e7,0,130.169,0.604,0.604,0.407,0.134,0.063,0.015,0.049,-3.148e-4,0,0,0,0,-2.81e-5,0.02,15.6,190,87.605,0.029,2.307,-1.439,744.2,330.427,0.05,0.101
11.53,2536.819,153.205,-15.416,153.254,15.416,55.507,0.022,55.507,0.022,3.904,0.136,28.591,-80.615,9.784,0.057,7.394e-9,-4.775e-4,-6.495e-6,2.286e4,5147,21.343,0.091,270.2,219.5,3.26,0.464,3.156e7,0,128.73,0.604,0.604,0.407,0.134,0.063,0.013,0.042,-4.223e-5,0,0,0,0,-6.676e-6,0.02,15.6,190,87.605,0.027,2.353,-1.489,743.5,330.396,0.05,0.102
11.58,2544.46,152.435,-15.355,152.485,15.355,55.702,0.022,55.702,0.022,3.897,0.095,28.591,-80.615,9.784,0.115,7.651e-9,-7.116e-5,-1.055e-5,2.286e4,5147,21.343,0.091,270.1,219.5,3.254,0.462,3.138e7,0,127.301,0.604,0.604,0.407,0.134,0.063,0.017,0.056,-2.236e-4,0,0,0,0,-1.14e-7,0.02,15.6,190,87.605,0.025,2.28,-1.539,742.8,330.366,0.05,0.102
11.63,2552.062,151.669,-15.294,151.719,15.294,55.897,0.022,55.897,0.022,3.894,0.059,28.591,-80.615,9.784,0.115,6.966e-9,7.958e-4,-4.073e-6,2.286e4,5147,21.343,0.091,270.1,219.5,3.248,0.46,3.12e7,0,125.885,0.604,0.604,0.407,0.134,0.063,0.021,0.068,-1.479e-4,0,0,0,0,1.42e-5,0.019,15.6,190,87.605,0.023,2.18,-1.588,742.1,330.336,0.05,0.102
11.68,2559.627,150.906,-15.231,150.956,15.231,56.091,0.022,56.091,0.023,3.89,0.109,28.591,-80.615,9.784,0.057,6.314e-9,0.002,-6.642e-6,2.286e4,5147,21.343,0.091,270.2,219.5,3.255,0.457,3.102e7,0,124.488,0.604,0.604,0.407,0.134,0.063,0.015,0.05,-4.655e-4,0,0,0,0,5.43e-5,0.019,15.6,190,87.605,0.023,2.181,-1.638,741.4,330.307,0.05,0.103
11.73,2567.153,150.146,-15.168,150.196,15.169,56.286,0.022,56.286,0.023,3.883,0.173,28.591,-80.615,9.784,0.041,6.536e-9,0.002,-9.516e-6,2.286e4,5147,21.343,0.091,270.3,219.5,3.264,0.455,3.085e7,0,123.106,0.603,0.603,0.407,0.133,0.063,0.008,0.024,-1.851e-5,0,0,0,0,8.719e-5,0.019,15.6,190,87.663,0.024,2.183,-1.686,740.7,330.277,0.05,0.103
11.78,2574.641,149.389,-15.106,149.439,15.107,56.48,0.022,56.48,0.023,3.873,0.22,28.591,-80.615,9.784,0.009,6.049e-9,0.002,-4.108e-5,2.286e4,5147,21.343,0.091,270.4,219.5,3.27,0.453,3.068e7,0,121.737,0.603,0.603,0.407,0.133,0.063,0.002,0.005,-4.679e-4,0,0,0,0,1.051e-4,0.019,15.6,190,87.663,0.025,2.15,-1.735,740,330.247,0.05,0.103
11.83,2582.092,148.635,-15.043,148.686,15.046,56.673,0.023,56.673,0.023,3.86,0.31,28.591,-80.615,9.784,0.05,8.422e-9,-0.002,-1.273e-5,2.286e4,5147,21.343,0.091,270.3,219.5,3.262,0.45,3.05e7,0,120.39,0.603,0.603,0.408,0.133,0.062,0.009,0.03,-1.056e-4,0,0,0,0,-9.81e-5,0.019,15.6,190,87.72,0.028,2.188,-1.784,739.3,330.218,0.05,0.104
11.88,2589.505,147.885,-14.982,147.935,14.987,56.866,0.023,56.866,0.023,3.843,0.375,28.591,-80.615,9.784,0.115,7.95e-9,-0.001,-5.432e-6,2.286e4,5147,21.343,0.091,270.1,219.5,3.25,0.448,3.033e7,0,119.057,0.603,0.603,0.408,0.133,0.062,0.018,0.058,1.327e-5,0,0,0,0,-5.005e-5,0.019,15.6,190,87.777,0.031,2.21,-1.832,738.6,330.189,0.05,0.104
11.93,2596.88,147.137,-14.923,147.187,14.929,57.057,0.023,57.057,0.023,3.823,0.416,28.591,-80.615,9.784,0.115,6.546e-9,-7.958e-4,-3.21e-6,2.286e4,5147,21.343,0.091,270,219.5,3.242,0.446,3.016e7,0,117.737,0.603,0.603,0.408,0.133,0.062,0.023,0.075,-2.707e-4,0,0,0,0,-1.299e-5,0.019,15.6,190,87.777,0.034,2.222,-1.88,738,330.16,0.05,0.104
11.98,2604.219,146.393,-14.864,146.442,14.871,57.248,0.023,57.248,0.023,3.801,0.449,28.591,-80.615,9.784,0.172,7.448e-9,1.592e-4,-1.202e-6,2.286e4,5147,21.343,0.091,269.9,219.5,3.236,0.444,2.999e7,0,116.433,0.603,0.603,0.408,0.133,0.062,0.028,0.089,-4.055e-4,0,0,0,0,1.052e-6,0.019,15.6,190,87.777,0.036,2.262,-1.927,737.3,330.131,0.05,0.105
12.03,2611.52,145.651,-14.807,145.7,14.815,57.437,0.023,57.437,0.023,3.778,0.471,28.591,-80.615,9.784,0.172,7.283e-9,0.001,-7.13e-6,2.286e4,5147,21.343,0.091,269.8,219.5,3.232,0.442,2.982e7,0,115.144,0.602,0.602,0.408,0.133,0.062,0.031,0.099,4.559e-4,0,0,0,0,3.836e-5,0.019,15.6,190,87.777,0.037,2.329,-1.975,736.6,330.102,0.05,0.105
12.08,2618.784,144.912,-14.752,144.96,14.759,57.626,0.023,57.626,0.023,3.755,0.439,28.591,-80.615,9.784,0.172,0,0.002,-5.745e-6,2.286e4,5147,21.343,0.091,269.9,219.5,3.236,0.439,2.965e7,0,113.862,0.602,0.602,0.408,0.132,0.062,0.027,0.087,-3.281e-4,0,0,0,0,1.367e-4,0.019,15.6,190,87.72,0.037,2.356,-2.022,736,330.074,0.05,0.106
12.13,2626.011,144.175,-14.699,144.224,14.704,57.813,0.023,57.813,0.023,3.735,0.36,28.591,-80.615,9.784,0.115,8.052e-9,0.003,-6.794e-6,2.286e4,5147,21.343,0.091,270,219.5,3.248,0.437,2.948e7,0,112.588,0.602,0.602,0.408,0.132,0.062,0.017,0.057,7.393e-5,0,0,0,0,2.453e-4,0.018,15.6,190,87.663,0.036,2.339,-2.069,735.3,330.045,0.05,0.106
12.18,2633.201,143.442,-14.647,143.49,14.65,57.999,0.024,57.999,0.023,3.719,0.284,28.591,-80.615,9.784,0.042,6.478e-9,0.004,-1.713e-5,2.286e4,5147,21.343,0.091,270.2,219.5,3.26,0.435,2.932e7,0,111.331,0.602,0.602,0.408,0.132,0.062,0.008,0.025,3.633e-5,0,0,0,0,3.18e-4,0.018,15.6,190,87.605,0.035,2.346,-2.116,734.6,330.017,0.05,0.106
12.23,2640.355,142.711,-14.597,142.759,14.598,58.185,0.024,58.185,0.023,3.707,0.177,28.591,-80.615,9.784,0.031,5.632e-9,-0.004,-1.297e-5,2.286e4,5147,21.343,0.091,270.3,219.5,3.263,0.433,2.915e7,0,110.086,0.602,0.602,0.408,0.132,0.062,0.006,0.019,2.69e-4,0,0,0,0,-3.401e-4,0.018,15.6,190,87.548,0.032,2.306,-2.162,734,329.989,0.05,0.107
12.28,2647.472,141.982,-14.549,142.03,14.549,58.37,0.024,58.37,0.024,3.702,0.048,28.591,-80.615,9.784,0.115,0,-0.003,-1.45e-6,2.286e4,5147,21.343,0.091,269.9,219.5,3.24,0.431,2.898e7,0,108.855,0.601,0.601,0.408,0.132,0.061,0.023,0.073,1.946e-4,0,0,0,0,-2.554e-4,0.018,15.6,190,87.491,0.029,2.208,-2.209,733.3,329.961,0.05,0.107
12.33,2654.553,141.256,-14.498,141.304,14.498,58.555,0.024,58.555,0.024,3.701,0.009,28.591,-80.615,9.784,0.172,6.194e-9,-0.002,7.544e-7,2.286e4,5147,21.343,0.091,269.8,219.5,3.232,0.429,2.882e7,0,107.642,0.601,0.601,0.408,0.132,0.061,0.028,0.09,2.488e-5,0,0,0,0,-1.227e-4,0.018,15.6,190,87.433,0.027,2.226,-2.255,732.7,329.933,0.05,0.107
12.38,2661.598,140.532,-14.447,140.581,14.447,58.74,0.024,58.74,0.024,3.701,0.04,28.591,-80.615,9.784,0.172,8.868e-9,-0.001,-5.922e-6,2.286e4,5147,21.343,0.091,269.7,219.5,3.223,0.426,2.866e7,0,106.44,0.601,0.601,0.408,0.131,0.061,0.035,0.112,-1.015e-4,0,0,0,0,-4.178e-5,0.018,15.6,190,87.433,0.025,2.186,-2.3,732,329.905,0.05,0.108
12.43,2668.607,139.811,-14.398,139.86,14.399,58.925,0.024,58.925,0.024,3.705,0.106,28.591,-80.615,9.784,0.229,7.662e-9,8.389e-5,-3.923e-6,2.286e4,5147,21.343,0.091,269.5,219.5,3.212,0.424,2.849e7,0,105.246,0.601,0.601,0.408,0.131,0.061,0.043,0.139,-3.063e-4,0,0,0,0,1.884e-7,0.018,15.6,190,87.376,0.024,2.063,-2.346,731.4,329.877,0.05,0.108
12.48,2675.579,139.092,-14.347,139.142,14.347,59.111,0.025,59.111,0.024,3.711,0.112,28.591,-80.615,9.784,0.229,7.897e-9,0.002,-9.482e-7,2.286e4,5147,21.343,0.091,269.5,219.5,3.21,0.422,2.833e7,0,104.063,0.601,0.601,0.409,0.131,0.061,0.044,0.142,3.804e-4,0,0,0,0,6.444e-5,0.018,15.6,190,87.433,0.023,1.98,-2.391,730.8,329.85,0.05,0.108
12.53,2682.516,138.377,-14.29,138.426,14.29,59.296,0.025,59.296,0.024,3.715,0.008,28.591,-80.615,9.784,0.172,5.594e-9,0.003,-9.314e-6,2.286e4,5147,21.343,0.091,269.7,219.5,3.228,0.42,2.817e7,0,102.889,0.601,0.601,0.409,0.131,0.061,0.03,0.097,2.251e-5,0,0,0,0,2.181e-4,0.018,15.6,190,87.433,0.023,2.034,-2.436,730.1,329.822,0.05,0.109
12.58,2689.417,137.663,-14.233,137.713,14.234,59.482,0.025,59.482,0.024,3.711,0.13,28.591,-80.615,9.784,0.057,6.818e-9,0.004,-1.811e-5,2.286e4,5147,21.343,0.091,270.1,219.5,3.252,0.418,2.801e7,0,101.732,0.6,0.6,0.409,0.131,0.061,0.011,0.035,-2.037e-4,0,0,0,0,3.237e-4,0.018,15.6,190,87.491,0.023,2.122,-2.481,729.5,329.795,0.05,0.109
12.63,2696.282,136.953,-14.18,137.003,14.182,59.667,0.025,59.667,0.024,3.702,0.2,28.591,-80.615,9.784,0.002,7.014e-9,0.004,-4.775e-4,2.286e4,5147,21.343,0.091,270.1,219.5,3.254,0.416,2.785e7,0,100.585,0.6,0.6,0.409,0.131,0.061,4.287e-4,8.708e-4,-3.632e-4,0,0,0,0,3.423e-4,0.018,15.6,190,87.605,0.024,2.083,-2.526,728.9,329.768,0.05,0.109
12.68,2703.112,136.245,-14.127,136.295,14.13,59.852,0.025,59.852,0.024,3.691,0.287,28.591,-80.615,9.784,0.057,7.49e-9,-0.004,-1.52e-5,2.286e4,5147,21.343,0.091,270.1,219.5,3.25,0.414,2.769e7,0,99.455,0.6,0.6,0.409,0.131,0.061,0.012,0.041,3.753e-4,0,0,0,0,-3.331e-4,0.017,15.6,190,87.663,0.026,2.079,-2.57,728.2,329.741,0.05,0.11
12.73,2709.907,135.54,-14.074,135.59,14.08,60.036,0.025,60.036,0.024,3.674,0.386,28.591,-80.615,9.784,0.172,8.026e-9,-0.003,-1.126e-5,2.286e4,5147,21.343,0.091,269.8,219.5,3.23,0.411,2.753e7,0,98.343,0.6,0.6,0.409,0.13,0.061,0.027,0.089,4.819e-4,0,0,0,0,-2.193e-4,0.017,15.6,190,87.72,0.028,2.123,-2.614,727.6,329.715,0.05,0.11
12.78,2716.666,134.838,-14.026,134.887,14.031,60.22,0.026,60.22,0.024,3.653,0.392,28.591,-80.615,9.784,0.172,6.619e-9,-0.002,-4.791e-6,2.286e4,5147,21.343,0.091,269.7,219.5,3.227,0.409,2.737e7,0,97.23,0.6,0.6,0.409,0.13,0.06,0.029,0.094,-2.235e-4,0,0,0,0,-9.521e-5,0.017,15.6,190,87.72,0.031,2.038,-2.658,727,329.688,0.05,0.111
12.83,2723.391,134.138,-13.977,134.187,13.983,60.402,0.026,60.402,0.024,3.634,0.402,28.591,-80.615,9.784,0.172,7.251e-9,-9.549e-4,-5.745e-6,2.286e4,5147,21.343,0.091,269.7,219.5,3.224,0.407,2.721e7,0,96.131,0.6,0.6,0.409,0.13,0.06,0.031,0.101,-2.797e-4,0,0,0,0,-3.008e-5,0.017,15.6,190,87.777,0.035,1.995,-2.702,726.4,329.661,0.05,0.111
12.88,2730.08,133.44,-13.927,133.489,13.936,60.583,0.026,60.583,0.024,3.613,0.488,28.591,-80.615,9.784,0.229,7.533e-9,7.172e-5,-7.511e-6,2.286e4,5147,21.343,0.091,269.4,219.5,3.206,0.405,2.706e7,0,95.061,0.599,0.6,0.409,0.13,0.06,0.045,0.143,1.53e-4,0,0,0,0,1.511e-7,0.017,15.6,190,87.777,0.038,2.133,-2.746,725.8,329.635,0.05,0.111
12.93,2736.735,132.745,-13.88,132.794,13.888,60.763,0.026,60.763,0.025,3.587,0.489,28.591,-80.615,9.784,0.229,8.298e-9,0.002,-6.667e-6,2.286e4,5147,21.343,0.091,269.4,219.5,3.205,0.403,2.69e7,0,93.988,0.599,0.599,0.409,0.13,0.06,0.045,0.145,-4.131e-4,0,0,0,0,7.183e-5,0.017,15.6,190,87.777,0.04,2.173,-2.789,725.2,329.609,0.05,0.112
12.98,2743.355,132.052,-13.837,132.1,13.842,60.942,0.026,60.942,0.025,3.565,0.354,28.591,-80.615,9.784,0.115,6.33e-9,0.003,-9.79e-6,2.286e4,5147,21.343,0.091,269.8,219.5,3.229,0.401,2.674e7,0,92.902,0.599,0.599,0.409,0.13,0.06,0.026,0.084,4.229e-4,0,0,0,0,2.071e-4,0.017,15.6,190,87.72,0.042,2.01,-2.832,724.6,329.583,0.05,0.112
13.03,2749.94,131.361,-13.794,131.409,13.797,61.12,0.026,61.12,0.025,3.55,0.284,28.591,-80.615,9.784,0.057,5.816e-9,0.003,-1.806e-5,2.286e4,5147,21.343,0.091,270,219.5,3.242,0.399,2.659e7,0,91.843,0.599,0.599,0.409,0.13,0.06,0.015,0.05,-2.993e-4,0,0,0,0,2.829e-4,0.017,15.6,190,87.663,0.043,1.985,-2.875,724,329.557,0.05,0.113
13.08,2756.491,130.673,-13.75,130.721,13.752,61.297,0.026,61.297,0.025,3.537,0.235,28.591,-80.615,9.784,0.043,8.303e-9,0.004,-2.554e-5,2.286e4,5147,21.343,0.091,270.1,219.5,3.251,0.397,2.644e7,0,90.8,0.599,0.599,0.409,0.13,0.06,0.008,0.025,2.469e-4,0,0,0,0,3.744e-4,0.017,15.6,190,87.605,0.042,2.015,-2.917,723.4,329.531,0.05,0.113
13.13,2763.007,129.986,-13.706,130.034,13.708,61.473,0.027,61.473,0.025,3.527,0.198,28.591,-80.615,9.784,0.011,6.565e-9,0.004,-9.58e-5,2.286e4,5147,21.343,0.091,270.2,219.5,3.257,0.395,2.628e7,0,89.77,0.599,0.599,0.409,0.129,0.06,0.002,0.006,3.339e-4,0,0,0,0,3.937e-4,0.017,15.6,190,87.548,0.041,2.066,-2.96,722.8,329.505,0.05,0.113
13.18,2769.49,129.302,-13.664,129.35,13.665,61.65,0.027,61.65,0.025,3.518,0.149,28.591,-80.615,9.784,0.032,1.035e-8,-0.004,-3.325e-5,2.286e4,5147,21.343,0.091,270.2,219.5,3.255,0.393,2.613e7,0,88.749,0.599,0.599,0.41,0.129,0.06,0.006,0.019,2.135e-4,0,0,0,0,-3.988e-4,0.017,15.6,190,87.491,0.038,2.096,-3.002,722.2,329.48,0.05,0.114
13.23,2775.938,128.62,-13.623,128.668,13.623,61.825,0.027,61.825,0.025,3.512,0.085,28.591,-80.615,9.784,0.115,9.406e-9,-0.003,-1.055e-5,2.286e4,5147,21.343,0.091,269.9,219.5,3.24,0.391,2.598e7,0,87.738,0.598,0.598,0.41,0.129,0.06,0.016,0.054,1.378e-4,0,0,0,0,-3.324e-4,0.016,15.6,190,87.433,0.036,2.083,-3.044,721.6,329.454,0.05,0.114
