# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (r/s),Pitch rate (r/s),Yaw rate (r/s),Mass (g),Motor mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (cm),CG location (cm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (cm),Reference area (cm²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
0.13,0.501,8.972,82.82,8.972,82.82,0,0,0,0,0,0,28.591,-80.615,9.792,12.319,0,0,0,2.753e4,9811,25.529,0.097,NaN,236.5,NaN,0.027,2.318e6,2550.056,0.743,0.609,0.757,0.44,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,15.6,190,90.012,0,1.955,14.997,1013,340.387,0.01,0.006
0.14,0.595,9.803,83.121,9.803,83.121,0,0,0,0,0,0,28.591,-80.615,9.792,11.287,0,0,0,2.752e4,9800,25.521,0.097,NaN,236.5,NaN,0.029,2.523e6,2557.424,0.855,0.602,0.735,0.434,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,15.6,190,90.012,0,1.953,14.996,1013,340.387,0.01,0.006
0.15,0.697,10.637,83.422,10.637,83.422,0,0,0,0,0,0,28.591,-80.615,9.792,10.371,0,0,0,2.751e4,9789,25.512,0.097,NaN,236.4,NaN,0.032,2.729e6,2564.792,0.973,0.596,0.715,0.427,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,15.6,190,90.012,0,1.95,14.995,1013,340.386,0.01,0.006
0.16,0.808,11.474,83.723,11.474,83.723,0,0,0,0,0,0,28.591,-80.615,9.792,9.626,0,0,0,2.749e4,9778,25.504,0.097,NaN,236.4,NaN,0.034,2.937e6,2572.16,1.098,0.59,0.696,0.422,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,15.6,190,90.012,0,1.943,14.995,1013,340.386,0.01,0.007
0.17,0.927,12.314,84.024,12.314,84.024,0,0,0,0,0,0,28.591,-80.615,9.792,8.938,0,0,0,2.748e4,9767,25.495,0.097,NaN,236.4,NaN,0.037,3.146e6,2579.529,1.23,0.585,0.68,0.417,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.937,14.994,1013,340.385,0.01,0.007
0.18,1.054,13.157,84.325,13.157,84.325,0,0,0,0,0,0,28.591,-80.615,9.792,8.365,0,0,0,2.747e4,9756,25.487,0.097,NaN,236.3,NaN,0.039,3.356e6,2586.897,1.379,0.584,0.67,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.93,14.993,1013,340.385,0.01,0.007
0.19,1.19,14.003,84.625,14.003,84.625,0,0,0,0,0,0,28.591,-80.615,9.792,7.792,0,0,0,2.746e4,9744,25.479,0.097,NaN,236.3,NaN,0.042,3.567e6,2594.265,1.539,0.584,0.662,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.923,14.992,1013,340.384,0.01,0.008
0.2,1.334,14.852,84.926,14.852,84.926,0,0,0,0,0,0,28.591,-80.615,9.792,7.334,0,0,0,2.745e4,9733,25.47,0.097,NaN,236.3,NaN,0.044,3.78e6,2601.633,1.709,0.585,0.655,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.916,14.991,1013,340.384,0.01,0.008
0.21,1.487,15.704,85.226,15.704,85.226,0,0,0,0,0,0,28.591,-80.615,9.792,6.99,0,0,0,2.744e4,9722,25.462,0.097,NaN,236.2,NaN,0.046,3.993e6,2609.002,1.891,0.585,0.649,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.921,14.99,1013,340.383,0.01,0.009
0.22,1.648,16.559,85.526,16.559,85.526,0,0,0,0,0,0,28.591,-80.615,9.792,6.646,0,0,0,2.743e4,9711,25.453,0.097,NaN,236.2,NaN,0.049,4.207e6,2616.37,2.083,0.585,0.644,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.925,14.989,1013,340.382,0.01,0.009
0.23,1.818,17.417,85.826,17.417,85.826,0,0,0,0,0,0,28.591,-80.615,9.792,6.303,0,0,0,2.742e4,9700,25.445,0.097,NaN,236.2,NaN,0.051,4.423e6,2623.738,2.285,0.585,0.639,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.929,14.988,1013,340.382,0.01,0.009
0.24,1.997,18.278,86.126,18.278,86.126,0,0,0,0,0,0,28.591,-80.615,9.792,6.016,0,0,0,2.741e4,9689,25.436,0.097,NaN,236.1,NaN,0.054,4.639e6,2631.107,2.498,0.585,0.635,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.933,14.987,1013,340.381,0.01,0.01
0.25,2.184,19.143,86.425,19.143,86.425,0,0,0,0,0,0,28.591,-80.615,9.792,5.787,0,0,0,2.739e4,9678,25.428,0.097,NaN,236.1,NaN,0.057,4.856e6,2638.475,2.722,0.585,0.632,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,15.6,190,90.012,0,1.938,14.986,1013,340.38,0.01,0.01
0.26,2.38,20.01,86.725,20.01,86.725,0,0,0,0,0,0,28.591,-80.615,9.792,5.5,0,0,0,2.738e4,9667,25.419,0.097,NaN,236.1,NaN,0.059,5.073e6,2645.843,2.954,0.585,0.628,0.416,0.117,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.93,14.985,1013,340.38,0.01,0.01
0.27,2.584,20.88,87.024,20.88,87.024,0,0,0,0,0,0,28.591,-80.615,9.792,5.271,0,0,0,2.737e4,9656,25.411,0.097,NaN,236,NaN,0.062,5.292e6,2653.211,3.197,0.585,0.625,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.922,14.983,1013,340.379,0.01,0.011
0.28,2.797,21.753,87.324,21.753,87.324,0,0,0,0,0,0,28.591,-80.615,9.792,5.042,0,0,0,2.736e4,9645,25.402,0.097,NaN,236,NaN,0.064,5.511e6,2660.58,3.451,0.585,0.622,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.915,14.982,1013,340.378,0.01,0.011
0.29,3.019,22.629,87.623,22.629,87.623,0,0,0,0,0,0,28.591,-80.615,9.792,4.813,0,0,0,2.735e4,9634,25.394,0.097,NaN,236,NaN,0.067,5.731e6,2667.948,3.716,0.585,0.619,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.907,14.98,1013,340.377,0.01,0.011
0.3,3.25,23.508,87.922,23.508,87.922,0,0,0,0,0,0,28.591,-80.615,9.792,4.641,0,0,0,2.734e4,9622,25.385,0.097,NaN,235.9,NaN,0.069,5.952e6,2675.316,3.992,0.585,0.617,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.9,14.979,1013,340.376,0.01,0.012
0.31,3.489,24.39,88.22,24.39,88.22,0,0,0,0,0,0,28.591,-80.615,9.792,4.469,0,0,0,2.733e4,9611,25.377,0.097,NaN,235.9,NaN,0.072,6.173e6,2682.684,4.281,0.585,0.615,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.899,14.977,1013,340.375,0.01,0.012
0.32,3.738,25.275,88.519,25.275,88.519,0,0,0,0,0,0,28.591,-80.615,9.792,4.297,0,0,0,2.732e4,9600,25.368,0.096,NaN,235.9,NaN,0.074,6.396e6,2690.053,4.582,0.585,0.613,0.416,0.118,0.051,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.899,14.976,1013,340.374,0.01,0.013
0.33,3.995,26.163,88.817,26.163,88.817,0,0,0,0,0,0,28.591,-80.615,9.792,4.125,0,0,0,2.731e4,9589,25.36,0.096,NaN,235.8,NaN,0.077,6.619e6,2697.421,4.895,0.585,0.611,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.898,14.974,1013,340.373,0.01,0.013
0.34,4.261,27.054,89.115,27.054,89.115,0,0,0,0,0,0,28.591,-80.615,9.792,4.011,0,0,0,2.729e4,9578,25.351,0.096,NaN,235.8,NaN,0.08,6.843e6,2704.789,5.219,0.585,0.61,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.003,15.6,190,90.012,0,1.898,14.972,1013,340.372,0.01,0.014
0.35,4.536,27.948,89.413,27.948,89.413,0,0,0,0,0,0,28.591,-80.615,9.792,3.896,0,0,0,2.728e4,9567,25.343,0.096,NaN,235.8,NaN,0.082,7.068e6,2712.158,5.555,0.585,0.608,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.898,14.971,1013,340.371,0.01,0.014
0.36,4.82,28.845,89.711,28.845,89.711,0,0,0,0,0,0,28.591,-80.615,9.792,3.724,0,0,0,2.727e4,9556,25.334,0.096,NaN,235.7,NaN,0.085,7.294e6,2719.526,5.902,0.585,0.607,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.891,14.969,1013,340.37,0.01,0.014
0.37,5.113,29.745,90.031,29.745,90.031,0,0,0,0,0,0,28.591,-80.615,9.792,3.61,0,0,0,2.726e4,9544,25.325,0.096,NaN,235.7,NaN,0.088,7.52e6,2727.42,6.261,0.585,0.606,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.885,14.967,1013,340.369,0.01,0.015
0.38,5.415,30.649,90.369,30.649,90.369,0,0,0,0,0,0,28.591,-80.615,9.792,3.495,0,0,0,2.725e4,9532,25.316,0.096,NaN,235.6,NaN,0.09,7.748e6,2735.841,6.632,0.585,0.604,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.879,14.965,1013,340.368,0.01,0.015
0.39,5.726,31.556,90.708,31.556,90.708,0,0,0,0,0,0,28.591,-80.615,9.792,3.38,0,0,0,2.724e4,9521,25.307,0.096,NaN,235.6,NaN,0.093,7.976e6,2744.261,7.016,0.585,0.603,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.873,14.963,1013,340.366,0.01,0.015
0.4,6.046,32.466,91.046,32.466,91.046,0,0,0,0,0,0,28.591,-80.615,9.792,3.266,0,0,0,2.723e4,9509,25.298,0.096,NaN,235.6,NaN,0.096,8.205e6,2752.681,7.413,0.585,0.602,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.867,14.961,1013,340.365,0.01,0.016
0.41,6.375,33.38,91.384,33.38,91.384,0,0,0,0,0,0,28.591,-80.615,9.792,3.209,0,0,0,2.721e4,9497,25.289,0.096,NaN,235.5,NaN,0.098,8.435e6,2761.102,7.822,0.585,0.601,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.861,14.959,1013,340.364,0.01,0.016
0.42,6.713,34.297,91.722,34.297,91.722,0,0,0,0,0,0,28.591,-80.615,9.792,3.094,0,0,0,2.72e4,9485,25.28,0.096,NaN,235.5,NaN,0.101,8.665e6,2769.522,8.245,0.585,0.601,0.416,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.004,15.6,190,90.012,0,1.854,14.956,1012,340.362,0.01,0.017
0.43,7.061,35.217,92.059,35.217,92.059,0,0,0,0,0,0,28.591,-80.615,9.792,2.979,0,0,0,2.719e4,9473,25.271,0.096,NaN,235.5,NaN,0.104,8.897e6,2777.942,8.68,0.585,0.6,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.848,14.954,1012,340.361,0.01,0.017
0.44,7.418,36.141,92.397,36.141,92.397,0,0,0,0,0,0,28.591,-80.615,9.792,2.922,0,0,0,2.718e4,9462,25.262,0.096,NaN,235.4,NaN,0.106,9.129e6,2786.363,9.129,0.585,0.599,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.841,14.952,1012,340.36,0.01,0.017
0.45,7.784,37.068,92.734,37.068,92.734,0,0,0,0,0,0,28.591,-80.615,9.792,2.807,0,0,0,2.717e4,9450,25.253,0.096,NaN,235.4,NaN,0.109,9.363e6,2794.783,9.591,0.585,0.598,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.835,14.949,1012,340.358,0.01,0.018
0.46,8.159,37.999,93.071,37.999,93.071,0,0,0,0,0,0,28.591,-80.615,9.792,2.807,0,0,0,2.715e4,9438,25.243,0.096,NaN,235.4,NaN,0.112,9.597e6,2803.203,10.072,0.585,0.598,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.851,14.947,1012,340.357,0.01,0.018
0.47,8.544,38.933,93.407,38.933,93.407,0,0,0,0,0,0,28.591,-80.615,9.792,2.75,0,0,0,2.714e4,9426,25.234,0.096,NaN,235.3,NaN,0.115,9.832e6,2811.624,10.566,0.586,0.598,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.867,14.944,1012,340.355,0.01,0.018
0.48,8.938,39.87,93.744,39.87,93.744,0,0,0,0,0,0,28.591,-80.615,9.792,2.693,0,0,0,2.713e4,9415,25.225,0.096,NaN,235.3,NaN,0.117,1.007e7,2820.044,11.075,0.586,0.598,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.883,14.942,1012,340.354,0.01,0.019
0.49,9.341,40.811,94.08,40.811,94.08,0,0,0,0,0,0,28.591,-80.615,9.792,2.693,0,0,0,2.712e4,9403,25.216,0.096,NaN,235.2,NaN,0.12,1.031e7,2828.464,11.597,0.586,0.597,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.899,14.939,1012,340.352,0.01,0.019
0.5,9.754,41.755,94.416,41.755,94.416,0,0,0,0,0,0,28.591,-80.615,9.792,2.636,0,0,0,2.711e4,9391,25.207,0.096,NaN,235.2,NaN,0.123,1.054e7,2836.885,12.134,0.586,0.597,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.916,14.937,1012,340.35,0.01,0.02
0.51,10.176,42.702,94.752,42.702,94.752,0,0,0,0,0,0,28.591,-80.615,9.792,2.578,0,0,0,2.71e4,9379,25.198,0.096,NaN,235.2,NaN,0.126,1.078e7,2845.305,12.683,0.586,0.597,0.415,0.118,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.005,15.6,190,90.012,0,1.927,14.934,1012,340.349,0.01,0.02
0.52,10.608,43.653,95.087,43.653,95.087,0,0,0,0,0,0,28.591,-80.615,9.792,2.521,0,0,0,2.708e4,9368,25.189,0.096,NaN,235.1,NaN,0.128,1.102e7,2853.726,13.247,0.586,0.596,0.415,0.119,0.052,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.006,15.6,190,90.012,0,1.938,14.931,1012,340.347,0.01,0.02
0.535,11.274,45.085,95.506,45.085,95.507,-4.962e-5,0,4.962e-5,-180.023,0.007,0.45,28.591,-80.615,9.792,2.464,0,3.183e-4,7.633e-8,2.707e4,9349,25.174,0.096,261.5,235.1,1.696,0.133,1.138e7,2864.02,14.118,0.586,0.596,0.415,0.119,0.052,0.509,0.864,4.759e-4,0,0,0,0,2.241e-5,0.006,15.6,190,90.012,-0.006,1.954,14.927,1012,340.344,0.015,0.021
0.558,12.312,47.246,96.079,47.246,96.081,-3.145e-4,0,3.145e-4,-180.023,0.017,0.463,28.591,-80.615,9.792,2.349,0,7.958e-4,9.471e-8,2.704e4,9321,25.153,0.096,261.8,235,1.722,0.139,1.192e7,2877.957,15.483,0.586,0.595,0.415,0.119,0.052,0.485,0.835,2.292e-4,0,0,0,0,1.364e-4,0.006,15.6,190,90.012,5.219e-4,1.974,14.92,1012,340.34,0.023,0.021
0.591,13.962,50.515,96.927,50.515,96.928,-0.001,0,0.001,-180.023,0.033,0.463,28.591,-80.615,9.792,2.177,0,0.002,4.56e-7,2.7e4,9280,25.12,0.096,262.3,234.9,1.764,0.149,1.275e7,2898.598,17.665,0.586,0.594,0.415,0.119,0.052,0.447,0.788,-4.787e-5,0,0,0,0,4.689e-4,0.006,15.6,190,89.954,-0.004,1.987,14.909,1012,340.334,0.034,0.021
0.641,16.61,55.419,98.184,55.419,98.185,-0.003,-1.914e-8,0.003,-180.023,0.054,0.379,28.591,-80.615,9.792,1.833,0,0.003,2.193e-7,2.693e4,9218,25.071,0.096,263.5,234.7,1.856,0.163,1.398e7,2929.33,21.172,0.587,0.592,0.415,0.119,0.053,0.36,0.667,-2.189e-4,0,0,0,0,0.001,0.007,15.6,190,89.954,-0.009,1.855,14.892,1011,340.323,0.05,0.022
0.691,19.506,60.399,99.653,60.399,99.653,-0.006,-9.515e-8,0.006,-180.023,0.071,0.282,28.591,-80.615,9.792,1.604,0,0.004,1.245e-6,2.687e4,9156,25.022,0.096,264.2,234.5,1.914,0.178,1.523e7,2966.025,25.103,0.587,0.592,0.415,0.12,0.053,0.314,0.598,-2.761e-4,0,0,0,0,0.002,0.008,15.6,190,89.897,-0.012,1.866,14.873,1011,340.312,0.05,0.022
0.741,22.652,65.453,101.113,65.453,101.113,-0.01,-3.165e-7,0.01,-180.023,0.08,0.103,28.591,-80.615,9.792,1.318,0,0.005,2.284e-7,2.681e4,9093,24.973,0.096,265.2,234.3,1.986,0.192,1.65e7,3002.667,29.425,0.588,0.591,0.414,0.12,0.053,0.256,0.506,-2.6e-4,0,0,0,0,0.003,0.008,15.6,190,89.782,-0.012,1.808,14.853,1011,340.3,0.05,0.023
0.791,26.053,70.571,102.421,70.571,102.421,-0.014,-7.982e-7,0.014,-180.023,0.081,0.09,28.591,-80.615,9.792,1.146,0,0.006,6.809e-7,2.674e4,9029,24.921,0.096,265.7,234.1,2.031,0.207,1.778e7,3035.225,34.193,0.588,0.591,0.414,0.121,0.054,0.227,0.457,2.375e-4,0,0,0,0,0.004,0.009,15.6,190,89.725,-0.011,1.896,14.831,1010,340.286,0.05,0.023
0.841,29.711,75.751,103.623,75.751,103.624,-0.018,-1.635e-6,0.018,-180.023,0.07,0.355,28.591,-80.615,9.792,1.031,0,0.008,1.862e-6,2.668e4,8964,24.869,0.096,266.2,233.9,2.081,0.223,1.908e7,3065.218,39.381,0.589,0.591,0.414,0.121,0.054,0.194,0.399,3.517e-4,0,0,0,0,0.006,0.01,15.6,190,89.553,-0.01,1.972,14.807,1010,340.272,0.05,0.023
0.891,33.629,80.99,104.814,80.99,104.817,-0.021,-2.913e-6,0.021,-179.966,0.042,0.779,28.591,-80.615,9.792,0.688,0,0.009,1.054e-6,2.661e4,8899,24.817,0.096,267.4,233.6,2.169,0.238,2.04e7,3095.211,44.97,0.59,0.59,0.414,0.122,0.054,0.13,0.275,-3.833e-4,0,0,0,0,0.006,0.01,15.6,190,89.439,-0.008,1.83,14.781,1009,340.256,0.05,0.024
0.941,37.811,86.288,105.991,86.288,105.998,-0.022,-4.729e-6,0.022,-179.966,0.009,1.234,28.591,-80.615,9.792,0.458,0,0.01,1.336e-6,2.655e4,8834,24.765,0.096,268.3,233.4,2.24,0.254,2.172e7,3125.204,51.043,0.59,0.591,0.413,0.122,0.055,0.083,0.179,-1.057e-4,0,0,0,0,0.007,0.011,15.6,190,89.267,-0.008,1.789,14.754,1009,340.24,0.05,0.024
0.991,42.259,91.64,107.06,91.64,107.074,-0.02,-7.166e-6,0.02,-179.966,0.083,1.713,28.591,-80.615,9.792,0.286,0,0.011,1.981e-6,2.648e4,8767,24.711,0.095,269,233.2,2.298,0.269,2.306e7,3152.477,57.6,0.591,0.591,0.413,0.123,0.055,0.049,0.106,-3.261e-4,0,0,0,0,0.007,0.012,15.6,190,89.038,-0.006,1.833,14.725,1008,340.222,0.05,0.024
