7.9830,1789.28,1722.28,217.54,0.48,8.86,1
8.0890,60.32,-6.68,-517.41,0.44,8.86,1
8.1890,60.40,-6.60,0.65,0.48,8.86,1
8.2890,60.46,-6.54,0.57,0.46,8.86,1
8.3890,60.51,-6.49,0.40,0.47,8.86,1
8.4900,60.61,-6.39,0.89,0.46,8.86,1
8.5910,60.63,-6.37,0.16,0.45,8.86,1
8.6920,60.69,-6.31,0.46,0.47,8.86,1
8.7920,60.73,-6.27,0.35,0.48,8.86,1
8.8930,60.72,-6.28,-0.03,0.48,8.86,1
8.9930,60.73,-6.27,0.04,0.46,8.86,1
9.0940,60.75,-6.25,0.17,0.48,8.86,1
9.1950,60.76,-6.24,0.13,0.47,8.86,1
9.2950,60.79,-6.21,0.22,0.47,8.86,1
9.3990,60.78,-6.22,-0.03,0.49,8.86,1
9.4990,60.73,-6.27,-0.48,0.45,8.86,1
9.5990,60.77,-6.23,0.34,0.48,8.86,1
9.6990,60.77,-6.23,0.00,0.46,8.86,1
9.7990,60.83,-6.17,0.50,0.46,8.86,1
9.8990,60.81,-6.19,-0.12,0.47,8.86,1
10.0000,60.79,-6.21,-0.21,0.45,8.86,1
10.1000,60.82,-6.18,0.30,0.46,8.86,1
10.2010,60.81,-6.19,-0.09,0.48,8.86,1
10.3020,60.80,-6.20,-0.14,0.48,8.86,1
10.4020,60.82,-6.18,0.19,0.48,8.86,1
10.5030,60.82,-6.18,0.04,0.48,8.86,1
10.6040,60.83,-6.17,0.10,0.47,8.86,1
10.7040,60.78,-6.22,-0.44,0.47,8.86,1
10.8080,60.74,-6.26,-0.35,0.46,8.86,1
10.9080,60.76,-6.24,0.19,0.50,8.86,1
11.0080,60.76,-6.24,-0.00,0.47,8.86,1
11.1080,60.74,-6.26,-0.20,0.44,8.86,1
11.2080,60.75,-6.25,0.08,0.47,8.86,1
11.3080,60.71,-6.29,-0.29,0.45,8.86,1
11.4090,60.70,-6.30,-0.10,0.48,8.86,1
11.5100,60.69,-6.31,-0.08,0.45,8.86,1
11.6100,60.71,-6.29,0.12,0.48,8.86,1
11.7110,60.67,-6.33,-0.35,0.48,8.86,1
11.8120,60.70,-6.30,0.27,0.47,8.86,1
11.9120,60.67,-6.33,-0.23,0.46,8.86,1
