# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s
25.4770,3447.07,2067.07,155.39,-15.32,25.68,3,127.74,124.84,154.83,2.15
25.5810,3463.06,2083.06,153.81,-15.20,25.83,3,124.85,122.01,153.23,2.16
25.6850,3478.90,2098.90,152.24,-15.08,25.98,3,122.01,119.24,151.64,2.17
25.7900,3494.72,2114.72,150.67,-14.96,26.13,3,119.24,116.51,150.07,2.17
25.8940,3510.23,2130.23,149.13,-14.84,26.28,3,116.51,113.87,148.51,2.16
25.9990,3525.72,2145.72,147.58,-14.72,26.42,3,113.87,111.25,146.99,2.14
26.1070,3541.49,2161.49,146.00,-14.61,26.57,3,111.26,108.63,145.48,2.11
26.2120,3556.66,2176.66,144.48,-14.50,26.71,3,108.63,106.13,143.94,2.06
26.3160,3571.53,2191.53,142.99,-14.39,26.85,3,106.13,103.71,142.48,2.00
26.4200,3586.25,2206.25,141.50,-14.28,26.99,3,103.72,101.35,141.05,1.94
26.5240,3600.81,2220.81,140.02,-14.18,27.11,3,101.35,99.03,139.63,1.87
26.6280,3615.22,2235.22,138.56,-14.08,27.24,3,99.03,96.76,138.24,1.79
26.7320,3629.48,2249.48,137.11,-13.98,27.36,3,96.76,94.53,136.85,1.71
26.8400,3644.13,2264.13,135.61,-13.89,27.47,3,94.54,92.27,135.49,1.62
26.9450,3658.21,2278.21,134.16,-13.79,27.58,3,92.27,90.12,134.08,1.53
27.0500,3672.15,2292.15,132.72,-13.69,27.68,3,90.12,88.01,132.71,1.45
27.1550,3685.93,2305.93,131.29,-13.60,27.77,3,88.01,85.94,131.35,1.37
27.2600,3699.57,2319.57,129.87,-13.51,27.86,3,85.94,83.92,130.00,1.29
27.3650,3713.06,2333.06,128.46,-13.43,27.95,3,83.92,81.93,128.65,1.23
27.4700,3726.40,2346.40,127.06,-13.34,28.03,3,81.94,79.99,127.30,1.17
27.5780,3739.97,2359.97,125.63,-13.26,28.11,3,79.99,78.03,125.94,1.12
27.6830,3753.02,2373.02,124.25,-13.17,28.19,3,78.03,76.17,124.55,1.08
27.7880,3765.92,2385.92,122.87,-13.09,28.26,3,76.17,74.35,123.19,1.06
27.8930,3778.67,2398.67,121.51,-13.01,28.33,3,74.35,72.56,121.83,1.05
27.9980,3791.29,2411.29,120.15,-12.93,28.40,3,72.56,70.81,120.47,1.04
28.1030,3803.76,2423.76,118.80,-12.86,28.48,3,70.81,69.09,119.10,1.05
28.2080,3816.10,2436.10,117.46,-12.78,28.55,3,69.09,67.41,117.73,1.07
28.3130,3828.29,2448.29,116.12,-12.71,28.62,3,67.41,65.77,116.37,1.09
28.4210,3840.68,2460.68,114.76,-12.64,28.70,3,65.77,64.11,115.00,1.12
28.5260,3852.59,2472.59,113.44,-12.57,28.78,3,64.11,62.54,113.60,1.16
28.6310,3864.37,2484.37,112.13,-12.50,28.86,3,62.54,60.99,112.25,1.19
28.7360,3876.00,2496.00,110.82,-12.43,28.95,3,60.99,59.48,110.89,1.23
28.8410,3887.50,2507.50,109.52,-12.37,29.03,3,59.48,58.00,109.55,1.27
28.9460,3898.87,2518.87,108.23,-12.30,29.12,3,58.00,56.55,108.22,1.30
29.0510,3910.10,2530.10,106.94,-12.24,29.21,3,56.55,55.13,106.90,1.33
29.1590,3921.51,2541.51,105.63,-12.18,29.31,3,55.13,53.70,105.59,1.35
29.2640,3932.46,2552.46,104.36,-12.12,29.40,3,53.70,52.33,104.26,1.37
29.3690,3943.29,2563.29,103.09,-12.06,29.50,3,52.33,51.00,102.98,1.38
29.4740,3953.98,2573.98,101.83,-12.00,29.59,3,51.00,49.69,101.72,1.37
29.5790,3964.54,2584.54,100.58,-11.94,29.69,3,49.69,48.40,100.47,1.36
29.6840,3974.97,2594.97,99.33,-11.89,29.78,3,48.40,47.14,99.24,1.34
29.7890,3985.27,2605.27,98.09,-11.83,29.87,3,47.14,45.91,98.02,1.31
29.8970,3995.72,2615.72,96.81,-11.78,29.96,3,45.91,44.66,96.82,1.26
30.0020,4005.76,2625.76,95.58,-11.73,30.04,3,44.66,43.48,95.60,1.21
30.1070,4015.67,2635.67,94.36,-11.67,30.12,3,43.48,42.31,94.43,1.15
30.2120,4025.45,2645.45,93.14,-11.62,30.20,3,42.31,41.17,93.27,1.09
30.3170,4035.10,2655.10,91.92,-11.57,30.27,3,41.17,40.05,92.12,1.01
30.4220,4044.62,2664.62,90.71,-11.53,30.34,3,40.05,38.95,90.98,0.94
30.5270,4054.02,2674.02,89.50,-11.48,30.40,3,38.95,37.87,89.85,0.86
30.6320,4063.29,2683.29,88.30,-11.43,30.45,3,37.87,36.81,88.72,0.78
30.7400,4072.70,2692.70,87.07,-11.39,30.50,3,36.81,35.75,87.60,0.70
30.8450,4081.71,2701.71,85.88,-11.34,30.55,3,35.75,34.73,86.45,0.63
30.9500,4090.61,2710.61,84.70,-11.30,30.59,3,34.73,33.73,85.33,0.56
31.0550,4099.38,2719.38,83.52,-11.25,30.62,3,33.73,32.75,84.20,0.49
31.1600,4108.02,2728.02,82.34,-11.21,30.65,3,32.75,31.80,83.08,0.44
31.2650,4116.54,2736.54,81.17,-11.17,30.68,3,31.80,30.86,81.95,0.39
31.3700,4124.94,2744.94,80.00,-11.13,30.70,3,30.86,29.93,80.81,0.36
31.4780,4133.46,2753.46,78.80,-11.09,30.73,3,29.94,29.01,79.67,0.33
31.5820,4141.53,2761.53,77.65,-11.05,30.75,3,29.01,28.13,78.49,0.32
31.6870,4149.56,2769.56,76.50,-11.01,30.77,3,28.13,27.27,77.34,0.31
31.7910,4157.40,2777.40,75.35,-10.97,30.79,3,27.27,26.43,76.17,0.32
31.8950,4165.12,2785.12,74.22,-10.94,30.82,3,26.43,25.60,75.01,0.34
32.0000,4172.79,2792.79,73.07,-10.90,30.84,3,25.61,24.79,73.84,0.37
32.1050,4180.34,2800.34,71.93,-10.87,30.87,3,24.79,24.00,72.66,0.41
32.2130,4187.99,2807.99,70.76,-10.83,30.90,3,24.00,23.20,71.47,0.46
32.3170,4195.23,2815.23,69.64,-10.80,30.94,3,23.20,22.44,70.24,0.52
32.4210,4202.35,2822.35,68.52,-10.76,30.97,3,22.44,21.71,69.06,0.58
32.5250,4209.36,2829.36,67.40,-10.73,31.02,3,21.71,20.98,67.87,0.65
32.6290,4216.26,2836.26,66.29,-10.70,31.07,3,20.98,20.28,66.69,0.71
32.7340,4223.10,2843.10,65.17,-10.67,31.12,3,20.28,19.58,65.51,0.78
32.8380,4229.76,2849.76,64.06,-10.64,31.18,3,19.58,18.91,64.32,0.85
32.9420,4236.31,2856.31,62.96,-10.61,31.24,3,18.91,18.25,63.15,0.91
33.0500,4242.99,2862.99,61.82,-10.58,31.30,3,18.25,17.58,61.99,0.97
33.1550,4249.36,2869.36,60.71,-10.55,31.37,3,17.58,16.94,60.80,1.02
33.2600,4255.62,2875.62,59.60,-10.53,31.45,3,16.94,16.32,59.65,1.06
33.3650,4261.76,2881.76,58.50,-10.50,31.52,3,16.32,15.71,58.51,1.09
33.4690,4267.74,2887.74,57.41,-10.47,31.60,3,15.71,15.12,57.39,1.11
33.5730,4273.59,2893.59,56.33,-10.45,31.67,3,15.12,14.54,56.30,1.12
33.6780,4279.39,2899.39,55.23,-10.42,31.75,3,14.54,13.98,55.22,1.11
33.7860,4285.24,2905.24,54.11,-10.40,31.82,3,13.98,13.40,54.14,1.09
33.8900,4290.75,2910.75,53.03,-10.37,31.90,3,13.41,12.87,53.05,1.06
33.9950,4296.21,2916.21,51.94,-10.35,31.97,3,12.87,12.34,52.02,1.01
34.0990,4301.50,2921.50,50.87,-10.33,32.03,3,12.34,11.83,51.00,0.95
34.2040,4306.72,2926.72,49.79,-10.30,32.10,3,11.83,11.32,50.00,0.88
34.3090,4311.84,2931.84,48.71,-10.28,32.15,3,11.32,10.83,49.00,0.79
34.4140,4316.84,2936.84,47.63,-10.26,32.20,3,10.83,10.35,48.01,0.70
34.5190,4321.73,2941.73,46.56,-10.24,32.24,3,10.35,9.88,47.03,0.60
34.6270,4326.64,2946.64,45.45,-10.22,32.28,3,9.88,9.42,46.07,0.49
34.7310,4331.25,2951.25,44.39,-10.20,32.31,3,9.42,8.98,45.08,0.38
34.8350,4335.76,2955.76,43.33,-10.18,32.33,3,8.98,8.55,44.13,0.26
34.9390,4340.16,2960.16,42.28,-10.16,32.34,3,8.55,8.13,43.18,0.15
35.0430,4344.44,2964.44,41.22,-10.14,32.35,3,8.13,7.72,42.23,0.05
35.1470,4348.62,2968.62,40.17,-10.13,32.34,3,7.72,7.33,41.27,-0.05
35.2510,4352.69,2972.69,39.12,-10.11,32.34,3,7.33,6.95,40.31,-0.14
35.3590,4356.80,2976.80,38.03,-10.09,32.33,3,6.95,6.56,39.34,-0.22
35.4630,4360.64,2980.64,36.98,-10.08,32.31,3,6.56,6.20,38.32,-0.30
35.5670,4364.38,2984.38,35.93,-10.06,32.30,3,6.20,5.85,37.33,-0.35
35.6710,4368.01,2988.01,34.89,-10.04,32.29,3,5.85,5.51,36.32,-0.38
35.7750,4371.53,2991.53,33.85,-10.03,32.27,3,5.51,5.18,35.29,-0.40
35.8790,4374.94,2994.94,32.80,-10.02,32.26,3,5.18,4.86,34.24,-0.40
35.9840,4378.27,2998.27,31.75,-10.00,32.24,3,4.87,4.56,33.18,-0.37
36.0880,4381.47,3001.47,30.72,-9.99,32.23,3,4.56,4.26,32.08,-0.33
36.1960,4384.67,3004.67,29.64,-9.98,32.22,3,4.26,3.96,30.98,-0.26
36.3000,4387.65,3007.65,28.60,-9.96,32.22,3,3.96,3.69,29.81,-0.17
36.4040,4390.51,3010.51,27.57,-9.95,32.22,3,3.69,3.43,28.67,-0.06
36.5080,4393.27,3013.27,26.53,-9.94,32.22,3,3.43,3.17,27.51,0.06
36.6120,4395.92,3015.92,25.50,-9.93,32.23,3,3.17,2.93,26.33,0.20
36.7160,4398.47,3018.47,24.47,-9.92,32.26,3,2.93,2.70,25.15,0.35
36.8200,4400.91,3020.91,23.44,-9.91,32.29,3,2.70,2.47,23.95,0.52
36.9240,4403.24,3023.24,22.41,-9.90,32.33,3,2.47,2.26,22.75,0.69
37.0320,4405.54,3025.54,21.34,-9.89,32.39,3,2.26,2.05,21.54,0.86
37.1360,4407.65,3027.65,20.31,-9.88,32.46,3,2.05,1.86,20.30,1.04
37.2400,4409.66,3029.66,19.29,-9.87,32.54,3,1.86,1.67,19.10,1.21
37.3440,4411.56,3031.56,18.26,-9.86,32.63,3,1.67,1.50,17.92,1.37
37.4480,4413.35,3033.35,17.24,-9.86,32.73,3,1.50,1.34,16.75,1.51
37.5520,4415.04,3035.04,16.21,-9.85,32.84,3,1.34,1.18,15.61,1.63
37.6560,4416.62,3036.62,15.19,-9.84,32.96,3,1.18,1.04,14.49,1.72
37.7630,4418.13,3038.13,14.14,-9.84,33.08,3,1.04,0.90,13.41,1.78
37.8670,4419.49,3039.49,13.11,-9.83,33.20,3,0.90,0.77,12.34,1.79
37.9710,4420.75,3040.75,12.09,-9.82,33.33,3,0.77,0.66,11.35,1.77
38.0750,4421.90,3041.90,11.07,-9.82,33.44,3,0.66,0.55,10.40,1.69
38.1790,4422.95,3042.95,10.05,-9.82,33.55,3,0.55,0.46,9.52,1.55
38.2830,4423.89,3043.89,9.03,-9.81,33.65,3,0.46,0.37,8.70,1.35
38.3870,4424.72,3044.72,8.01,-9.81,33.73,3,0.37,0.29,7.94,1.09
38.4900,4425.45,3045.45,6.99,-9.80,33.78,3,0.29,0.26,7.26,0.75
38.5950,4426.08,3046.08,5.95,-9.80,33.81,3,0.26,0.19,6.65,0.34
38.6970,4426.58,3046.58,4.95,-9.80,33.81,3,0.19,0.13,6.12,-0.17
38.7990,4426.98,3046.98,3.95,-9.80,33.77,3,0.13,0.08,5.69,-0.73
38.9000,4427.28,3047.28,2.96,-9.79,33.71,3,0.08,0.05,5.34,-1.39
39.0010,4427.48,3047.48,1.97,-9.79,33.63,3,0.05,0.02,5.08,-2.11
39.1020,4427.58,3047.58,0.98,-9.79,33.51,3,0.02,0.01,4.90,-2.93
39.2040,4427.58,3047.58,-0.01,-9.79,33.36,3,0.01,0.00,4.81,-3.83
39.3060,4427.48,3047.48,-1.01,-9.79,33.17,3,-0.00,0.01,4.82,-4.83
39.4110,4427.26,3047.26,-2.04,-9.79,32.94,3,-0.01,0.02,4.91,-5.92
39.5130,4426.95,3046.95,-3.04,-9.79,32.65,3,-0.02,0.05,5.09,-7.14
