# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s
12.0480,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.0830,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.1240,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.1590,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.1940,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.2290,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.2640,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.2990,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.3340,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.3690,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.4100,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.4450,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.4800,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.5150,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.5500,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.5860,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.6210,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.6560,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.6910,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.7300,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.7650,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.8000,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.8350,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.8700,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.9050,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.9400,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
12.9750,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.0160,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.0510,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.0860,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.1210,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.1560,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.1910,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.2260,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.2610,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.3020,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.3370,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.3720,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.4070,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.4420,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.4770,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.5120,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.5470,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.5880,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.6230,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.6580,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.6940,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.7290,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.7640,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.7990,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.8340,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.8730,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.9080,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.9430,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
13.9780,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.0130,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.0480,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.0830,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.1180,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.1580,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.1930,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.2280,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.2630,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.2980,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.3330,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.3680,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.4030,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.4440,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.4790,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.5140,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.5490,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.5840,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.6190,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.6540,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.6890,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.7300,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.7650,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.8010,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.8360,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.8710,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.9060,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.9410,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
14.9760,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
15.0120,1380.00,0.00,0.00,0.00,8.86,1,-226.41,-0.00,0.00,0.00
15.0570,1380.09,0.09,2.42,61.97,8.86,1,-1658.04,0.03,0.00,0.00
15.1410,1380.70,0.70,7.63,65.21,8.86,2,-2097.53,0.33,0.00,0.00
15.1860,1381.20,1.20,10.69,66.37,8.86,2,-2126.47,0.65,0.00,0.00
15.2330,1381.83,1.83,13.79,67.53,8.86,2,-2155.17,1.08,0.00,0.00
15.2800,1382.63,2.63,17.02,68.70,8.86,2,-2184.06,1.65,0.00,0.00
15.3260,1383.56,3.56,20.24,69.85,8.86,2,-2211.87,2.33,0.00,0.00
15.3720,1384.64,4.64,23.50,70.98,8.86,2,-2239.20,3.14,0.00,0.00
15.4180,1385.88,5.88,26.82,72.10,8.86,2,-2266.06,4.09,0.00,0.00
15.4680,1387.40,7.40,30.48,73.31,8.86,2,-2294.79,5.28,0.00,0.00
15.5150,1388.96,8.96,33.90,74.40,8.86,2,-2320.55,6.53,0.00,0.00
15.5640,1390.76,10.76,37.53,75.53,8.86,2,-2346.94,8.01,0.00,0.00
15.6130,1392.78,12.78,41.29,76.64,8.86,2,-2372.50,9.70,0.00,0.00
15.6620,1394.99,14.99,45.09,77.59,8.86,2,-2393.74,11.57,0.00,0.00
15.7110,1397.39,17.39,48.94,78.54,8.86,2,-2414.55,13.64,0.00,0.00
15.7600,1399.98,19.98,52.84,79.58,8.86,2,-2437.89,15.92,0.00,0.00
15.8120,1402.95,22.95,57.03,80.73,8.86,2,-2463.41,18.57,0.00,0.00
15.8610,1405.94,25.94,61.04,81.78,8.86,2,-2486.39,21.29,0.00,0.00
15.9100,1409.13,29.13,65.10,82.81,8.86,2,-2508.73,24.24,0.00,0.00
15.9590,1412.52,32.52,69.21,83.82,8.86,2,-2530.26,27.43,0.00,0.00
16.0080,1416.11,36.11,73.36,84.81,8.86,2,-2550.96,30.87,0.00,0.00
16.0570,1419.91,39.91,77.56,85.77,8.86,2,-2570.81,34.55,0.00,0.00
16.1060,1423.92,43.92,81.81,86.71,8.86,2,-2589.77,38.50,0.00,0.00
16.1550,1428.14,48.14,86.11,87.61,8.86,2,-2607.83,42.72,0.00,0.00
16.2080,1432.95,52.95,90.80,88.57,8.86,2,-2626.70,47.59,0.00,0.00
16.2570,1437.62,57.62,95.18,89.40,8.86,2,-2642.47,52.39,0.00,0.00
16.3060,1442.50,62.50,99.60,90.22,8.86,2,-2657.64,57.48,0.00,0.00
16.3550,1447.60,67.60,104.06,91.00,8.86,2,-2671.84,62.88,0.00,0.00
16.4040,1452.92,72.92,108.56,91.75,8.86,2,-2685.04,68.58,0.00,0.00
16.4530,1458.46,78.46,113.09,92.47,8.86,2,-2697.22,74.59,0.00,0.00
16.5020,1464.22,84.22,117.65,93.15,8.86,2,-2708.35,80.93,0.00,0.00
16.5510,1470.21,90.21,122.25,93.80,8.86,2,-2718.42,87.61,0.00,0.00
16.6030,1476.83,96.83,127.16,94.46,8.86,2,-2728.33,95.06,0.00,0.00
16.6520,1483.28,103.28,131.82,95.02,8.86,2,-2735.70,102.44,0.00,0.00
16.7010,1489.97,109.97,136.50,95.55,8.86,2,-2742.34,110.18,0.00,0.00
16.7500,1496.89,116.89,141.20,96.05,8.86,2,-2747.83,118.28,0.00,0.00
16.7990,1504.04,124.04,145.93,96.50,8.86,2,-2752.12,126.75,0.00,0.00
16.8480,1511.43,131.43,150.68,96.92,8.86,2,-2755.21,135.60,0.00,0.00
16.8970,1519.04,139.04,155.45,97.29,8.86,2,-2757.08,144.83,0.00,0.00
16.9490,1527.39,147.39,160.53,97.65,8.86,2,-2758.29,155.06,0.00,0.00
16.9980,1535.49,155.49,165.32,97.90,8.86,2,-2757.00,165.11,0.00,0.00
17.0470,1543.83,163.83,170.13,98.12,8.86,2,-2755.05,175.56,0.00,0.00
17.0960,1552.40,172.40,174.95,98.30,8.86,2,-2751.82,186.43,0.00,0.00
17.1450,1561.21,181.21,179.77,98.42,8.86,2,-2747.31,197.72,0.00,0.00
17.1940,1570.25,190.25,184.60,98.50,8.86,2,-2741.53,209.43,0.00,0.00
17.2430,1579.54,199.54,189.43,98.52,8.86,2,-2734.46,221.58,0.00,0.00
17.2960,1589.85,209.85,194.65,98.53,8.86,2,-2726.36,235.22,0.00,0.00
17.3450,1599.63,219.63,199.47,98.41,8.86,2,-2715.56,248.30,0.00,0.00
17.3940,1609.64,229.64,204.28,98.27,8.86,2,-2704.48,261.83,0.00,0.00
17.4430,1619.88,239.88,209.09,98.08,8.86,2,-2692.07,275.82,0.00,0.00
17.4920,1630.36,250.36,213.88,97.84,8.86,2,-2678.33,290.29,0.00,0.00
17.5410,1641.08,261.08,218.66,97.54,8.86,2,-2663.25,305.23,0.00,0.00
17.5900,1652.02,272.02,223.43,97.19,8.86,2,-2646.80,320.67,0.00,0.00
17.6400,1663.44,283.44,228.27,96.79,8.86,2,-2628.90,336.94,0.00,0.00
17.6930,1675.81,295.81,233.37,96.32,8.86,2,-2609.00,354.78,0.00,0.00
17.7440,1687.71,307.71,238.16,95.74,8.86,2,-2586.76,372.18,0.00,0.00
17.7930,1699.86,319.86,242.92,95.14,8.86,2,-2564.02,390.14,0.00,0.00
17.8420,1711.99,331.99,247.54,94.47,8.86,2,-2539.89,408.31,0.00,0.00
17.8920,1724.34,344.34,252.14,93.75,8.86,2,-2514.62,427.07,0.00,0.00
17.9410,1736.92,356.92,256.69,92.96,8.86,2,-2487.84,446.45,0.00,0.00
17.9910,1749.99,369.99,261.30,92.09,8.86,2,-2459.34,466.88,0.00,0.00
18.0440,1764.09,384.09,266.13,91.12,8.86,2,-2428.18,489.32,0.00,0.00
18.0930,1777.35,397.35,270.54,90.01,8.86,2,-2394.89,510.82,0.00,0.00
18.1410,1790.82,410.82,274.89,88.90,8.86,2,-2361.67,533.11,0.00,0.00
18.1920,1804.78,424.78,279.14,84.91,8.86,2,-2260.17,555.97,0.00,0.00
18.2420,1818.89,438.89,282.26,62.33,8.86,2,-1717.00,573.37,0.00,0.00
18.2910,1832.79,452.79,283.61,27.65,8.86,2,-889.45,580.78,0.00,0.00
18.3400,1846.74,466.74,284.89,26.07,8.86,2,-849.96,587.85,0.00,0.00
18.3930,1861.91,481.91,286.24,25.52,8.86,2,-835.19,595.47,0.00,0.00
18.4430,1876.29,496.29,287.49,24.94,8.86,2,-820.02,602.63,0.00,0.00
18.4930,1890.72,510.72,288.71,24.37,8.86,2,-805.06,609.74,0.00,0.00
18.5420,1904.93,524.93,289.87,23.78,8.86,2,-790.04,616.66,0.00,0.00
18.5920,1919.48,539.48,291.03,23.18,8.86,2,-774.79,623.66,0.00,0.00
18.6420,1934.09,554.09,292.16,22.57,8.86,2,-759.21,630.60,0.00,0.00
18.6910,1948.46,568.46,293.23,21.94,8.86,2,-743.62,637.32,0.00,0.00
18.7400,1962.88,582.88,294.28,21.31,8.86,2,-727.91,643.98,0.00,0.00
18.7930,1978.51,598.51,294.98,13.21,8.86,2,-537.74,648.20,0.00,0.00
18.8430,1993.25,613.25,294.74,-4.84,8.86,2,-115.67,645.63,0.00,0.00
18.9300,2018.81,638.81,293.81,-10.62,8.86,3,19.06,637.59,0.00,0.00
19.0370,2050.13,670.13,292.68,-10.58,9.33,3,18.16,628.03,283.67,10.14
19.1440,2081.61,701.61,291.55,-10.50,9.98,3,16.20,618.83,283.67,9.01
19.2510,2112.69,732.69,290.43,-10.44,10.55,3,14.92,609.99,283.67,7.88
19.3600,2143.93,763.93,289.30,-10.42,11.03,3,14.46,601.26,283.67,6.76
19.4710,2175.92,795.92,288.15,-10.44,11.45,3,14.73,592.42,283.67,5.63
19.5780,2207.46,827.46,284.21,-35.44,11.86,3,592.35,566.85,282.26,5.88
19.6840,2237.76,857.76,280.50,-34.34,12.27,3,566.85,544.13,278.54,5.67
19.7880,2266.57,886.57,277.03,-33.35,12.68,3,544.13,523.95,274.58,5.92
19.8930,2295.30,915.30,273.62,-32.48,13.09,3,523.95,505.01,271.01,6.03
19.9980,2323.68,943.68,270.30,-31.66,13.50,3,505.01,487.33,267.72,5.90
20.1030,2351.72,971.72,267.06,-30.89,13.89,3,487.33,470.73,264.69,5.61
20.2110,2380.21,1000.21,263.80,-30.17,14.26,3,470.73,454.64,261.78,5.27
20.3160,2407.59,1027.59,260.70,-29.48,14.61,3,454.64,439.89,258.83,4.97
20.4200,2434.39,1054.39,257.70,-28.84,14.94,3,439.90,426.06,255.94,4.76
20.5240,2460.88,1080.88,254.77,-28.24,15.26,3,426.06,412.92,253.05,4.65
20.6280,2487.08,1107.08,251.89,-27.67,15.58,3,412.92,400.42,250.15,4.62
20.7320,2512.98,1132.98,249.07,-27.13,15.90,3,400.42,388.51,247.25,4.64
20.8370,2538.84,1158.84,246.27,-26.61,16.22,3,388.51,377.04,244.40,4.67
20.9450,2565.13,1185.13,243.45,-26.12,16.54,3,377.04,365.78,241.58,4.70
21.0500,2590.41,1210.41,240.76,-25.63,16.87,3,365.78,355.32,238.76,4.69
21.1550,2615.42,1235.42,238.12,-25.18,17.19,3,355.33,345.31,236.12,4.64
21.2600,2640.15,1260.15,235.52,-24.74,17.50,3,345.31,335.70,233.57,4.55
21.3650,2664.61,1284.61,232.96,-24.33,17.81,3,335.70,326.47,231.10,4.42
21.4700,2688.80,1308.80,230.45,-23.93,18.11,3,326.47,317.59,228.70,4.26
21.5750,2712.74,1332.74,227.98,-23.54,18.39,3,317.59,309.04,226.36,4.09
21.6840,2737.32,1357.32,225.45,-23.17,18.66,3,309.04,300.49,224.06,3.92
21.7890,2760.74,1380.74,223.06,-22.80,18.93,3,300.49,292.56,221.71,3.75
21.8940,2783.91,1403.91,220.70,-22.46,19.18,3,292.56,284.90,219.46,3.60
21.9990,2806.84,1426.84,218.38,-22.13,19.42,3,284.90,277.51,217.21,3.49
22.1040,2829.53,1449.53,216.09,-21.81,19.66,3,277.51,270.36,214.97,3.40
22.2090,2851.98,1471.98,213.83,-21.50,19.89,3,270.37,263.46,212.74,3.35
22.3140,2874.20,1494.20,211.60,-21.20,20.12,3,263.46,256.78,210.51,3.32
22.4220,2896.81,1516.81,209.35,-20.91,20.35,3,256.79,250.14,208.30,3.31
22.5270,2918.56,1538.56,207.18,-20.62,20.58,3,250.14,243.90,206.03,3.31
22.6320,2940.09,1560.09,205.04,-20.35,20.81,3,243.90,237.85,203.85,3.33
22.7370,2961.40,1581.40,202.93,-20.09,21.04,3,237.85,232.00,201.70,3.34
22.8420,2982.49,1602.49,200.85,-19.84,21.27,3,232.00,226.32,199.58,3.35
22.9460,3003.36,1623.36,198.79,-19.59,21.50,3,226.33,220.82,197.50,3.35
23.0510,3024.02,1644.02,196.76,-19.35,21.73,3,220.82,215.48,195.46,3.34
23.1590,3045.05,1665.05,194.70,-19.12,21.96,3,215.49,210.15,193.46,3.30
23.2650,3065.29,1685.29,192.71,-18.89,22.19,3,210.15,205.12,191.45,3.25
23.3690,3085.31,1705.31,190.75,-18.67,22.41,3,205.12,200.24,189.53,3.18
23.4740,3105.14,1725.14,188.81,-18.46,22.62,3,200.24,195.48,187.66,3.10
23.5790,3124.76,1744.76,186.90,-18.26,22.83,3,195.48,190.86,185.82,3.00
23.6840,3144.19,1764.19,185.00,-18.06,23.03,3,190.86,186.36,184.01,2.89
23.7890,3163.42,1783.42,183.12,-17.86,23.22,3,186.36,181.97,182.22,2.78
23.8970,3182.99,1802.99,181.22,-17.67,23.41,3,181.97,177.58,180.46,2.66
24.0020,3201.82,1821.82,179.38,-17.48,23.59,3,177.58,173.42,178.67,2.54
24.1070,3220.47,1840.47,177.56,-17.30,23.76,3,173.42,169.37,176.94,2.44
24.2130,3238.92,1858.92,175.76,-17.13,23.92,3,169.37,165.42,175.22,2.34
24.3170,3257.19,1877.19,173.98,-16.96,24.08,3,165.42,161.57,173.51,2.26
24.4220,3275.27,1895.27,172.22,-16.79,24.23,3,161.57,157.81,171.80,2.19
24.5270,3293.17,1913.17,170.48,-16.63,24.38,3,157.81,154.15,170.09,2.13
24.6350,3311.39,1931.39,168.70,-16.47,24.52,3,154.15,150.48,168.38,2.09
24.7400,3328.93,1948.93,166.98,-16.31,24.67,3,150.48,147.00,166.63,2.07
24.8450,3346.28,1966.28,165.29,-16.16,24.81,3,147.00,143.60,164.93,2.06
24.9500,3363.46,1983.46,163.61,-16.01,24.95,3,143.60,140.29,163.23,2.06
25.0550,3380.46,2000.46,161.94,-15.87,25.10,3,140.29,137.06,161.54,2.07
25.1600,3397.29,2017.29,160.29,-15.73,25.24,3,137.06,133.91,159.85,2.09
25.2650,3413.95,2033.95,158.65,-15.59,25.38,3,133.91,130.83,158.18,2.11
25.3730,3430.91,2050.91,156.98,-15.46,25.53,3,130.83,127.74,156.52,2.13
