# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s
103.7180,1380.00,0.00,-189.42,-0.02,8.86,5,-225.88,225.88,7.11,-11.07
103.7640,1380.00,0.00,-189.42,-0.02,8.86,5,-225.88,225.88,7.11,-11.07
103.8090,1380.00,0.00,-189.42,-0.02,8.86,5,-225.88,225.89,7.11,-11.07
103.8550,1380.00,0.00,-189.42,-0.02,8.86,5,-225.89,225.89,7.11,-11.07
103.9000,1380.00,0.00,-189.42,-0.02,8.86,5,-225.89,225.89,7.11,-11.07
103.9500,1380.00,0.00,-189.43,-0.02,8.86,5,-225.89,225.89,7.11,-11.07
103.9960,1380.00,0.00,-189.43,-0.02,8.86,5,-225.89,225.90,7.11,-11.07
104.0420,1380.00,0.00,-189.43,-0.02,8.86,5,-225.90,225.90,7.11,-11.07
104.0880,1380.00,0.00,-189.43,-0.02,8.86,5,-225.90,225.90,7.11,-11.07
104.1340,1380.00,0.00,-189.43,-0.02,8.86,5,-225.90,225.91,7.11,-11.07
104.1800,1380.00,0.00,-189.43,-0.02,8.86,5,-225.91,225.91,7.11,-11.07
104.2260,1380.00,0.00,-189.43,-0.02,8.86,5,-225.91,225.91,7.11,-11.07
104.2750,1380.00,0.00,-189.43,-0.02,8.86,5,-225.91,225.91,7.11,-11.07
104.3210,1380.00,0.00,-189.43,-0.02,8.86,5,-225.91,225.92,7.11,-11.07
104.3670,1380.00,0.00,-189.43,-0.02,8.86,5,-225.92,225.92,7.11,-11.07
104.4130,1380.00,0.00,-189.44,-0.02,8.86,5,-225.92,225.92,7.11,-11.07
104.4610,1380.00,0.00,-189.44,-0.02,8.86,5,-225.92,225.92,7.11,-11.07
104.5070,1380.00,0.00,-189.44,-0.02,8.86,5,-225.92,225.93,7.11,-11.07
104.5530,1380.00,0.00,-189.44,-0.02,8.86,5,-225.93,225.93,7.11,-11.07
104.6030,1380.00,0.00,-189.44,-0.02,8.86,5,-225.93,225.93,7.11,-11.07
104.6490,1380.00,0.00,-189.44,-0.02,8.86,5,-225.93,225.93,7.11,-11.07
104.6950,1380.00,0.00,-189.44,-0.02,8.86,5,-225.93,225.94,7.11,-11.07
104.7410,1380.00,0.00,-189.44,-0.02,8.86,5,-225.94,225.94,7.11,-11.07
104.7870,1380.00,0.00,-189.44,-0.02,8.86,5,-225.94,225.94,7.11,-11.07
104.8320,1380.00,0.00,-189.44,-0.02,8.86,5,-225.94,225.94,7.11,-11.07
104.8790,1380.00,0.00,-189.44,-0.02,8.86,5,-225.94,225.95,7.11,-11.07
104.9280,1380.00,0.00,-189.45,-0.02,8.86,5,-225.95,225.95,7.11,-11.07
104.9740,1380.00,0.00,-189.45,-0.02,8.86,5,-225.95,225.95,7.11,-11.07
105.0200,1380.00,0.00,-189.45,-0.02,8.86,5,-225.95,225.95,7.11,-11.07
105.0660,1380.00,0.00,-189.45,-0.02,8.86,5,-225.95,225.96,7.11,-11.07
105.1120,1380.00,0.00,-189.45,-0.02,8.86,5,-225.96,225.96,7.11,-11.07
105.1580,1380.00,0.00,-189.45,-0.02,8.86,5,-225.96,225.96,7.11,-11.07
105.2040,1380.00,0.00,-189.45,-0.02,8.86,5,-225.96,225.96,7.11,-11.07
105.2500,1380.00,0.00,-189.45,-0.02,8.86,5,-225.96,225.97,7.11,-11.07
105.2920,1380.00,0.00,-189.45,-0.02,8.86,5,-225.97,225.97,7.11,-11.07
105.3380,1380.00,0.00,-189.45,-0.02,8.86,5,-225.97,225.97,7.11,-11.07
105.3840,1380.00,0.00,-189.45,-0.02,8.86,5,-225.97,225.97,7.11,-11.07
105.4300,1380.00,0.00,-189.46,-0.02,8.86,5,-225.97,225.97,7.11,-11.07
105.4760,1380.00,0.00,-189.46,-0.02,8.86,5,-225.97,225.98,7.11,-11.07
105.5220,1380.00,0.00,-189.46,-0.02,8.86,5,-225.98,225.98,7.11,-11.07
105.5680,1380.00,0.00,-189.46,-0.02,8.86,5,-225.98,225.98,7.11,-11.07
105.6180,1380.00,0.00,-189.46,-0.02,8.86,5,-225.98,225.98,7.11,-11.07
105.6680,1380.00,0.00,-189.46,-0.02,8.86,5,-225.98,225.99,7.11,-11.07
105.7140,1380.00,0.00,-189.46,-0.02,8.86,5,-225.99,225.99,7.11,-11.07
105.7600,1380.00,0.00,-189.46,-0.02,8.86,5,-225.99,225.99,7.11,-11.07
105.8060,1380.00,0.00,-189.46,-0.02,8.86,5,-225.99,225.99,7.11,-11.07
105.8520,1380.00,0.00,-189.46,-0.02,8.86,5,-225.99,226.00,7.11,-11.07
105.8990,1380.00,0.00,-189.46,-0.02,8.86,5,-226.00,226.00,7.11,-11.07
105.9490,1380.00,0.00,-189.47,-0.02,8.86,5,-226.00,226.00,7.11,-11.07
105.9950,1380.00,0.00,-189.47,-0.02,8.86,5,-226.00,226.00,7.11,-11.07
106.0410,1380.00,0.00,-189.47,-0.02,8.86,5,-226.00,226.00,7.11,-11.07
106.0870,1380.00,0.00,-189.47,-0.02,8.86,5,-226.00,226.01,7.11,-11.07
106.1330,1380.00,0.00,-189.47,-0.02,8.86,5,-226.01,226.01,7.11,-11.07
106.1790,1380.00,0.00,-189.47,-0.02,8.86,5,-226.01,226.01,7.11,-11.07
106.2250,1380.00,0.00,-189.47,-0.02,8.86,5,-226.01,226.01,7.11,-11.07
106.2740,1380.00,0.00,-189.47,-0.02,8.86,5,-226.01,226.02,7.11,-11.07
106.3200,1380.00,0.00,-189.47,-0.02,8.86,5,-226.02,226.02,7.11,-11.07
106.3660,1380.00,0.00,-189.47,-0.02,8.86,5,-226.02,226.02,7.11,-11.07
106.4120,1380.00,0.00,-189.47,-0.02,8.86,5,-226.02,226.02,7.11,-11.07
106.4580,1380.00,0.00,-189.47,-0.02,8.86,5,-226.02,226.02,7.11,-11.07
106.5040,1380.00,0.00,-189.47,-0.02,8.86,5,-226.02,226.03,7.11,-11.07
106.5500,1380.00,0.00,-189.48,-0.02,8.86,5,-226.03,226.03,7.11,-11.07
106.5990,1380.00,0.00,-189.48,-0.02,8.86,5,-226.03,226.03,7.11,-11.07
106.6450,1380.00,0.00,-189.48,-0.02,8.86,5,-226.03,226.03,7.11,-11.07
106.6910,1380.00,0.00,-189.48,-0.02,8.86,5,-226.03,226.03,7.11,-11.07
106.7370,1380.00,0.00,-189.48,-0.02,8.86,5,-226.03,226.04,7.11,-11.07
106.7830,1380.00,0.00,-189.48,-0.02,8.86,5,-226.04,226.04,7.11,-11.07
106.8290,1380.00,0.00,-189.48,-0.02,8.86,5,-226.04,226.04,7.11,-11.07
106.8750,1380.00,0.00,-189.48,-0.02,8.86,5,-226.04,226.04,7.11,-11.07
106.9210,1380.00,0.00,-189.48,-0.02,8.86,5,-226.04,226.04,7.11,-11.07
106.9700,1380.00,0.00,-189.48,-0.02,8.86,5,-226.04,226.05,7.11,-11.07
107.0160,1380.00,0.00,-189.48,-0.02,8.86,5,-226.05,226.05,7.11,-11.07
107.0620,1380.00,0.00,-189.48,-0.02,8.86,5,-226.05,226.05,7.11,-11.07
107.1080,1380.00,0.00,-189.48,-0.02,8.86,5,-226.05,226.05,7.11,-11.07
107.1540,1380.00,0.00,-189.49,-0.02,8.86,5,-226.05,226.05,7.11,-11.07
107.1990,1380.00,0.00,-189.49,-0.02,8.86,5,-226.05,226.05,7.11,-11.07
107.2460,1380.00,0.00,-189.49,-0.02,8.86,5,-226.05,226.06,7.11,-11.07
107.2950,1380.00,0.00,-189.49,-0.02,8.86,5,-226.06,226.06,7.11,-11.07
107.3410,1380.00,0.00,-189.49,-0.02,8.86,5,-226.06,226.06,7.11,-11.07
107.3870,1380.00,0.00,-189.49,-0.02,8.86,5,-226.06,226.06,7.11,-11.07
107.4330,1380.00,0.00,-189.49,-0.01,8.86,5,-226.06,226.06,7.11,-11.07
107.4790,1380.00,0.00,-189.49,-0.01,8.86,5,-226.06,226.07,7.11,-11.07
107.5250,1380.00,0.00,-189.49,-0.01,8.86,5,-226.07,226.07,7.11,-11.07
107.5720,1380.00,0.00,-189.49,-0.01,8.86,5,-226.07,226.07,7.11,-11.07
107.6210,1380.00,0.00,-189.49,-0.01,8.86,5,-226.07,226.07,7.11,-11.07
107.6670,1380.00,0.00,-189.49,-0.01,8.86,5,-226.07,226.07,7.11,-11.07
107.7130,1380.00,0.00,-189.49,-0.01,8.86,5,-226.07,226.08,7.11,-11.07
107.7590,1380.00,0.00,-189.49,-0.01,8.86,5,-226.08,226.08,7.11,-11.07
107.8050,1380.00,0.00,-189.49,-0.01,8.86,5,-226.08,226.08,7.11,-11.07
107.8510,1380.00,0.00,-189.50,-0.01,8.86,5,-226.08,226.08,7.11,-11.07
107.8960,1380.00,0.00,-189.50,-0.01,8.86,5,-226.08,226.08,7.11,-11.07
107.9460,1380.00,0.00,-189.50,-0.01,8.86,5,-226.08,226.08,7.11,-11.07
107.9930,1380.00,0.00,-189.50,-0.01,8.86,5,-226.08,226.09,7.11,-11.07
108.0390,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.09,7.11,-11.07
108.0850,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.09,7.11,-11.07
108.1300,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.09,7.11,-11.07
108.1770,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.09,7.11,-11.07
108.2230,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.09,7.11,-11.07
108.2730,1380.00,0.00,-189.50,-0.01,8.86,5,-226.09,226.10,7.11,-11.07
108.3190,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.10,7.11,-11.07
108.3650,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.10,7.11,-11.07
108.4110,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.10,7.11,-11.07
108.4570,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.10,7.11,-11.07
108.5030,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.10,7.11,-11.07
108.5480,1380.00,0.00,-189.50,-0.01,8.86,5,-226.10,226.11,7.11,-11.07
108.5950,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.11,7.11,-11.07
108.6450,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.11,7.11,-11.07
108.6910,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.11,7.11,-11.07
108.7370,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.11,7.11,-11.07
108.7840,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.11,7.11,-11.07
108.8300,1380.00,0.00,-189.51,-0.01,8.86,5,-226.11,226.12,7.11,-11.07
108.8760,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
108.9220,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
108.9710,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
109.0170,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
109.0630,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
109.1090,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.12,7.11,-11.07
109.1550,1380.00,0.00,-189.51,-0.01,8.86,5,-226.12,226.13,7.11,-11.07
109.2010,1380.00,0.00,-189.51,-0.01,8.86,5,-226.13,226.13,7.11,-11.07
109.2470,1380.00,0.00,-189.51,-0.01,8.86,5,-226.13,226.13,7.11,-11.07
109.3060,1380.00,0.00,-189.51,-0.01,8.86,5,-226.13,226.13,7.11,-11.07
109.3520,1380.00,0.00,-189.52,-0.01,8.86,5,-226.13,226.13,7.11,-11.07
109.3970,1380.00,0.00,-189.52,-0.01,8.86,5,-226.13,226.13,7.11,-11.07
109.4440,1380.00,0.00,-189.52,-0.01,8.86,5,-226.13,226.14,7.11,-11.07
109.4900,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.5360,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.5820,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.6310,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.6770,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.7230,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.14,7.11,-11.07
109.7690,1380.00,0.00,-189.52,-0.01,8.86,5,-226.14,226.15,7.11,-11.07
109.8170,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
109.8630,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
109.9080,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
109.9580,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
110.0040,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
110.0500,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.15,7.11,-11.07
110.0960,1380.00,0.00,-189.52,-0.01,8.86,5,-226.15,226.16,7.11,-11.07
110.1420,1380.00,0.00,-189.52,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.1890,1380.00,0.00,-189.52,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.2350,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.2810,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.3310,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.3770,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.4230,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.16,7.11,-11.07
110.4690,1380.00,0.00,-189.53,-0.01,8.86,5,-226.16,226.17,7.11,-11.07
110.5150,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.5610,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.6070,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.6570,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.7020,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.7490,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.7950,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.17,7.11,-11.07
110.8410,1380.00,0.00,-189.53,-0.01,8.86,5,-226.17,226.18,7.11,-11.07
110.8870,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
110.9330,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
110.9820,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
111.0280,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
111.0740,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
111.1200,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
111.1660,1380.00,0.00,-189.53,-0.01,8.86,5,-226.18,226.18,7.11,-11.07
111.2120,1380.00,0.00,-189.54,-0.01,8.86,5,-226.18,226.19,7.11,-11.07
111.2580,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.3070,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.3530,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.4010,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.4470,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.4930,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.5390,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.19,7.11,-11.07
111.5840,1380.00,0.00,-189.54,-0.01,8.86,5,-226.19,226.20,7.11,-11.07
111.6310,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.6800,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.7260,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.7720,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.8180,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.8640,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.9100,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
111.9560,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.20,7.11,-11.07
112.0060,1380.00,0.00,-189.54,-0.01,8.86,5,-226.20,226.21,7.11,-11.07
112.0520,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.0980,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.1430,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.1890,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.2350,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.2810,1380.00,0.00,-189.54,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.3300,1380.00,0.00,-189.55,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.3760,1380.00,0.00,-189.55,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.4220,1380.00,0.00,-189.55,-0.01,8.86,5,-226.21,226.21,7.11,-11.07
112.4680,1380.00,0.00,-189.55,-0.01,8.86,5,-226.21,226.22,7.11,-11.07
112.5140,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.5600,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.6060,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.6560,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.7020,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.7480,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.7940,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.8400,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.8860,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.22,7.11,-11.07
112.9320,1380.00,0.00,-189.55,-0.01,8.86,5,-226.22,226.23,7.11,-11.07
112.9820,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.0280,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.0750,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.1210,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.1670,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.2130,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.2590,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.3050,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.3540,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.23,7.11,-11.07
113.4000,1380.00,0.00,-189.55,-0.01,8.86,5,-226.23,226.24,7.11,-11.07
113.4460,1380.00,0.00,-189.55,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.4920,1380.00,0.00,-189.55,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.5380,1380.00,0.00,-189.55,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.5840,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.6310,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.6800,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.7260,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.7730,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.8190,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.8650,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.24,7.11,-11.07
113.9110,1380.00,0.00,-189.56,-0.01,8.86,5,-226.24,226.25,7.11,-11.07
113.9560,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.0060,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.0520,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.0980,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.1440,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.1900,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.2360,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.2820,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.3310,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.3770,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.4230,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.25,7.11,-11.07
114.4670,1380.00,0.00,-189.56,-0.01,8.86,5,-226.25,226.26,7.11,-11.07
114.5140,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.5600,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.6060,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.6550,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.7010,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.7470,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.7930,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.8390,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.8850,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.9310,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
114.9770,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
115.0260,1380.00,0.00,-189.56,-0.01,8.86,5,-226.26,226.26,7.11,-11.07
115.0720,1380.00,0.00,-189.57,-0.01,8.86,5,-226.26,226.27,7.11,-11.07
115.1180,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.1640,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.2100,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.2560,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.3010,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.3510,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.3970,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.4430,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.4890,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.5350,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.5810,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.6270,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.27,7.11,-11.07
115.6760,1380.00,0.00,-189.57,-0.01,8.86,5,-226.27,226.28,7.11,-11.07
115.7230,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
115.7690,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
115.8150,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
115.8610,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
115.9070,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
115.9540,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.0030,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.0490,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.0950,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.1410,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.1870,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.2330,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.2790,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.3290,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.28,7.11,-11.07
116.3750,1380.00,0.00,-189.57,-0.01,8.86,5,-226.28,226.29,7.11,-11.07
116.4210,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.4670,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.5130,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.5590,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.6050,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.6510,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.7010,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.7470,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.7930,1380.00,0.00,-189.57,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.8390,1380.00,0.00,-189.58,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.8850,1380.00,0.00,-189.58,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.9310,1380.00,0.00,-189.58,-0.01,8.86,5,-226.29,226.29,7.11,-11.07
116.9770,1380.00,0.00,-189.58,-0.00,8.86,5,-226.29,226.29,7.11,-11.07
117.0260,1380.00,0.00,-189.58,-0.00,8.86,5,-226.29,226.29,7.11,-11.07
117.0720,1380.00,0.00,-189.58,-0.00,8.86,5,-226.29,226.30,7.11,-11.07
117.1180,1380.00,0.00,-189.58,-0.00,8.86,5,-226.30,226.30,7.11,-11.07
