# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s],# Roll [deg],# Relative Roll [deg],# Pitch (x) [deg],# Pitch (y) [deg],# Pitch (from vertical) [deg]
23.0000,67.42,-1312.58,-1.28,1.00,4.32,1,-249.51,0.01,0.00,0.00,352.56,-7.44,1.31,0.00,90.00
23.0760,67.35,-1312.65,-0.80,1.13,4.32,1,-252.51,0.00,0.00,0.00,352.50,-7.50,3.00,-1.56,90.00
23.1540,67.31,-1312.69,-0.39,0.55,4.32,1,-239.11,0.00,0.00,0.00,355.25,-4.75,4.94,-1.12,90.00
23.2330,67.28,-1312.72,-0.37,0.66,4.32,1,-241.66,0.00,0.00,0.00,356.12,-3.88,6.06,-1.62,90.00
23.3100,67.21,-1312.79,-0.74,1.12,4.32,1,-252.28,0.00,0.00,0.00,356.75,-3.25,7.19,-1.25,90.00
23.3920,67.14,-1312.86,-0.69,-0.62,4.32,1,-212.09,0.00,0.00,0.00,356.88,-3.12,6.56,-3.06,90.00
23.4690,67.09,-1312.91,-0.60,-0.51,4.32,1,-214.63,0.00,0.00,0.00,359.62,-0.38,5.38,-7.06,90.00
23.5470,67.10,-1312.90,0.13,-3.85,4.32,1,-137.47,0.00,0.00,0.00,2.56,2.56,3.94,-5.25,90.00
23.6240,67.08,-1312.92,-0.21,-8.34,4.32,1,-33.74,0.00,0.00,0.00,3.94,3.94,3.19,0.56,90.00
23.7020,67.09,-1312.91,0.16,-1.45,4.32,1,-192.91,0.00,0.00,0.00,4.88,4.88,1.69,1.00,90.00
23.7790,67.08,-1312.92,-0.09,-0.17,4.32,1,-222.48,0.00,0.00,0.00,4.94,4.94,1.62,1.06,90.00
23.8590,67.08,-1312.92,-0.09,-0.44,4.32,1,-216.24,0.00,0.00,0.00,4.94,4.94,1.56,1.00,90.00
23.9380,67.07,-1312.93,-0.09,-0.40,4.32,1,-217.17,0.00,0.00,0.00,4.94,4.94,1.56,1.00,90.00
24.0150,67.06,-1312.94,-0.03,-0.38,4.32,1,-217.63,0.00,0.00,0.00,4.94,4.94,1.50,1.00,90.00
24.0920,67.05,-1312.95,-0.10,-0.43,4.32,1,-216.47,0.00,0.00,0.00,4.94,4.94,1.50,1.00,90.00
24.1700,67.04,-1312.96,-0.13,-0.43,4.32,1,-216.47,0.00,0.00,0.00,4.94,4.94,1.44,0.94,90.00
24.2510,67.06,-1312.94,0.13,-0.41,4.32,1,-216.94,0.00,0.00,0.00,4.94,4.94,1.44,0.94,90.00
24.3300,67.06,-1312.94,0.02,-0.42,4.32,1,-216.71,0.00,0.00,0.00,4.94,4.94,1.38,0.94,90.00
24.4090,67.01,-1312.99,-0.52,-0.43,4.32,1,-216.47,0.00,0.00,0.00,4.94,4.94,1.38,0.94,90.00
24.4860,67.01,-1312.99,-0.03,-0.46,4.32,1,-215.78,0.00,0.00,0.00,4.94,4.94,1.38,0.94,90.00
24.5640,66.99,-1313.01,-0.15,-0.45,4.32,1,-216.01,0.00,0.00,0.00,4.94,4.94,1.31,0.88,90.00
24.6430,67.00,-1313.00,0.11,-0.43,4.32,1,-216.47,0.00,0.00,0.00,4.94,4.94,1.31,0.88,90.00
24.7240,66.99,-1313.01,-0.10,-0.44,4.32,1,-216.24,0.00,0.00,0.00,4.94,4.94,1.31,0.88,90.00
24.8030,66.99,-1313.01,-0.05,-0.43,4.32,1,-216.47,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
24.8820,66.99,-1313.01,0.01,-0.39,4.32,1,-217.40,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
24.9600,66.98,-1313.02,-0.07,-0.39,4.32,1,-217.40,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
25.0370,67.00,-1313.00,0.22,-0.41,4.32,1,-216.94,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
25.1170,67.00,-1313.00,-0.01,-0.40,4.32,1,-217.17,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
25.1960,67.00,-1313.00,0.03,-0.32,4.32,1,-219.02,0.00,0.00,0.00,4.94,4.94,1.25,0.88,90.00
