# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s],# Roll [deg],# Relative Roll [deg],# Pitch (x) [deg],# Pitch (y) [deg],# Pitch (from vertical) [deg]
11810.4460,1391.27,11.27,-0.36,0.08,39.03,2,-64.97,0.00,0.00,0.00,87.12,-992.88,2.06,0.69,2.17
11810.5100,1391.29,11.29,0.26,0.10,39.03,2,-65.11,0.00,0.00,0.00,87.12,-992.88,2.06,0.69,2.17
11810.5740,1391.33,11.33,0.53,0.23,39.03,2,-65.96,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11810.6400,1391.30,11.30,-0.34,0.09,39.03,2,-65.04,0.00,0.00,0.00,87.12,-992.88,2.06,0.69,2.17
11810.7030,1391.32,11.32,0.25,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.12,-992.88,2.06,0.69,2.17
11810.7650,1391.26,11.26,-0.72,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11810.8260,1391.27,11.27,0.07,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11810.8940,1391.32,11.32,0.64,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11810.9610,1391.33,11.33,0.06,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.0240,1391.35,11.35,0.30,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.0860,1391.34,11.34,-0.20,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.1480,1391.34,11.34,0.11,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.2120,1391.36,11.36,0.25,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.2770,1391.33,11.33,-0.35,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.3410,1391.27,11.27,-0.87,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.4040,1391.26,11.26,-0.13,0.10,39.03,2,-65.11,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.4650,1391.27,11.27,0.13,0.26,39.03,2,-66.16,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.5270,1391.30,11.30,0.46,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.5910,1391.28,11.28,-0.29,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11811.6560,1391.26,11.26,-0.19,0.12,39.03,2,-65.24,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11811.7190,1391.28,11.28,0.22,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11811.7820,1391.29,11.29,0.08,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11811.8450,1391.26,11.26,-0.36,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11811.9060,1391.29,11.29,0.40,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11811.9730,1391.29,11.29,0.05,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.0360,1391.26,11.26,-0.44,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.0970,1391.30,11.30,0.55,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.1610,1391.31,11.31,0.16,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.2240,1391.30,11.30,-0.12,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.2910,1391.33,11.33,0.31,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.3530,1391.34,11.34,0.14,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.4220,1391.38,11.38,0.43,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.4850,1391.37,11.37,-0.04,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.5470,1391.38,11.38,0.04,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.6120,1391.36,11.36,-0.18,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.6770,1391.37,11.37,0.09,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.7380,1391.35,11.35,-0.22,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.8000,1391.35,11.35,-0.12,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.8630,1391.38,11.38,0.49,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.9250,1391.38,11.38,-0.05,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11812.9930,1391.37,11.37,-0.06,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11813.0560,1391.34,11.34,-0.46,0.21,39.03,2,-65.83,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11813.1170,1391.38,11.38,0.50,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11813.1800,1391.37,11.37,-0.08,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11813.2430,1391.36,11.36,-0.08,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11813.3080,1391.30,11.30,-0.77,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.3710,1391.25,11.25,-0.71,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.4350,1391.20,11.20,-0.58,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.4970,1391.21,11.21,0.09,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.5600,1391.20,11.20,-0.13,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.6230,1391.24,11.24,0.48,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.6880,1391.25,11.25,0.18,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.7500,1391.22,11.22,-0.41,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.8140,1391.26,11.26,0.55,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.8760,1391.25,11.25,-0.18,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11813.9380,1391.29,11.29,0.54,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.0040,1391.30,11.30,0.12,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.0670,1391.27,11.27,-0.38,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.1280,1391.29,11.29,0.23,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.1910,1391.29,11.29,-0.03,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.2540,1391.31,11.31,0.31,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.3160,1391.32,11.32,0.13,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.3830,1391.31,11.31,-0.12,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.4460,1391.31,11.31,-0.01,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.5080,1391.28,11.28,-0.33,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.5710,1391.29,11.29,0.06,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.6340,1391.35,11.35,0.86,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.6990,1391.39,11.39,0.48,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.7630,1391.45,11.45,0.76,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.8260,1391.44,11.44,-0.14,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.8880,1391.42,11.42,-0.32,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11814.9570,1391.40,11.40,-0.15,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.0240,1391.43,11.43,0.30,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.0870,1391.42,11.42,-0.07,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.1480,1391.42,11.42,-0.08,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.2100,1391.40,11.40,-0.16,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.2740,1391.41,11.41,0.13,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.3370,1391.43,11.43,0.25,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.4020,1391.37,11.37,-0.74,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.4650,1391.36,11.36,-0.22,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.5270,1391.31,11.31,-0.56,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.5960,1391.29,11.29,-0.26,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.6580,1391.25,11.25,-0.51,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.7250,1391.23,11.23,-0.27,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.7870,1391.24,11.24,0.17,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.8490,1391.25,11.25,0.12,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.9120,1391.19,11.19,-0.71,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11815.9770,1391.19,11.19,-0.12,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.0440,1391.17,11.17,-0.18,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.1060,1391.16,11.16,-0.18,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.1690,1391.11,11.11,-0.53,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.2300,1391.16,11.16,0.57,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.2940,1391.18,11.18,0.30,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.3560,1391.22,11.22,0.54,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.4220,1391.26,11.26,0.50,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.4850,1391.29,11.29,0.37,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.5480,1391.30,11.30,0.06,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.6100,1391.28,11.28,-0.18,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.6730,1391.24,11.24,-0.61,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.7390,1391.27,11.27,0.36,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.8000,1391.32,11.32,0.66,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.8630,1391.35,11.35,0.46,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.9260,1391.38,11.38,0.35,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11816.9890,1391.42,11.42,0.46,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.0540,1391.45,11.45,0.37,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.1180,1391.49,11.49,0.50,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.1790,1391.50,11.50,0.23,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.2410,1391.54,11.54,0.48,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.3030,1391.57,11.57,0.41,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.3670,1391.59,11.59,0.19,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.4330,1391.56,11.56,-0.29,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.4960,1391.53,11.53,-0.45,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.5590,1391.54,11.54,0.17,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.6210,1391.54,11.54,-0.04,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.6850,1391.56,11.56,0.31,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.7500,1391.58,11.58,0.22,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.8130,1391.54,11.54,-0.58,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.8760,1391.49,11.49,-0.62,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11817.9390,1391.47,11.47,-0.22,0.12,39.03,2,-65.24,0.00,0.00,0.00,87.19,-992.81,2.06,0.69,2.17
11818.0000,1391.49,11.49,0.26,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11818.0630,1391.44,11.44,-0.60,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11818.1290,1391.38,11.38,-0.83,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11818.1900,1391.37,11.37,-0.09,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.2510,1391.35,11.35,-0.28,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.3140,1391.33,11.33,-0.25,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.3770,1391.32,11.32,-0.10,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.4420,1391.30,11.30,-0.31,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.5040,1391.28,11.28,-0.18,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.5680,1391.27,11.27,-0.10,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.6300,1391.28,11.28,0.02,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.6910,1391.23,11.23,-0.54,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.7570,1391.21,11.21,-0.29,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.8190,1391.25,11.25,0.45,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.8810,1391.27,11.27,0.36,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.00,0.69,2.11
11818.9440,1391.29,11.29,0.16,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.0050,1391.31,11.31,0.27,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.0690,1391.28,11.28,-0.29,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.1350,1391.29,11.29,0.12,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.1990,1391.27,11.27,-0.24,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.2610,1391.26,11.26,-0.14,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.3250,1391.26,11.26,-0.10,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.3890,1391.24,11.24,-0.15,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.4600,1391.23,11.23,-0.19,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.5220,1391.19,11.19,-0.48,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.5850,1391.20,11.20,0.14,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.6490,1391.22,11.22,0.26,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.7110,1391.22,11.22,0.01,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.7780,1391.22,11.22,0.00,0.16,39.03,2,-65.50,-0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.8400,1391.23,11.23,0.14,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.9020,1391.24,11.24,0.07,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11819.9650,1391.20,11.20,-0.52,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11820.0290,1391.19,11.19,-0.12,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11820.0910,1391.24,11.24,0.63,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.06,0.69,2.17
11820.1560,1391.22,11.22,-0.16,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.31,-992.69,2.06,0.69,2.17
11820.2200,1391.19,11.19,-0.44,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.31,-992.69,2.06,0.69,2.17
11820.2820,1391.16,11.16,-0.43,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.06,0.69,2.17
11820.3450,1391.13,11.13,-0.36,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.06,0.75,2.19
11820.4060,1391.19,11.19,0.82,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.25,-992.75,2.06,0.75,2.19
11820.4720,1391.21,11.21,0.16,0.20,39.03,2,-65.76,0.00,0.00,0.00,87.25,-992.75,2.06,0.75,2.19
11820.5330,1391.15,11.15,-0.76,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.25,-992.75,2.06,0.75,2.19
11820.5960,1391.19,11.19,0.61,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.06,0.75,2.19
11820.6590,1391.22,11.22,0.34,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.06,0.75,2.19
11820.7210,1391.22,11.22,0.05,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.06,0.75,2.19
11820.7880,1391.22,11.22,-0.11,0.11,39.03,2,-65.17,0.00,0.00,0.00,87.31,-992.69,2.06,0.75,2.19
11820.8510,1391.26,11.26,0.58,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11820.9130,1391.30,11.30,0.43,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.25,-992.75,2.00,0.75,2.14
11820.9740,1391.29,11.29,-0.06,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.25,-992.75,2.00,0.75,2.14
11821.0380,1391.33,11.33,0.51,0.13,39.03,2,-65.30,0.00,0.00,0.00,87.25,-992.75,2.00,0.75,2.14
11821.1010,1391.34,11.34,0.09,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.25,-992.75,2.00,0.75,2.14
11821.1680,1391.36,11.36,0.28,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.2310,1391.30,11.30,-0.73,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.2930,1391.32,11.32,0.16,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.3540,1391.37,11.37,0.69,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.4170,1391.37,11.37,0.04,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.4830,1391.44,11.44,0.77,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.5440,1391.48,11.48,0.55,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.6060,1391.45,11.45,-0.41,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.6700,1391.43,11.43,-0.16,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.7330,1391.48,11.48,0.59,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.8000,1391.52,11.52,0.49,0.19,39.03,2,-65.70,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.8620,1391.47,11.47,-0.59,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.9240,1391.49,11.49,0.23,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11821.9860,1391.55,11.55,0.74,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.0500,1391.51,11.51,-0.51,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.1130,1391.50,11.50,-0.07,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.1800,1391.53,11.53,0.26,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.2430,1391.56,11.56,0.42,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.3040,1391.55,11.55,-0.16,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.3660,1391.51,11.51,-0.48,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.4300,1391.49,11.49,-0.19,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.4950,1391.49,11.49,-0.01,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.5570,1391.45,11.45,-0.61,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.6210,1391.42,11.42,-0.30,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.6850,1391.39,11.39,-0.38,0.12,39.03,2,-65.24,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.7460,1391.41,11.41,0.19,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.8080,1391.45,11.45,0.55,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.8740,1391.42,11.42,-0.41,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11822.9360,1391.39,11.39,-0.31,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.0000,1391.35,11.35,-0.47,0.15,39.03,2,-65.43,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.0620,1391.32,11.32,-0.40,0.18,39.03,2,-65.63,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.1250,1391.33,11.33,0.12,0.17,39.03,2,-65.57,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.1920,1391.37,11.37,0.46,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.2550,1391.39,11.39,0.30,0.14,39.03,2,-65.37,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
11823.3160,1391.39,11.39,0.01,0.16,39.03,2,-65.50,0.00,0.00,0.00,87.31,-992.69,2.00,0.75,2.14
