# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s],# Roll [deg],# Relative Roll [deg],# Pitch (x) [deg],# Pitch (y) [deg],# Pitch (from vertical) [deg]
36.7200,1376.66,-3.34,0.05,-0.11,39.03,2,-63.73,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
36.7770,1376.70,-3.30,0.51,-0.11,39.03,2,-63.73,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
36.8380,1376.71,-3.29,0.11,-0.02,39.03,2,-64.32,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
36.8940,1376.73,-3.27,0.28,0.00,39.03,2,-64.45,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
36.9510,1376.71,-3.29,-0.32,-0.03,39.03,2,-64.25,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.0080,1376.69,-3.31,-0.17,0.00,39.03,2,-64.45,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.0630,1376.72,-3.28,0.37,0.00,39.03,2,-64.45,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.1200,1376.72,-3.28,0.03,-0.04,39.03,2,-64.19,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.1800,1376.74,-3.26,0.21,-0.03,39.03,2,-64.25,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.2380,1376.75,-3.25,0.10,-0.05,39.03,2,-64.12,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.2940,1376.74,-3.26,-0.13,-0.07,39.03,2,-63.99,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.3520,1376.71,-3.29,-0.30,-0.05,39.03,2,-64.12,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.4090,1376.65,-3.35,-0.87,0.02,39.03,2,-64.58,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.4640,1376.68,-3.32,0.35,-0.02,39.03,2,-64.32,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.5240,1376.67,-3.33,-0.15,-0.01,39.03,2,-64.38,0.00,0.00,0.00,2.25,2.25,0.31,-7.44,7.44
37.5810,1376.66,-3.34,-0.03,-0.01,39.03,2,-64.38,0.00,0.00,0.00,2.25,2.25,0.25,-7.44,7.44
37.6380,1376.71,-3.29,0.63,-0.01,39.03,2,-64.38,0.00,0.00,0.00,2.38,2.38,0.25,-7.44,7.44
37.6940,1376.70,-3.30,-0.17,-0.05,39.03,2,-64.12,0.00,0.00,0.00,2.75,2.75,0.25,-7.44,7.44
37.7520,1376.69,-3.31,-0.06,-0.04,39.03,2,-64.19,0.00,0.00,0.00,2.75,2.75,0.19,-7.44,7.44
37.8130,1376.74,-3.26,0.56,-0.04,39.03,2,-64.19,0.00,0.00,0.00,2.75,2.75,0.25,-7.44,7.44
37.8680,1376.75,-3.25,0.20,-0.07,39.03,2,-63.99,0.00,0.00,0.00,2.75,2.75,0.25,-7.44,7.44
37.9250,1376.76,-3.24,0.18,-0.04,39.03,2,-64.19,0.00,0.00,0.00,2.88,2.88,0.19,-7.44,7.44
37.9800,1376.77,-3.23,0.11,-0.04,39.03,2,-64.19,0.00,0.00,0.00,3.00,3.00,0.19,-7.44,7.44
38.0370,1376.75,-3.25,-0.26,-0.05,39.03,2,-64.12,0.00,0.00,0.00,3.00,3.00,0.19,-7.44,7.44
38.0940,1376.72,-3.28,-0.42,-0.06,39.03,2,-64.05,0.00,0.00,0.00,3.12,3.12,0.19,-7.38,7.38
38.1550,1376.78,-3.22,0.74,-0.04,39.03,2,-64.19,0.00,0.00,0.00,3.12,3.12,0.25,-7.44,7.44
38.2120,1376.73,-3.27,-0.66,-0.05,39.03,2,-64.12,0.00,0.00,0.00,3.12,3.12,0.19,-7.44,7.44
38.2680,1376.70,-3.30,-0.49,-0.06,39.03,2,-64.05,0.00,0.00,0.00,3.31,3.31,0.12,-7.44,7.44
38.3260,1376.77,-3.23,0.99,-0.06,39.03,2,-64.05,0.00,0.00,0.00,3.31,3.31,0.12,-7.38,7.38
38.3830,1376.77,-3.23,0.04,0.02,39.03,2,-64.58,0.00,0.00,0.00,3.31,3.31,0.12,-7.38,7.38
38.4400,1376.73,-3.27,-0.57,0.00,39.03,2,-64.45,0.00,0.00,0.00,3.31,3.31,0.12,-7.38,7.38
38.5000,1376.76,-3.24,0.45,0.01,39.03,2,-64.51,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.5570,1376.84,-3.16,1.14,-0.01,39.03,2,-64.38,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.6140,1376.87,-3.13,0.32,-0.05,39.03,2,-64.12,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.6710,1376.94,-3.06,1.03,-0.02,39.03,2,-64.32,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.7270,1376.93,-3.07,-0.22,0.03,39.03,2,-64.65,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.7850,1376.91,-3.09,-0.24,0.00,39.03,2,-64.45,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.8380,1376.95,-3.05,0.63,-0.02,39.03,2,-64.32,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.8960,1377.01,-2.99,0.74,-0.02,39.03,2,-64.32,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
38.9540,1377.03,-2.97,0.24,-0.02,39.03,2,-64.32,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
39.0090,1377.07,-2.93,0.64,-0.03,39.03,2,-64.25,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
39.0670,1377.00,-3.00,-0.99,-0.05,39.03,2,-64.12,0.00,0.00,0.00,3.25,3.25,0.19,-7.38,7.38
39.1280,1377.01,-2.99,0.16,0.00,39.03,2,-64.45,0.00,0.00,0.00,3.25,3.25,0.19,-7.44,7.44
39.1840,1376.99,-3.01,-0.38,0.00,39.03,2,-64.45,0.00,0.00,0.00,3.38,3.38,0.19,-7.38,7.38
39.2400,1376.96,-3.04,-0.30,0.07,39.03,2,-64.91,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.2980,1377.00,-3.00,0.43,0.05,39.03,2,-64.78,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.3540,1376.96,-3.04,-0.50,-0.07,39.03,2,-63.99,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.4100,1377.00,-3.00,0.58,-0.07,39.03,2,-63.99,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.4700,1377.01,-2.99,0.07,-0.04,39.03,2,-64.19,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.5270,1376.98,-3.02,-0.36,0.02,39.03,2,-64.58,0.00,0.00,0.00,3.50,3.50,0.19,-7.44,7.44
39.5830,1376.99,-3.01,0.08,-0.10,39.03,2,-63.79,0.00,0.00,0.00,3.50,3.50,0.12,-7.44,7.44
39.6400,1377.00,-3.00,0.20,-0.01,39.03,2,-64.38,0.00,0.00,0.00,3.50,3.50,0.12,-7.44,7.44
39.6970,1377.01,-2.99,0.11,-0.02,39.03,2,-64.32,0.00,0.00,0.00,3.50,3.50,0.12,-7.38,7.38
39.7540,1376.98,-3.02,-0.44,-0.06,39.03,2,-64.05,0.00,0.00,0.00,3.56,3.56,0.19,-7.44,7.44
39.8120,1377.00,-3.00,0.26,-0.03,39.03,2,-64.25,0.00,0.00,0.00,3.69,3.69,0.25,-7.44,7.44
39.8700,1376.97,-3.03,-0.38,-0.06,39.03,2,-64.05,0.00,0.00,0.00,3.94,3.94,0.19,-7.38,7.38
39.9270,1376.95,-3.05,-0.28,0.03,39.03,2,-64.65,0.00,0.00,0.00,4.06,4.06,0.25,-7.44,7.44
39.9830,1376.93,-3.07,-0.19,-0.10,39.03,2,-63.79,0.00,0.00,0.00,4.31,4.31,0.25,-7.38,7.38
40.0380,1376.95,-3.05,0.29,0.02,39.03,2,-64.58,0.00,0.00,0.00,4.44,4.44,0.25,-7.38,7.38
40.0990,1376.90,-3.10,-0.75,0.02,39.03,2,-64.58,0.00,0.00,0.00,4.44,4.44,0.25,-7.31,7.32
40.1560,1376.87,-3.13,-0.34,-0.11,39.03,2,-63.73,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
40.2130,1376.86,-3.14,-0.13,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
40.2700,1376.87,-3.13,0.06,-0.11,39.03,2,-63.73,0.00,0.00,0.00,4.44,4.44,0.25,-7.38,7.38
40.3260,1376.86,-3.14,-0.05,-0.04,39.03,2,-64.19,0.00,0.00,0.00,4.44,4.44,0.31,-7.38,7.38
40.3830,1376.89,-3.11,0.33,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.31,-7.38,7.38
40.4430,1376.89,-3.11,0.02,-0.07,39.03,2,-63.99,0.00,0.00,0.00,4.75,4.75,0.44,-7.38,7.39
40.5010,1376.88,-3.12,-0.13,0.10,39.03,2,-65.11,0.00,0.00,0.00,4.75,4.75,0.50,-7.38,7.39
40.5580,1376.89,-3.11,0.16,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.62,4.62,0.44,-7.44,7.45
40.6150,1376.90,-3.10,0.13,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.62,4.62,0.44,-7.38,7.39
40.6720,1376.88,-3.12,-0.26,-0.03,39.03,2,-64.25,0.00,0.00,0.00,4.56,4.56,0.44,-7.50,7.51
40.7280,1376.84,-3.16,-0.52,-0.07,39.03,2,-63.99,0.00,0.00,0.00,4.44,4.44,0.50,-7.44,7.45
40.7880,1376.84,-3.16,-0.01,-0.08,39.03,2,-63.92,0.00,0.00,0.00,4.31,4.31,0.19,-7.38,7.38
40.8440,1376.86,-3.14,0.27,0.31,39.03,2,-66.49,0.00,0.00,0.00,4.25,4.25,0.19,-7.38,7.38
40.9020,1376.89,-3.11,0.36,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.19,4.19,0.19,-7.44,7.44
40.9580,1376.90,-3.10,0.16,-0.10,39.03,2,-63.79,0.00,0.00,0.00,4.19,4.19,0.19,-7.44,7.44
41.0150,1376.97,-3.03,1.04,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.19,4.19,0.19,-7.44,7.44
41.0760,1376.99,-3.01,0.16,-0.06,39.03,2,-64.05,0.00,0.00,0.00,4.38,4.38,0.19,-7.44,7.44
41.1310,1377.00,-3.00,0.19,-0.01,39.03,2,-64.38,0.00,0.00,0.00,4.44,4.44,0.19,-7.44,7.44
41.1870,1376.97,-3.03,-0.46,-0.10,39.03,2,-63.79,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.2450,1376.96,-3.04,-0.10,-0.03,39.03,2,-64.25,0.00,0.00,0.00,4.44,4.44,0.19,-7.44,7.44
41.3030,1376.97,-3.03,0.15,-0.04,39.03,2,-64.19,0.00,0.00,0.00,4.44,4.44,0.19,-7.44,7.44
41.3590,1376.98,-3.02,0.09,-0.03,39.03,2,-64.25,0.00,0.00,0.00,4.44,4.44,0.19,-7.44,7.44
41.4180,1376.97,-3.03,-0.13,-0.09,39.03,2,-63.86,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.4750,1376.97,-3.03,-0.05,-0.01,39.03,2,-64.38,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.5310,1376.96,-3.04,-0.05,0.04,39.03,2,-64.71,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.5880,1376.92,-3.08,-0.54,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.6460,1376.90,-3.10,-0.36,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.7030,1376.89,-3.11,-0.12,0.02,39.03,2,-64.58,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.7630,1376.87,-3.13,-0.24,-0.09,39.03,2,-63.86,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.8190,1376.88,-3.12,0.18,-0.06,39.03,2,-64.05,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.8760,1376.84,-3.16,-0.64,-0.06,39.03,2,-64.05,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.9310,1376.83,-3.17,-0.09,-0.04,39.03,2,-64.19,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
41.9890,1376.86,-3.14,0.43,-0.01,39.03,2,-64.38,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.0500,1376.85,-3.15,-0.14,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.1070,1376.90,-3.10,0.64,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.1640,1376.92,-3.08,0.28,-0.07,39.03,2,-63.99,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.2200,1376.85,-3.15,-0.95,-0.03,39.03,2,-64.25,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.2780,1376.82,-3.18,-0.46,-0.05,39.03,2,-64.12,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.3340,1376.79,-3.21,-0.30,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.3930,1376.83,-3.17,0.43,-0.05,39.03,2,-64.12,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.4510,1376.80,-3.20,-0.39,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.5090,1376.76,-3.24,-0.49,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.5660,1376.79,-3.21,0.44,-0.02,39.03,2,-64.32,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.6230,1376.81,-3.19,0.29,0.00,39.03,2,-64.45,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.6800,1376.92,-3.08,1.40,-0.05,39.03,2,-64.12,0.01,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.7410,1376.91,-3.09,-0.14,-0.07,39.03,2,-63.99,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.7970,1376.91,-3.09,0.11,0.05,39.03,2,-64.78,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.8540,1376.89,-3.11,-0.33,-0.01,39.03,2,-64.38,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.9110,1376.89,-3.11,0.07,-0.05,39.03,2,-64.12,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
42.9690,1376.86,-3.14,-0.44,-0.04,39.03,2,-64.19,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
43.0300,1376.86,-3.14,-0.09,-0.04,39.03,2,-64.19,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
43.0860,1376.89,-3.11,0.47,-0.06,39.03,2,-64.05,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
43.1440,1376.86,-3.14,-0.46,-0.01,39.03,2,-64.38,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
43.2010,1376.85,-3.15,-0.03,0.01,39.03,2,-64.51,0.00,0.00,0.00,4.44,4.44,0.19,-7.38,7.38
