7.7680,1789.28,1722.28,223.68,-0.38,8.86,1
7.8780,70.28,3.28,-514.03,-0.42,8.86,1
7.9810,70.33,3.33,0.46,-0.36,8.86,1
8.0850,70.39,3.39,0.43,-0.38,8.86,1
8.1890,70.46,3.46,0.65,-0.37,8.86,1
8.2920,70.49,3.49,0.25,-0.40,8.86,1
8.3950,70.48,3.48,-0.11,-0.40,8.86,1
8.4990,70.46,3.46,-0.15,-0.40,8.86,1
8.6030,70.50,3.50,0.29,-0.36,8.86,1
8.7060,70.51,3.51,0.12,-0.39,8.86,1
8.8100,70.51,3.51,0.04,-0.41,8.86,1
8.9140,70.53,3.53,0.15,-0.39,8.86,1
9.0170,70.55,3.55,0.18,-0.40,8.86,1
9.1210,70.59,3.59,0.32,-0.35,8.86,1
9.2280,70.60,3.60,0.10,-0.37,8.86,1
9.3310,70.63,3.63,0.22,-0.39,8.86,1
9.4350,70.62,3.62,-0.12,-0.37,8.86,1
9.5390,70.64,3.64,0.20,-0.40,8.86,1
9.6420,70.63,3.63,-0.04,-0.38,8.86,1
9.7460,70.64,3.64,0.03,-0.36,8.86,1
9.8500,70.67,3.67,0.29,-0.36,8.86,1
9.9530,70.67,3.67,-0.05,-0.39,8.86,1
10.0570,70.63,3.63,-0.27,-0.37,8.86,1
10.1610,70.63,3.63,-0.06,-0.39,8.86,1
10.2640,70.63,3.63,-0.00,-0.39,8.86,1
10.3670,70.61,3.61,-0.15,-0.42,8.86,1
10.4710,70.64,3.64,0.24,-0.39,8.86,1
10.5750,70.63,3.63,-0.05,-0.40,8.86,1
10.6830,70.63,3.63,0.02,-0.40,8.86,1
10.7860,70.59,3.59,-0.35,-0.38,8.86,1
10.8890,70.62,3.62,0.24,-0.38,8.86,1
10.9920,70.62,3.62,-0.03,-0.37,8.86,1
11.0960,70.61,3.61,-0.08,-0.39,8.86,1
11.1990,70.61,3.61,0.01,-0.37,8.86,1
11.3020,70.66,3.66,0.40,-0.39,8.86,1
11.4060,70.67,3.67,0.08,-0.38,8.86,1
11.5100,70.67,3.67,0.04,-0.41,8.86,1
11.6130,70.64,3.64,-0.28,-0.36,8.86,1
11.7170,70.65,3.65,0.12,-0.38,8.86,1
11.8210,70.66,3.66,0.09,-0.37,8.86,1
11.9240,70.68,3.68,0.11,-0.40,8.86,1
12.0320,70.64,3.64,-0.28,-0.40,8.86,1
12.1650,70.66,3.66,0.14,-0.37,8.86,1
12.2720,70.61,3.61,-0.43,-0.38,8.86,1
12.3760,70.59,3.59,-0.15,-0.38,8.86,1
12.4790,70.64,3.64,0.36,-0.41,8.86,1
12.5830,70.64,3.64,0.00,-0.40,8.86,1
12.6870,70.68,3.68,0.39,-0.40,8.86,1
12.7900,70.68,3.68,-0.05,-0.38,8.86,1
12.8940,70.68,3.68,0.03,-0.42,8.86,1
12.9980,70.67,3.67,-0.06,-0.40,8.86,1
13.1010,70.69,3.69,0.15,-0.45,8.86,1
13.2040,70.65,3.65,-0.31,-0.36,8.86,1
13.3070,70.65,3.65,0.00,-0.39,8.86,1
13.4140,70.63,3.63,-0.18,-0.37,8.86,1
13.5170,70.61,3.61,-0.19,0.47,8.86,1
13.6210,70.58,3.58,-0.23,-0.42,8.86,1
13.7250,70.56,3.56,-0.20,-0.77,8.86,1
13.8280,70.59,3.59,0.28,-0.23,8.86,1
13.9320,70.60,3.60,0.10,0.97,8.86,1
14.0360,70.63,3.63,0.23,0.20,8.86,1
14.1390,70.65,3.65,0.17,0.98,8.86,1
14.2430,70.68,3.68,0.24,0.24,8.86,1
14.3470,70.70,3.70,0.19,-0.32,8.86,1
14.4510,70.73,3.73,0.25,-0.68,8.86,1
14.5550,70.78,3.78,0.41,-0.33,8.86,1
14.6590,70.82,3.82,0.29,-0.79,8.86,1
14.7630,70.90,3.90,0.69,-0.12,8.86,1
14.8700,70.90,3.90,0.02,-0.49,8.86,1
14.9730,70.93,3.93,0.28,-0.96,8.86,1
15.0760,71.01,4.01,0.64,-0.82,8.86,1
15.1790,71.05,4.05,0.34,-1.34,8.86,1
15.2830,71.13,4.13,0.65,-2.07,8.86,1
15.3890,71.16,4.16,0.28,-1.43,8.86,1
15.4930,71.19,4.19,0.28,-0.73,8.86,1
15.5960,71.21,4.21,0.16,-0.06,8.86,1
15.6990,71.19,4.19,-0.17,-0.03,8.86,1
15.8030,71.22,4.22,0.26,-0.52,8.86,1
15.9070,71.25,4.25,0.22,-0.37,8.86,1
16.0100,71.24,4.24,-0.11,-0.27,8.86,1
16.1140,71.25,4.25,0.15,-0.19,8.86,1
16.2210,71.24,4.24,-0.15,-0.52,8.86,1
16.3240,71.26,4.26,0.20,-0.65,8.86,1
16.4270,71.24,4.24,-0.15,-0.60,8.86,1
16.5310,71.19,4.19,-0.40,-1.23,8.86,1
16.6340,71.16,4.16,-0.25,-1.47,8.86,1
16.7370,71.13,4.13,-0.29,-2.04,8.86,1
16.8400,71.16,4.16,0.23,-0.65,8.86,1
16.9430,71.07,4.07,-0.75,-1.66,8.86,1
17.0460,71.04,4.04,-0.26,-1.22,8.86,1
17.1500,70.97,3.97,-0.53,-0.69,8.86,1
17.2540,70.94,3.94,-0.29,0.91,8.86,1
17.3570,70.86,3.86,-0.68,-0.64,8.86,1
17.4610,70.82,3.82,-0.27,2.51,8.86,1
17.5680,70.76,3.76,-0.54,1.37,8.86,1
17.6720,70.69,3.69,-0.57,0.19,8.86,1
17.7760,70.65,3.65,-0.30,-0.45,8.86,1
17.8790,70.62,3.62,-0.30,-0.30,8.86,1
17.9820,70.60,3.60,-0.13,-0.43,8.86,1
18.0850,70.61,3.61,0.09,-0.41,8.86,1
18.1880,70.59,3.59,-0.20,-0.38,8.86,1
18.2910,70.57,3.57,-0.14,-0.40,8.86,1
18.3950,70.54,3.54,-0.32,-0.37,8.86,1
18.4990,70.57,3.57,0.32,-0.37,8.86,1
18.6030,70.58,3.58,0.02,-0.38,8.86,1
18.7060,70.60,3.60,0.23,-0.40,8.86,1
18.8100,70.61,3.61,0.08,-0.39,8.86,1
18.9140,70.63,3.63,0.16,-0.36,8.86,1
19.0220,70.63,3.63,-0.03,-0.37,8.86,1
19.1260,70.65,3.65,0.17,-0.40,8.86,1
19.2290,70.66,3.66,0.06,-0.33,8.86,1
19.3330,70.67,3.67,0.14,-0.34,8.86,1
