# Time [s],# Altitude [m],# Height [m AGL],# Velocity [m/s],# Acceleration [m/s^2],# Commanded Angle [deg],# Flight Phase [int enum],# Approximate Drag Force [N],# Expected Drag Force [N],# Target Velocity [m/s],# Velocity Error [m/s],# Roll [deg],# Relative Roll [deg],# Pitch (x) [deg],# Pitch (y) [deg],# Pitch (from vertical) [deg]
6.9560,50.14,-1329.86,-0.20,11.45,4.32,5,-559.60,0.00,0.00,0.00,107.62,-252.38,-15.56,-2.00,90.00
7.0370,49.99,-1330.01,-1.62,20.13,4.32,5,-784.84,0.02,0.00,0.00,109.06,-250.94,-10.31,4.19,90.00
7.1170,49.70,-1330.30,-3.03,20.19,4.32,5,-783.06,0.06,0.00,0.00,112.69,-247.31,6.19,6.19,90.00
7.2020,49.40,-1330.60,-3.01,4.14,4.32,5,-362.31,0.06,0.00,0.00,110.31,-249.69,7.88,9.50,90.00
7.2830,49.20,-1330.80,-1.99,7.28,4.32,5,-441.93,0.03,0.00,0.00,109.00,-251.00,7.81,7.44,90.00
7.3630,49.08,-1330.92,-1.26,-0.81,4.32,5,-231.57,0.01,0.00,0.00,109.56,-250.44,8.19,7.38,90.00
7.4440,48.96,-1331.04,-1.28,-3.51,4.32,5,-161.28,0.01,0.00,0.00,109.31,-250.69,8.56,4.69,90.00
7.5240,48.89,-1331.11,-0.77,0.80,4.32,5,-270.55,0.00,0.00,0.00,111.88,-248.12,6.50,5.44,90.00
7.6080,48.84,-1331.16,-0.46,-3.68,4.32,5,-155.46,0.00,0.00,0.00,112.12,-247.88,7.12,7.19,90.00
7.6880,48.83,-1331.17,-0.16,-1.47,4.32,5,-210.63,0.00,0.00,0.00,107.25,-252.75,2.38,20.50,90.00
7.7680,48.81,-1331.19,-0.19,-2.82,4.32,5,-175.69,0.00,0.00,0.00,103.62,-256.38,0.12,28.25,90.00
7.8480,48.80,-1331.20,-0.05,0.75,4.32,5,-264.32,0.00,0.00,0.00,103.31,-256.69,-0.12,23.81,90.00
7.9280,48.80,-1331.20,-0.07,-0.71,4.32,5,-226.69,0.00,0.00,0.00,103.19,-256.81,-0.19,25.12,90.00
8.0090,48.78,-1331.22,-0.16,-0.26,4.32,5,-236.78,0.00,0.00,0.00,103.06,-256.94,-0.19,24.69,90.00
8.0930,48.79,-1331.21,0.05,-0.06,4.32,5,-240.53,0.00,0.00,0.00,102.94,-257.06,-0.19,24.56,90.00
8.1730,48.73,-1331.27,-0.60,-0.27,4.32,5,-234.20,0.00,0.00,0.00,103.00,-257.00,-0.12,24.62,90.00
8.2530,48.78,-1331.22,0.52,0.02,4.32,5,-240.14,0.00,0.00,0.00,102.88,-257.12,-0.12,24.50,90.00
8.3330,48.76,-1331.24,-0.15,-0.11,4.32,5,-235.78,0.00,0.00,0.00,102.88,-257.12,-0.12,24.50,90.00
8.4130,48.76,-1331.24,-0.05,-0.08,4.32,5,-235.35,0.00,0.00,0.00,102.88,-257.12,-0.12,24.44,90.00
8.4990,48.77,-1331.23,0.13,-0.25,4.32,5,-230.03,0.00,0.00,0.00,102.88,-257.12,-0.12,24.44,90.00
